,Wind speed.mean,Wind direction.mean,u10,v10,u_v_speed,u_v_wind_dir
0,0.419444444,128.9972222,0.13022685,-1.3777854,1.3839261688811593,275.39949650391486
1,0.505555556,105.5666667,2.086492,0.51197267,2.1483865762220096,13.786560296439033
2,0.688888889,71.94861111,1.3861165,0.30613005,1.4195191295242386,12.454108504088824
3,2.477777778,56.40555556,2.258437,-3.448604,4.122306057510165,303.22016410180964
4,5.147222222,84.46388889,1.266238,-5.329115,5.477483487503088,283.3660518585814
5,3.266666667,89.04722222,0.38887882,-6.2029757,6.215153599987299,273.58730941037487
6,2.241666667,69.68611111,0.57971865,-3.8410552,3.8845564434829445,278.58269876769725
7,0.763888889,32.51111111,0.023994803,-4.2973123,4.297379289090305,270.31991779020126
8,0.283333333,15.8875,2.0413542,-0.03527665,2.0416589852110127,359.0099699518014
9,0.825,31.575,2.4001496,0.94492674,2.5794582079086275,21.489308463805838
10,1.566666667,70.22222222,1.8870447,-1.3903617,2.3439375752406417,323.6174643469141
11,3.794444444,108.2722222,0.93872416,-4.644637,4.738549979723408,281.4260889060694
12,1.311111111,211.7736111,-0.27895546,-3.068914,3.0815660447343673,264.80625105967545
13,0.369444444,91.76901408,-0.17650235,-0.6128569,0.6377669319062667,253.93363720792252
14,0.083333333,5.9,0.8780501,0.3632778,0.9502329914725388,22.476466130564084
15,0.430555556,252.5805556,0.81947553,1.0266721,1.3136193303949173,51.40361462132285
16,0.227777778,118.5333333,2.1016083,0.71282196,2.2192053968227303,18.735870827373155
17,0.683333333,102.8152778,0.012027979,-0.82887155,0.8289588160326343,270.83137618328715
18,0.627777778,85.0625,0.7029562,-1.723076,1.8609509184539073,292.19378308698566
19,2.030555556,168.7638889,-0.6432096,-3.897833,3.950546884346667,260.6296539309779
20,1.991666667,55.48888889,1.3844368,-3.0537484,3.352915827111799,294.3874739286963
21,1.044444444,256.4111111,1.0562932,-3.7286093,3.875342905655283,285.81711568718424
22,0.186111111,154.1527778,1.2420944,0.90386915,1.5361568731197615,36.043293166301105
23,0.269444444,37.3375,2.0180502,0.48682034,2.0759384993678776,13.562513658299691
24,0.302777778,59.87083333,0.055696487,1.6704624,1.6713906570511576,88.0903539648139
25,0.980555556,80.5875,2.2132988,1.1185892,2.4799059208845162,26.811786208420113
26,2.327777778,64.72222222,3.9277077,1.3131504,4.141406977062198,18.486326247680992
27,1.711111111,183.8027778,0.27026004,-3.4069915,3.4176938965175117,274.535497837093
28,1.427777778,43.05416667,1.395564,-2.6082182,2.958107681763333,298.14963781826685
29,2.008333333,62.5375,3.0161276,-1.0683742,3.199757667497243,340.49481133585465
30,0.891666667,59.16111111,3.378912,0.37733352,3.3999157179347246,6.371995728570448
31,2.169444444,96.71527778,2.8538404,1.4875526,3.21826315991078,27.530593660003152
32,1.727777778,103.9291667,2.9877849,2.6811814,4.0144230355524275,41.90419965771174
33,2.430555556,108.5819444,3.7681499,3.598504,5.210391991672604,43.680774678439256
34,0.694444444,90.21527778,0.28264678,2.4407542,2.457065377042705,83.39439694516354
35,0.85,69.85,0.5345805,-2.708273,2.7605287452785654,281.16595805299215
36,0.327777778,85.12777778,-0.6039499,-1.4556469,1.575964269642437,247.46637071143715
37,0.441666667,249.5166667,-2.3613977,-0.9520443,2.546092584084047,201.9578050949721
38,0.25,264.0056338,0.011398196,-0.98163533,0.9817015024824315,270.6652563912415
39,0.463888889,95.54027778,0.9105916,-0.7556337,1.183283292608431,320.3131887432466
40,0.655555556,220.3013889,-0.8069664,-0.89693093,1.2065155879306428,228.0223686942694
41,0.502777778,258.3375,-2.5085688,-0.96924406,2.6893031573585606,201.12520199560848
42,0.030555556,234.1416667,-2.3576183,-1.0345293,2.5746096638235048,203.69199624258255
43,0.125,215.8680556,-2.1445246,-1.8702915,2.8455185915712113,221.09246574574374
44,0.052777778,219.9277778,-0.3352207,-1.2335291,1.2782671701390518,254.79661482166256
45,0.208333333,240.4180556,-1.0668782,-0.48654008,1.172582765983556,204.51492513253328
46,0.161111111,164.1388889,-0.08118749,-1.1935812,1.1963392033724967,266.1087303320494
47,1.563888889,35.66666667,1.7818623,-2.1386452,2.783673211360186,309.8001628125046
48,1.061111111,106.0444444,0.91101146,-2.0822372,2.27280743515925,293.63013261174154
49,0.780555556,156.8347222,-0.49897754,-4.1682215,4.19798154575347,263.173610520331
50,1.1,137.0777778,1.0886247,-2.615431,2.8329460025230078,292.5986155231742
51,0.472222222,41.30972222,1.2118623,1.0255623,1.5875730740166198,40.24022516153796
52,0.083333333,10.24305556,-0.33836985,0.28449154,0.4420741925521033,139.9438522589696
53,0.297222222,98.34027778,-0.46853554,0.83691955,0.9591453932617796,119.24156035458903
54,0.291666667,130.025,-1.930381,1.7797642,2.6256297173749843,137.32469903737046
55,0.438888889,53.51388889,0.53626007,-2.1177466,2.1845881818978983,284.20986010984643
56,0.188888889,37.54305556,0.83417165,-0.4005412,0.9253516059105116,334.3512458621565
57,0.016666667,4.820833333,-1.1134859,-0.72715235,1.329887735716565,213.14619808301646
58,0.025,200.8430556,-0.72529805,-0.5812315,0.9294553878083943,218.70761043361472
59,0.180555556,338.375,-0.44355214,0.87076426,0.9772251006763627,116.9935006845619
60,0.047222222,337.1055556,-1.839265,-0.999205,2.0931570347802384,208.51360558729445
61,0.058333333,261.6126761,-1.24953,0.5545099,1.3670429583952401,156.06955906782252
62,0.038888889,41.65416667,-1.8995191,0.8125069,2.065996194045967,156.84149865274043
63,0.222222222,152.1319444,-2.157331,1.5164039,2.636959960161741,144.89633303851676
64,0.544444444,42.97083333,-0.3005798,3.5737214,3.586339758163747,94.80773763093627
65,1.108333333,136.9347222,-0.7313864,3.8124843,3.8820049721569716,100.85967515807317
66,0.794444444,115.0055556,-3.924436,1.5038276,4.202700961122235,159.03337475181345
67,0.447222222,169.5027778,-0.20064604,1.4908817,1.5043227967303332,97.66493301497954
68,1.266666667,187.7083333,-0.77988374,-2.9982653,3.0980338050286793,255.4197918495966
69,1.041666667,297.5958333,-1.284171,-3.0075126,3.2702029289326617,246.87811208511155
70,0.075,294.4402778,-0.6898173,-1.3433859,1.510143563936257,242.81988501691515
71,0.152777778,257.725,-1.1907455,-1.5830734,1.9809079321255216,233.05049307000695
72,0.308333333,215.0888889,0.23582911,-1.3202679,1.3411646792597105,280.12748875276304
73,0.902777778,303.6138889,0.21042573,-2.426788,2.4358938779819685,274.9556969955901
74,0.275,297.8416667,-1.1428782,-0.71993953,1.3507344324077404,212.20828135968875
75,0.677777778,277.1083333,-3.0162153,0.5378649,3.063797216952535,169.8890431007023
76,0.172222222,52.80833333,0.18817163,-1.3570718,1.3700556312398766,277.8942983703832
77,0.272222222,237.8069444,0.004889846,-0.98847824,0.9884903345745982,270.2834308754764
