,Rainfall.mean,tcrw
238,0.070833333,0.010281444
239,0.002777778,0.00174506
240,0.025,0.032211617
241,0.0,0.001095384
242,0.0,0.00073278
243,0.0,1.49e-08
244,0.0,1.49e-08
245,0.118055556,0.000392839
246,0.001388889,0.002810225
247,0.058333333,0.005061403
248,0.094444444,0.056249455
249,0.015277778,0.008407965
250,0.101388889,0.005831942
251,0.0125,0.014972672
252,0.004166667,0.001873478
253,0.0,1.49e-08
254,0.0,1.49e-08
255,0.0,1.49e-08
256,0.056944444,0.001329571
257,0.270833333,0.18857086
258,0.001388889,1.49e-08
259,0.031944444,1.49e-08
260,0.001388889,1.49e-08
261,0.0,1.49e-08
262,0.0,0.000181317
263,0.018055556,0.001458004
264,0.073611111,0.03517291
265,0.115277778,0.00284043
266,0.111111111,0.04318048
267,0.009859155,0.013106748
268,0.133333333,0.002560929
269,0.011111111,0.02313888
270,0.0,7.56e-05
271,0.0,6.05e-05
272,0.0,1.49e-08
273,0.0,1.49e-08
274,0.0,1.49e-08
275,0.325,1.49e-08
276,0.001388889,0.003875375
277,0.006944444,0.017072767
278,0.001388889,4.53e-05
279,0.009722222,0.0006648
280,0.0,1.49e-08
281,0.025,0.07906349
282,0.0,0.01544103
283,0.126388889,0.001843274
284,0.001388889,0.003006637
285,0.0,0.004351303
286,0.0,0.00420022
287,0.0,0.003505215
288,0.0,1.49e-08
289,0.0,1.49e-08
290,0.0,1.49e-08
291,0.0,1.49e-08
292,0.023943662,0.003104836
293,0.009722222,0.13520718
294,0.001388889,0.009276718
295,0.044444444,0.006549612
296,0.002777778,0.006013244
297,0.156944444,0.059384495
298,0.0,0.00140512
299,0.0,0.001359791
300,0.0,1.49e-08
301,0.0,0.003830046
302,0.029166667,0.003293693
303,0.0,0.02110678
304,0.0,0.001261592
305,0.036111111,0.056007713
306,0.0,1.49e-08
307,0.0,1.49e-08
308,0.0,6.8e-05
309,0.088888889,0.00386782
310,0.001388889,0.000219092
311,0.020833333,0.017072767
312,0.013888889,0.000491038
313,0.0,0.000679895
314,0.0,1.49e-08
315,0.0,1.49e-08
316,0.0,1.49e-08
317,0.0,1.49e-08
318,0.0,1.49e-08
319,0.0,1.49e-08
320,0.0,1.49e-08
321,0.0,1.49e-08
322,0.0,1.49e-08
323,0.0,1.49e-08
324,0.0,1.49e-08
325,0.0,1.49e-08
326,0.0,1.49e-08
327,0.0,1.49e-08
328,0.0,1.49e-08
329,0.0,1.49e-08
330,0.0,1.49e-08
331,0.0,1.49e-08
332,0.0,1.49e-08
333,0.002777778,1.49e-08
334,0.031944444,0.49505705
335,0.0,0.02214171
336,0.0,0.000566587
337,0.0,0.005514666
338,0.0,1.49e-08
339,0.0,6.05e-05
340,0.0,1.49e-08
341,0.0,1.49e-08
342,0.084507042,1.49e-08
343,0.013888889,6.8e-05
344,0.0,1.49e-08
345,0.297222222,0.00037773
346,0.448611111,0.002606258
347,0.225,0.016000062
348,0.001388889,0.000491038
349,0.006944444,0.003792286
350,0.001388889,1.49e-08
351,0.0,0.003225714
352,0.0,1.49e-08
353,0.0,1.49e-08
354,0.0,1.49e-08
355,0.175,1.49e-08
356,0.013888889,0.000657246
357,0.0,1.49e-08
358,0.0,1.49e-08
359,0.0,1.49e-08
360,0.0,1.49e-08
361,0.0,1.49e-08
362,0.0,1.49e-08
363,0.0,1.49e-08
364,0.0,1.49e-08
365,0.258333333,0.001903698
366,0.019444444,1.49e-08
367,0.0,1.49e-08
368,0.0,0.000302181
369,0.0,0.003558099
370,0.0,1.49e-08
371,0.0,1.49e-08
372,0.0,1.49e-08
373,0.0,1.49e-08
374,0.0,1.49e-08
375,0.076388889,0.076661214
376,0.001388889,1.49e-08
377,0.0,0.000113323
378,0.229166667,0.015592128
379,0.0,0.010251224
380,0.025,0.07800588
381,0.0,1.49e-08
382,0.0,1.49e-08
383,0.0,1.49e-08
384,0.0,1.49e-08
385,0.0,0.002606258
386,0.0,0.00037773
387,0.125,0.008611932
388,0.001388889,0.000203982
389,0.043055556,0.003694072
390,0.0,1.49e-08
391,0.0,0.000762999
392,0.0,1.49e-08
393,0.0,1.49e-08
394,0.0,0.000158653
395,0.0,1.49e-08
396,0.0,1.49e-08
397,0.0,0.000166208
398,0.0,1.49e-08
399,0.0,1.49e-08
400,0.0,1.49e-08
401,0.0,1.49e-08
402,0.0,1.49e-08
403,0.0,1.49e-08
404,0.0,0.000657246
405,0.0,1.49e-08
406,0.0,1.49e-08
407,0.0,0.000974521
408,0.0,1.49e-08
409,0.0,1.49e-08
410,0.0,1.49e-08
411,0.0,1.49e-08
412,0.0375,1.49e-08
413,0.086111111,0.002251193
414,0.002777778,0.00073278
415,0.0,1.49e-08
416,0.021126761,0.003029302
417,0.027777778,0.19784757
418,0.001388889,0.000271976
419,0.0,0.07886708
420,0.0,1.49e-08
421,0.0,0.00036262
422,0.004166667,0.000188872
423,0.0,0.032113418
424,0.0,0.000407949
425,0.0,1.49e-08
426,0.0,1.49e-08
427,0.008333333,0.005733743
428,0.306944444,0.20936035
429,0.013888889,0.052638486
430,0.0,1.49e-08
431,0.0,1.49e-08
432,0.0,1.49e-08
433,0.0,1.49e-08
434,0.0,1.49e-08
435,0.0,1.49e-08
436,0.0,1.49e-08
437,0.0,1.49e-08
438,0.0,1.49e-08
439,0.0,1.49e-08
440,0.0,1.49e-08
441,0.0,1.49e-08
442,0.0,1.49e-08
443,0.0,1.49e-08
444,0.0,1.49e-08
445,0.0,1.49e-08
446,0.0,1.49e-08
447,0.0,1.49e-08
448,0.0,1.49e-08
449,0.002777778,0.000445724
450,0.215277778,0.005431563
451,0.029166667,0.002508044
452,0.0,1.49e-08
453,0.0,1.49e-08
454,0.0,1.49e-08
455,0.0,0.002009466
456,0.0,1.49e-08
457,0.0,1.49e-08
458,0.0,1.49e-08
459,0.0,1.49e-08
460,0.0,1.49e-08
461,0.0,1.49e-08
462,0.0,1.49e-08
463,0.0,1.49e-08
464,0.0,1.49e-08
465,0.0,1.49e-08
466,0.0,1.49e-08
467,0.0,1.49e-08
468,0.0,1.49e-08
469,0.0,1.49e-08
470,0.018055556,0.05652897
471,0.0,1.49e-08
472,0.029166667,1.49e-08
473,0.002777778,1.49e-08
474,0.001388889,1.49e-08
475,0.0,1.49e-08
476,0.0,1.49e-08
477,0.0,1.49e-08
478,0.0,1.49e-08
479,0.0,1.49e-08
480,0.0,1.49e-08
481,0.0,1.49e-08
482,0.0,1.49e-08
483,0.0,1.49e-08
484,0.0,1.49e-08
485,0.0,1.49e-08
486,0.0,1.49e-08
487,0.0,1.49e-08
488,0.0,1.49e-08
489,0.018055556,1.49e-08
490,0.013888889,0.039493978
491,0.004225352,0.06975657
492,0.001388889,1.49e-08
493,0.001388889,1.49e-08
494,0.001388889,1.49e-08
495,0.0,1.49e-08
496,0.0,0.001027405
497,0.005555556,0.010387197
498,0.004166667,0.000143543
499,0.001388889,0.009314492
500,0.002777778,0.000634581
501,0.0,4.53e-05
502,0.002777778,7.56e-05
503,0.001388889,0.001722395
504,0.001388889,1.49e-08
505,0.001388889,1.49e-08
506,0.0,1.49e-08
507,0.001388889,1.49e-08
508,0.001388889,1.49e-08
509,0.001388889,6.8e-05
510,0.0,1.49e-08
511,0.001388889,1.49e-08
512,0.0,1.49e-08
513,0.001388889,1.49e-08
514,0.0,1.49e-08
515,0.0,1.49e-08
516,0.0,1.49e-08
517,0.001388889,1.49e-08
518,0.0,1.49e-08
519,0.0,1.49e-08
520,0.001388889,0.033473194
521,0.0,0.001677066
522,0.001388889,1.49e-08
523,0.0,1.49e-08
524,0.0,1.49e-08
525,0.0,1.49e-08
526,0.001388889,1.49e-08
527,0.0,1.49e-08
528,0.0,1.49e-08
529,0.0,1.49e-08
530,0.001388889,0.009881064
531,0.0,0.011573225
532,0.0,0.27747762
533,0.001388889,0.000158653
534,0.0,3.78e-05
535,0.001388889,0.001367346
536,0.001388889,0.002847984
537,0.0,0.001692176
538,0.0,1.49e-08
539,0.001388889,1.49e-08
540,0.001388889,1.49e-08
541,0.0,0.007576987
542,0.001388889,0.001155824
543,0.0,0.000241756
544,0.001388889,1.49e-08
545,0.001388889,1.49e-08
546,0.0,0.000241756
547,0.0,1.49e-08
548,0.001388889,1.49e-08
549,0.0,1.49e-08
550,0.001388889,0.08846106
551,0.0,7.56e-05
552,0.001388889,0.000181317
553,0.0,0.000120878
554,0.0,1.49e-08
555,0.034722222,1.49e-08
556,0.001388889,1.49e-08
557,0.0,1.49e-08
558,0.0,1.49e-08
559,0.0,0.000642136
560,0.0,0.000415504
561,0.0,1.49e-08
562,0.0,1.49e-08
563,0.0,1.49e-08
564,0.009722222,0.02911435
565,0.059722222,0.17213267
566,0.001388889,1.49e-08
567,0.0,1.49e-08
568,0.0,1.49e-08
569,0.0,1.49e-08
570,0.0,1.49e-08
571,0.0,1.49e-08
572,0.0,1.49e-08
573,0.0,1.49e-08
574,0.0,1.49e-08
575,0.0,1.49e-08
576,0.0,1.49e-08
577,0.0,0.003535435
578,0.001388889,1.49e-08
579,0.0,1.49e-08
580,0.0,1.49e-08
581,0.0,1.49e-08
582,0.0,1.49e-08
583,0.0,1.49e-08
584,0.0,1.49e-08
585,0.0,1.49e-08
586,0.0,1.49e-08
587,0.0,1.49e-08
588,0.0,1.49e-08
589,0.0,1.49e-08
590,0.0,1.49e-08
591,0.0,1.49e-08
592,0.0,1.49e-08
593,0.0,1.49e-08
594,0.0,1.49e-08
595,0.0,1.49e-08
596,0.0,1.49e-08
597,0.0,1.49e-08
598,0.0,1.49e-08
599,0.0,1.49e-08
600,0.0,1.49e-08
601,0.0,1.49e-08
602,0.0,1.49e-08
603,0.104166667,0.07438737
604,0.002777778,0.000392839
605,0.0,0.030534565
606,0.001388889,1.49e-08
607,0.0,1.49e-08
608,0.0,0.000120878
609,0.0,3.78e-05
610,0.0,0.000460833
611,0.018055556,0.025284305
612,0.022222222,0.027565718
613,0.0,0.000226647
614,0.118055556,0.00068745
615,0.0,0.011505231
616,0.0,1.49e-08
617,0.146478873,1.49e-08
618,0.043055556,0.30224824
619,0.055555556,0.000135988
620,0.0,1.49e-08
621,0.0,1.49e-08
622,0.0,4.53e-05
623,0.0,1.49e-08
624,0.002777778,0.000309736
625,0.018055556,0.085673526
626,0.173611111,0.04322581
627,0.002777778,0.004018903
628,0.0,0.000135988
629,0.0,0.000113323
630,0.034722222,1.49e-08
631,0.001388889,0.027573273
632,0.034722222,1.49e-08
633,0.020833333,0.00565064
634,0.001388889,0.000219092
635,0.0,1.49e-08
636,0.0,1.49e-08
637,0.0,1.49e-08
638,0.004166667,0.000309736
639,0.009722222,0.02600953
640,0.001388889,1.49e-08
641,0.0,1.49e-08
642,0.007042254,0.001382455
643,0.0,1.49e-08
644,0.0,1.49e-08
645,0.0,1.49e-08
646,0.066666667,0.001027405
647,0.072222222,0.04471402
648,0.001388889,7.56e-05
649,0.0,1.51e-05
650,0.0,1.49e-08
651,0.0,1.49e-08
652,0.0,1.49e-08
653,0.0,1.49e-08
654,0.0,1.49e-08
655,0.0,1.49e-08
656,0.0,1.49e-08
657,0.0,1.49e-08
658,0.0,1.49e-08
659,0.0,1.49e-08
660,0.0,1.49e-08
661,0.033333333,1.49e-08
662,0.004166667,0.000853658
663,0.0,0.02217193
664,0.0,0.002666682
665,0.001388889,1.49e-08
666,0.0,0.012343764
667,0.0,1.49e-08
668,0.0,1.49e-08
669,0.0,1.49e-08
670,0.005555556,1.49e-08
671,0.111111111,0.15197021
672,0.0,0.00036262
673,0.0,1.49e-08
674,0.0,1.49e-08
675,0.0,1.49e-08
676,0.0,1.49e-08
677,0.0,1.49e-08
678,0.0,1.49e-08
679,0.0,1.49e-08
680,0.0,1.49e-08
681,0.0,1.49e-08
682,0.0,1.49e-08
683,0.0,1.49e-08
684,0.0,1.49e-08
685,0.033333333,0.001238927
686,0.0125,0.019731894
687,0.0,0.005310699
688,0.0,1.49e-08
689,0.0,1.49e-08
690,0.0,1.49e-08
691,0.002777778,0.000838548
692,0.0,1.49e-08
693,0.106944444,1.49e-08
694,0.054166667,0.05899167
695,0.0,1.49e-08
696,0.001388889,1.49e-08
697,0.0,1.49e-08
698,0.0,1.49e-08
699,0.0,1.49e-08
700,0.0,1.49e-08
701,0.0,1.49e-08
702,0.0,1.49e-08
703,0.0,1.49e-08
704,0.0,1.49e-08
705,0.0,1.49e-08
706,0.0,1.49e-08
707,0.0,1.49e-08
708,0.005555556,0.020071834
709,0.159722222,0.003014192
710,0.025,1.49e-08
711,0.104166667,0.109635815
712,0.047222222,0.04666303
713,0.0,0.028933048
714,0.001388889,1.49e-08
715,0.0,1.49e-08
716,0.0,1.49e-08
717,0.009859155,3.78e-05
718,0.001388889,1.49e-08
719,0.0,0.000241756
720,0.0,1.49e-08
721,0.0,0.00143534
722,0.0,1.49e-08
723,0.0,1.49e-08
724,0.0,1.49e-08
725,0.0,1.49e-08
726,0.0,1.49e-08
727,0.0,1.49e-08
728,0.0,1.49e-08
729,0.0,1.49e-08
730,0.0,1.49e-08
731,0.0,1.49e-08
732,0.001388889,1.49e-08
733,0.0,1.49e-08
734,0.0,1.49e-08
735,0.0,1.49e-08
736,0.0,1.49e-08
737,0.019444444,1.49e-08
738,0.002816901,1.49e-08
739,0.0,1.49e-08
740,0.0,1.49e-08
741,0.0,1.49e-08
742,0.0,1.49e-08
743,0.0,1.49e-08
744,0.0,1.49e-08
745,0.0,1.49e-08
746,0.0,1.49e-08
747,0.0,1.49e-08
748,0.0,1.49e-08
749,0.0,1.49e-08
750,0.0,1.49e-08
751,0.0,1.49e-08
752,0.0,1.49e-08
753,0.0,1.49e-08
754,0.0,1.49e-08
755,0.0,1.49e-08
756,0.001388889,1.49e-08
757,0.0,1.49e-08
758,0.001388889,1.49e-08
759,0.0,1.49e-08
760,0.0,1.49e-08
761,0.0,1.49e-08
762,0.0,0.00073278
763,0.0,1.49e-08
764,0.0,0.000876308
765,0.0,1.49e-08
766,0.004166667,1.49e-08
767,0.0,1.49e-08
768,0.0,1.49e-08
769,0.0,1.49e-08
770,0.0,1.49e-08
771,0.0,1.49e-08
772,0.001388889,1.49e-08
773,0.0,1.49e-08
774,0.001388889,1.49e-08
775,0.0,1.49e-08
776,0.0,1.49e-08
777,0.0,1.49e-08
778,0.0,1.49e-08
779,0.0,0.000241756
780,0.0,1.49e-08
781,0.0,0.000143543
782,0.0,0.003293693
783,0.0,1.49e-08
784,0.001388889,1.49e-08
785,0.055555556,1.49e-08
786,0.077777778,0.000287071
787,0.008333333,1.49e-08
788,0.004225352,0.002734676
789,0.0,1.49e-08
790,0.0,1.49e-08
791,0.0,1.49e-08
792,0.0,1.49e-08
793,0.0,1.49e-08
794,0.0,1.49e-08
795,0.0,1.49e-08
796,0.0,1.49e-08
797,0.015277778,0.002356961
798,0.0,0.005000979
799,0.180555556,0.07858002
800,0.0,1.49e-08
801,0.0,0.001223818
802,0.0,1.49e-08
803,0.0,1.49e-08
804,0.0,1.49e-08
805,0.0,1.49e-08
806,0.0,0.000241756
807,0.0,1.49e-08
808,0.0,1.49e-08
809,0.0,1.49e-08
810,0.0,1.49e-08
811,0.061111111,1.49e-08
812,0.038888889,0.004593045
813,0.029577465,0.01970923
814,0.016666667,1.49e-08
815,0.0,1.49e-08
816,0.001388889,1.49e-08
817,0.0,1.49e-08
818,0.143055556,0.00455527
819,0.0,0.000392839
820,0.001388889,1.49e-08
821,0.0,1.49e-08
822,0.001388889,1.49e-08
823,0.0,1.49e-08
824,0.0,1.49e-08
825,0.0,1.49e-08
826,0.0,1.49e-08
827,0.0,0.000241756
828,0.0,1.49e-08
829,0.0,1.49e-08
830,0.0,1.49e-08
831,0.0,1.49e-08
832,0.0,1.49e-08
833,0.0,1.49e-08
834,0.0,1.49e-08
835,0.0,1.49e-08
836,0.0,1.49e-08
837,0.0,1.49e-08
838,0.0,1.49e-08
839,0.0,1.49e-08
840,0.0,1.49e-08
841,0.0,1.49e-08
842,0.029166667,1.49e-08
843,0.047222222,0.05516164
844,0.0,1.49e-08
845,0.0,1.49e-08
846,0.0,0.00103496
847,0.0,1.49e-08
848,0.0,1.49e-08
849,0.0,1.49e-08
850,0.0,1.49e-08
851,0.045833333,0.000936747
852,0.027777778,0.02848734
853,0.0,0.000196427
854,0.019444444,1.51e-05
855,0.004166667,0.018855587
856,0.0,0.003610984
857,0.0,0.000392839
858,0.0,1.49e-08
859,0.0,1.49e-08
860,0.05,0.000143543
861,0.029166667,0.032861292
862,0.0,1.49e-08
863,0.0,0.000793219
864,0.0,1.49e-08
865,0.0,0.000762999
866,0.0,1.49e-08
867,0.0,1.49e-08
868,0.0,1.49e-08
869,0.0,0.000143543
870,0.0,1.49e-08
871,0.0,1.49e-08
872,0.0,1.49e-08
873,0.0,1.49e-08
874,0.0,1.49e-08
875,0.002777778,0.004343748
876,0.001388889,1.49e-08
877,0.0,1.49e-08
878,0.0,1.49e-08
879,0.0,1.49e-08
880,0.0,1.49e-08
881,0.0,1.49e-08
882,0.0,1.49e-08
883,0.0,1.49e-08
884,0.0,0.00036262
885,0.0,0.000271976
886,0.0,1.49e-08
887,0.0,1.49e-08
888,0.0,1.49e-08
889,0.0,1.49e-08
890,0.0,1.49e-08
891,0.0,0.000370175
892,0.002777778,0.002666682
893,0.0,0.000830993
894,0.0,1.49e-08
895,0.001388889,1.49e-08
896,0.004166667,1.49e-08
897,0.029166667,1.49e-08
898,0.002777778,1.49e-08
899,0.008333333,1.49e-08
900,0.140277778,1.49e-08
901,0.044444444,0.000241756
902,0.0,1.49e-08
903,0.0,1.49e-08
904,0.0,1.49e-08
905,0.0,1.49e-08
906,0.0,1.49e-08
907,,0.000241756
908,0.0,1.49e-08
909,0.0,1.49e-08
910,0.003125,1.49e-08
911,0.0,1.49e-08
912,0.0,1.49e-08
913,0.0,1.49e-08
914,0.0,1.49e-08
915,0.0,1.49e-08
916,0.0,1.49e-08
917,0.0,1.49e-08
918,0.0,1.49e-08
919,0.0,1.49e-08
920,0.0,1.49e-08
921,0.0,1.49e-08
922,0.0,1.49e-08
923,0.0,1.49e-08
924,0.0,1.49e-08
925,0.0,1.49e-08
926,0.0,1.49e-08
927,0.0,1.49e-08
928,0.0,1.49e-08
929,0.0,1.49e-08
930,0.0,1.49e-08
931,0.0,1.49e-08
932,0.0,1.49e-08
933,0.0,1.49e-08
934,0.0,1.49e-08
935,0.0,1.49e-08
936,0.0,1.49e-08
937,0.0,1.49e-08
938,0.041666667,1.51e-05
939,0.001408451,0.00352788
940,0.0,1.49e-08
941,0.0,1.49e-08
942,0.0,1.49e-08
943,0.0,1.49e-08
944,0.0,1.49e-08
945,0.0,1.49e-08
946,0.0,1.49e-08
947,0.0,1.49e-08
948,0.0,1.49e-08
949,0.0,1.49e-08
950,0.019444444,0.03431928
951,0.0,1.49e-08
952,0.0,1.49e-08
953,0.0,1.49e-08
954,0.0,1.49e-08
955,0.0,1.49e-08
956,0.0,1.49e-08
957,0.0,1.49e-08
958,0.0,1.49e-08
959,0.0,1.49e-08
960,0.0,1.49e-08
961,0.004166667,1.49e-08
962,0.002777778,1.49e-08
963,0.001388889,1.49e-08
964,0.0,1.49e-08
965,0.0,1.49e-08
966,0.0,1.49e-08
967,0.0,0.003860265
968,0.002777778,1.49e-08
969,0.0,0.00174506
970,0.0,0.000491038
971,0.0,0.000339955
972,0.023611111,0.007569432
973,0.001388889,0.00068745
974,0.111111111,0.033533633
975,0.0,4.53e-05
976,0.043055556,0.003746957
977,0.0,0.001042515
978,0.0,1.49e-08
979,0.0,0.000241756
980,0.0,1.49e-08
981,0.070833333,0.045303255
982,0.025,0.023101121
983,0.0,1.49e-08
984,0.0,1.49e-08
985,0.0,1.49e-08
986,0.0,1.49e-08
987,0.0,1.49e-08
988,0.0,1.49e-08
989,0.0,1.49e-08
990,0.0,1.49e-08
991,0.0,3.02e-05
992,0.0,1.49e-08
993,0.002777778,1.49e-08
994,0.065277778,0.000181317
995,0.009722222,0.002379626
996,0.0,0.000241756
997,0.0,1.49e-08
998,0.005555556,1.49e-08
999,0.002777778,0.000891417
1000,0.0,0.000294626
1001,0.0,1.49e-08
1002,0.0,1.49e-08
1003,0.001388889,0.000438169
1004,0.015277778,0.040574253
1005,0.0,1.49e-08
1006,0.0,1.49e-08
1007,0.0,1.49e-08
1008,0.005555556,0.000468388
1009,0.090277778,0.008566603
1010,0.093055556,0.15481818
1011,0.061111111,0.015312612
1012,0.0,1.49e-08
1013,0.0,0.000423059
1014,0.0,1.49e-08
1015,0.0,1.49e-08
1016,0.0,0.000800774
1017,0.0,3.02e-05
1018,0.048611111,0.08982083
1019,0.0,0.000808328
1020,0.0,1.49e-08
1021,0.122222222,0.015229523
1022,0.001388889,0.000196427
1023,0.005555556,0.000906527
1024,0.001388889,0.000271976
1025,0.005555556,0.007607207
1026,0.001388889,1.49e-08
1027,0.002777778,0.001140714
1028,0.0,1.49e-08
1029,0.015277778,0.009216279
1030,0.002777778,1.49e-08
1031,0.0,0.001322016
1032,0.0,1.49e-08
1033,0.001388889,0.01688391
1034,0.005555556,0.004026458
1035,0.0,0.000574142
1036,0.0,1.49e-08
1037,0.0,0.004525051
1038,0.004166667,4.53e-05
1039,0.08028169,0.011535451
1040,0.0,1.49e-08
1041,0.0,0.016045377
1042,0.022222222,1.49e-08
1043,0.072222222,0.002047241
1044,0.001388889,0.000151098
1045,0.0,1.49e-08
1046,0.0,1.49e-08
