Time,Wind speed.mean,Rainfall.mean,Wind direction.mean,Global radiation.mean,Ground temperature.mean,Air temperature.mean,Ground moisture.mean
08/04/2019 14:00,0.501388889,0.001388889,263.3194444,112.2263889,10.6875,14.50694444,26.76111111
09/04/2019 02:00,1.348611111,0.001388889,77.94722222,164.4972222,10.88472222,11.19305556,27
09/04/2019 14:00,1.290277778,0,88.78055556,211.0902778,10.9875,17.575,27
10/04/2019 02:00,0.666666667,0,74.55694444,134.1736111,11.37777778,11.68055556,27.88194444
10/04/2019 14:00,2.047222222,0.206944444,155.4722222,168.9902778,20.5375,16.48194444,119.3875
11/04/2019 02:00,0.633333333,0.009722222,46.475,35.95972222,11.77916667,11.01111111,27.85694444
11/04/2019 14:00,5.623611111,0.183333333,70.90138889,37.54444444,11.63611111,8.398611111,21.28611111
12/04/2019 02:00,5.222222222,0.325,70.71111111,15.88611111,11.18333333,5.222222222,2.201388889
12/04/2019 14:00,4.266666667,0.145833333,81.24305556,29.26944444,10.44583333,5.109722222,2
13/04/2019 02:00,3.422222222,0.048611111,67.05972222,23.45416667,19.01666667,5.698611111,92.10277778
13/04/2019 14:00,2.552777778,0.002777778,73.87777778,29.28888889,18.71388889,6.152777778,92.01944444
14/04/2019 02:00,1.708333333,0.004166667,68.10138889,37.87916667,27.64444444,6.313888889,183.3916667
14/04/2019 14:00,1.833333333,0.001388889,64.02222222,73.33194444,18.45,9.227777778,92.01944444
15/04/2019 02:00,3.447222222,0.001388889,74.28194444,190.0097222,18.50277778,9.123611111,92.01944444
15/04/2019 14:00,2.840277778,0,86.94722222,241.2388889,36.86111111,11.63611111,274.4111111
16/04/2019 02:00,0.084722222,0.001388889,81.51111111,197.0388889,37.09722222,4.665277778,274.4111111
16/04/2019 14:00,0.548611111,0,214.2888889,252.6347222,18.83888889,12.60277778,92.01944444
17/04/2019 02:00,1.227777778,0.001388889,147.3444444,194.1375,28.18194444,5.554166667,183.0388889
17/04/2019 14:00,1.741666667,0,213.6597222,245.4555556,19.02083333,14.77083333,92.01944444
18/04/2019 02:00,0.709722222,0,55.99166667,185.2861111,10.29583333,9.423611111,1
18/04/2019 14:00,1.205555556,0,293.5916667,214.6625,19.55138889,13.64861111,92.85416667
19/04/2019 02:00,1.072222222,0.001388889,201.6027778,202.0888889,19.81111111,8.980555556,93.24861111
19/04/2019 14:00,2.125,0,63.55,222.7055556,19.83194444,17.48611111,96.48055556
20/04/2019 02:00,1.023611111,0,150.6458333,212.9458333,20.15833333,9.133333333,97.70416667
20/04/2019 14:00,1.779166667,0,285.4125,254.1430556,11.03611111,15.24305556,8.9375
21/04/2019 02:00,0.172222222,0,176.3125,211.0027778,11.20277778,8.168055556,9.126388889
21/04/2019 14:00,0.655555556,0,223.0194444,253.3958333,29.28055556,16.95138889,193.4222222
22/04/2019 02:00,0.236111111,0,212.8138889,213.5263889,20.45277778,9.193055556,102.3125
22/04/2019 14:00,0.713888889,0,268.1555556,245.2625,11.36805556,19.37361111,13.58888889
23/04/2019 02:00,1.309722222,0.015277778,243.7375,59.91527778,11.78611111,11.43333333,14
23/04/2019 14:00,2.695833333,0.002777778,267.2791667,156.5986111,20.8625,14.99583333,105.6180556
24/04/2019 02:00,0.697222222,0,250.0972222,199.6055556,11.87916667,12.86111111,15
24/04/2019 14:00,1.348611111,0.013888889,252.5902778,231.5458333,12.04305556,20.69583333,16.57083333
25/04/2019 02:00,0.129166667,0.005555556,200.4972222,123.4111111,12.58472222,14.29722222,17
25/04/2019 14:00,0.472222222,0,180.3013889,214.4930556,12.76111111,22.45,18.17222222
26/04/2019 02:00,0.204166667,0,209.3930556,123.3930556,13.1875,15.57916667,19
26/04/2019 14:00,1.361111111,0.005555556,184.6472222,174.3055556,22.44305556,24.24444444,111.5513889
27/04/2019 02:00,0.652777778,0.044444444,124.3444444,40.60694444,40.20972222,14.39583333,286.5208333
27/04/2019 14:00,0.558333333,0.002777778,135.6416667,39.96805556,31.95972222,12.31805556,203.9805556
28/04/2019 02:00,0.866666667,0,100.9152778,163.5861111,22.59583333,11.08472222,112.9902778
28/04/2019 14:00,1.204166667,0,200.2791667,202.8125,13.32361111,14.65138889,22.38611111
29/04/2019 02:00,0.679166667,0,167.2055556,107.6736111,22.35694444,9.011111111,113.9888889
29/04/2019 14:00,1.684722222,0.045833333,71.13472222,63.16805556,12.9375,10.61805556,23.61666667
30/04/2019 02:00,1.440277778,0.261111111,64.64722222,26.61388889,12.71666667,9.004166667,18.725
30/04/2019 14:00,0.986111111,0.022222222,95.05138889,63.8,12.32777778,11.22083333,1
01/05/2019 02:00,3.611111111,0.019444444,85.18611111,174.6166667,12.18888889,12.23055556,1
01/05/2019 14:00,2.104166667,0,61.05972222,172.6138889,12.21111111,15.35555556,1
02/05/2019 02:00,0.294444444,0,87.39305556,181.1541667,12.36527778,12.11527778,1
02/05/2019 14:00,0.525,0,134.2944444,225.95,12.44166667,19.58472222,1
03/05/2019 02:00,0.615277778,0,129.225,79.03611111,12.82222222,13.83333333,1.252777778
03/05/2019 14:00,0.805555556,0.005555556,85.54027778,138.4361111,12.85694444,17.03333333,7.3375
04/05/2019 02:00,0.469444444,0,65.95833333,164.6513889,13.0375,11.65416667,8.190277778
04/05/2019 14:00,0.981944444,0.436111111,98.0375,147.7625,13.04722222,15.74583333,96.45
05/05/2019 02:00,1.740277778,0.25,93.2875,26.46944444,13.26666667,10.98194444,1
05/05/2019 14:00,4.994444444,0.027777778,76.44305556,51.57638889,12.96805556,6.404166667,1
06/05/2019 02:00,3.963888889,0.068055556,77.5625,38.65416667,12.35555556,5.420833333,92.01944444
06/05/2019 14:00,3.536111111,0.025,72.13888889,54.74305556,11.72361111,6.545833333,1
07/05/2019 02:00,3.990277778,0.0125,74.14583333,150.6277778,11.27083333,7.808333333,1
07/05/2019 14:00,2.213888889,0,69.20277778,178.3736111,11.04027778,10.50694444,0.9125
08/05/2019 02:00,0.186111111,0,126.9222222,200.3347222,11.00833333,7.181944444,91.02083333
08/05/2019 14:00,0.6375,0,230.9375,220.8972222,11.02638889,15.4625,0
09/05/2019 02:00,0.027777778,0.093055556,221.7916667,39.06944444,11.38888889,10.69722222,0
09/05/2019 14:00,0.0125,0.356944444,218.7347222,33.17916667,11.525,11.49722222,91.63611111
10/05/2019 02:00,0.245833333,0.005555556,63.01527778,183.7111111,11.61805556,9.698611111,1
10/05/2019 14:00,0.194444444,0,120.9166667,211.1513889,11.68888889,17.79861111,182.7972222
11/05/2019 02:00,0.097222222,0,137.4402778,200.2986111,12.11527778,13.01111111,91.02083333
11/05/2019 14:00,0.35,0,222.5097222,209.7041667,12.38194444,20.73888889,91.02083333
12/05/2019 02:00,0.730555556,0,91.43888889,175.6069444,13.03611111,14.53472222,0.016666667
12/05/2019 14:00,2.154166667,0.047222222,224.8305556,165.1583333,13.26527778,18.69444444,3.216666667
13/05/2019 02:00,2.884722222,0.088888889,103.3097222,13.83888889,13.59027778,11.52222222,1.315277778
13/05/2019 14:00,5.175,0.105555556,68.05555556,62.225,13.39861111,10.79166667,91.81944444
14/05/2019 02:00,4.840277778,0.165277778,64.47916667,28.91111111,13.00833333,7.127777778,1
14/05/2019 14:00,3.852777778,0.068055556,65.125,69.87222222,21.43055556,7.1625,92.01944444
15/05/2019 02:00,0.541666667,0.213888889,93.35,39.13472222,39.07916667,6.731944444,274.0583333
15/05/2019 14:00,0.379166667,0.016666667,86.75694444,67.65555556,11.42083333,9.241666667,1.391666667
16/05/2019 02:00,0.465277778,0,74.45972222,64.2,11.375,8.3875,1
16/05/2019 14:00,0.119444444,0,90.79722222,85.89722222,20.425,11.3,92.01944444
17/05/2019 02:00,0.088888889,0,132.1347222,87.29444444,20.56944444,10.59861111,91.04305556
17/05/2019 14:00,0.556944444,0,292.2291667,146.6097222,20.73194444,13.73611111,91.02083333
18/05/2019 02:00,0.147222222,0.002777778,291.8986111,139.7472222,30.06805556,10.20694444,182.0416667
18/05/2019 14:00,0.890277778,0.069444444,249.9930556,203.4152778,12.07083333,19.30972222,1.456944444
19/05/2019 02:00,0.125,0.001388889,142.3458333,190.2777778,12.64444444,13.92916667,0.344444444
19/05/2019 14:00,0.169444444,0.001388889,200.1125,116.525,12.98888889,17.96111111,0
20/05/2019 02:00,0.1875,0,199.5236111,155.4208333,13.36805556,15.64583333,0.183333333
20/05/2019 14:00,0.569444444,0,141.8222222,206.7583333,22.74722222,19.17222222,97.73333333
21/05/2019 02:00,0.319444444,0,140.2833333,189.9833333,32.15,13.11666667,190.0625
21/05/2019 14:00,0.447222222,0.031944444,148.2902778,113.1291667,32.10416667,16.54166667,192.875
22/05/2019 02:00,0.65,0,161.7833333,180.9958333,23.11527778,15.19305556,374.8069444
22/05/2019 14:00,0.740277778,0.002777778,93.0125,113.5083333,14.12777778,18.25138889,285.9208333
23/05/2019 02:00,0.443055556,0.051388889,119.6680556,108.8888889,14.30277778,14.69166667,469.0069444
23/05/2019 14:00,1.440277778,0,59.56111111,123.7722222,14.44722222,17.09583333,105.2958333
