,Air temperature.mean,t2m
0,0.773611111,1.7464500000000385
1,1.548611111,4.65536000000003
2,1.808333333,-0.2127699999999777
3,3.25,4.870840000000044
4,-0.205555556,1.5223000000000297
5,-0.715277778,0.5257200000000353
6,-3.2625,-2.4233199999999897
7,-2.197222222,-0.48013999999994894
8,-2.831944444,-3.752719999999954
9,0.829166667,0.01568000000003167
10,1.905555556,1.9076200000000085
11,1.533333333,2.74615
12,-3.004166667,-1.0376999999999725
13,-3.494444444,-0.03989999999998872
14,-2.665277778,-5.981799999999964
15,1.290277778,0.3269000000000233
16,1.106944444,-0.9790399999999977
17,2.836111111,5.098700000000008
18,-1.025,-0.18189999999998463
19,-0.241666667,0.404700000000048
20,0.127777778,-0.3603599999999574
21,-1.402777778,1.6828600000000051
22,-2.234722222,-3.6656600000000026
23,1.095833333,1.3877200000000016
24,1.936111111,0.6337800000000016
25,4.341666667,6.195340000000044
26,6.231944444,4.050870000000032
27,4.948611111,8.626920000000041
28,0.352777778,2.2657400000000507
29,3.148611111,4.334900000000005
30,4.331944444,1.9101
31,5.395833333,9.701930000000004
32,2.934722222,3.702600000000018
33,9.258333333,12.15142000000003
34,4.418055556,5.605040000000031
35,1.856944444,3.319150000000036
36,0.545833333,-0.16955999999998994
37,1.076388889,1.9051500000000487
38,0.306944444,0.8498800000000415
39,1.277777778,1.4365000000000236
40,0.008333333,0.700460000000021
41,0.155555556,1.1851700000000278
42,-1.034722222,-0.33379999999999654
43,-1.816666667,-0.19547000000000025
44,-2.236111111,-2.1293999999999755
45,-1.495833333,-1.310639999999978
46,-1.180555556,-2.331299999999999
47,-0.851388889,0.20464000000004035
48,-2.325,-1.7453399999999988
49,-1.766666667,-2.321419999999989
50,-2.044444444,-3.0741299999999683
51,-0.870833333,-0.20413999999999533
52,-3.7875,-3.6409699999999816
53,0.5,1.4161000000000286
54,1.766666667,0.6430300000000102
55,1.204166667,2.352200000000039
56,1.406944444,0.8215000000000146
57,1.526388889,2.861000000000047
58,0.444444444,0.3590000000000373
59,-0.190277778,2.228080000000034
60,-0.504166667,0.35223000000002
61,0.613888889,1.0258699999999976
62,1.394444444,0.0675600000000145
63,5.444444444,8.515770000000032
64,8.347222222,9.549400000000048
65,11.45,15.544430000000034
66,8.416666667,10.670130000000029
67,6.229166667,10.161339999999996
68,3.8625,4.405900000000031
69,4.380555556,5.556849999999997
70,2.366666667,2.4719800000000305
71,2.736111111,2.5683200000000284
72,2.291666667,2.459000000000003
73,2.452777778,5.411770000000047
74,-1.695833333,-2.058999999999969
75,2.184722222,5.17960000000005
76,-1.733333333,-1.7780499999999506
77,0.455555556,2.930750000000046
78,-1.434722222,-0.6302000000000021
79,1.370833333,3.889700000000005
80,-0.177777778,-0.40603999999996176
81,7.208333333,8.408960000000036
82,6.066666667,8.757800000000032
83,4.886111111,3.885370000000023
84,4.281944444,4.421350000000018
85,3.365277778,6.129880000000014
86,1.25,0.7900000000000205
87,4.181944444,6.0922199999999975
88,3.823611111,1.9520800000000236
89,6.7625,9.176480000000026
90,3.093055556,4.509029999999996
91,4.6375,8.540459999999996
92,1.979166667,-0.008399999999994634
93,5.958333333,10.347800000000007
94,0.802777778,0.9054800000000114
95,6.711111111,11.97854000000001
96,1.298611111,1.7779500000000326
97,8.148611111,13.526540000000011
98,1.961111111,2.3250400000000013
99,10.04166667,14.94177000000002
100,3.870833333,3.034500000000037
101,8.6,13.801930000000027
102,2.870833333,3.6556600000000117
103,9.479166667,13.64572000000004
104,6.534722222,5.721100000000035
105,4.997222222,8.914030000000025
106,-2.352777778,-1.8465999999999667
107,-1.470833333,1.046260000000018
108,-4.430555556,-5.266149999999982
109,0.494444444,2.559660000000008
110,0.368055556,-1.012399999999957
111,3.294444444,5.19195000000002
112,4.343055556,0.01568000000003167
113,11.71388889,13.091200000000015
114,4.470833333,5.99526000000003
115,7.594444444,11.984100000000012
116,5.694444444,1.608760000000018
117,15.24027778,18.16927000000004
118,7.922222222,9.212270000000046
119,11.17777778,16.777520000000038
120,6.988888889,7.67294000000004
121,7.640277778,11.160400000000038
122,5.381944444,5.912530000000004
123,11.10277778,13.673500000000047
124,7.341666667,4.877650000000017
125,16.03333333,19.821619999999996
126,8.120833333,9.333920000000035
127,10.425,13.915549999999996
128,6.294444444,5.805700000000002
129,11.72777778,15.304220000000043
130,8.998611111,7.3957000000000335
131,17.18472222,19.96673000000004
132,12.94027778,11.848260000000039
133,13.68472222,18.783650000000023
134,7.879166667,10.026730000000043
135,13.78888889,16.738
136,14.12361111,10.967740000000049
137,15.9,18.391560000000027
138,9.513888889,12.000760000000014
139,4.315277778,7.349360000000047
140,3.848611111,2.415800000000047
141,5.319444444,8.35214000000002
142,2.025,-1.5501999999999612
143,8.075,11.508020000000045
144,5.609722222,4.817740000000015
145,9.119444444,12.071770000000015
146,7.631944444,5.9699300000000335
147,12.4,14.445950000000039
148,12.45972222,9.905700000000024
149,10.87916667,14.264400000000023
150,10.1375,6.105200000000025
151,18.26388889,22.244600000000048
152,10.3,10.848569999999995
153,8.384722222,12.93932000000001
154,5.631944444,6.26943
155,8.255555556,8.221249999999998
156,4.894444444,5.280240000000049
157,8.237313433,10.394740000000013
158,4.952777778,4.507780000000025
159,9.038888889,13.496270000000038
160,3.95,2.9295299999999997
161,11.63055556,16.437900000000013
162,5.770833333,5.4265700000000265
163,13.33194444,18.199550000000045
164,8.227777778,6.081080000000043
165,14.83194444,20.416860000000042
166,8.348611111,8.020560000000046
167,11.36527778,17.18258000000003
168,6.751388889,6.1403700000000185
