longitude,latitude,time,u10,v10,d2m,t2m,crr,mx2t,msdrswrf,mn2t,skt,sp,tcrw
18.399999618530273,45.29999923706055,2017-07-15 04:00:00,0.75741917,-1.4697244,285.66168,288.14792,2.910383e-11,288.5909,5.4482117,288.0416,289.1499,100285.805,0.0018550754
18.399999618530273,45.29999923706055,2017-07-15 05:00:00,0.4410352,-1.5709447,286.11432,289.6866,2.910383e-11,290.33304,67.8255,288.86667,291.41388,100315.68,0.0006835647
18.399999618530273,45.29999923706055,2017-07-15 06:00:00,-0.119279444,-1.6837924,286.46835,290.74097,2.910383e-11,292.14203,183.05411,290.68518,293.97104,100353.19,0.0
18.399999618530273,45.29999923706055,2017-07-15 07:00:00,-0.4746978,-1.4003268,286.58417,292.3185,2.910383e-11,293.2255,309.1339,291.9703,297.1285,100383.18,9.781122e-05
18.399999618530273,45.29999923706055,2017-07-15 08:00:00,-0.17474937,-1.4169725,285.88385,295.34607,2.910383e-11,294.58713,455.52283,293.53482,299.74164,100368.305,0.00058575347
18.399999618530273,45.29999923706055,2017-07-15 09:00:00,0.2287429,-1.9880649,285.5085,296.1879,2.910383e-11,295.54764,480.74786,294.83017,301.4333,100384.39,0.0010736957
18.399999618530273,45.29999923706055,2017-07-15 10:00:00,0.69811434,-1.3278693,284.8504,297.45224,2.910383e-11,296.55078,541.98114,295.71457,303.2982,100365.08,0.0
18.399999618530273,45.29999923706055,2017-07-15 11:00:00,0.90807825,-1.465563,284.8161,297.90784,2.6276975e-06,297.23886,620.28406,296.67612,304.3029,100300.87,0.00068245456
18.399999618530273,45.29999923706055,2017-07-15 12:00:00,2.0624003,-3.975628,285.1376,297.2782,0.0007781934,297.60507,540.89374,296.6367,300.47397,100367.44,0.029662304
18.399999618530273,45.29999923706055,2017-07-15 13:00:00,1.4225104,-4.758218,286.4143,295.52118,2.910383e-11,296.79233,433.83182,294.41833,298.3299,100380.76,0.01269209
18.399999618530273,45.29999923706055,2017-07-15 14:00:00,0.88753384,-4.3661885,286.2679,295.89722,2.910383e-11,295.3647,361.92862,293.99457,298.5406,100374.234,0.00039013103
18.399999618530273,45.29999923706055,2017-07-15 15:00:00,0.5879963,-4.474018,285.3398,296.01675,2.910383e-11,295.72546,345.09683,295.078,298.30795,100372.62,0.0
18.399999618530273,45.29999923706055,2017-07-15 16:00:00,0.17149252,-4.598004,284.2376,296.24274,2.910383e-11,296.0465,289.85553,295.77332,296.0561,100386.81,0.0010003373
18.399999618530273,45.29999923706055,2017-07-15 17:00:00,-0.073807776,-3.9349933,283.5975,295.29156,2.910383e-11,295.88754,129.40988,295.42377,294.16394,100462.945,0.00048794225
18.399999618530273,45.29999923706055,2017-07-15 18:00:00,-0.01600951,-3.015199,283.44974,294.52423,2.910383e-11,295.27863,39.983948,294.58142,293.05524,100507.875,9.781122e-05
18.399999618530273,45.29999923706055,2017-07-15 19:00:00,0.37994987,-2.1495032,283.34552,293.76816,2.910383e-11,294.25464,0.9854126,293.58624,291.56067,100559.94,0.0
18.399999618530273,45.29999923706055,2017-07-15 20:00:00,1.0973608,-1.8283402,283.54443,291.3441,2.910383e-11,293.41962,-3.0517578e-05,292.26315,290.68683,100606.36,0.0
18.399999618530273,45.29999923706055,2017-07-15 21:00:00,1.8109367,-2.3712819,283.29633,290.76822,2.910383e-11,292.11746,-3.0517578e-05,291.68152,290.12585,100621.14,0.0
18.399999618530273,45.29999923706055,2017-07-15 22:00:00,2.27346,-3.5310915,283.49698,289.17758,2.910383e-11,291.7401,-3.0517578e-05,291.33725,290.31915,100655.08,0.0
18.399999618530273,45.29999923706055,2017-07-15 23:00:00,1.9515975,-4.0325413,283.478,288.74777,2.910383e-11,291.35016,-3.0517578e-05,290.93567,289.94012,100695.01,0.0
18.399999618530273,45.29999923706055,2017-07-16 00:00:00,1.6198738,-3.9113708,283.41312,288.65585,2.910383e-11,290.85562,-3.0517578e-05,290.61533,289.5384,100721.62,0.0
18.399999618530273,45.29999923706055,2017-07-16 01:00:00,1.4868829,-3.6326787,283.16812,288.21478,2.910383e-11,290.55115,-3.0517578e-05,290.11496,288.901,100695.31,0.0
18.399999618530273,45.29999923706055,2017-07-16 02:00:00,1.3364978,-3.529133,282.84818,287.44928,2.910383e-11,290.03058,-3.0517578e-05,289.6976,288.52652,100718.38,0.0
18.399999618530273,45.29999923706055,2017-07-16 03:00:00,1.0964019,-3.6384313,282.80267,287.6578,2.910383e-11,289.61206,-3.0517578e-05,289.28696,288.3007,100766.016,0.0
18.399999618530273,45.29999923706055,2017-07-16 04:00:00,0.7119475,-3.348724,282.91403,287.37515,2.910383e-11,289.20813,5.0517883,288.93567,288.5545,100787.625,9.781122e-05
18.399999618530273,45.29999923706055,2017-07-16 05:00:00,0.45952517,-3.1875303,283.63235,288.92798,2.910383e-11,289.6552,59.85135,289.01517,290.34262,100813.18,0.0
18.399999618530273,45.29999923706055,2017-07-16 06:00:00,-0.26487082,-3.471118,284.00537,289.92166,2.910383e-11,290.80872,164.60258,289.8756,292.86874,100856.555,0.0
18.399999618530273,45.29999923706055,2017-07-16 07:00:00,-0.6990428,-3.1454268,284.6447,291.09485,1.6678241e-06,291.52054,286.42346,290.66705,295.57303,100881.8,0.0
18.399999618530273,45.29999923706055,2017-07-16 08:00:00,-0.9636548,-3.1628065,284.88428,293.60284,8.93898e-06,292.87643,410.2492,291.73035,297.41638,100875.49,0.00041458383
18.399999618530273,45.29999923706055,2017-07-16 09:00:00,-1.1466371,-3.437582,285.3245,294.49118,7.1511895e-06,294.20148,545.3226,293.14053,299.49463,100870.805,0.0014404878
18.399999618530273,45.29999923706055,2017-07-16 10:00:00,-1.2107357,-3.0929193,285.00204,295.91394,3.9355655e-06,294.87985,509.79004,294.39993,300.4804,100884.0,0.004772734
18.399999618530273,45.29999923706055,2017-07-16 11:00:00,-1.0528176,-3.3725905,284.52927,296.698,7.0311944e-06,295.77377,507.01495,295.0365,300.55945,100868.51,0.0010270141
18.399999618530273,45.29999923706055,2017-07-16 12:00:00,-0.7178067,-3.8303456,284.32242,297.02896,2.7476926e-06,296.56735,635.88116,295.92703,301.49228,100820.13,0.0003912449
18.399999618530273,45.29999923706055,2017-07-16 13:00:00,-1.2253907,-4.6578546,284.00653,297.15903,6.323273e-06,296.74747,500.69455,296.61066,300.8409,100786.38,0.0026119985
18.399999618530273,45.29999923706055,2017-07-16 14:00:00,-1.5386245,-4.8747373,283.4048,297.3356,2.910383e-11,296.8944,398.52585,296.7238,298.92227,100792.31,0.0019050911
18.399999618530273,45.29999923706055,2017-07-16 15:00:00,-1.6569602,-4.5218744,282.72345,297.49622,2.910383e-11,296.8841,350.76028,296.7556,298.09348,100781.445,0.0006591119
18.399999618530273,45.29999923706055,2017-07-16 16:00:00,-1.6980491,-4.080765,281.59256,297.29382,2.910383e-11,296.73975,268.5043,296.4996,296.94125,100758.625,0.0007569231
18.399999618530273,45.29999923706055,2017-07-16 17:00:00,-1.4956181,-3.6042833,281.5087,296.5403,2.910383e-11,296.40613,139.49083,296.0761,295.82684,100757.51,0.00053684786
18.399999618530273,45.29999923706055,2017-07-16 18:00:00,-0.5301677,-2.5635633,281.37527,295.5248,2.910383e-11,295.94443,27.150574,295.00317,293.8689,100774.24,4.890561e-05
18.399999618530273,45.29999923706055,2017-07-16 19:00:00,0.23257786,-2.3065352,281.73862,293.79794,2.910383e-11,294.99963,0.95144653,293.38342,292.21356,100830.625,0.0
18.399999618530273,45.29999923706055,2017-07-16 20:00:00,0.40008336,-2.3106966,282.44183,290.6512,2.910383e-11,293.25494,-3.0517578e-05,292.35522,291.18048,100832.305,0.0
18.399999618530273,45.29999923706055,2017-07-16 21:00:00,0.5130777,-2.328199,282.5869,290.06445,2.910383e-11,292.20178,-3.0517578e-05,291.64587,290.5934,100851.87,0.0
18.399999618530273,45.29999923706055,2017-07-16 22:00:00,0.13026673,-2.9301348,282.92892,288.3027,2.910383e-11,291.5683,-3.0517578e-05,291.2171,290.53665,100864.26,0.0
18.399999618530273,45.29999923706055,2017-07-16 23:00:00,-0.07654703,-2.912877,282.8689,288.0829,2.910383e-11,291.15292,-3.0517578e-05,290.824,290.65506,100838.766,0.0
18.399999618530273,45.29999923706055,2017-07-17 00:00:00,-0.2565161,-2.7327125,282.75055,287.48813,2.910383e-11,290.72583,-3.0517578e-05,290.05417,289.89813,100867.766,0.0
18.399999618530273,45.29999923706055,2017-07-17 01:00:00,-0.45319462,-2.633206,282.50845,286.90463,2.910383e-11,289.90707,-3.0517578e-05,289.24576,289.37875,100877.516,0.0
18.399999618530273,45.29999923706055,2017-07-17 02:00:00,-0.36334705,-2.4234219,282.36398,285.64572,2.910383e-11,289.0932,-3.0517578e-05,288.54663,288.9388,100875.62,0.0
18.399999618530273,45.29999923706055,2017-07-17 03:00:00,-0.06422043,-2.1950338,283.06082,286.46756,2.910383e-11,288.44284,-3.0517578e-05,288.02698,288.40546,100909.18,0.0
18.399999618530273,45.29999923706055,2017-07-17 04:00:00,0.098765254,-2.172146,283.13422,286.5377,2.910383e-11,288.12637,5.176361,287.72684,288.75082,100942.375,0.0
18.399999618530273,45.29999923706055,2017-07-17 05:00:00,-0.010257065,-2.1388547,283.97787,289.22156,2.910383e-11,289.968,69.60382,288.48352,291.26257,100952.0,0.0
18.399999618530273,45.29999923706055,2017-07-17 06:00:00,-0.60084045,-2.0072808,284.59067,290.57675,2.910383e-11,291.98022,199.74997,290.3482,294.6421,100994.01,0.0
18.399999618530273,45.29999923706055,2017-07-17 07:00:00,-1.0956869,-1.894066,285.14108,292.55612,2.910383e-11,293.62573,348.59686,292.46686,297.80258,101014.81,0.0
18.399999618530273,45.29999923706055,2017-07-17 08:00:00,-1.4924681,-2.0380018,285.21857,296.08905,2.910383e-11,295.2932,493.21878,293.9659,300.48532,100967.68,0.0
18.399999618530273,45.29999923706055,2017-07-17 09:00:00,-2.128934,-2.4277058,284.53955,297.27603,2.910383e-11,296.64026,516.30304,295.6228,302.3578,100971.31,0.0
18.399999618530273,45.29999923706055,2017-07-17 10:00:00,-2.3951895,-2.2889104,283.36276,299.0941,2.910383e-11,297.83777,665.53503,296.88275,302.94675,100945.63,0.0
18.399999618530273,45.29999923706055,2017-07-17 11:00:00,-2.393957,-2.2838922,283.05057,299.735,2.910383e-11,298.73828,707.81836,298.03168,303.9696,100900.49,0.0
18.399999618530273,45.29999923706055,2017-07-17 12:00:00,-2.2789083,-2.184875,282.43332,300.25745,2.910383e-11,299.32632,613.80505,298.89386,304.1542,100843.766,0.0
18.399999618530273,45.29999923706055,2017-07-17 13:00:00,-2.2150836,-2.2147393,282.29657,300.76392,2.910383e-11,299.75198,535.57007,299.42844,303.95486,100799.89,0.0
18.399999618530273,45.29999923706055,2017-07-17 14:00:00,-2.2565832,-2.2490098,281.68088,301.15778,2.910383e-11,300.0636,468.24295,299.8087,303.1809,100754.555,0.0
18.399999618530273,45.29999923706055,2017-07-17 15:00:00,-2.1374257,-2.3024962,281.3865,301.26385,2.910383e-11,300.21454,410.589,300.09363,301.9799,100729.01,0.0
18.399999618530273,45.29999923706055,2017-07-17 16:00:00,-1.9059587,-2.3879275,281.25635,300.88528,2.910383e-11,300.11847,229.33585,299.69763,300.14337,100745.984,0.0
18.399999618530273,45.29999923706055,2017-07-17 17:00:00,-1.0443258,-2.1834064,281.81317,299.72083,2.910383e-11,299.58304,145.04102,298.9681,297.80182,100733.13,0.0
18.399999618530273,45.29999923706055,2017-07-17 18:00:00,-0.18734992,-2.0559938,281.70898,298.19522,2.910383e-11,298.66708,46.757446,296.81027,295.01584,100758.06,0.0
18.399999618530273,45.29999923706055,2017-07-17 19:00:00,-0.017926991,-2.4186485,281.67972,296.80334,2.910383e-11,296.78235,1.0194092,294.651,293.2542,100791.82,0.0
18.399999618530273,45.29999923706055,2017-07-17 20:00:00,-0.10887027,-2.5350456,283.2419,293.09854,2.910383e-11,294.81354,-3.0517578e-05,294.32687,292.39627,100820.38,0.0
18.399999618530273,45.29999923706055,2017-07-17 21:00:00,-0.30527484,-2.4072657,283.24387,292.30215,2.910383e-11,294.16373,-3.0517578e-05,293.38782,291.55878,100839.01,0.0
18.399999618530273,45.29999923706055,2017-07-17 22:00:00,-0.28719574,-1.8719126,282.85495,289.2201,2.910383e-11,293.20435,-3.0517578e-05,292.3634,291.0042,100872.266,0.0
18.399999618530273,45.29999923706055,2017-07-17 23:00:00,-0.5744067,-1.5954236,283.07343,288.91925,2.910383e-11,292.2021,-3.0517578e-05,291.72302,290.2662,100884.99,0.0
18.399999618530273,45.29999923706055,2017-07-18 00:00:00,-1.4070033,-1.5981163,283.2175,288.04004,2.910383e-11,291.62317,-3.0517578e-05,290.48615,289.3523,100888.38,0.0
18.399999618530273,45.29999923706055,2017-07-18 01:00:00,-1.4842503,-0.9818603,283.08987,287.7788,2.910383e-11,290.4631,-3.0517578e-05,289.7891,288.77164,100875.87,0.0
18.399999618530273,45.29999923706055,2017-07-18 02:00:00,-0.43908748,-0.9522408,283.00912,287.26904,2.910383e-11,289.99512,-3.0517578e-05,289.59998,288.3718,100878.875,0.0
18.399999618530273,45.29999923706055,2017-07-18 03:00:00,0.06000483,-0.9709672,283.30194,288.5941,2.910383e-11,290.41193,-3.0517578e-05,289.98053,287.95834,100882.08,0.0
18.399999618530273,45.29999923706055,2017-07-18 04:00:00,0.16601402,-0.9838186,283.6922,287.93393,2.910383e-11,290.269,4.949829,289.88904,288.74893,100912.32,0.0
18.399999618530273,45.29999923706055,2017-07-18 05:00:00,0.27243406,-0.86680955,284.55426,290.67667,2.910383e-11,291.32074,68.73166,289.60934,292.41745,100915.55,0.0
18.399999618530273,45.29999923706055,2017-07-18 06:00:00,-0.33431095,-0.20832753,284.85272,291.84656,2.910383e-11,293.72235,197.39398,291.70142,296.52438,100940.2,0.0
18.399999618530273,45.29999923706055,2017-07-18 07:00:00,-0.7420491,0.13449931,285.89334,294.1838,2.910383e-11,295.672,346.22952,294.14478,300.16113,100910.55,0.0
18.399999618530273,45.29999923706055,2017-07-18 08:00:00,-1.2649729,0.45737588,285.26816,298.3678,2.910383e-11,297.74344,492.1314,296.09073,303.20776,100889.99,0.0
18.399999618530273,45.29999923706055,2017-07-18 09:00:00,-2.0231986,0.4201678,284.80313,300.25964,2.910383e-11,299.52243,593.2467,298.13718,305.38928,100887.63,0.0
18.399999618530273,45.29999923706055,2017-07-18 10:00:00,-1.7028428,0.267542,283.60815,301.69293,2.910383e-11,300.70023,706.3572,299.81305,306.56763,100880.24,0.0
18.399999618530273,45.29999923706055,2017-07-18 11:00:00,-1.6592886,-0.09437835,283.24677,302.23645,2.910383e-11,301.39975,710.5481,300.8711,307.01627,100832.62,0.0
18.399999618530273,45.29999923706055,2017-07-18 12:00:00,-1.5250652,-0.068920255,283.19232,302.9762,2.910383e-11,302.12616,680.917,301.52078,307.38962,100768.56,0.0
18.399999618530273,45.29999923706055,2017-07-18 13:00:00,-1.4876744,-0.1685493,282.87625,303.22723,2.910383e-11,302.44434,459.86105,302.1936,306.6773,100743.38,0.0
18.399999618530273,45.29999923706055,2017-07-18 14:00:00,-1.5424595,0.068283916,282.59814,303.67886,2.910383e-11,302.61273,329.6696,302.48557,305.9079,100680.51,0.0
