,u10,v10,d2m,t2m,cdir,skt,tcrw,T
287,2.3074799,-1.9773364,283.6782,293.2637,7536524,293.47342,0.008735716,24/05/2019 12:00
288,1.8889943,-0.18324322,282.8204,285.6682,0,284.10056,0.000266418,25/05/2019 00:00
289,1.9630778,-1.2735226,283.1835,297.38406,7886425,299.74564,0,25/05/2019 12:00
290,0.87904716,1.2676758,283.62595,287.7324,0,284.6085,0,26/05/2019 00:00
291,-1.4426943,0.7035843,284.0526,298.51343,7879630.5,299.92114,4.21E-05,26/05/2019 12:00
292,-0.23944093,1.0369111,288.08875,290.61166,0,288.8462,0.027875766,27/05/2019 00:00
293,-0.82177144,0.9111239,287.7764,291.90402,7483177,292.24142,0.04794827,27/05/2019 12:00
294,-1.9612786,1.5850235,288.26465,289.95963,0,288.34787,0.001794815,28/05/2019 00:00
295,0.54532695,3.4660716,285.9692,295.81693,7787531.5,298.53085,0.00438188,28/05/2019 12:00
296,-1.0929514,0.61514306,286.84225,289.29523,0,286.7373,0.002110317,29/05/2019 00:00
297,0.12908125,-0.08346814,287.48865,293.7731,7521677,292.86707,0.0940807,29/05/2019 12:00
298,2.736475,-0.06953311,285.65585,287.1242,0,286.56113,0.001100734,30/05/2019 00:00
299,4.113738,-1.247139,283.43576,288.59933,7585593,289.82904,0.005061939,30/05/2019 12:00
300,2.701156,-1.1670588,282.46222,285.47864,0,285.6801,0.000217348,31/05/2019 00:00
301,1.4215794,-1.5576122,284.7562,289.07788,7356855,289.88477,0.006786659,31/05/2019 12:00
302,1.9999472,-1.3071526,285.7327,287.5978,0,286.29337,0.015445247,01/06/2019 00:00
303,-0.84554714,-2.5808177,287.21127,293.57675,7531365,292.77277,0.090897694,01/06/2019 12:00
304,1.100953,0.04603505,287.03293,288.52155,0,286.78757,0.016055211,02/06/2019 00:00
305,-0.5881501,-1.2475106,289.28403,294.22015,7475124,295.70688,0.021642983,02/06/2019 12:00
306,0.52327424,-1.07453,286.28156,287.8411,0,286.87704,0.00037159,03/06/2019 00:00
307,0.07791196,-3.5285878,288.94803,298.76657,7654667,299.76285,0.002615109,03/06/2019 12:00
308,0.5766832,-0.75885427,287.99908,290.23502,0,288.79526,0.017990246,04/06/2019 00:00
309,-0.18017416,-2.6670291,290.33444,297.55695,7561813,299.59146,0.008819848,04/06/2019 12:00
310,-0.7457928,0.24818635,287.58228,289.37982,0,288.61215,0.010986254,05/06/2019 00:00
311,-0.5569661,-0.71630585,289.86148,297.57364,7685996,299.03534,0.026936293,05/06/2019 12:00
312,-0.061123744,0.7186341,287.5335,288.93216,0,289.76984,0.001906991,06/06/2019 00:00
313,1.7280781,2.3098326,290.2842,298.66162,7643343.5,300.77255,0.007824287,06/06/2019 12:00
314,1.769944,0.7786478,288.1203,291.3835,0,289.3321,0,07/06/2019 00:00
315,2.76473,1.8518337,288.9968,301.26733,7944804.5,303.55246,0.00016126,07/06/2019 12:00
316,1.7018905,0.48210967,288.08777,291.00748,0,289.83386,0,08/06/2019 00:00
317,2.261996,-2.1789303,289.43283,301.99286,7902781,304.56836,0,08/06/2019 12:00
318,0.30309126,-1.982353,288.34793,290.96423,0,290.95917,0,09/06/2019 00:00
319,0.27259642,-1.2922885,288.4903,301.0617,7874598,304.02945,0,09/06/2019 12:00
320,-1.026621,-0.8718212,289.60132,292.60547,0,290.69073,0,10/06/2019 00:00
321,-2.0117586,0.113666534,291.94507,303.09875,7824019,305.49133,0,10/06/2019 12:00
322,-1.6556413,0.9711375,290.82074,293.26306,0,291.8553,0,11/06/2019 00:00
323,-2.4664245,0.68611896,290.38718,303.61987,7882273,306.15277,3.51E-05,11/06/2019 12:00
324,-1.7052599,0.48526824,289.62006,292.96545,0,290.92615,0,12/06/2019 00:00
325,-2.871127,1.7342216,291.1671,303.62234,7862393.5,305.0419,7.02E-06,12/06/2019 12:00
326,-1.6733868,1.3165413,290.57684,294.14914,0,293.00403,0,13/06/2019 00:00
327,0.89817107,-0.142367,292.94327,306.28674,7877114,309.36285,0,13/06/2019 12:00
328,2.5591915,-0.5873601,289.15002,294.82773,0,293.7873,0,14/06/2019 00:00
329,2.0793717,-0.9743833,286.03473,303.90268,8245259,306.4212,0,14/06/2019 12:00
330,0.039147362,0.8581706,288.42773,292.8716,0,291.2441,0,15/06/2019 00:00
331,-0.14433844,0.5720372,290.44925,304.90546,8056154,308.58167,0,15/06/2019 12:00
332,-0.848476,0.558288,290.74832,294.35663,0,293.2807,0,16/06/2019 00:00
333,-0.88689595,-0.89931977,292.49393,305.1438,7758971,308.6849,0.001766771,16/06/2019 12:00
334,1.9611826,-2.0752535,290.54187,292.36526,0,291.8023,0.17377481,17/06/2019 00:00
335,0.43988723,-1.6928751,291.53415,297.88544,7331691,297.06964,0.08593391,17/06/2019 12:00
336,-0.17224897,-1.1443911,290.53152,292.00467,0,291.29642,0.001864925,18/06/2019 00:00
337,-0.9509868,-0.1098519,292.2594,299.60632,7453987,302.01144,0.003330231,18/06/2019 12:00
338,-0.98820084,0.79536986,290.6675,292.4826,0,291.61786,0,19/06/2019 00:00
339,-0.42826766,1.1940986,292.14755,301.1883,7595281,304.59726,0.000813276,19/06/2019 12:00
340,-0.10230039,-0.5840157,290.27237,292.2992,0,291.5855,7.01E-05,20/06/2019 00:00
341,1.3330237,-0.6362257,292.11505,301.38156,7700968.5,305.2174,0.000364572,20/06/2019 12:00
342,1.1355827,0.15249896,290.40836,292.9803,0,291.99432,2.80E-05,21/06/2019 00:00
343,1.2837496,-0.3642133,292.46436,301.7718,7692035,304.1616,0.001184866,21/06/2019 12:00
344,-0.19809203,-0.3329987,291.22128,293.49585,0,292.51535,0,22/06/2019 00:00
345,-2.6523223,0.28961992,291.9155,302.6029,7697949,301.5317,0.000287458,22/06/2019 12:00
346,-0.23565061,0.48935592,291.0794,291.99295,0,291.96887,0.001030624,23/06/2019 00:00
347,-0.71340287,-1.5070744,291.38388,294.66165,7189391,295.00208,0.023718238,23/06/2019 12:00
348,1.5187492,-1.2332039,289.92798,291.75955,0,291.33566,0.000708118,24/06/2019 00:00
349,-0.23289402,-3.2536025,292.82846,297.26923,7133276,295.12527,0.07555762,24/06/2019 12:00
350,0.3871674,-1.3530455,290.75818,291.9485,0,291.43338,4.21E-05,25/06/2019 00:00
351,-1.9709266,-0.47216356,293.62515,301.6026,7506201.5,302.2895,0.001528397,25/06/2019 12:00
352,-1.1486002,-0.995193,291.87708,293.65085,0,293.09143,0,26/06/2019 00:00
353,-1.748504,-0.30327058,293.1541,304.37814,7781744,306.68686,0.000196308,26/06/2019 12:00
354,1.393841,0.0252254,292.5338,294.76413,0,293.5402,0,27/06/2019 00:00
355,2.0402625,0.3067137,292.1855,305.34387,7883908.5,306.85892,0,27/06/2019 12:00
356,1.8398925,-3.582656,290.48868,296.27634,0,295.66077,0.001507372,28/06/2019 00:00
357,0.43592465,-3.574852,286.89545,300.5739,7960280,303.13055,4.91E-05,28/06/2019 12:00
358,0.14820512,-1.4773462,287.07922,289.48663,0,290.4409,0,29/06/2019 00:00
359,-1.8184527,-0.1308474,284.70743,299.7675,7999032,303.29092,0,29/06/2019 12:00
360,0.5096635,0.9289607,286.24362,289.60706,0,289.5854,0,30/06/2019 00:00
361,-1.4201248,1.6998485,287.30145,301.96136,8005826.5,305.23874,0,30/06/2019 12:00
362,-0.53904825,1.6063906,288.1804,292.4968,0,291.28198,0,01/07/2019 00:00
363,-0.09851007,0.8576132,292.4609,306.30032,8030487,310.0002,0,01/07/2019 12:00
364,1.3154504,-1.0147021,292.42496,294.58447,0,294.69168,0,02/07/2019 00:00
365,-0.76543355,-3.1960044,291.59918,305.46365,7950844,308.70624,0,02/07/2019 12:00
366,0.68074465,-1.825537,289.73386,293.5113,0,293.30203,0.003225058,03/07/2019 00:00
367,-1.4435558,-1.6759673,289.42,302.62082,7727893.5,305.4521,6.31E-05,03/07/2019 12:00
368,-1.3892853,-1.7077394,288.39767,292.9562,0,293.3234,0.000694096,04/07/2019 00:00
369,-0.6429374,-3.0665011,287.89514,296.67337,7699584.5,293.92288,0.13126707,04/07/2019 12:00
370,0.3067093,-0.304757,287.4847,289.6762,0,291.91586,0.004437968,05/07/2019 00:00
371,0.85544384,0.9350922,289.58752,301.43713,7894729,305.651,3.51E-05,05/07/2019 12:00
372,0.4605617,-0.80270326,289.83142,293.7095,0,292.34534,0,06/07/2019 00:00
373,-0.22445197,1.7884756,289.96246,304.83322,7791558,308.6202,0.000105172,06/07/2019 12:00
374,0.9638125,1.5283543,291.5051,294.921,0,295.03513,0.000694096,07/07/2019 00:00
375,0.68729156,-0.4639883,290.67786,304.3528,7713298.5,301.93158,0.019126028,07/07/2019 12:00
376,2.4718418,-0.9875752,289.70724,290.6055,0,291.97162,0.000602946,08/07/2019 00:00
377,-1.5899999,-1.9975886,287.3098,298.30472,7689141.5,300.40295,0.008188859,08/07/2019 12:00
378,0.48709393,-1.3127267,288.93915,290.46716,0,290.69006,0.14234446,09/07/2019 00:00
379,0.29757807,-0.41289312,287.84488,296.65173,7629000,296.72412,0.04484941,09/07/2019 12:00
380,-0.31283528,-1.7467575,288.06757,290.32144,0,290.49734,0.030364662,10/07/2019 00:00
381,1.1622872,-1.1364017,283.88364,292.71292,7782624.5,294.92432,0.00063099,10/07/2019 12:00
382,1.8423045,-0.6865778,281.51477,285.29712,0,286.855,0,11/07/2019 00:00
383,2.4654672,-0.7716746,283.07413,296.74994,7999535.5,299.46207,5.61E-05,11/07/2019 12:00
384,1.1738304,0.6924362,284.86902,286.80557,0,287.08902,0,12/07/2019 00:00
385,0.95537037,-0.96973825,285.3814,297.08398,7789293,296.14874,0.029158771,12/07/2019 12:00
386,0.5355066,0.716962,285.79184,288.8741,0,288.70782,0.001121759,13/07/2019 00:00
387,1.6808715,-1.7497303,288.375,294.72217,7607485,296.02484,0.023465842,13/07/2019 12:00
388,2.9604483,-0.7538377,286.72943,288.6376,0,288.22122,0.017555565,14/07/2019 00:00
389,2.224782,-2.9379268,288.09467,295.75024,7363272,297.89627,0.005160093,14/07/2019 12:00
390,1.0878592,-1.638993,286.09088,287.90714,0,288.30933,0.00014022,15/07/2019 00:00
391,-1.425638,-2.0845435,286.00272,297.04385,7734310,299.7305,0.000659034,15/07/2019 12:00
392,1.308559,-1.0308667,285.17398,287.83923,0,288.28937,0,16/07/2019 00:00
393,-0.421893,-2.4240017,283.35202,299.04074,7946188.5,300.94806,6.31E-05,16/07/2019 12:00
394,2.0912595,-0.17766923,285.42624,288.93832,0,289.65146,0.001486331,17/07/2019 00:00
395,1.4164107,-1.6709507,286.65945,299.9373,7802378,303.35013,0.001794815,17/07/2019 12:00
396,0.2918926,1.0527042,287.4936,290.23315,0,290.01968,0.000119194,18/07/2019 00:00
397,-0.2344446,-0.67059886,287.9301,300.30594,7733178,304.2552,0.000287458,18/07/2019 12:00
398,0.2140188,1.0543762,288.7741,290.68884,0,290.45743,4.21E-05,19/07/2019 00:00
399,-0.16759722,0.7712158,289.92355,300.86905,7650767,305.1754,0.000112176,19/07/2019 12:00
400,0.4648689,0.8193382,289.37714,291.99295,0,291.1629,0,20/07/2019 00:00
401,-0.6798068,1.6329602,289.30423,303.35684,7729781,306.8362,0,20/07/2019 12:00
402,0.8664702,1.4583074,289.24707,291.6484,0,291.61786,0,21/07/2019 00:00
403,0.89989394,1.2907151,290.24527,304.44174,7706630,307.98013,0.000189304,21/07/2019 12:00
404,0.8940362,-2.1200314,290.53745,294.03183,0,294.67032,0.00037159,22/07/2019 00:00
405,0.36373633,-2.236157,289.13574,302.89435,7609750,306.8018,0.001745746,22/07/2019 12:00
406,1.1908869,-1.1033291,288.8741,292.31836,0,293.45142,0,23/07/2019 00:00
407,1.9975352,-2.6203933,289.72696,303.46118,7489719,305.82172,0.005685926,23/07/2019 12:00
408,-0.4001848,-1.4550501,289.58902,292.9315,0,294.3489,9.82E-05,24/07/2019 00:00
409,-0.9861334,-2.5198748,290.41724,302.62576,7545079.5,304.12442,0.000708118,24/07/2019 12:00
410,1.027214,0.43342984,289.68262,292.8049,0,292.1788,0,25/07/2019 00:00
411,0.19058776,-0.75885427,290.23444,305.02338,7677440,309.08,5.61E-05,25/07/2019 12:00
412,-0.71753776,1.5590113,290.6217,294.05466,0,293.8492,0,26/07/2019 00:00
413,0.08084084,-0.6640959,289.68854,302.4319,7537656,297.25342,0.049027964,26/07/2019 12:00
414,0.2462365,0.81543636,290.78873,292.582,0,294.29453,0.00142324,27/07/2019 00:00
415,0.06619644,1.1123463,291.04343,304.99747,7465814,308.96573,0.000539854,27/07/2019 12:00
416,-0.8228052,-0.9050796,291.00797,293.82745,0,292.46924,0,28/07/2019 00:00
417,-3.9263856,1.9324712,290.7626,299.64093,7404918,302.11743,0.029481277,28/07/2019 12:00
418,-0.6777394,0.7875663,290.0817,292.06396,0,291.84772,0.008027598,29/07/2019 00:00
419,0.701936,-1.6363918,291.02176,298.51465,7195807.5,297.92447,0.084012896,29/07/2019 12:00
420,1.8393756,-0.16763598,290.66702,292.09976,0,292.56216,7.02E-06,30/07/2019 00:00
421,2.0864356,-1.409529,293.91437,302.17007,7222103.5,303.59445,0.003330231,30/07/2019 12:00
422,1.801817,-0.45748532,293.03885,294.97903,0,294.66412,0.000680074,31/07/2019 00:00
423,1.5745703,-2.0341914,293.47043,303.84155,7270795,302.47876,0.025625229,31/07/2019 12:00
424,1.4138263,-2.6244807,291.72925,294.511,0,294.47623,0.005167112,01/08/2019 00:00
425,1.3593837,-1.4478039,290.90005,301.3056,7293820,303.1815,0.003344253,01/08/2019 12:00
426,0.32083684,-1.1102037,290.63104,293.1439,0,292.61447,2.10E-05,02/08/2019 00:00
427,-1.7354102,-0.3642133,290.08612,301.77612,7480786,302.00388,0.007018015,02/08/2019 12:00
428,1.1042265,-1.6163253,290.0679,291.90958,0,292.10513,0.45945227,03/08/2019 00:00
429,2.7526698,-2.406908,290.70694,297.92868,7151771,299.94937,0.012654871,03/08/2019 12:00
430,2.166549,-1.9949875,286.88315,289.99603,0,290.36105,5.61E-05,04/08/2019 00:00
431,2.1420841,-2.587878,286.8324,298.31952,7459900,300.0767,0.001030624,04/08/2019 12:00
432,1.9894377,-0.18565863,286.16086,288.25046,0,290.2702,0,05/08/2019 00:00
433,0.29499376,1.2676758,286.37567,300.4566,7577918,303.39072,0.000189304,05/08/2019 12:00
434,0.45022446,1.778814,287.00238,290.327,0,290.11465,0.00014022,06/08/2019 00:00
435,1.380575,0.5008756,290.129,303.6557,7399256,303.8546,0.007557869,06/08/2019 12:00
436,0.85733896,1.1953992,290.99023,293.6175,0,293.9628,0.002061233,07/08/2019 00:00
437,3.7509015,0.8962598,290.37238,305.57602,7393216.5,307.99527,0.000609964,07/08/2019 12:00
438,1.3524922,-0.5033781,292.24808,295.2779,0,294.267,0,08/08/2019 00:00
439,-2.2324586,-2.9081988,290.92865,302.75912,7266769,304.77966,0.000266418,08/08/2019 12:00
440,0.20747189,-0.6544342,291.28387,293.47302,0,293.45346,0.005812123,09/08/2019 00:00
441,-1.3069321,-0.04482156,291.38388,302.7474,7254565,305.8685,0.003624693,09/08/2019 12:00
442,0.30877674,1.5701596,291.60806,294.1714,0,293.7673,0,10/08/2019 00:00
443,-0.7366616,1.192798,292.02734,305.67853,7393594,309.21005,0,10/08/2019 12:00
444,0.082391426,-1.2764955,290.9459,295.64774,0,294.48105,0,11/08/2019 00:00
445,-0.6110643,-1.5143206,292.01895,304.6603,7221223,307.50177,0,11/08/2019 12:00
446,-0.1796573,-0.10966611,291.48785,295.36185,0,294.88782,0,12/08/2019 00:00
447,-0.405698,0.1508267,294.073,307.6328,7281364,310.79102,0,12/08/2019 12:00
448,-0.08041991,0.7526357,293.58868,296.25534,0,295.36273,0,13/08/2019 00:00
449,1.1733136,-3.695437,291.63663,301.98297,7079174,302.79263,0.000455722,13/08/2019 12:00
450,1.9346504,-2.9553921,288.77115,292.306,0,293.11554,0.00309886,14/08/2019 00:00
451,2.887743,-2.1947234,288.08286,291.94354,6870944,291.8567,0.032439932,14/08/2019 12:00
452,0.20661046,-0.91697085,286.3333,288.10165,0,289.5255,6.31E-05,15/08/2019 00:00
453,-0.72959787,-1.1306418,284.55124,296.9148,7376231,300.4477,0.000266418,15/08/2019 12:00
454,0.7579293,0.45609748,284.61084,287.23288,0,287.93903,1.40E-05,16/08/2019 00:00
455,2.3259146,-1.6302603,286.9068,297.02594,7168756.5,295.67657,0.026697919,16/08/2019 12:00
456,1.8795185,-0.79898727,286.13177,287.8948,0,288.7753,0.000827298,17/08/2019 00:00
457,0.056203783,0.263422,286.9605,298.8549,7290549,302.51868,0,17/08/2019 12:00
458,0.6504221,1.9426903,286.0288,288.4357,0,288.39606,0,18/08/2019 00:00
459,-0.01719053,1.5790778,285.33905,302.9067,7239592,305.23666,2.80E-05,18/08/2019 12:00
460,0.22849092,1.5677441,286.9659,290.92596,0,290.49802,0,19/08/2019 00:00
461,-0.23513375,0.13354719,287.70987,305.3951,7223739,307.77914,0,19/08/2019 12:00
462,-0.06491406,-1.0457308,290.15265,292.81665,0,292.16434,0,20/08/2019 00:00
463,-1.6985408,0.33978617,289.8329,306.22067,7180583.5,309.10614,0,20/08/2019 12:00
464,-1.0307558,1.8969833,288.3356,293.19022,0,292.8712,0,21/08/2019 00:00
465,-0.5561047,-4.2340736,292.33527,303.27594,7036018,305.33096,3.51E-05,21/08/2019 12:00
466,1.2661763,-3.0055585,287.15955,291.62308,0,291.92276,8.41E-05,22/08/2019 00:00
467,-0.84813136,-1.9570841,290.72614,300.09723,6695679,299.1434,0.002215475,22/08/2019 12:00
468,-0.49253076,-1.4661982,290.54337,293.44955,0,293.8162,0.00128302,23/08/2019 00:00
469,-2.308954,-1.7162862,292.75555,302.6307,6746636,304.35638,0.000119194,23/08/2019 12:00
470,-0.6725708,-1.812531,291.08926,294.7981,0,294.6889,0.001395196,24/08/2019 00:00
471,-2.385105,-0.93908113,291.31885,304.11017,6824140,306.0048,0.000638008,24/08/2019 12:00
472,0.756551,-1.0708139,289.54416,293.4582,0,293.2291,0.006905839,25/08/2019 00:00
473,-1.4473461,0.3095007,292.1244,301.3229,6759595,305.17474,0.001198888,25/08/2019 12:00
474,0.061027825,-1.0529771,290.16742,293.8614,0,293.2353,0.007852331,26/08/2019 00:00
475,-2.0980744,-0.6299085,291.5785,301.8811,6694043.5,305.5863,0.002664179,26/08/2019 12:00
476,-0.5781574,1.2531832,290.43643,293.74347,0,293.19055,0.001430243,27/08/2019 00:00
477,-1.8823711,-0.75086486,291.10846,303.09195,6773309,305.78867,0.00021033,27/08/2019 12:00
478,-0.29595113,-0.6100278,289.68756,293.53043,0,293.3936,0,28/08/2019 00:00
479,-1.7543617,0.36449766,290.14722,305.30743,6817597,308.6395,0,28/08/2019 12:00
480,-0.60606796,0.9653777,287.26794,294.24237,0,293.7742,0,29/08/2019 00:00
481,-1.2828119,-0.24511492,288.3489,304.90176,6883652,306.278,6.31E-05,29/08/2019 12:00
482,-0.2492613,-1.1022143,288.04343,292.11087,0,292.40247,0,30/08/2019 00:00
483,-1.6091237,-1.5068886,288.4164,305.25864,6761105,307.50247,0.000238374,30/08/2019 12:00
484,0.26570493,-1.7586488,289.95557,293.1118,0,294.4494,0.000119194,31/08/2019 00:00
485,-1.0043958,-1.8121593,290.16202,304.68872,6661834,307.51828,6.31E-05,31/08/2019 12:00
486,1.2584234,-0.7761338,289.84866,293.29208,0,293.916,0.000238374,01/09/2019 00:00
487,-1.6484052,0.85464036,288.81006,305.4729,6718704,307.86725,0,01/09/2019 12:00
488,-0.99044055,0.7749318,284.6729,292.9494,0,292.38113,0,02/09/2019 00:00
489,-0.2721755,-1.3504442,285.24643,304.819,6781865,307.19205,4.21E-05,02/09/2019 12:00
490,1.8286939,-3.4299273,288.68344,291.81326,0,290.6935,0.02950932,03/09/2019 00:00
491,2.4832127,-1.9838394,286.15002,291.45883,6149627,290.67905,0.09863083,03/09/2019 12:00
492,0.9469283,-0.5767695,284.8966,286.17578,0,287.3478,9.12E-05,04/09/2019 00:00
493,-1.7588413,-0.5685942,283.70874,295.76196,6628995.5,299.12207,7.02E-06,04/09/2019 12:00
494,0.5484281,-0.53515005,282.87115,286.24924,0,286.1468,0,05/09/2019 00:00
495,-1.7621148,-0.2690832,284.47534,298.73077,6727889,302.25302,0,05/09/2019 12:00
496,-1.4642303,-1.5321574,283.73828,288.5592,0,288.93634,0.000119194,06/09/2019 00:00
497,-1.5901722,-2.143814,284.97693,297.65576,6540042,299.27005,0.003035769,06/09/2019 12:00
498,0.9231527,-0.5479703,286.0234,288.9297,0,289.2261,0.007214323,07/09/2019 00:00
499,-0.58332604,-0.64700216,288.2479,295.41187,6359492,294.872,0.07595724,07/09/2019 12:00
500,0.08256371,-0.27038383,287.7271,288.92227,0,289.60052,0.001899988,08/09/2019 00:00
501,-1.8206924,0.021880984,288.31244,295.00867,6252547,296.86728,0.007564873,08/09/2019 12:00
502,0.40181178,0.8800951,287.93454,290.3437,0,289.33072,0.000189304,09/09/2019 00:00
503,3.2018225,-0.59293413,288.2543,293.55328,6267141.5,294.4976,0.07718417,09/09/2019 12:00
504,1.3028735,-0.53775126,282.26465,284.11588,0,285.91895,0,10/09/2019 00:00
505,-2.716241,-0.013792813,286.27762,295.73975,6457001.5,298.7573,4.21E-05,10/09/2019 12:00
506,-1.2692012,-1.2272582,283.5816,285.4626,0,286.81372,0,11/09/2019 00:00
507,-2.1940384,-0.51675576,288.0454,297.60574,6291299,299.98584,0.001949057,11/09/2019 12:00
508,0.14165822,-1.898371,287.81384,289.90097,0,290.0527,0.003884092,12/09/2019 00:00
509,-0.3040486,-2.803407,288.308,298.2831,6105716.5,299.67612,0.001991123,12/09/2019 12:00
510,1.1385115,-1.5966303,285.79233,288.2863,0,288.6913,0,13/09/2019 00:00
511,0.69556135,-3.1068196,285.20947,299.05554,6292305,300.36508,0,13/09/2019 12:00
512,1.800611,-0.83410364,285.43167,288.59253,0,289.28806,0,14/09/2019 00:00
513,-1.4780133,-3.6696105,287.3596,299.2593,6092757,300.723,3.51E-05,14/09/2019 12:00
514,-0.5195798,-1.8682712,284.7695,287.80527,0,289.1215,7.02E-06,15/09/2019 00:00
515,-0.54559517,0.17033577,285.6642,298.71967,6229270,301.83316,0,15/09/2019 12:00
516,1.0020602,1.4677833,284.09204,287.4533,0,286.6045,0,16/09/2019 00:00
517,1.0690799,-0.20033687,287.7818,300.92032,6225747,303.73898,0,16/09/2019 12:00
518,1.1324816,0.3977561,286.35596,289.18903,0,287.56876,0,17/09/2019 00:00
519,-1.2502496,-1.2174108,288.63812,300.50537,5962912.5,303.16428,0.000112176,17/09/2019 12:00
520,-1.398072,-2.3411345,287.50098,291.0797,0,290.33627,0.09237702,18/09/2019 00:00
521,0.7629256,-0.9985374,279.74994,289.02847,5940014,290.36795,0.002320647,18/09/2019 12:00
522,-0.7992018,-1.0251069,279.8948,284.1943,0,285.74622,2.10E-05,19/09/2019 00:00
523,-0.9279004,-1.7530746,277.35498,291.10318,6084327.5,292.41486,6.31E-05,19/09/2019 12:00
524,-0.2921608,-3.0826654,276.64746,280.4259,0,283.5816,0,20/09/2019 00:00
525,-0.8581241,-2.1140857,276.58734,290.50485,6158938,293.94144,0,20/09/2019 12:00
526,0.4192128,-0.16299093,276.40704,280.25546,0,280.3405,0,21/09/2019 00:00
527,-1.8703111,0.7334982,275.94586,292.5672,6116033.5,296.11087,0,21/09/2019 12:00
528,-1.372229,1.28607,275.45615,279.79608,0,280.79684,0,22/09/2019 00:00
529,-1.1946009,1.4785596,279.71988,295.37543,6150004.5,298.48267,0,22/09/2019 12:00
530,-0.1274543,1.536158,283.927,288.7222,0,287.4022,0.047008798,23/09/2019 00:00
531,-0.6110643,0.8711767,287.12408,295.08524,5495245.5,295.06952,0.011245653,23/09/2019 12:00
532,-1.1582483,-2.924549,285.86032,288.03436,0,287.19226,0.16271845,24/09/2019 00:00
533,1.4953182,-1.4940683,285.77115,289.1884,5217061,288.99277,0.007719114,24/09/2019 12:00
534,0.45263648,1.2061757,284.20734,286.34866,0,285.7634,0.002054229,25/09/2019 00:00
535,-0.12538685,0.8579848,286.6836,294.6252,5599171.5,297.0187,0.004529104,25/09/2019 12:00
536,0.41163215,-0.36830086,286.87082,288.82285,0,287.94937,0.10705106,26/09/2019 00:00
537,2.014764,-1.5804658,286.58752,292.55978,5319980.5,294.68134,0.002355695,26/09/2019 12:00
538,1.7997496,0.41838002,282.8884,284.24246,0,285.70078,0,27/09/2019 00:00
539,0.5415366,2.3449492,285.83124,296.49615,5513363.5,298.4221,2.10E-05,27/09/2019 12:00
540,0.014682591,1.8889939,283.3865,286.02017,0,285.95407,0,28/09/2019 00:00
541,3.0004187,-1.0587369,287.23935,296.77832,5462658.5,297.44614,0.001030624,28/09/2019 12:00
542,0.5086298,-0.68118954,284.92273,287.14087,0,288.25977,0.001661614,29/09/2019 00:00
543,-1.0962249,2.431161,288.51938,296.1232,5344012,297.67462,7.01E-05,29/09/2019 12:00
544,1.0682185,2.4462104,286.12195,288.7389,0,288.0588,0,30/09/2019 00:00
545,5.6855135,0.5439813,287.4665,299.1772,5456745,299.7422,0.005160093,30/09/2019 12:00
546,-1.6175658,-1.1412325,283.1712,290.1362,0,289.3617,0.00049077,01/10/2019 00:00
547,-1.7266235,2.6983423,281.95572,298.01883,5467817,298.99957,0,01/10/2019 12:00
548,0.22366688,1.704122,282.5514,286.05783,0,286.5143,0,02/10/2019 00:00
549,0.634744,2.7722912,286.19437,298.86227,5325139,299.76974,7.02E-06,02/10/2019 12:00
550,1.2697943,-2.1603503,285.04095,287.13223,0,286.3615,0.061998323,03/10/2019 00:00
551,2.1460469,-3.6069956,278.38962,287.25635,5368672,286.44824,0.000623986,03/10/2019 12:00
552,0.40749726,-2.914516,278.72662,282.45798,0,282.99863,0.000588924,04/10/2019 00:00
553,-0.21652676,-1.5849249,278.40094,289.02478,5399623.5,290.71896,0.000119194,04/10/2019 12:00
554,0.9135046,1.211564,278.0669,280.40057,0,279.93994,0,05/10/2019 00:00
555,1.2844387,2.0422797,280.32196,289.10565,5275315,291.2689,0.000126198,05/10/2019 12:00
556,3.0369437,-1.4375849,279.45087,282.88898,0,281.81894,0.000224352,06/10/2019 00:00
557,1.4534525,-2.85283,277.93536,287.2977,5182461,288.6803,0.001247957,06/10/2019 12:00
558,-1.1746156,0.35093427,277.32935,279.55154,0,280.4706,1.40E-05,07/10/2019 00:00
559,-3.1512659,-2.4037495,279.30554,287.23102,4989329.5,288.02026,0.000336528,07/10/2019 12:00
560,-1.4035852,-1.1479213,276.15576,279.4824,0,281.19604,0.00042066,08/10/2019 00:00
561,-1.6806229,1.8912233,275.6483,288.53696,5365778.5,290.53314,0,08/10/2019 12:00
562,0.13390529,1.7882897,275.97394,278.26044,0,279.38037,0,09/10/2019 00:00
563,2.0998738,2.6962986,279.94556,295.83298,5198817.5,295.67108,0,09/10/2019 12:00
564,1.3397429,-0.97902834,282.35727,285.8096,0,284.40408,0.007368565,10/10/2019 00:00
565,-2.9117866,-0.5448117,284.70496,287.16373,4707999.5,286.5618,0.16924569,10/10/2019 12:00
566,1.3064915,0.07446253,280.12045,281.8115,0,279.71005,7.02E-06,11/10/2019 00:00
567,-1.7726243,1.7178713,283.8255,290.64685,4983668,293.43695,0,11/10/2019 12:00
568,0.046727985,1.7409104,278.71136,281.75284,0,280.59586,0,12/10/2019 00:00
569,0.13666189,1.8228487,285.71695,293.8219,5016632,296.08334,0,12/10/2019 12:00
570,0.8917964,1.5785207,280.8171,282.30362,0,282.33032,0,13/10/2019 00:00
571,0.77377975,1.8297232,284.6675,296.5011,4909435,296.90033,0,13/10/2019 12:00
572,0.7382886,1.6842412,280.61414,283.57684,0,282.66895,0,14/10/2019 00:00
