,u10,v10,d2m,t2m,cdir,skt,tcrw,T
573,-0.35366732,0.9191133,285.66916,296.7141,4799721,297.729,0,14/10/2019 12:00
574,1.3094203,0.37007177,282.29025,285.10138,0,282.9938,0,15/10/2019 00:00
575,0.02433066,1.169387,286.87378,297.1445,4840990,298.40765,0,15/10/2019 12:00
576,0.5415366,1.1814641,280.84076,282.61606,0,282.1369,0,16/10/2019 00:00
577,1.003783,-0.88334084,285.5243,295.57983,4567964,293.46518,0.03509009,16/10/2019 12:00
578,1.0006819,-0.24567229,283.9462,285.491,0,285.84668,0.000154242,17/10/2019 00:00
579,-0.8529554,-0.29806817,286.6378,293.55453,4480771.5,296.31323,0,17/10/2019 12:00
580,0.7360489,0.597492,283.04755,284.51044,0,284.444,7.01E-05,18/10/2019 00:00
581,2.762318,1.072399,285.8357,295.41928,4515371.5,295.9285,0,18/10/2019 12:00
582,1.0380682,1.4218904,281.06247,283.21808,0,283.93674,0,19/10/2019 00:00
583,0.8507921,1.9077598,283.80725,296.83823,4534747.5,297.314,0,19/10/2019 12:00
584,0.6786772,1.7528018,281.0344,283.40765,0,282.8355,0,20/10/2019 00:00
585,0.2047153,1.7596763,284.29996,297.77615,4518768.5,298.0112,0,20/10/2019 12:00
586,1.5554464,1.5042001,281.37927,283.69168,0,283.05988,0,21/10/2019 00:00
587,0.7072769,2.2158175,285.50214,298.43253,4435728.5,298.03806,0,21/10/2019 12:00
588,1.1276575,1.3490566,282.46368,284.38635,0,284.07095,0,22/10/2019 00:00
589,-0.913945,0.8310437,286.30325,299.43283,4412200.5,299.73187,0,22/10/2019 12:00
590,-1.8122503,1.7449981,281.6931,285.62067,0,283.83694,0,23/10/2019 00:00
591,-1.0491905,0.23462296,286.34512,297.11917,4443907,298.76416,0,23/10/2019 12:00
592,0.091694936,0.13224661,281.68723,284.80746,0,282.565,0,24/10/2019 00:00
593,0.039491937,-0.25291854,287.16202,296.7598,4385653,298.24728,0,24/10/2019 12:00
594,0.46090627,-0.2218898,282.04984,284.11343,0,281.7377,0,25/10/2019 00:00
595,0.26725554,-1.5436771,286.03128,295.45755,4347530,296.85696,0,25/10/2019 12:00
596,1.3056301,-1.0524197,280.34808,281.79913,0,281.68127,0,26/10/2019 00:00
597,-0.75078917,0.2255187,286.4289,293.3526,4268893.5,295.91815,0,26/10/2019 12:00
598,0.1766325,1.4324812,280.55698,282.36166,0,280.59036,0,27/10/2019 00:00
599,0.79221445,0.054767728,286.31064,292.3869,4296196,295.55612,0,27/10/2019 12:00
600,1.6786317,-0.30252737,278.4374,279.7615,0,280.1003,0,28/10/2019 00:00
601,0.057926655,-1.345056,286.1988,291.59467,4076642.8,293.9043,0,28/10/2019 12:00
602,0.20505987,-1.9254979,281.35217,283.64105,0,281.8795,0.001268998,29/10/2019 00:00
603,-0.8968887,-2.385541,282.00156,284.97726,3784744,283.892,0.051012084,29/10/2019 12:00
604,-0.5399097,-1.2711072,279.2006,280.9211,0,280.43137,0.015473291,30/10/2019 00:00
605,-1.1351619,-1.7880054,278.68475,281.82446,3743349.8,282.2209,0.014947459,30/10/2019 12:00
606,-1.2197548,-1.1596267,276.66174,277.79425,0,278.0706,7.02E-06,31/10/2019 00:00
607,-2.4309332,-0.7960145,276.13852,281.186,3811795,283.3283,0.000133216,31/10/2019 12:00
608,-0.9656312,-0.79508543,274.30176,276.9372,0,278.6983,0.000434682,01/11/2019 00:00
609,-2.8733666,1.5892969,277.22885,282.75436,3857215.5,283.48315,0.000133216,01/11/2019 12:00
610,-1.5328006,1.5696021,275.8907,278.22153,0,278.11533,0.000539854,02/11/2019 00:00
611,-0.9237655,1.9915558,281.92618,286.76917,3657038.2,288.076,0.002495915,02/11/2019 12:00
612,-0.6353568,1.8280512,283.01648,284.4802,0,282.95734,0.019785061,03/11/2019 00:00
613,-1.8825434,3.3605366,286.36038,293.0136,3635523.5,293.2353,0.001360133,03/11/2019 12:00
614,-1.5543364,2.821714,284.61035,289.80032,0,286.09653,0.005139068,04/11/2019 00:00
615,4.120285,-0.06414485,285.546,288.68826,3509327.5,287.8186,0.017078817,04/11/2019 12:00
616,0.36235803,2.9402552,280.03668,283.29898,0,283.49554,2.80E-05,05/11/2019 00:00
617,-0.064741775,5.076779,284.63153,295.48288,3633510.2,293.89877,0.000154242,05/11/2019 12:00
618,0.7975553,-0.9082382,284.98627,288.08682,0,286.42966,0.13316005,06/11/2019 00:00
619,-0.6922115,-0.515641,284.44727,288.36963,3615644,290.8752,0.000357568,06/11/2019 12:00
620,0.83563083,-0.39096856,282.33115,283.49225,0,283.0172,0.007999554,07/11/2019 00:00
621,0.013132006,0.08523905,283.6235,288.15475,3541788.5,290.15872,0.00016126,07/11/2019 12:00
622,-1.757463,-0.36885828,279.3484,280.74265,0,280.5573,9.12E-05,08/11/2019 00:00
623,-1.317614,0.26769543,283.24707,285.5435,3355703.2,286.89423,5.61E-05,08/11/2019 12:00
624,-2.0500064,0.99696386,281.33838,283.801,0,281.64066,0.002874509,09/11/2019 00:00
625,1.2742738,0.96184754,283.7979,288.92596,3434968.8,288.55298,0.021685049,09/11/2019 12:00
626,-1.738856,-1.0193471,281.52856,283.123,0,282.38263,0.037046164,10/11/2019 00:00
627,2.2986932,-2.075811,280.95804,282.54565,3132249.5,282.6724,0.002194449,10/11/2019 12:00
628,0.70538175,0.23462296,277.22736,278.73773,0,278.03687,0.000224352,11/11/2019 00:00
629,-2.1256404,1.1647421,280.1978,284.2789,3344379.5,284.26093,5.61E-05,11/11/2019 12:00
630,-2.291553,-0.36124045,278.29108,280.21286,0,279.00046,0,12/11/2019 00:00
631,-3.6934533,0.17758203,281.60248,283.89236,3193523.2,283.0771,0.045242026,12/11/2019 12:00
632,-3.3311336,3.196846,282.67358,286.60245,0,283.84933,7.02E-06,13/11/2019 00:00
633,-3.6328084,3.0062141,282.63318,289.30756,3261716.8,287.27072,0.012206167,13/11/2019 12:00
634,0.7568956,-3.2301917,279.95935,281.3058,0,280.51535,0.00049077,14/11/2019 00:00
635,-1.1978743,-0.81923956,279.3681,283.0946,3238692,284.78055,4.91E-05,14/11/2019 12:00
636,-0.38709098,0.45535433,279.51593,280.91122,0,280.47403,0,15/11/2019 00:00
637,-2.0811903,2.3700323,282.27057,286.53018,3236553,287.52606,0,15/11/2019 12:00
638,-2.983286,2.9976673,281.1556,285.3817,0,282.7185,0,16/11/2019 00:00
639,-0.31180155,1.0824322,283.75406,290.0047,3117906.5,289.62668,0.003954202,16/11/2019 12:00
640,-2.4783123,1.3890036,280.8442,283.85223,0,281.7962,0,17/11/2019 00:00
641,-4.097467,1.7182428,283.0973,289.26807,3151374,289.5895,0,17/11/2019 12:00
642,-3.646936,2.467206,281.44086,286.04855,0,284.6257,0.005181134,18/11/2019 00:00
643,3.413908,1.5168346,278.42264,289.5879,3099411,289.01343,0,18/11/2019 12:00
644,-1.872723,1.0716559,276.54745,279.50958,0,278.41473,0,19/11/2019 00:00
645,-1.7285187,1.070541,280.35645,286.56476,3212018.5,288.62042,0,19/11/2019 12:00
646,-2.5906434,-0.18324322,279.4647,281.14957,0,280.6833,0.00084132,20/11/2019 00:00
647,-3.9737647,1.3836154,282.89136,285.05322,2844880.5,285.29608,0.022855878,20/11/2019 12:00
648,0.9319393,1.7228879,280.7087,283.01248,0,281.1871,0.008798808,21/11/2019 00:00
649,-0.7931718,1.0828038,283.0357,288.02322,2976864,289.12424,0.000147238,21/11/2019 12:00
650,-0.8567458,1.4506897,279.99136,281.76395,0,280.1196,0.000476748,22/11/2019 00:00
651,-2.011414,1.1571242,281.06494,285.67685,2918610,287.27005,5.61E-05,22/11/2019 12:00
652,-2.1911097,0.8473941,274.91122,277.10022,0,276.6211,0,23/11/2019 00:00
653,-2.7966988,0.7688004,278.35367,284.38202,2959123.5,286.2452,0,23/11/2019 12:00
654,-2.3813145,0.8113488,274.9733,277.30026,0,277.0561,0,24/11/2019 00:00
655,-2.8847375,-0.26239437,279.10403,284.54935,2912193.2,286.93002,0,24/11/2019 12:00
656,-2.1706073,-0.6423571,275.34625,277.3299,0,276.55365,0,25/11/2019 00:00
657,-2.0546582,0.20749605,277.7984,280.77908,2803612,282.3551,0,25/11/2019 12:00
658,-1.7002636,-0.8965327,276.98398,279.25272,0,279.67633,0.000238374,26/11/2019 00:00
659,-1.8024298,1.2071046,279.68097,283.57623,2696414.5,283.5995,6.31E-05,26/11/2019 12:00
660,-0.27941155,0.82751346,276.6721,278.76923,0,279.81674,0.000666052,27/11/2019 00:00
661,-0.55145293,2.526105,279.61298,282.61853,2763727.5,284.15698,0,27/11/2019 12:00
662,-1.5746663,1.6651038,280.4614,282.35794,0,280.46234,0.012002841,28/11/2019 00:00
663,1.6850064,2.4517846,283.5289,286.93033,2775680.2,288.83447,0.000834316,28/11/2019 12:00
664,1.0466825,0.5995358,280.09286,282.39377,0,279.75412,0.012339368,29/11/2019 00:00
665,2.8524241,0.97596836,282.27155,288.20538,2754920,287.9122,5.61E-05,29/11/2019 12:00
666,1.448973,-1.5171076,279.93124,282.25607,0,279.6495,0.03213145,30/11/2019 00:00
667,2.329188,-3.3756738,271.7294,280.84824,2878725.5,281.8451,0,30/11/2019 12:00
668,-0.6257087,0.03841722,270.82483,273.05145,0,271.298,0,01/12/2019 00:00
669,-2.5193167,1.6011883,271.25543,279.49414,2908796,279.35355,0,01/12/2019 12:00
670,-1.2452533,1.5142335,272.08466,275.86032,0,273.98157,0.007459715,02/12/2019 00:00
671,1.5749148,-3.9824991,275.45563,277.93195,2603812.2,277.43808,0.18241937,02/12/2019 12:00
672,1.9153543,-0.3783341,273.35678,275.2688,0,273.4881,0.000133216,03/12/2019 00:00
673,2.361061,-0.95022917,273.8593,277.5176,2730763,277.8593,0.000217348,03/12/2019 12:00
674,0.5678966,-0.9974226,270.2548,271.5294,0,271.5919,0,04/12/2019 00:00
675,-2.1413186,0.3925537,271.52298,273.7628,2689998,276.31412,2.10E-05,04/12/2019 12:00
676,-3.128007,0.08951247,271.03473,272.51056,0,272.54102,0,05/12/2019 00:00
677,-0.92755574,0.8236116,271.14114,273.02924,2744729,274.80887,0,05/12/2019 12:00
678,-0.4150015,0.6918788,270.49866,272.23456,0,271.733,0,06/12/2019 00:00
679,-0.5300893,1.4542197,271.5087,274.5729,2651875,278.5937,1.40E-05,06/12/2019 12:00
680,-0.52940017,1.1706876,272.0334,273.47937,0,272.8487,0,07/12/2019 00:00
681,0.15475203,-0.7118467,276.6992,279.4256,2553359,282.05362,0.000406638,07/12/2019 12:00
682,1.1052601,0.50867915,273.54596,274.91376,0,275.9397,0.000616968,08/12/2019 00:00
683,0.51483214,1.9146343,276.53464,278.05606,2542035.5,281.69778,0,08/12/2019 12:00
684,0.27449158,2.6883092,272.9498,274.90942,0,274.78616,0,09/12/2019 00:00
685,-0.5505915,1.2009732,279.62875,282.86182,2533731.5,283.3462,0.002664179,09/12/2019 12:00
686,1.0320381,-2.7917016,278.40735,280.0048,0,278.4808,0.014253378,10/12/2019 00:00
687,1.8619453,-4.5449185,277.16577,279.74112,2448049,278.52762,0.011848599,10/12/2019 12:00
688,0.73174167,-2.1313653,270.3612,275.9548,0,275.0718,7.71E-05,11/12/2019 00:00
689,-0.43481457,-0.61745983,271.72202,277.10083,2548452,279.08304,0,11/12/2019 12:00
690,-2.7537994,0.44030452,273.16266,274.68158,0,274.8474,1.40E-05,12/12/2019 00:00
691,0.5408475,0.2727121,273.375,275.53616,2463524.8,277.49384,0.001044646,12/12/2019 12:00
692,0.41714534,0.27085412,272.52017,273.86282,0,273.63812,0.000729144,13/12/2019 00:00
693,-0.7218449,1.8919667,275.4847,277.64728,2576006.5,280.1003,0,13/12/2019 12:00
694,-1.9223417,-1.6943617,275.82663,278.44073,0,276.4511,0.02741304,14/12/2019 00:00
695,3.6528702,-0.044449985,277.47766,279.90723,2409171,279.19592,0.000119194,14/12/2019 12:00
696,0.4753784,1.6768092,271.84125,273.08295,0,271.93878,0,15/12/2019 00:00
697,0.42472598,1.7470418,277.1717,281.20392,2582423,282.72125,0,15/12/2019 12:00
698,0.91643345,2.0012174,273.65533,276.02396,0,274.7139,0,16/12/2019 00:00
699,0.03432332,1.990441,279.039,287.10135,2502528.5,286.9438,0,16/12/2019 12:00
700,0.46125084,2.0302024,275.3975,277.7473,0,275.78555,0,17/12/2019 00:00
701,-0.50803655,1.6496822,281.938,288.88522,2478497,288.13312,0,17/12/2019 12:00
702,0.8866278,1.8518337,276.27054,278.29562,0,276.65552,0,18/12/2019 00:00
703,-0.088345125,1.3981079,281.43842,287.6157,2486801,287.7463,0,18/12/2019 12:00
704,-0.46823823,1.7966508,276.59918,278.71674,0,278.06854,0,19/12/2019 00:00
705,-1.2853962,-0.042034566,280.22983,285.0884,2496363.5,286.54254,0,19/12/2019 12:00
706,-0.7461374,1.7728683,276.93964,278.53275,0,276.01678,0,20/12/2019 00:00
707,-0.35177213,1.968145,281.7744,288.09238,2399609,286.60034,4.21E-05,20/12/2019 12:00
708,-0.5068306,2.580359,279.5923,284.79944,0,281.42523,0.0142674,21/12/2019 00:00
709,-2.2972383,2.1440983,281.1955,286.55984,2383252.5,285.23068,0.006611377,21/12/2019 12:00
710,4.2591486,2.5391111,279.35678,284.1517,0,282.3482,4.21E-05,22/12/2019 00:00
711,-3.805957,0.09341431,281.85522,284.10785,2385140,282.02127,0.11132076,22/12/2019 12:00
712,4.4829493,-3.3574653,278.3103,280.08258,0,278.53107,0.0169456,23/12/2019 00:00
713,5.4456897,-4.729976,278.65125,281.64972,2347897.5,281.1341,0.019315317,23/12/2019 12:00
714,4.594936,-3.760653,275.45908,280.88406,0,278.81256,0.001942053,24/12/2019 00:00
715,4.1895447,-4.947549,275.4034,283.8479,2500012,283.56094,0.000175282,24/12/2019 12:00
716,1.5070337,0.22124529,274.04358,275.7998,0,275.6176,0.00135313,25/12/2019 00:00
717,2.8806791,-0.942983,276.72382,281.88992,2437983.5,282.5423,0.000883386,25/12/2019 12:00
718,2.8892937,-2.2454472,277.09137,279.6763,0,277.20612,0.001724705,26/12/2019 00:00
719,2.5028534,-4.0309935,274.58652,280.88098,2449433,281.04874,0.000329524,26/12/2019 12:00
720,2.014764,-0.4156801,271.87228,273.8591,0,273.464,0,27/12/2019 00:00
721,1.7649475,-2.5278645,274.1303,279.32434,2528824.5,280.81888,0.000357568,27/12/2019 12:00
722,2.3305664,-3.5137239,272.18268,275.93442,0,273.75928,0,28/12/2019 00:00
723,1.6078217,-6.050277,270.66766,277.0076,2511461.5,277.202,6.31E-05,28/12/2019 12:00
724,1.8643572,-3.6318932,268.93484,273.73563,0,272.14044,0,29/12/2019 00:00
725,0.13166556,-4.26696,269.68375,274.37408,2481768.5,274.7827,0,29/12/2019 12:00
726,0.36511463,-1.8214494,268.38846,271.67575,0,270.92084,0,30/12/2019 00:00
727,0.27655903,-0.22690642,269.35315,274.8162,2568457.2,277.12628,0,30/12/2019 12:00
728,0.39457572,2.0170107,267.37747,269.48434,0,270.17474,0,31/12/2019 00:00
729,0.91643345,1.563099,269.836,274.5124,2539141.5,274.81027,0.000119194,31/12/2019 12:00
730,2.3647437,-1.5798697,270.35788,271.8522,0,270.41687,2.98E-08,01/01/2020 00:00
731,2.2703815,-1.733202,273.532,278.65042,886795.25,278.8055,2.98E-08,01/01/2020 12:00
732,1.7536548,-0.27188557,269.3055,270.61154,0,269.9111,2.98E-08,02/01/2020 00:00
733,1.5442456,1.5186989,273.4947,278.4987,917094,280.0335,2.98E-08,02/01/2020 12:00
734,0.30492887,1.8992329,269.28214,270.08472,0,269.6297,2.98E-08,03/01/2020 00:00
735,-0.6274643,0.21863765,271.61118,274.76956,935445.75,279.05545,2.98E-08,03/01/2020 12:00
736,-0.4365729,-0.65405095,269.0767,269.20245,0,269.52997,2.98E-08,04/01/2020 00:00
737,1.126018,0.34843403,273.43088,275.47263,877681,278.43948,2.98E-08,04/01/2020 12:00
738,3.40785,0.6630214,274.15326,275.28027,0,273.1287,2.98E-08,05/01/2020 00:00
739,1.2696298,-7.7996106,268.78586,278.4957,933228.75,278.64874,2.98E-08,05/01/2020 12:00
740,0.71645844,-2.687683,267.50467,271.6724,0,270.61102,2.98E-08,06/01/2020 00:00
741,-0.7190685,-0.81041247,269.15268,276.66727,948501.5,278.09314,2.98E-08,06/01/2020 12:00
742,0.45563266,1.8640459,266.9131,268.69592,0,269.6356,2.98E-08,07/01/2020 00:00
743,-0.43420893,0.95383984,268.57996,276.36322,960202.25,277.7835,2.98E-08,07/01/2020 12:00
744,1.6925853,-0.37651497,267.42242,269.04355,0,269.34302,2.98E-08,08/01/2020 00:00
745,1.613983,-0.5748215,272.67297,275.83997,929780.25,277.79794,2.98E-08,08/01/2020 12:00
746,0.48853138,1.554352,269.13693,269.70718,0,270.28107,2.98E-08,09/01/2020 00:00
747,-1.0533748,1.5366418,273.12653,277.669,908226,278.05573,2.98E-08,09/01/2020 12:00
748,-0.65307415,2.1308625,269.319,270.0889,0,270.2358,2.98E-08,10/01/2020 00:00
749,0.8303236,0.8391903,273.8076,282.2971,980278.25,281.99884,2.98E-08,10/01/2020 12:00
750,1.5383357,-0.19848186,271.38998,272.0714,0,271.43823,2.98E-08,11/01/2020 00:00
751,1.2580069,-2.5124464,275.5194,280.83127,933352,281.21558,2.98E-08,11/01/2020 12:00
752,0.8464774,-1.5425854,269.7964,271.0219,0,270.78552,2.98E-08,12/01/2020 00:00
753,-0.45922774,-0.18869472,273.81882,276.865,963897.25,279.66354,2.98E-08,12/01/2020 12:00
754,-1.0967144,-0.28074062,271.15625,271.32654,0,272.75412,2.98E-08,13/01/2020 00:00
755,-0.3898843,0.5784324,271.28793,271.6055,974612.5,275.34457,2.98E-08,13/01/2020 12:00
756,-1.512381,1.0799077,270.89102,270.92215,0,271.16272,2.98E-08,14/01/2020 00:00
757,-0.81500673,0.1109789,272.48282,273.61075,991609.5,278.7865,2.98E-08,14/01/2020 12:00
758,-0.29946208,0.45283037,269.93576,270.05185,0,270.23517,2.98E-08,15/01/2020 00:00
759,-0.9485717,0.6821297,272.70892,272.80075,1004172.5,276.56274,2.98E-08,15/01/2020 12:00
760,0.3258107,-0.006700099,270.73773,270.783,0,271.56088,2.98E-08,16/01/2020 00:00
761,0.21450666,-0.8215978,272.9238,273.85623,987052.25,278.34567,2.98E-08,16/01/2020 12:00
762,-1.2665269,0.6996067,271.95596,272.18433,0,272.7213,0.000173718,17/01/2020 00:00
763,-1.6368839,-0.2108323,271.4561,271.48483,1010946.5,273.8483,2.98E-08,17/01/2020 12:00
764,0.11009753,-0.47112417,270.49274,270.49268,0,271.1614,2.98E-08,18/01/2020 00:00
765,0.4924713,-0.7733611,270.98587,271.0201,1007744.25,272.5475,2.98E-08,18/01/2020 12:00
766,0.57954454,-0.023711145,271.80222,272.20642,0,271.48938,2.98E-08,19/01/2020 00:00
767,1.0326408,-1.7711854,272.27512,273.4572,997152,275.00018,2.98E-08,19/01/2020 12:00
768,0.15560412,-1.4584624,272.03326,272.6329,0,271.77344,2.98E-08,20/01/2020 00:00
769,0.33349368,-0.6829463,273.3639,274.72595,1038905.25,278.75238,2.98E-08,20/01/2020 12:00
770,0.7568431,-0.16049832,272.71567,273.62567,0,272.92337,0.000122637,21/01/2020 00:00
771,-0.51556927,1.4250216,272.2086,276.1243,1090142.2,278.019,2.98E-08,21/01/2020 12:00
772,-0.3321638,1.7848165,268.66943,269.44138,0,270.102,2.98E-08,22/01/2020 00:00
773,0.535614,-0.6598766,272.14926,274.09158,1119948.5,279.12433,2.98E-08,22/01/2020 12:00
774,2.1582894,-1.5248752,270.05084,271.56488,0,270.58282,2.98E-08,23/01/2020 00:00
775,0.83564246,0.4810267,272.80826,276.1673,1099010.2,278.14954,2.98E-08,23/01/2020 12:00
776,-1.4755422,1.7603486,268.23923,269.02444,0,269.74515,2.98E-08,24/01/2020 00:00
777,0.22021961,0.13521379,271.74918,274.57663,1135221,279.87936,2.98E-08,24/01/2020 12:00
778,0.7814679,1.469763,268.02704,268.43607,0,269.20068,2.98E-08,25/01/2020 00:00
779,-0.66292405,-0.12834054,274.62033,277.8637,1074500.2,281.06274,2.98E-08,25/01/2020 12:00
780,-0.8390405,-0.5902013,272.2086,272.62933,0,270.74026,0.001777887,26/01/2020 00:00
781,-0.18815799,-0.2348342,275.86642,277.92944,1084846.2,280.34314,2.98E-08,26/01/2020 12:00
782,0.38924417,-1.7264441,273.42862,273.96255,0,272.70032,0.00431186,27/01/2020 00:00
783,1.5603994,-0.8926712,274.91074,276.25153,1070312.5,277.78677,2.98E-08,27/01/2020 12:00
784,-0.4397249,1.5468953,275.0856,275.22412,0,274.3514,2.98E-08,28/01/2020 00:00
785,1.1413839,3.8245075,279.46854,283.73187,1121303.2,283.6906,2.98E-08,28/01/2020 12:00
786,1.2231382,1.0314381,273.52753,275.0963,0,273.61475,0.000337213,29/01/2020 00:00
787,1.1250331,-0.25557363,276.2508,279.95258,1170200.2,281.77908,0.001849413,29/01/2020 12:00
788,0.9516746,0.31114966,274.2081,274.26184,0,272.05945,2.98E-08,30/01/2020 00:00
789,2.3897626,0.94638294,272.87885,282.79767,1214540,283.6237,2.98E-08,30/01/2020 12:00
790,2.2051752,2.5845673,268.7436,276.14462,0,274.01163,2.98E-08,31/01/2020 00:00
791,6.0627966,1.7733979,278.82706,288.83487,1159484.8,288.7397,2.98E-08,31/01/2020 12:00
792,3.4823153,0.5597901,279.01227,282.25827,0,279.57367,2.98E-08,01/02/2020 00:00
793,3.2650263,2.9068446,280.58203,290.2571,1189414,290.2353,2.98E-08,01/02/2020 12:00
794,3.2482815,2.995628,278.79785,284.7366,0,282.20218,2.98E-08,02/02/2020 00:00
795,1.4656433,0.398768,281.42355,290.8694,1193478.5,291.36948,2.98E-08,02/02/2020 12:00
796,5.559269,1.8421412,279.4537,285.88406,0,284.96057,2.98E-08,03/02/2020 00:00
797,2.1710944,-2.527127,280.502,288.4006,1166997.8,288.7567,0.000153273,03/02/2020 12:00
798,0.9278377,1.9931431,280.26288,283.1017,0,280.61798,0.000674397,04/02/2020 00:00
799,4.7677293,-3.3403938,280.7758,284.36087,1190030,283.31473,0.21824883,04/02/2020 12:00
800,4.2984796,-5.7757654,271.95685,277.74127,0,276.23145,2.98E-08,05/02/2020 00:00
801,3.2384315,-7.735528,271.51,280.78406,1287207.8,278.71436,0.002309203,05/02/2020 12:00
802,1.013335,-7.0853806,263.99292,274.5115,0,272.29886,2.98E-08,06/02/2020 00:00
803,1.8503811,-2.7892833,268.86407,279.26685,1349899.2,281.4642,2.98E-08,06/02/2020 12:00
804,3.432278,-1.0802585,270.36777,274.25705,0,273.5426,2.98E-08,07/02/2020 00:00
805,2.5650911,-3.459704,273.3504,280.24826,1272674.2,280.8561,2.98E-08,07/02/2020 12:00
806,0.4371148,-1.843657,273.3329,276.47852,0,275.94217,0.000745922,08/02/2020 00:00
807,-2.2426538,0.44607264,267.57526,279.39587,1349037.2,281.87683,2.98E-08,08/02/2020 12:00
808,-1.3652232,1.3814456,266.90277,271.59534,0,271.0676,2.98E-08,09/02/2020 00:00
809,-0.53960305,1.8896787,273.79095,283.60764,1370591.2,284.1944,2.98E-08,09/02/2020 12:00
810,2.0044336,3.6711752,273.05685,279.04764,0,275.7034,2.98E-08,10/02/2020 00:00
811,4.0545955,4.9360495,276.68234,288.1975,1340046,287.46118,2.98E-08,10/02/2020 12:00
812,1.0170779,3.004017,280.30154,282.7636,0,280.105,0.009093732,11/02/2020 00:00
813,2.4732897,0.042002738,275.25687,282.7218,1377611.8,283.58563,0.003678381,11/02/2020 12:00
814,1.3149395,1.9549265,276.3996,278.6731,0,275.82477,0.000235021,12/02/2020 00:00
815,-1.7558709,-0.5188949,273.58057,284.2259,1435007,286.27515,2.98E-08,12/02/2020 12:00
816,1.4195457,0.23285228,272.43155,273.6215,0,273.3104,2.98E-08,13/02/2020 00:00
817,-3.2146437,2.4247103,274.68686,284.22528,1458162.2,286.1912,2.98E-08,13/02/2020 12:00
818,0.53187096,2.995628,271.02496,280.78168,0,278.21185,0.001624614,14/02/2020 00:00
819,1.1673877,-1.4288678,280.49573,282.456,1370098.5,283.58694,0.003565967,14/02/2020 12:00
820,2.2384677,-2.0235543,275.24832,277.2664,0,276.08386,2.98E-08,15/02/2020 00:00
821,0.17609197,-1.1049594,276.44858,284.45883,1454713.5,287.8246,2.98E-08,15/02/2020 12:00
822,-0.6172204,1.9073889,273.88132,274.98282,0,274.70697,2.98E-08,16/02/2020 00:00
823,-1.0385998,1.7188697,275.9815,284.92117,1508783.5,286.71533,2.98E-08,16/02/2020 12:00
824,0.10477856,2.2217433,273.79544,275.68466,0,274.7483,2.98E-08,17/02/2020 00:00
825,2.1468635,1.9048257,276.34024,289.7016,1474173.8,290.34354,2.98E-08,17/02/2020 12:00
826,3.2532063,1.2409298,277.0222,281.88553,0,279.2542,2.98E-08,18/02/2020 00:00
827,0.5588598,-1.6607304,277.3009,284.57413,1473681.2,284.2154,2.98E-08,18/02/2020 12:00
828,-1.8043325,-1.4738421,273.78824,278.52795,0,276.1875,2.98E-08,19/02/2020 00:00
829,-3.1847,1.2896326,271.21512,285.2067,1541176.2,286.65826,2.98E-08,19/02/2020 12:00
830,0.66208696,-4.8131285,274.33533,279.73517,0,277.8642,2.98E-08,20/02/2020 00:00
831,1.6084671,-4.5402527,272.48776,282.75226,1566671.5,283.92282,2.98E-08,20/02/2020 12:00
832,0.8746482,1.9663448,270.51654,272.97577,0,272.76263,2.98E-08,21/02/2020 00:00
833,0.7607831,-0.5645683,272.83435,283.06528,1569997,281.8427,0.000490457,21/02/2020 12:00
834,2.2804284,-1.4405192,269.47455,274.27914,0,272.64655,2.98E-08,22/02/2020 00:00
835,1.4788421,1.0726838,270.8991,283.74503,1612612.5,286.03836,2.98E-08,22/02/2020 12:00
836,1.1642357,2.9254868,269.68176,276.42297,0,275.1432,2.98E-08,23/02/2020 00:00
837,1.9451373,2.3142552,273.61295,286.15585,1595369.2,289.46124,2.98E-08,23/02/2020 12:00
838,6.2383223,1.1635647,274.65494,285.96948,0,284.42923,2.98E-08,24/02/2020 00:00
839,1.4607183,-0.55827653,270.3979,284.22946,1620248.8,285.4099,2.98E-08,24/02/2020 12:00
840,-1.3683751,2.0987046,269.99374,275.58252,0,275.09006,2.98E-08,25/02/2020 00:00
841,1.2999676,0.56794614,277.51666,288.50873,1633181.2,291.5794,2.98E-08,25/02/2020 12:00
842,1.9023886,4.316429,277.3337,283.2881,0,282.92245,3.07E-05,26/02/2020 00:00
843,1.733758,-3.1169202,278.47644,286.3924,1632442.2,287.17975,0.044038057,26/02/2020 12:00
844,2.9679527,0.02545768,274.55066,275.4977,0,275.1983,0.001410067,27/02/2020 00:00
845,3.1186564,-2.8233054,273.03754,281.52,1721368,284.67062,2.98E-08,27/02/2020 12:00
846,-0.06562501,3.2512596,268.2244,280.06488,0,277.77106,2.98E-08,28/02/2020 00:00
847,5.096717,-6.8903365,270.4806,281.70215,1735532,283.4551,1.03E-05,28/02/2020 12:00
848,2.0438335,-0.07590932,270.83527,273.87656,0,273.11884,2.98E-08,29/02/2020 00:00
849,-0.45981872,4.0486803,270.9989,284.90863,1760781,286.3762,2.98E-08,29/02/2020 12:00
850,1.0535227,3.889755,268.82315,279.82654,0,277.45486,2.98E-08,01/03/2020 00:00
851,-0.6564231,2.0348551,276.05478,286.02026,1686881.5,284.649,0.009768099,01/03/2020 12:00
852,-2.8909755,2.2145193,281.02032,282.1442,0,280.65277,0.03593546,02/03/2020 00:00
853,4.248245,1.023282,279.0379,289.92917,1758933.5,290.76337,2.98E-08,02/03/2020 12:00
854,-2.697917,4.0563703,277.3418,286.4796,0,283.49054,0.000541568,03/03/2020 00:00
