,Time,Wind speed.mean,Rainfall.mean,Wind direction.mean,Global radiation.mean,Air temperature.mean,Ground moisture.mean,Air moisture.mean,u10,v10,d2m,t2m,cdir,tcrw
312,06/06/2019 02:00,0.094444444,0.013888889,45.51527778,194.3375,15.93472222,21.53194444,94.71666667,-0.23297751,0.693033,288.71475,289.2849,0,0.000491038
313,06/06/2019 14:00,0.630555556,0,88.87361111,372.1041667,24.76388889,22.03888889,73.45416667,3.4351773,1.3566122,288.8178,300.10168,2453884.5,0.000679895
314,07/06/2019 02:00,0.330555556,0,71.99722222,276.2055556,18.2625,23.77083333,86.70694444,1.585144,0.81676054,287.74435,291.1312,0,1.49E-08
315,07/06/2019 14:00,0.566666667,0,121.7972222,379.7361111,25.49305556,25.05416667,68.78055556,2.6816854,1.5606055,287.97833,301.44894,2472327.5,1.49E-08
316,08/06/2019 02:00,0.263888889,0,90.90277778,260.6680556,18.79583333,26.89027778,85.52222222,1.4390225,-0.18489635,287.7677,291.67737,0,1.49E-08
317,08/06/2019 14:00,0.991666667,0,179.5208333,366.3847222,26.52361111,28.325,67.12638889,1.1360723,-1.9640582,289.41467,302.6778,2432583,1.49E-08
318,09/06/2019 02:00,0.161111111,0,253.2430556,244.4777778,19.51690141,30.37638889,87.11944444,0.10314405,-1.1556677,289.01117,290.57538,0,1.49E-08
319,09/06/2019 14:00,0.172222222,0,93.73194444,306.45,26.075,31.87638889,74.60694444,-0.44166267,-1.6799841,289.16394,301.35107,2442529,1.49E-08
320,10/06/2019 02:00,0.161111111,0,81.16666667,271.1319444,20.18611111,33.64722222,86.45833333,-1.5753642,-0.4029454,288.39197,291.44113,0,1.49E-08
321,10/06/2019 14:00,0.236111111,0,161.3138889,376.9069444,27.30555556,35.17777778,69.31549296,-1.7353421,-0.48376596,290.72107,303.58282,2460463,1.49E-08
322,11/06/2019 02:00,0.127777778,0,137.9611111,271.2361111,21.19583333,37.59861111,87.64722222,-1.3498837,-0.74361235,291.40268,292.37637,0,1.49E-08
323,11/06/2019 14:00,0.344444444,0,198.9138889,368.6541667,27.03194444,39.4,69.30694444,-2.6584692,0.22050095,289.9699,303.96222,2446014,1.49E-08
324,12/06/2019 02:00,0.230555556,0,49.42083333,265.7805556,20.65555556,41.90416667,85.70694444,-2.146624,-0.21300793,289.75574,292.53162,0,1.49E-08
325,12/06/2019 14:00,0.211111111,0,124.5861111,371.1791667,27.775,43.97222222,70.88472222,-3.487331,0.83913875,290.88245,303.65228,2467432.8,1.49E-08
326,13/06/2019 02:00,0.125,0,37.08333333,259.8152778,21.74444444,46.63333333,85.91111111,-1.169751,-0.11073387,291.15045,293.02463,0,1.49E-08
327,13/06/2019 14:00,0.425,0,121.4930556,368.8430556,28.74166667,48.94027778,65.97083333,1.7577187,0.2691412,290.75153,305.63693,2447541,1.49E-08
328,14/06/2019 02:00,0.286111111,0,108.9958333,278.2847222,18.21527778,51.87361111,79.63611111,1.6737407,-0.8039041,286.75922,291.2345,0,1.49E-08
329,14/06/2019 14:00,0.319444444,0,116.8944444,384.2638889,27.88611111,53.92083333,65.14305556,1.2618291,-1.9009922,286.5364,304.30057,2547195.5,1.49E-08
330,15/06/2019 02:00,0.111111111,0,84.55416667,267.4875,20.92916667,56.61944444,85.46388889,-2.1336074,-0.32489908,288.1448,290.65695,0,1.49E-08
331,15/06/2019 14:00,0.166666667,0,14.55492958,354.525,28.27916667,58.54305556,68.64166667,-0.23003829,-0.24814725,290.78604,304.29694,2477692,1.49E-08
332,16/06/2019 02:00,0.155555556,0,40.74583333,255.0819444,22.02083333,60.65,86.82777778,0.09768546,-1.0428518,291.73615,293.9695,0,1.49E-08
333,16/06/2019 14:00,0.777777778,0.002777778,173.5638889,296.6125,26.675,62.12083333,69.20277778,-0.17944157,-0.43179667,294.4332,303.77252,2398908,1.49E-08
334,17/06/2019 02:00,0.25,0.031944444,19.62361111,175.4943662,19.875,63.40694444,88.56527778,0.14429319,-2.1336517,290.58606,291.45383,0,0.49505705
335,17/06/2019 14:00,0.294444444,0,47.38611111,198.3041667,22.91111111,64,80.46805556,0.38447,-1.7184525,291.80365,295.5548,2217925,0.02214171
336,18/06/2019 02:00,0.119444444,0,66.45277778,229.4944444,19.32777778,64.72361111,89.73888889,0.14744234,-0.92078876,289.62378,289.95975,0,0.000566587
337,18/06/2019 14:00,0.266666667,0,193.4611111,333.3736111,25.14444444,65.07361111,76.26805556,-0.14123166,-0.42902255,290.55054,298.86014,2377137,0.005514666
338,19/06/2019 02:00,0.147222222,0,193.8541667,247.3083333,20.65694444,66,89.01944444,-1.2793423,-0.07744396,290.4805,291.6278,0,1.49E-08
339,19/06/2019 14:00,0.397222222,0,156.9638889,390.0291667,26.9,66.55972222,69.40416667,0.24695617,0.61350703,292.31372,301.20123,2408658.2,6.05E-05
340,20/06/2019 02:00,0.125,0,136.7097222,232.2791667,20.82361111,67.32361111,87.15694444,1.2970998,-0.24666774,290.37796,292.2549,0,1.49E-08
341,20/06/2019 14:00,0.45,0,162.3263889,331.4180556,26.82361111,68.13611111,71.77361111,1.7438624,-0.4025755,290.8322,301.11847,2430312,1.49E-08
342,21/06/2019 02:00,0.180555556,0.084507042,127.0402778,139.1361111,20.49014085,69.16527778,89.98055556,1.4610667,-0.8281318,290.0105,292.2519,0,1.49E-08
343,21/06/2019 14:00,0.1,0.013888889,61.52638889,239.3847222,23.55138889,71.07638889,85.53194444,1.338669,-1.210781,293.00195,300.78558,2404233.5,6.80E-05
344,22/06/2019 02:00,0.111111111,0,67.96388889,225.2833333,21.1,71.01805556,88.46111111,-0.11078966,-0.70163006,291.5651,293.18896,0,1.49E-08
345,22/06/2019 14:00,0.5,0.297222222,222.55,260.0263889,23.44166667,72.00555556,81.84027778,-2.6240382,-0.47174466,292.4066,301.66522,2393465.5,0.00037773
346,23/06/2019 02:00,0,0.448611111,153.7208333,129.0361111,17.98472222,73.00555556,97.01830986,-0.7622483,0.4400295,290.72513,291.38916,0,0.002606258
347,23/06/2019 14:00,0,0.225,48.63055556,154.6222222,19.53333333,73.86111111,90.07777778,-0.5409665,-0.8906429,291.6534,294.5181,2250347,0.016000062
348,24/06/2019 02:00,0,0.001388889,21.44861111,138.3013889,19.02222222,74,93.45,0.8318623,-0.8732581,290.09628,290.86176,0,0.000491038
349,24/06/2019 14:00,0.172222222,0.006944444,267.7291667,205.8694444,22.6625,74,86.54444444,-0.27811563,-2.7583928,293.06436,297.59747,2258452.5,0.003792286
350,25/06/2019 02:00,0.002777778,0.001388889,341.3541667,251.4333333,20.67361111,73.59444444,89.49444444,0.5316413,-1.4021981,290.36172,290.69803,0,1.49E-08
351,25/06/2019 14:00,0.002777778,0,230.9625,323.4944444,26.85138889,73,76.90416667,-2.4411764,-1.0750321,294.0708,301.5861,2356501.2,0.003225714
352,26/06/2019 02:00,0.030555556,0,338.375,250.3013889,22.46111111,73,88.15694444,0.01685667,-1.1752717,292.01022,293.6191,0,1.49E-08
353,26/06/2019 14:00,0,0,307.3875,371.4305556,28.69027778,72.20138889,74.49583333,-2.3725247,-0.457134,293.0329,304.42078,2461872.5,1.49E-08
354,27/06/2019 02:00,0.008333333,0,356.6361111,255.6680556,22.74027778,72.8625,87.83194444,0.6565584,-0.55164045,292.16553,295.24307,0,1.49E-08
355,27/06/2019 14:00,0.008333333,0.175,96.93098592,369.9680556,29.2625,72.99722222,75.61388889,1.1891882,0.2156924,291.97772,305.9058,2473228,1.49E-08
356,28/06/2019 02:00,0.019444444,0.013888889,133.0791667,270.2097222,21.51805556,73.30694444,82.75555556,1.1228458,0.027419329,292.79944,295.3947,0,0.000657246
357,28/06/2019 14:00,0.002777778,0,358.9625,412.1394366,23.94722222,73.33611111,61.80555556,-0.5594417,-3.656481,284.07892,300.73,2566069,1.49E-08
358,29/06/2019 02:00,0,0,358.8958333,260.0916667,17.37361111,74.08888889,83.91388889,0.5297518,-1.1880329,286.08878,287.6718,0,1.49E-08
359,29/06/2019 14:00,0,0,353.2902778,378.6069444,23.67777778,75,69.42916667,-1.888182,0.27062082,285.54825,299.5827,2508038.5,1.49E-08
360,30/06/2019 02:00,0,0,340.0263889,255.2986111,18.26111111,75.58333333,84.41805556,-0.8982924,-0.4134872,285.7462,288.5684,0,1.49E-08
361,30/06/2019 14:00,0,0,101.6388889,393.725,25.79861111,76.17777778,69.31388889,-1.6511544,1.4762709,287.6469,302.125,2535487.5,1.49E-08
362,01/07/2019 02:00,0,0,98.93611111,251.4486111,20.31944444,77.15694444,86.83472222,0.041210294,-0.17453957,288.8051,291.24298,0,1.49E-08
363,01/07/2019 14:00,0,0,101.9986111,385.4263889,29.775,78.09722222,73.08055556,0.37754184,0.92328835,292.02136,307.00656,2515752.5,1.49E-08
364,02/07/2019 02:00,0,0,91.2375,259.2708333,21.86388889,79.42916667,83.15972222,1.3699507,-0.76784,292.567,294.76096,0,1.49E-08
365,02/07/2019 14:00,0.019444444,0.258333333,63.95694444,386.7777778,28.97638889,80.58472222,64.74027778,-1.7013313,-2.5462618,290.25717,305.76685,2494255.2,0.001903698
366,03/07/2019 02:00,0,0.019444444,14.61944444,253.0986111,21.27746479,82.86111111,86.72638889,-0.20841396,-1.1484549,289.91406,291.3783,0,1.49E-08
367,03/07/2019 14:00,0,0,277.8930556,384.9527778,26.29583333,84.61805556,71.55972222,-2.4546132,-0.6254331,288.40262,302.5322,2451104.5,1.49E-08
368,04/07/2019 02:00,0,0,307.8166667,116.1513889,18.79027778,85.34166667,87.92638889,-2.6315966,-2.4776478,288.63965,293.3865,0,0.000302181
369,04/07/2019 14:00,0.002777778,0,258.5763889,255.9902778,21.57638889,86.37638889,77.68591549,-1.7483588,-2.257934,288.5889,295.76688,2411712.5,0.003558099
370,05/07/2019 02:00,0.002777778,0,261.1472222,249.45,19.05416667,88.04305556,86.21805556,0.16423798,0.023720503,287.93723,289.65103,0,1.49E-08
371,05/07/2019 14:00,0.013888889,0,258.3361111,382.3277778,26.32361111,89.38194444,72.58472222,0.6196081,0.5859504,289.7806,301.72385,2488068.5,1.49E-08
372,06/07/2019 02:00,0.005555556,0,258.4416667,241.525,20.73194444,91.57222222,87.34444444,-0.47147477,-0.94723576,289.95163,293.5019,0,1.49E-08
373,06/07/2019 14:00,0.016666667,0,258.4486111,380.8708333,28.10694444,93.47777778,71.65277778,0.13904452,1.3068624,290.16937,305.06903,2458035,1.49E-08
374,07/07/2019 02:00,0.05,0,270.1569444,234.7430556,23.50972222,96.28888889,81.84444444,1.5030557,0.31408262,292.4929,294.05954,0,1.49E-08
375,07/07/2019 14:00,0.083333333,0.076388889,142.8958333,200.15,23.21388889,98.99027778,84.8,-0.078038335,-1.5164936,291.43213,302.87717,2421736.5,0.076661214
376,08/07/2019 02:00,0,0.001388889,0.102777778,222.5333333,19.02083333,102.0638889,91.94583333,0.89379597,-1.3951702,288.67163,289.06378,0,1.49E-08
377,08/07/2019 14:00,0.002777778,0,0.240277778,356.5125,24.11527778,103.9013889,72.8375,-2.0093203,-0.7106923,289.87906,298.38165,2390254.5,0.000113323
378,09/07/2019 02:00,0,0.229166667,205.7958333,155.7069444,18.02777778,107.4541667,92.24166667,-0.21261287,-0.5847454,289.08832,289.84436,0,0.015592128
379,09/07/2019 14:00,0,0,0.112676056,167.1458333,20.29861111,108.3430556,83.78055556,-1.5369445,-2.2004166,287.8616,295.9596,2411712.5,0.010251224
380,10/07/2019 02:00,0,0.025,0.1,52.6125,15.725,109.6708333,95.51666667,-0.5831654,-0.68517005,288.64117,289.2988,0,0.07800588
381,10/07/2019 14:00,0.005555556,0,2.240277778,322.3887324,18.18888889,110.0277778,72.86666667,-0.71081185,-3.1029434,283.6683,293.93448,2501460,1.49E-08
382,11/07/2019 02:00,0,0,2.073611111,251.1611111,13.9,110.6583333,83.01527778,1.3099065,-0.8044589,282.39288,284.5302,0,1.49E-08
383,11/07/2019 14:00,0,0,14.46666667,392.95,21.75138889,111.4763889,66.64722222,1.1131883,-1.0650451,282.73495,297.0501,2506785.5,1.49E-08
384,12/07/2019 02:00,0,0,15.40277778,125.9527778,14.87638889,113.7402778,90.25972222,0.54780704,0.16834676,286.1466,288.3696,0,1.49E-08
385,12/07/2019 14:00,0,0,17.4375,257.4708333,21.45555556,115.1291667,73.26388889,-0.1926682,0.5258436,286.31714,297.24103,2443782,0.002606258
386,13/07/2019 02:00,0,0,18.77638889,142.7458333,17.52777778,116.9791667,88.275,0.3993761,-0.7783818,286.45166,289.08795,0,0.00037773
387,13/07/2019 14:00,0.247222222,0.125,247.375,184.3777778,17.93194444,118.6402778,87.60555556,1.798238,-1.2200282,288.40314,294.84372,2416372,0.008611932
388,14/07/2019 02:00,0.527777778,0.001388889,280.5055556,164.8694444,16.19305556,119.4583333,92.1875,1.9328126,-0.8346048,286.7785,287.7268,0,0.000203982
389,14/07/2019 14:00,0.641666667,0.043055556,274.3777778,241.2569444,20.04583333,119.6791667,81.36666667,1.5024259,-2.8597422,288.08743,295.31497,2397459.5,0.003694072
390,15/07/2019 02:00,0.241666667,0,314.7138889,227.5541667,16.45211268,121.5916667,87.41388889,0.5799286,-1.5026227,285.98422,287.06644,0,1.49E-08
391,15/07/2019 14:00,0.186111111,0,298.0430556,194.5944444,20.35694444,121.4875,78.8,-1.6549333,-1.6859022,287.4383,296.4985,2440571,0.000762999
392,16/07/2019 02:00,0.088888889,0,313.4694444,251.9819444,16.85416667,122.9986111,84.46944444,0.28054732,-1.121823,285.7609,286.89005,0,1.49E-08
393,16/07/2019 14:00,0.741666667,0,76.01666667,382.95,22.53055556,124.5194444,63.00833333,-0.9661046,-2.083347,283.2288,299.1157,2522918,1.49E-08
394,17/07/2019 02:00,0.052777778,0,15.64166667,235.6875,17.13333333,127.4527778,85.39577465,1.5213208,-0.69478714,285.50104,288.1902,0,0.000158653
395,17/07/2019 14:00,0.275,0,265.3333333,320.0305556,23.97638889,129.4236111,73.96527778,0.62044793,-0.38870478,286.46283,300.46356,2474128.5,1.49E-08
396,18/07/2019 02:00,0.097222222,0,260.9347222,232.2194444,18.02083333,133.2916667,87.48194444,-1.6591324,-0.079478264,287.67178,289.43292,0,1.49E-08
397,18/07/2019 14:00,0.263888889,0,36.74305556,207.3611111,22.9875,135.8194444,79.60416667,-0.069010735,-1.5766003,290.8398,298.36838,2406113,0.000166208
398,19/07/2019 02:00,0.097222222,0,30.40833333,230.2944444,18.57777778,139.6277778,88.05555556,0.7363374,-0.51391184,288.70105,290.2878,0,1.49E-08
399,19/07/2019 14:00,0.266666667,0,44.1,267.1416667,23.46,139.0633333,79.88333333,-0.07656872,0.19201958,289.13602,301.17706,2443233.8,1.49E-08
400,20/07/2019 02:00,0.097222222,0,30.40833333,230.2944444,18.57777778,139.6277778,88.05555556,0.34835953,0.071805954,288.92285,292.17578,0,1.49E-08
401,20/07/2019 14:00,0.220588235,0,94.575,268.8191176,24.81029412,146.6867647,75.69558824,-0.73222613,1.0688393,288.87057,303.4777,2457134.5,1.49E-08
402,21/07/2019 02:00,0.116666667,0,106.2152778,228.1708333,20.13194444,155.5569444,86.02361111,0.16108882,-0.04600346,289.21722,293.4729,0,1.49E-08
403,21/07/2019 14:00,0.527777778,0,69.8971831,346.8402778,27.4125,159.5222222,72.04722222,1.6519065,0.46795607,289.9628,304.83887,2442685.5,1.49E-08
404,22/07/2019 02:00,0.088888889,0,27.68888889,196.1805556,21.22083333,166.5069444,84.89861111,0.85936505,-1.0894578,290.73932,292.73764,0,0.000657246
405,22/07/2019 14:00,0.597222222,0,50.01666667,357.3222222,26.01388889,171.6541667,69.39861111,-0.05536425,-1.8612292,289.3766,302.65604,2411673.5,1.49E-08
406,23/07/2019 02:00,0.35,0,16.77638889,228.4267606,20.34861111,178.4513889,83.98055556,0.76929873,-0.9923621,289.68213,291.95224,0,1.49E-08
407,23/07/2019 14:00,1.052777778,0,16.17638889,327.1013889,26.8625,183.3375,65.54305556,1.3605032,-2.675353,289.43396,303.4336,2367034.5,0.000974521
408,24/07/2019 02:00,0.075,0,24.48055556,220.9819444,20.75,190.6152778,84.58333333,0.30259156,-1.1231176,289.54053,292.44946,0,1.49E-08
409,24/07/2019 14:00,0.175,0,258.9083333,357.8055556,27.38055556,196.0666667,69.74166667,-1.3116738,-2.3067594,290.84644,303.6257,2402001.5,1.49E-08
410,25/07/2019 02:00,0.077777778,0,335.6513889,224.9763889,21.08472222,200,86.51111111,0.1090225,0.124330044,289.47253,292.91528,0,1.49E-08
411,25/07/2019 14:00,0.188888889,0,246.9847222,359.9277778,28.07222222,200,67.52083333,-0.3671322,0.33868015,289.44208,305.47684,2442959.5,1.49E-08
412,26/07/2019 02:00,0.180555556,0.0375,215.7527778,89.58611111,18.20555556,200,95.02777778,0.35654736,-0.22798836,290.69974,293.07355,0,1.49E-08
413,26/07/2019 14:00,0.222222222,0.086111111,31.81388889,157.5319444,22.6375,200,87.24027778,-1.3454748,1.4250414,290.62158,300.6406,2367700,0.002251193
414,27/07/2019 02:00,0.091666667,0.002777778,41.56527778,182.9569444,20.79295775,200,91.13194444,1.5981606,1.8417203,292.3741,293.76712,0,0.00073278
415,27/07/2019 14:00,0.208333333,0,85.8625,321.5861111,27.66805556,200,75.46388889,0.17872417,2.1087797,290.60382,306.27734,2398242.5,1.49E-08
416,28/07/2019 02:00,0.05,0.021126761,163.9986111,90.40972222,19.64027778,200,95.26805556,-1.6089555,-0.8488455,290.68198,293.93448,0,0.003029302
417,28/07/2019 14:00,0.191666667,0.027777778,135.9958333,109.9194444,21.00555556,200,90.47083333,-3.7969995,1.1317203,290.40384,297.62466,2343462,0.19784757
418,29/07/2019 02:00,0.25,0.001388889,44.98194444,121.6763889,18.3,200,94.75352113,-0.2848339,-0.58086157,290.39624,290.87988,0,0.000271976
419,29/07/2019 14:00,0.252777778,0,33.45,229.7013889,23.87361111,200,80.14166667,1.3208237,-2.4223495,289.40857,298.6366,2339781.2,0.07886708
420,30/07/2019 02:00,0.372222222,0,13.41527778,165.1652778,20.25138889,200,90.49583333,1.3086468,-0.38962948,291.1281,291.48102,0,1.49E-08
421,30/07/2019 14:00,0.752777778,0,19.34305556,296.6041667,26.66527778,200,76.1375,1.0451661,-1.8919299,292.99533,302.55878,2288015.8,0.00036262
422,31/07/2019 02:00,0.255555556,0.004166667,19.39444444,172.0083333,22.38194444,200,89.67638889,1.2708567,-0.10315108,293.0476,293.8505,0,0.000188872
423,31/07/2019 14:00,0.538888889,0,15.60555556,320.8305556,27.09027778,200,73.01388889,1.049575,-2.3036153,292.94662,303.03003,2295416.5,0.032113418
424,01/08/2019 02:00,0.572222222,0,18.55,177.9347222,21.31388889,200,84.93611111,0.1921606,-1.8678873,293.25113,293.8934,0,0.000407949
425,01/08/2019 14:00,0.177777778,0,115.2513889,312.3958333,25.89583333,200,74.79722222,-0.18217087,-1.5965743,291.32657,301.04053,2325841.5,1.49E-08
426,02/08/2019 02:00,0.055555556,0,33.4375,182.2055556,20.43194444,200,88.71666667,-1.040845,-0.3504213,290.57236,292.56485,0,1.49E-08
427,02/08/2019 14:00,0.522222222,0.008333333,93.14583333,189.4625,24.26527778,200,79.13888889,-1.8340162,-0.07208049,292.30203,301.33115,2304226.8,0.005733743
428,03/08/2019 02:00,0.377777778,0.306944444,12.29577465,170.4125,19.70416667,200,92.24305556,1.48668,-1.8412552,291.44736,291.65924,0,0.20936035
429,03/08/2019 14:00,0.952777778,0.013888889,17.9375,271.5722222,22.075,200,73.70833333,1.7663264,-4.3269033,289.24515,295.78198,2330892.5,0.052638486
430,04/08/2019 02:00,0.730555556,0,17.80694444,203.8014085,17.16527778,200,84.83472222,1.2353761,-1.3709426,287.64133,289.34955,0,1.49E-08
431,04/08/2019 14:00,0.791666667,0,15.65972222,321.3930556,22.16388889,200,68.79861111,0.96622694,-2.6527896,285.7025,298.13998,2365076.5,1.49E-08
432,05/08/2019 02:00,0.108333333,0,18.56527778,202.2472222,16.87916667,200,87.09722222,1.4071109,-0.27052546,285.71826,290.18872,0,1.49E-08
433,05/08/2019 14:00,0.258333333,0,161.4513889,345.1361111,23.93194444,200,68.8,-0.15340853,1.3357136,286.3557,300.68167,2396519.5,1.49E-08
434,06/08/2019 02:00,0.061111111,0,147.1166667,195.5486111,18.475,200,86.6375,0.08193958,0.6438379,287.69614,291.3324,0,1.49E-08
435,06/08/2019 14:00,0.363888889,0,154.0805556,343.925,27.20138889,200,72.73194444,1.1627352,0.43170702,289.9435,303.87643,2316091.2,1.49E-08
436,07/08/2019 02:00,0.102777778,0,84.8125,176.1930556,21.10555556,200,87.81666667,1.3099065,0.9162605,291.52045,293.2282,0,1.49E-08
437,07/08/2019 14:00,0.227777778,0,32.60833333,330.8361111,28.61944444,200,72.50277778,2.535144,1.1557629,290.18713,305.81577,2346947,1.49E-08
438,08/08/2019 02:00,0.144444444,0,62.87222222,173.3027778,21.75915493,200,89.34305556,0.001950622,-1.1094317,291.75797,295.32706,0,1.49E-08
439,08/08/2019 14:00,0.291666667,0,182.0361111,289.5805556,25.9875,200,75.38611111,-2.8207564,-1.9230006,291.4032,302.8832,2276464.5,1.49E-08
440,09/08/2019 02:00,0.063888889,0,17.33333333,169.8513889,20.75555556,200,88.20138889,0.20181811,-0.9668398,291.29865,293.09592,0,1.49E-08
441,09/08/2019 14:00,0.177777778,0,55.92083333,328.9902778,26.99444444,200,74.51944444,-0.9472097,0.1404202,292.37106,303.37015,2264639.2,1.49E-08
442,10/08/2019 02:00,0.05,0,39.66111111,175.3194444,21.40833333,200,89.65352113,0.075641274,0.04776323,292.14978,294.2867,0,1.49E-08
443,10/08/2019 14:00,0.138888889,0,46.11805556,335.7527778,29.26527778,200,71.53472222,-1.0158616,0.37862813,292.67203,306.023,2332654.8,1.49E-08
444,11/08/2019 02:00,0.083333333,0,43.85694444,154.0625,22.49444444,200,88.36388889,-0.07509911,-0.9281865,293.58307,295.84058,0,1.49E-08
445,11/08/2019 14:00,0.186111111,0,80.94583333,321.8986111,28.26666667,200,73.30138889,-0.6058394,-1.035639,292.47107,304.6431,2268398.2,1.49E-08
446,12/08/2019 02:00,0.019444444,0,44.59444444,167.575,22.74305556,200,87.89305556,-1.4040495,-0.41774094,292.2452,294.66187,0,1.49E-08
447,12/08/2019 14:00,0.094444444,0,26.43888889,327.7208333,30.96111111,200,70.89722222,-0.9637953,-0.1360712,294.03934,307.58716,2290756.8,1.49E-08
448,13/08/2019 02:00,0.225,0,44.95833333,163.2902778,23.22083333,200,88.31527778,0.23939818,-1.1490097,294.47583,297.04346,0,1.49E-08
449,13/08/2019 14:00,0.888888889,0.002777778,34.56666667,177.8486111,23.97083333,200,76.44722222,1.0248015,-4.6559186,290.92813,301.56616,2207470,0.000445724
450,14/08/2019 02:00,0.469444444,0.215277778,22.00277778,17.75,16.70416667,200,95.88472222,-0.020723343,-3.5259106,288.0656,292.4827,0,0.005431563
451,14/08/2019 14:00,0.341666667,0.029166667,17.89305556,120.2958333,18.00555556,200,86.74027778,0.42876834,-2.7916827,287.351,293.3394,2171367.5,0.002508044
452,15/08/2019 02:00,0.108333333,0,28.99295775,171.7166667,15.60555556,200,87.65277778,-0.3713311,-0.9738677,286.308,287.2181,0,1.49E-08
453,15/08/2019 14:00,0.194444444,0,252.0597222,315.8319444,20.45694444,200,69.19861111,-1.3377069,-0.49652708,284.2799,297.06277,2319654.5,1.49E-08
454,16/08/2019 02:00,0.047222222,0,337.4222222,147.4352113,14.58194444,200,87.475,0.22281253,-0.1262691,284.03525,287.3232,0,1.49E-08
455,16/08/2019 14:00,0.441666667,0,21.87777778,165.0125,19.77222222,200,76.27361111,1.2439839,-2.3986766,288.18286,295.39655,2216593.5,0.002009466
456,17/08/2019 02:00,0.105555556,0,25.05833333,142.1861111,15.12083333,200,88.94861111,1.5427352,-0.6185902,286.45215,288.39438,0,1.49E-08
457,17/08/2019 14:00,0.227777778,0,160.6222222,291.1375,22.05833333,200,73.98333333,-0.18427038,0.87187386,287.19876,299.4051,2298431.5,1.49E-08
458,18/08/2019 02:00,0.05,0,139.1208333,155.7,15.93888889,200,89.88611111,-0.08979523,0.9103422,286.7846,288.90793,0,1.49E-08
459,18/08/2019 14:00,0.172222222,0,180.9611111,325.3208333,25.40138889,200,68.38055556,-0.28714323,1.2617359,286.02127,303.578,2283630.2,1.49E-08
460,19/08/2019 02:00,0.052777778,0,128.9027778,154.3847222,19.07638889,200,86.60555556,-0.5422262,-0.23113239,287.1678,292.12988,0,1.49E-08
461,19/08/2019 14:00,0.122222222,0,178.3958333,318.8194444,27.77916667,200,68.75833333,-0.6988449,-0.34413326,289.03604,305.75415,2232530.5,1.49E-08
462,20/08/2019 02:00,0.036111111,0,187.4736111,154.5736111,20.29861111,200,87.14166667,0.027354002,-0.63246095,289.39688,293.20224,0,1.49E-08
463,20/08/2019 14:00,0.133333333,0,64.10277778,318.2902778,28.01549296,200,66.75138889,-1.8090328,0.29447854,289.17358,306.31238,2236133,1.49E-08
464,21/08/2019 02:00,0.222222222,0,70.51666667,148.4791667,20.22083333,200,86.725,-0.47294438,-0.35559976,289.5187,292.90802,0,1.49E-08
465,21/08/2019 14:00,0.958333333,0,73.91805556,306.1458333,25.12777778,200,66.74583333,-0.7653974,-4.522944,291.27783,301.08707,2171602.5,1.49E-08
466,22/08/2019 02:00,0.066666667,0,19.44027778,147.5555556,18.08333333,200,85.79166667,0.48062468,-1.5327686,287.20178,290.78018,0,1.49E-08
467,22/08/2019 14:00,0.213888889,0,184.9458333,292.5694444,25.05416667,200,73.56478873,-1.2253865,-1.5952797,290.38153,300.0576,2118623,1.49E-08
468,23/08/2019 02:00,0.091666667,0,298.3847222,147.3777778,19.90138889,200,89.62361111,-0.111629486,-1.5949098,291.2479,292.24344,0,1.49E-08
469,23/08/2019 14:00,0.216666667,0,88.07361111,248.7027778,25.55694444,200,76.61666667,-2.3383036,-1.8016772,292.07416,301.74136,2115177.2,1.49E-08
470,24/08/2019 02:00,0.15,0.018055556,22.64444444,108.3958333,20.14583333,200,94.49861111,-1.3566018,-0.9995749,291.22656,294.1266,0,0.05652897
471,24/08/2019 14:00,0.208333333,0,38.46805556,254.2055556,26.60138889,200,74.81111111,-1.9662815,-1.2126305,293.3354,301.75586,2070734.2,1.49E-08
472,25/08/2019 02:00,0.169444444,0.029166667,33.70694444,145.6222222,20.9625,200,91.2125,0.7124037,-1.0637505,290.35156,291.8157,0,1.49E-08
473,25/08/2019 14:00,0.163888889,0.002777778,44.20416667,264.2708333,25.86944444,200,78.99861111,-1.7380716,-1.34616,291.21692,301.62476,2091604.8,1.49E-08
474,26/08/2019 02:00,0.083333333,0.001388889,57.88194444,146.0486111,20.02222222,200,92.33055556,-1.0194305,-0.95222926,290.28204,293.26144,0,1.49E-08
475,26/08/2019 14:00,0.277777778,0,247.8486111,274.9736111,25.48472222,200,75.62361111,-2.4229112,-1.1989446,291.71735,302.11353,2070538.5,1.49E-08
476,27/08/2019 02:00,0.144444444,0,266.6239437,146.9263889,20.84166667,200,90.17916667,-1.2245466,0.13117301,290.8388,292.83914,0,1.49E-08
477,27/08/2019 14:00,0.216666667,0,84.26805556,288.5166667,26.30694444,200,69.81944444,-2.645453,-1.19728,290.1729,303.5182,2100141,1.49E-08
478,28/08/2019 02:00,0.036111111,0,51.69583333,154.1873239,20.45833333,200,88.53472222,0.18376279,-0.6833206,290.11862,293.3569,0,1.49E-08
479,28/08/2019 14:00,0.258333333,0,157.2361111,283.5902778,27.10694444,200,71.425,-1.7983257,-0.08835554,291.00528,305.50705,2098379,1.49E-08
480,29/08/2019 02:00,0.033333333,0,105.5194444,121.1180556,19.75833333,200,88.60833333,-0.014425039,-0.8164803,290.77487,292.95395,0,1.49E-08
