,soil-temp,soil1,soil2,soil3,soil4
soil-temp,1.0,0.9329730187546974,0.989960115002675,0.9440180859465082,0.6130586948438219
soil1,0.9329730187546974,1.0,0.9479149132953343,0.8562608104691792,0.5258595360265695
soil2,0.989960115002675,0.9479149132953343,1.0,0.9469153010556243,0.6333558361421475
soil3,0.9440180859465082,0.8562608104691792,0.9469153010556243,1.0,0.8100993109876321
soil4,0.6130586948438219,0.5258595360265695,0.6333558361421475,0.8100993109876321,1.0
