,Time,Wind speed.mean,Rainfall.mean,Wind direction.mean,Global radiation.mean,Air temperature.mean,Ground moisture.mean,Air moisture.mean
99,19/02/2019 01:00,0.255555556,0.0,242.7180556,145.5291667,1.859722222,2.0,85.14861111
100,19/02/2019 13:00,1.375,0.0,57.95555556,143.6069444,9.988732394,2.0,56.05694444
101,20/02/2019 01:00,0.477777778,0.0,60.67083333,139.3611111,2.25,2.0,81.49305556
102,20/02/2019 13:00,0.508333333,0.0,265.5722222,109.1208333,8.759722222,2.0,65.95277778
103,21/02/2019 01:00,0.280555556,0.0,258.2111111,139.1583333,2.133333333,2.0,84.95
104,21/02/2019 13:00,0.869444444,0.0,122.075,136.6166667,8.4125,2.0,66.34166667
105,22/02/2019 01:00,0.816666667,0.001388889,85.85138889,25.60416667,5.273611111,2.097222222,86.42777778
106,22/02/2019 13:00,4.097222222,0.004166667,183.9777778,40.33055556,6.227777778,2.0,71.40140845
107,23/02/2019 01:00,3.627777778,0.0,291.1736111,162.9013889,-1.852777778,2.0,49.87916667
108,23/02/2019 13:00,1.583333333,0.0,301.2069444,153.8736111,-1.569444444,2.0,57.46111111
109,24/02/2019 01:00,0.413888889,0.0,148.5666667,155.2972222,-5.111111111,2.0,77.13194444
110,24/02/2019 13:00,0.758333333,0.0,261.5777778,144.1,1.380555556,2.908333333,53.65972222
111,25/02/2019 01:00,0.286111111,0.0,277.1084507,68.21527778,0.0875,3.155555556,68.92638889
112,25/02/2019 13:00,0.820833333,0.0,177.1486111,117.0319444,2.440277778,6.918055556,63.33333333
113,26/02/2019 01:00,1.152777778,0.0,70.03055556,53.06666667,2.726388889,7.341666667,71.16388889
114,26/02/2019 13:00,2.877777778,0.0,77.90833333,95.48611111,12.67916667,8.0,46.51388889
115,27/02/2019 01:00,2.144444444,0.0,120.2319444,152.1125,7.163888889,8.0,67.04027778
116,27/02/2019 13:00,0.922222222,0.0,119.6736111,151.5647887,6.904166667,8.0,64.74861111
117,28/02/2019 01:00,0.472222222,0.0,56.82222222,173.4944444,2.473611111,8.848611111,78.50138889
118,28/02/2019 13:00,1.527777778,0.0,85.52222222,163.7472222,14.43055556,9.0,37.54027778
119,01/03/2019 01:00,0.436111111,0.0,36.55138889,71.65138889,5.593055556,9.001388889,65.17361111
120,01/03/2019 13:00,0.75,0.0,211.6430556,103.9597222,12.54444444,9.919444444,55.93333333
121,02/03/2019 01:00,0.738888889,0.011111111,64.79166667,58.84444444,7.181944444,10.0,77.99722222
122,02/03/2019 13:00,0.522222222,0.0,271.8208333,102.7875,7.997222222,10.0,79.83888889
123,03/03/2019 01:00,0.377777778,0.0,237.8708333,150.8083333,4.752777778,10.96944444,87.19166667
124,03/03/2019 13:00,0.933333333,0.0,204.9527778,119.3930556,9.9,11.0,60.56805556
125,04/03/2019 01:00,1.202777778,0.0,131.9277778,154.5361111,4.955555556,11.0,75.29444444
126,04/03/2019 13:00,2.883333333,0.0,98.82222222,143.0333333,15.36111111,11.75138889,40.32361111
127,05/03/2019 01:00,1.352777778,0.040277778,120.8097222,133.4055556,6.683333333,12.0,85.62222222
128,05/03/2019 13:00,0.902777778,0.0,176.3722222,136.0541667,8.856944444,12.0,64.33194444
129,06/03/2019 01:00,0.697222222,0.0,143.3236111,176.9555556,4.302777778,12.07777778,83.77042254
130,06/03/2019 13:00,0.863888889,0.0,239.7166667,170.9486111,11.18333333,12.17916667,61.78333333
131,07/03/2019 01:00,0.816666667,0.0,152.0708333,83.12361111,5.858333333,13.0,84.18055556
132,07/03/2019 13:00,3.552777778,0.0,132.5361111,129.9555556,18.82916667,13.0,41.46388889
133,08/03/2019 01:00,1.055555556,0.0,93.21111111,140.5722222,10.08194444,13.0,71.61805556
134,08/03/2019 13:00,1.147222222,0.025,60.48055556,45.75972222,12.05277778,13.0,76.12361111
135,09/03/2019 01:00,0.533333333,0.0,87.92083333,155.6736111,6.641666667,13.32916667,82.37638889
136,09/03/2019 13:00,2.702777778,0.0,91.08309859,144.1319444,14.47083333,13.99861111,52.54722222
137,10/03/2019 01:00,2.547222222,0.0,112.1722222,150.4666667,12.95416667,14.0,55.95555556
138,10/03/2019 13:00,4.486111111,0.0,89.65833333,78.02083333,15.81666667,14.0,49.83055556
139,11/03/2019 01:00,2.063888889,0.109722222,152.9541667,14.08611111,9.888888889,14.0,75.36527778
140,11/03/2019 13:00,0.897222222,0.098611111,167.0263889,22.90985915,2.497222222,8.768055556,93.30694444
141,12/03/2019 01:00,1.538888889,0.001388889,143.1763889,135.9805556,2.547222222,2.0,84.94861111
142,12/03/2019 13:00,1.555555556,0.0,113.8291667,142.9930556,4.698611111,2.0,67.38055556
143,13/03/2019 01:00,0.347222222,0.0,96.63333333,159.7236111,0.123611111,2.0,84.65416667
144,13/03/2019 13:00,1.016666667,0.0,169.4722222,153.0111111,9.081944444,2.0,52.15555556
145,14/03/2019 01:00,0.794444444,0.0,77.96805556,170.7972222,6.481944444,2.0,69.99444444
146,14/03/2019 13:00,0.727777778,0.0,163.9888889,95.03611111,7.270833333,2.0,66.08055556
147,15/03/2019 01:00,1.769444444,0.0,90.94305556,176.1486111,7.911111111,2.0,61.9
148,15/03/2019 13:00,1.122222222,0.0,44.41111111,114.0861111,11.70972222,2.0,53.91666667
149,16/03/2019 01:00,2.072222222,0.0,52.73055556,100.1,12.53802817,2.0,61.89861111
150,16/03/2019 13:00,0.966666667,0.0,257.1,86.38194444,10.84444444,2.0,72.12083333
151,17/03/2019 01:00,1.127777778,0.0,124.2680556,209.2,7.2625,2.0,80.95416667
152,17/03/2019 13:00,2.172222222,0.0,96.55555556,193.1291667,18.56805556,2.125,47.9375
153,18/03/2019 01:00,1.297222222,0.0,129.7083333,125.9194444,9.758333333,2.0,73.59444444
154,18/03/2019 13:00,2.130555556,0.011111111,94.3625,59.06111111,6.386111111,2.0,76.34929577
155,19/03/2019 01:00,0.752777778,0.005555556,91.35694444,52.13888889,4.454166667,4.929166667,88.50972222
156,19/03/2019 13:00,1.133333333,0.0,178.45,40.44444444,6.095833333,7.329166667,73.64166667
157,20/03/2019 01:00,0.525,0.0,84.41666667,77.96944444,4.691666667,8.0,76.39583333
158,20/03/2019 13:00,0.916666667,0.0,276.5833333,108.5652778,8.080555556,8.0,61.77777778
159,21/03/2019 01:00,0.769444444,0.0,227.1138889,215.1041667,5.575,8.95,63.40833333
160,21/03/2019 13:00,1.019444444,0.0,280.1492958,195.6125,8.768055556,9.0,54.49027778
161,22/03/2019 01:00,0.513888889,0.0,275.5097222,217.125,3.915277778,9.675,72.98333333
162,22/03/2019 13:00,0.856944444,0.0,176.5708333,196.7569444,11.41527778,10.0,51.63611111
163,23/03/2019 01:00,0.35,0.0,99.70138889,216.8361111,5.6375,10.5875,72.02083333
164,23/03/2019 13:00,1.011111111,0.0,253.8319444,198.0652778,13.28611111,11.0,58.04861111
165,24/03/2019 01:00,0.488888889,0.0,279.8819444,224.8760563,7.618055556,11.66944444,78.05277778
166,24/03/2019 13:00,0.722222222,0.0,146.1361111,203.8541667,14.6,12.0,48.70277778
167,25/03/2019 01:00,1.052777778,0.0,116.975,208.1597222,7.288888889,12.75138889,74.07083333
168,25/03/2019 13:00,3.502777778,0.03943662,233.7763889,166.5180556,11.56388889,13.03333333,63.72777778
169,26/03/2019 01:00,1.594444444,0.0,134.5305556,142.8416667,6.519444444,14.0,68.59722222
170,26/03/2019 13:00,1.608333333,0.0,132.1430556,127.8541667,6.176388889,14.07361111,62.42222222
171,27/03/2019 01:00,0.855555556,0.0,71.19861111,117.6486111,1.548611111,15.0,81.19166667
172,27/03/2019 13:00,1.791666667,0.0,223.5736111,131.4097222,7.730555556,15.0,52.83055556
173,28/03/2019 01:00,0.847222222,0.0,79.11666667,238.4777778,3.577464789,15.69027778,73.09027778
174,28/03/2019 13:00,1.394444444,0.0,290.8513889,214.2347222,9.376388889,16.0,51.84861111
175,29/03/2019 01:00,0.9,0.0,105.3527778,235.9458333,4.693055556,16.0,75.39305556
176,29/03/2019 13:00,1.227777778,0.0,263.2944444,213.1513889,10.43333333,16.87222222,52.62361111
177,30/03/2019 01:00,0.627777778,0.0,78.87083333,233.5097222,5.331944444,17.0,71.68333333
178,30/03/2019 13:00,0.95,0.0,214.0944444,213.7472222,12.71944444,17.0,48.55774648
179,31/03/2019 01:00,0.551515152,0.0,65.67121212,195.180303,5.916666667,17.36818182,73.07424242
180,31/03/2019 14:00,1.019444444,0.0,237.5791667,273.5833333,16.33472222,18.0,44.00277778
181,01/04/2019 02:00,0.5,0.0,60.95833333,177.3444444,7.575,18.0,71.66111111
182,01/04/2019 14:00,1.319444444,0.0,291.0916667,270.4208333,16.62638889,18.55277778,45.18472222
183,02/04/2019 02:00,0.527777778,0.0,299.9430556,173.4069444,6.469444444,19.0,74.15555556
184,02/04/2019 14:00,1.086111111,0.0,276.5694444,257.5583333,15.81388889,19.0,50.86944444
185,03/04/2019 02:00,0.25,0.0,240.9732394,126.925,7.618055556,19.65416667,80.9125
186,03/04/2019 14:00,1.519444444,0.0,174.3305556,186.8916667,16.40694444,20.0,51.65277778
187,04/04/2019 02:00,0.458333333,0.0,95.08194444,143.6972222,7.009722222,20.0,84.97222222
188,04/04/2019 14:00,2.122222222,0.0,185.6416667,183.3194444,16.27916667,20.65972222,49.71805556
189,05/04/2019 02:00,0.713888889,0.015277778,176.3611111,75.33521127,8.541666667,21.0,81.06527778
190,05/04/2019 14:00,0.802777778,0.076388889,203.2291667,43.18472222,8.529166667,21.0,87.85277778
191,06/04/2019 02:00,0.316666667,0.001388889,83.03194444,194.1583333,4.236111111,21.0,88.475
192,06/04/2019 14:00,1.016666667,0.0,278.9347222,295.7847222,13.75416667,21.79583333,62.63611111
193,07/04/2019 02:00,0.288888889,0.0,299.1930556,168.2833333,6.423611111,22.0,88.19722222
194,07/04/2019 14:00,1.211111111,0.0625,118.9222222,200.2138889,16.13194444,22.15,70.72222222
195,08/04/2019 02:00,0.372222222,0.041666667,73.77777778,175.8111111,12.32083333,22.44444444,90.61666667
196,08/04/2019 14:00,0.527777778,0.005555556,209.6625,141.4652778,15.33055556,22.59722222,78.85
197,09/04/2019 02:00,0.45,0.0,85.27638889,172.0444444,11.33472222,22.73888889,89.02638889
198,09/04/2019 14:00,0.708333333,0.213888889,156.1763889,171.0694444,14.28309859,21.88472222,85.13611111
199,10/04/2019 02:00,0.322222222,0.001388889,110.0611111,148.9569444,11.19027778,17.1875,91.68611111
200,10/04/2019 14:00,1.022222222,0.229166667,100.2736111,97.61666667,14.325,15.15555556,82.64722222
201,11/04/2019 02:00,0.413888889,0.004166667,29.73333333,76.79444444,11.27777778,1.0875,95.69583333
202,11/04/2019 14:00,2.505555556,0.063888889,58.90833333,103.5333333,9.288888889,1.0,89.68169014
203,12/04/2019 02:00,1.847222222,0.240277778,41.12361111,21.1125,4.773611111,1.0,92.65555556
204,12/04/2019 14:00,0.580555556,0.052777778,35.37222222,33.68333333,4.8875,1.0,93.72083333
205,13/04/2019 02:00,1.155555556,0.018055556,27.82361111,33.43055556,5.452777778,1.0,92.2625
206,13/04/2019 14:00,0.872222222,0.0,51.77777778,64.25416667,6.851388889,1.0,88.19444444
207,14/04/2019 02:00,0.133333333,0.0,29.64166667,55.81388889,6.655555556,1.0,92.5
208,14/04/2019 14:00,0.594444444,0.009722222,206.1777778,87.69722222,9.275,1.0,87.33472222
209,15/04/2019 02:00,0.441666667,0.002777778,57.31690141,160.7763889,8.226388889,1.0,90.025
210,15/04/2019 14:00,1.411111111,0.0,298.3055556,248.9875,11.59722222,1.0,61.87777778
211,16/04/2019 02:00,0.368055556,0.0,232.8652778,212.9375,4.6625,1.0,80.76805556
212,16/04/2019 14:00,0.825,0.0,236.6541667,311.4549296,12.94861111,1.0,52.56805556
213,17/04/2019 02:00,0.744444444,0.0,195.1916667,185.7291667,6.068055556,1.0,78.05277778
214,17/04/2019 14:00,1.747222222,0.0,292.8180556,302.9125,14.57777778,1.0,49.74444444
215,18/04/2019 02:00,0.558333333,0.0,303.2277778,213.2930556,9.241666667,1.0,81.75694444
