,air-temp-1.8m-2m,dew2m,temp2m
1934,17.0,-0.6885,16.8262
1935,17.7,3.622,15.9388
1936,16.0,-0.10972,14.21533
1937,12.6,-0.08607,12.0549
1938,10.0,0.2858,9.88098
1939,8.3,0.5744,7.44094
1940,7.6,0.52334,5.78567
1941,7.9,-0.7213,3.6381
1942,6.0,-0.7992,2.68652
1943,3.4,-1.12757,2.02874
1944,3.8,-1.0948,1.96255
1945,2.7,-1.3264,1.0083
1946,1.7,-1.35596,1.02316
1947,1.2,-1.43763,0.72735
1948,1.2,-1.687,-0.05268
1949,1.3,-0.47568,1.6134
1950,4.0,1.18167,5.46218
1951,6.7,3.28988,10.04778
1952,11.0,3.50378,13.19015
1953,13.9,3.49624,15.29452
1954,15.3,3.5548,16.6668
1955,17.0,3.81222,17.82437
1956,18.0,4.1266,18.6888
1957,19.1,3.94872,19.26083
1958,19.6,4.21206,19.30944
1959,20.4,8.03085,18.6206
1960,19.5,1.66586,18.92516
1961,15.9,3.75903,15.539
1962,11.7,4.05676,13.30023
1963,10.5,4.17013,11.8604
1964,9.2,4.03848,10.6529
1965,9.0,3.70797,9.69793
1966,8.0,2.5214,6.42523
1967,5.9,2.04794,4.99148
1968,6.7,1.85342,4.3492
1969,4.0,1.3348,3.07687
1970,3.1,1.12682,2.71893
1971,2.8,0.75118,2.1469
1972,3.3,0.43627,1.6296
1973,1.8,1.76956,3.19573
1974,5.2,4.28515,7.72256
1975,9.3,5.60555,12.53167
1976,14.1,5.24655,15.49914
1977,16.7,5.21377,17.99926
1978,19.6,4.75643,19.42965
1979,20.4,4.5485,20.30828
1980,21.2,4.5087,20.8222
1981,21.8,4.55975,21.274
1982,22.8,5.1396,21.09167
1983,22.7,6.37295,20.13674
1984,21.1,5.37444,16.58105
1985,17.0,4.99722,13.074
1986,13.9,4.5372,10.9487
1987,11.4,4.3303,9.4825
1988,10.5,4.22387,9.30218
1989,9.9,3.2958,8.8632
1990,10.1,3.62414,7.99877
1991,10.2,3.76333,8.69302
1992,11.5,4.60974,9.1786
1993,9.7,5.28524,8.8524
1994,8.2,5.64208,8.58294
1995,9.7,5.7528,8.4222
1996,9.1,5.76837,8.16152
1997,8.7,5.94195,8.34725
1998,9.4,6.68948,9.2117
1999,9.7,7.3166,10.5185
2000,9.7,7.66485,11.08712
2001,10.2,6.9098,12.50265
2002,10.2,7.20486,12.8788
2003,10.0,8.08135,12.32232
2004,10.1,8.73107,11.79894
2005,10.9,7.8336,11.24853
2006,10.5,7.29138,10.03155
2007,9.7,5.60607,8.63766
2008,6.8,5.57705,7.71917
2009,6.3,4.70217,7.4416
2010,7.1,3.63973,7.22146
2011,6.6,3.05825,6.3712
2012,7.2,2.9352,5.89102
2013,6.7,1.71154,5.812
2014,5.4,1.54278,5.4669
2015,5.4,1.6422,5.10897
2016,5.3,1.69003,4.9469
2017,5.0,1.41757,4.54507
2018,4.6,1.309,4.42553
2019,4.3,1.0473,4.30193
2020,3.7,0.6179,4.11892
2021,3.4,0.4771,4.50994
2022,4.9,0.2713,5.99908
2023,6.9,-0.954,7.6834
2024,8.1,-1.13294,8.716
2025,9.2,-1.28663,9.09283
2026,9.2,-1.87885,9.56286
2027,10.6,-2.40067,10.1518
2028,10.7,-2.74406,10.74136
2029,10.9,-2.8091,11.26205
2030,11.1,-3.54157,11.26946
2031,11.5,-3.40613,10.64816
2032,11.1,-3.31748,8.66195
2033,8.0,-2.62852,6.16183
2034,6.0,-3.96342,7.05734
2035,4.4,-2.91282,3.52868
2036,4.0,-3.42335,3.6543
2037,3.7,-3.0923,2.43664
2038,2.9,-3.10895,2.2543
2039,2.3,-3.03965,1.93688
2040,2.6,-3.2632,1.39324
2041,0.5,-3.38572,0.3694
2042,0.3,-3.55018,-0.00675
2043,-0.2,-3.0778,0.04592
2044,0.0,-2.4066,0.73208
2045,0.8,-1.63648,2.46365
2046,2.9,-1.0722,4.02032
2047,4.0,0.6566,5.63574
2048,7.0,0.9006,7.43554
2049,8.2,0.85006,8.59646
2050,7.8,0.46636,8.70382
2051,8.7,0.17404,9.23535
2052,9.1,-0.16562,9.40685
2053,8.8,-0.48966,9.39337
2054,8.8,-0.4037,9.44604
2055,8.7,-0.93195,9.26776
2056,10.1,-1.61982,8.08996
2057,7.9,-1.6456,7.19848
2058,5.6,-1.98527,6.79464
2059,4.9,-2.1282,6.16656
2060,4.0,-1.98685,4.8098
2061,4.3,-1.80414,4.03857
2062,3.4,-2.12552,3.4983
2063,2.6,-2.18732,2.9384
2064,2.6,-1.9944,2.79998
2065,2.4,-1.58436,2.59332
2066,2.0,-1.2544,2.20568
2067,2.0,-1.03138,1.77007
2068,2.1,-0.8696,1.5452
2069,2.0,-0.00602,2.79324
2070,4.0,1.31277,5.69384
2071,6.0,2.40316,8.15276
2072,9.7,2.38705,9.87826
2073,11.0,1.5616,11.0878
2074,11.0,1.23916,11.73547
2075,11.7,1.36062,12.06704
2076,11.5,1.70938,12.45672
2077,11.4,1.52343,12.71945
2078,11.6,1.48742,12.74713
2079,12.2,1.60995,12.3811
2080,12.2,2.2543,11.1594
2081,9.7,2.41982,8.65386
2082,8.2,2.3102,8.59512
2083,8.8,2.6278,8.43167
2084,8.8,3.70477,8.1467
2085,9.7,3.7198,8.38845
2086,8.8,4.52966,8.2858
2087,8.1,4.8704,7.92718
2088,8.2,5.11703,7.97378
2089,8.4,4.48184,7.13027
2090,8.2,4.1535,6.7487
2091,7.1,3.6924,5.9822
2092,7.1,3.0706,5.01376
2093,6.8,3.87994,5.90048
2094,8.1,4.69787,8.4276
2095,9.3,4.91982,10.70962
2096,11.3,4.49044,12.2413
2097,12.9,1.9539,13.34548
2098,13.5,1.0559,14.34835
2099,14.9,0.70336,14.8184
2100,14.9,1.04785,15.28777
2101,15.8,1.2096,15.70648
2102,16.2,1.3386,15.62545
2103,16.7,2.7831,15.08245
2104,15.9,-0.40153,14.35848
2105,13.0,0.72808,13.09222
2106,10.4,1.67553,10.61437
2107,8.5,1.71313,8.64507
2108,6.9,1.5326,7.42608
2109,6.0,0.583,6.89526
2110,6.3,0.5545,6.6785
2111,2.7,0.36212,5.89102
2112,3.1,0.20358,5.25012
2113,2.0,0.0155,4.54305
2114,1.2,-0.15433,4.15606
2115,0.9,-0.24085,3.13226
2116,0.5,-0.40208,2.28198
2117,0.2,0.31967,2.73785
2118,3.6,2.3564,5.95046
2119,7.5,2.92016,9.84246
2120,9.7,2.79385,12.60665
2121,13.7,2.81213,14.53814
2122,15.9,2.52087,15.71255
2123,16.1,2.4757,16.8694
2124,17.7,2.4252,17.68862
2125,18.6,2.13394,18.27007
2126,19.3,1.8867,18.42474
2127,19.8,2.8707,17.90676
2128,19.4,1.85824,16.3339
2129,15.7,2.15005,13.10235
2130,12.7,2.17263,10.2828
2131,10.1,1.84857,8.5046
2132,9.1,1.23324,7.4092
2133,7.1,0.88717,5.24944
2134,6.9,0.70498,5.05563
2135,5.9,0.39758,4.8314
2136,4.6,0.1939,4.6234
2137,3.6,0.32827,4.5518
2138,2.8,0.34707,4.23846
2139,3.1,-0.06782,3.1444
2140,1.7,-0.22526,2.26443
2141,1.1,1.21444,3.89337
2142,5.9,2.86212,8.10818
2143,8.6,3.392,12.2487
2144,12.1,3.1088,15.0129
2145,16.2,2.45638,17.21926
2146,17.9,1.99474,18.42068
2147,19.0,1.91522,19.3925
2148,19.6,2.04742,20.0442
2149,20.8,1.71853,20.50076
2150,21.7,2.33438,20.44335
2151,21.4,4.19915,19.77474
2152,20.6,4.21636,17.00314
2153,17.2,3.61447,13.931
2154,14.0,3.1335,11.66656
2155,12.0,3.02117,9.9478
2156,11.3,3.0244,8.58566
2157,11.2,2.379,7.7651
2158,10.4,2.17907,7.8549
2159,10.1,2.06622,8.18383
2160,10.2,2.24572,8.75787
2161,9.5,2.67724,8.2561
2162,8.5,3.36297,7.96905
2163,8.2,3.7569,7.77996
2164,8.0,3.91918,7.67056
2165,7.0,4.59146,8.8166
2166,9.9,4.8951,10.49755
2167,11.5,5.13262,12.8484
2168,13.3,5.2788,14.5827
2169,15.3,5.49914,15.86047
2170,16.4,5.63403,17.09295
2171,17.6,5.45562,17.68524
2172,18.5,5.66573,18.29507
2173,19.0,5.4599,18.58074
2174,19.7,5.16165,18.40515
2175,19.4,5.0031,17.91146
2176,18.5,4.96172,16.23123
2177,15.4,4.39315,14.2106
2178,12.5,4.2502,12.58706
2179,11.7,4.2067,11.1722
2180,11.0,3.55535,10.28076
2181,10.6,2.89596,7.87856
2182,8.9,3.0427,7.95352
2183,8.6,2.53323,7.70904
2184,7.2,1.66424,7.12084
2185,6.9,0.1826,5.94372
2186,6.7,-0.5359,4.59976
2187,5.2,-0.87067,3.55703
2188,4.1,-0.29352,3.57595
2189,5.0,0.32018,5.75527
2190,7.6,0.0515,8.6174
2191,9.7,0.2987,10.66976
2192,12.2,0.96832,12.5756
2193,13.2,1.95605,14.42062
2194,15.5,2.64715,15.95162
2195,15.9,3.42584,17.22735
2196,17.2,3.65478,18.09518
2197,18.3,3.48013,18.59356
2198,19.7,3.40435,18.7489
2199,18.4,4.42755,17.90743
2200,17.7,5.4336,15.6038
2201,15.0,4.78546,13.49203
2202,13.8,4.50817,11.85095
2203,11.4,4.2427,10.4793
2204,10.6,3.9423,9.28735
2205,9.0,3.26623,8.17233
2206,9.7,3.1276,7.41326
2207,9.2,2.94433,7.5733
2208,8.9,2.9266,7.67462
2209,8.3,2.72616,7.133
2210,7.8,2.7358,7.1222
2211,7.6,2.88415,7.22888
2212,6.6,3.16735,7.27142
2213,6.9,4.1449,8.24865
2214,8.6,5.34704,11.29513
2215,10.9,5.9151,14.25515
2216,15.7,6.14187,16.32577
2217,18.6,5.69744,17.68997
2218,19.5,5.77322,18.61382
2219,19.6,5.62704,19.15884
2220,20.3,5.36157,19.44247
2221,20.4,5.6233,19.69506
2222,21.3,6.93023,18.0783
2223,16.4,7.44454,16.7384
2224,16.2,7.50903,15.3337
2225,12.1,7.99697,13.9668
2226,9.4,7.4209,12.89434
2227,8.9,6.95764,11.81176
2228,8.2,6.43743,10.89736
2229,6.5,5.61898,9.38662
2230,6.9,5.2385,8.78555
2231,7.0,4.9784,8.36212
2232,5.4,4.69088,8.2858
2233,5.1,4.17013,8.06564
2234,5.3,3.7531,7.64623
2235,5.4,3.52795,7.54156
2236,4.2,3.66982,7.6881
2237,5.7,4.53234,9.43862
2238,9.0,4.77258,11.59026
2239,12.5,5.71087,14.399
2240,16.4,6.2526,16.17315
2241,18.3,6.38207,17.33676
2242,17.7,6.68466,17.85946
2243,18.8,6.62393,17.88986
2244,18.9,6.48525,18.31735
2245,18.6,6.1483,18.87383
2246,18.6,5.49807,19.20272
2247,19.2,5.70495,18.0067
2248,19.3,6.0059,16.95925
2249,17.2,6.6986,15.79293
2250,15.4,6.55834,14.6097
2251,13.7,5.87155,14.12008
2252,13.3,4.82202,13.5015
2253,10.9,4.33727,12.88354
2254,11.4,4.44045,12.32638
2255,11.6,4.2776,11.57067
2256,10.3,4.26956,11.55242
2257,11.3,4.19326,11.30526
2258,10.8,4.24322,11.13305
2259,9.3,3.96862,11.12563
2260,10.7,4.31848,11.3532
2261,10.2,5.3675,11.44235
2262,12.5,6.8163,11.40048
2263,11.8,7.94592,11.4849
2264,11.4,8.5478,11.54568
2265,10.3,8.3404,10.92233
2266,10.0,8.76708,10.93517
2267,9.9,9.14218,10.9183
2268,10.3,9.32757,10.8413
2269,11.0,9.86068,11.31133
2270,10.5,9.69625,10.71838
2271,9.2,8.89874,9.67364
2272,7.5,7.3306,8.91253
2273,7.8,6.80233,7.9245
2274,7.0,6.2058,7.13973
2275,5.8,5.4685,6.63458
2276,4.7,4.6135,6.23208
2277,3.4,5.03698,5.46218
2278,3.4,4.204,4.62274
2279,5.1,3.7483,4.25533
2280,4.9,3.32696,3.89132
2281,4.9,3.22323,3.65698
2282,4.5,3.2028,3.49694
2283,4.0,3.42745,3.76776
2284,4.8,4.0863,4.49914
2285,5.5,5.36587,5.71072
2286,6.6,6.71096,7.43755
2287,7.8,7.1038,9.04083
2288,9.7,6.93884,10.42394
2289,11.4,6.0435,11.51394
2290,12.1,5.75762,12.45132
2291,13.6,5.31158,13.3833
2292,12.6,5.49322,13.98434
2293,13.9,5.70605,14.2768
2294,14.0,5.9855,14.16805
2295,13.8,6.89315,13.71423
2296,13.4,7.44668,12.7066
2297,12.6,7.3166,11.49233
2298,11.1,6.4052,8.75448
2299,9.5,6.05966,8.00417
2300,7.6,5.8807,7.71783
2301,6.8,5.09503,6.5407
2302,6.4,4.4872,5.7134
2303,5.3,4.4152,5.82754
2304,4.7,4.0143,5.13128
2305,4.4,3.21304,4.0899
2306,3.7,3.24313,4.2182
2307,3.2,3.13778,4.09393
2308,3.2,3.2168,4.06826
2309,4.7,4.56512,5.75594
2310,6.4,5.98977,8.53365
2311,9.7,6.71206,11.37548
2312,13.3,6.9582,13.75945
2313,15.7,7.61114,15.26684
2314,16.4,7.5305,16.58306
2315,17.9,7.50524,16.7546
2316,17.5,8.09854,15.95974
2317,18.1,9.23675,15.05816
2318,15.7,10.02566,14.44222
2319,15.5,10.1541,14.09847
2320,14.6,9.95474,13.4137
2321,12.9,9.15508,12.0799
2322,11.3,8.47848,10.26928
2323,9.8,8.42422,9.91406
2324,9.9,8.10015,9.91744
2325,9.7,7.58212,8.9159
2326,8.8,8.0507,9.54263
2327,8.6,7.67883,9.01315
2328,7.8,7.76052,8.99627
2329,7.5,7.99697,9.23464
2330,8.0,7.8723,8.9868
2331,8.3,7.98892,9.03747
2332,8.6,7.90722,8.9321
2333,8.5,8.4081,9.67565
2334,10.6,9.01913,10.78256
2335,11.7,8.89874,12.40203
2336,13.9,9.6296,14.3227
2337,16.0,9.83758,15.81182
2338,17.5,9.95742,17.44683
2339,19.4,10.04556,18.55575
2340,19.4,9.83758,18.75363
2341,19.9,9.60433,18.7651
2342,20.4,9.27276,18.16677
2343,20.2,9.5979,16.7526
2344,17.2,9.6183,15.0345
2345,16.7,9.75536,14.49627
2346,15.3,9.32705,13.92898
2347,15.1,9.00247,13.53457
2348,13.7,8.86596,13.40762
2349,12.1,8.2861,13.3637
2350,11.3,8.14907,12.9234
2351,11.4,8.0432,12.45944
2352,11.3,7.95666,11.9178
2353,10.8,7.80782,11.43493
2354,10.8,7.6998,11.28906
2355,11.3,7.66216,11.2472
2356,11.1,7.61758,11.12493
2357,10.9,7.8234,11.75775
2358,10.8,7.61434,12.7154
2359,12.1,7.72183,13.8405
2360,13.6,8.0464,15.13986
2361,15.3,8.36242,16.78704
2362,17.9,8.34738,18.14446
2363,18.9,8.1039,18.99676
2364,19.4,8.1093,19.5681
2365,20.1,8.44518,19.74572
2366,19.3,8.3925,19.3351
2367,20.3,8.97506,18.82928
2368,18.7,8.6381,17.4583
2369,16.6,8.72354,14.96697
2370,13.8,8.6354,13.46502
2371,12.0,8.37316,12.49993
2372,13.5,8.18777,12.10082
2373,12.2,8.71334,10.83117
2374,10.5,8.86166,10.95812
2375,11.3,9.02288,11.19247
2376,10.8,9.06158,11.2472
2377,10.1,8.58975,10.83386
2378,9.9,8.09695,10.42056
2379,9.7,7.70733,10.37396
2380,9.8,7.55148,10.04305
2381,9.7,7.90347,9.99105
2382,10.7,8.37478,10.38476
2383,12.7,9.27975,11.24313
2384,14.2,9.66885,12.00155
2385,14.1,9.63174,13.5231
2386,15.6,9.56457,14.00057
2387,15.7,9.50707,14.60296
2388,16.4,9.73333,15.38973
2389,15.2,9.6065,15.0953
2390,15.0,9.62316,14.15792
2391,14.0,9.53716,13.2023
2392,12.9,9.41842,12.4878
2393,12.2,9.27813,11.43154
2394,11.5,8.8149,10.96218
2395,10.3,8.28286,10.58196
2396,9.3,7.85134,10.20648
2397,9.0,7.59017,9.54125
2398,9.0,7.4596,9.28124
2399,8.7,7.29513,9.1205
2400,7.9,6.91357,8.58834
2401,7.4,6.22033,7.71447
2402,6.7,5.9785,7.42135
2403,6.3,5.54644,7.0506
2404,6.2,5.0719,6.51776
2405,5.9,4.74355,6.21182
2406,5.6,4.52053,5.94842
2407,5.3,4.25826,5.84374
2408,5.3,4.556,5.96127
2409,5.0,4.30502,6.01934
2410,5.1,4.5673,6.2888
2411,5.4,4.549,6.32528
2412,5.8,4.67422,6.27462
2413,5.9,5.00366,6.44076
2414,6.7,4.87307,6.45358
2415,7.0,4.75915,6.53732
2416,6.3,4.56298,6.84393
2417,6.4,4.24163,6.86486
2418,6.5,4.09652,6.6265
2419,6.3,4.003,6.1409
2420,6.2,3.8993,5.76
2421,6.2,3.4269,5.22985
2422,5.6,3.3119,5.16165
2423,4.9,3.2555,5.01983
2424,4.6,3.11306,4.88003
2425,4.7,2.56762,4.54775
2426,4.7,2.2559,4.358
2427,4.9,1.8588,4.12905
2428,5.0,1.55352,4.02706
2429,5.0,1.39446,3.95886
2430,4.8,1.51214,4.33907
2431,4.7,1.49334,4.73013
2432,4.9,1.81848,5.27242
2433,5.5,1.1677,6.08553
2434,6.7,1.71423,6.59542
2435,6.7,2.06835,7.36666
2436,6.1,2.23763,7.34368
2437,6.6,2.5816,7.56048
2438,7.3,2.50582,7.5051
2439,7.9,2.29406,7.368
2440,8.0,2.11834,7.029
2441,7.6,2.13232,6.8007
2442,7.5,2.26022,6.55758
2443,7.3,2.3747,6.17602
2444,7.1,2.57998,5.84106
2445,6.6,2.01516,5.75732
2446,6.3,2.1882,5.33657
2447,5.6,2.13983,5.0151
2448,5.4,2.10543,4.64974
2449,5.0,1.9582,4.29113
2450,4.8,1.94583,4.26818
2451,5.0,1.73733,4.38165
2452,5.0,1.53042,4.38635
2453,5.1,1.71423,4.69094
2454,5.4,1.96035,5.07656
2455,6.1,1.6449,5.7465
2456,6.3,1.37512,6.6123
2457,6.7,1.0054,6.18682
2458,7.6,0.8705,6.41375
2459,7.8,1.19402,7.0756
2460,8.2,1.57397,7.71917
2461,8.3,1.91735,7.8583
2462,8.1,2.20916,7.8009
2463,8.2,2.9239,7.58953
2464,8.0,3.30654,7.23565
2465,7.1,3.54086,6.66564
2466,6.3,3.60427,6.55963
2467,6.5,3.6956,6.34283
2468,5.6,3.5317,6.20034
2469,5.6,3.00182,6.02676
2470,5.6,3.12383,5.69045
2471,5.6,3.08135,5.39196
2472,5.6,3.0287,5.22985
2473,5.4,2.84707,4.99755
2474,5.4,2.72454,4.91516
2475,5.4,2.77612,4.9165
2476,5.2,2.84707,4.97457
2477,5.0,3.07815,5.1515
2478,4.9,3.2716,5.4399
2479,4.6,3.45324,5.68978
2480,5.1,3.76763,6.03488
2481,5.4,4.1293,6.64132
2482,5.9,4.48828,6.88717
2483,6.0,4.62264,6.87972
2484,6.4,4.69894,7.41528
2485,6.9,4.65542,8.1872
2486,7.1,4.78118,8.38372
2487,7.2,5.1074,8.42626
2488,7.5,5.34704,8.21963
2489,7.5,5.62274,7.93328
2490,7.1,5.89736,7.80428
2491,7.1,6.05642,7.43282
2492,6.9,6.01827,7.108
2493,7.0,6.52343,7.4646
2494,6.6,6.52557,7.49227
2495,6.4,6.49066,7.50308
2496,6.3,6.0446,7.13973
2497,6.9,6.2945,7.4288
2498,6.6,6.22894,7.4997
2499,6.5,5.85974,7.28155
2500,6.1,5.2702,6.93646
2501,6.0,5.2987,7.6935
2502,7.2,4.71722,9.3515
2503,9.7,3.4108,10.91763
2504,12.1,3.0991,12.3149
2505,13.0,2.8734,13.29214
2506,14.6,2.5687,14.21868
2507,15.1,1.97003,14.7529
2508,15.6,1.33428,15.12365
2509,16.1,0.7227,15.26144
2510,16.5,0.1579,15.2871
2511,16.3,0.41693,14.93795
2512,14.8,1.4557,13.41775
2513,12.6,1.52667,10.44488
2514,10.0,1.7771,8.21557
2515,7.9,1.5949,8.20004
2516,6.4,1.3703,7.58816
2517,7.3,0.73562,6.88513
2518,4.2,0.93176,6.043
2519,3.3,0.66467,2.59197
2520,2.5,0.43304,1.841
2521,3.6,-0.14948,0.97384
2522,2.5,-0.4381,0.59094
2523,0.6,-0.6224,0.32214
2524,1.1,-0.2145,0.97048
2525,2.6,0.9038,3.84472
2526,5.7,1.85342,7.17285
2527,7.9,2.32955,10.73663
2528,9.7,1.8405,12.88287
2529,12.9,0.08053,14.41253
2530,14.8,0.0343,15.39514
2531,15.8,-0.08875,15.92935
2532,16.5,0.0929,16.43585
2533,17.5,0.11492,16.93762
2534,17.8,0.22936,17.08148
2535,18.0,0.46206,16.77825
2536,17.2,1.68572,15.541
2537,14.3,1.53848,13.26577
2538,10.7,2.23226,9.40618
2539,8.7,2.2038,7.0452
2540,7.8,1.86416,5.72894
2541,6.8,2.04043,5.55267
2542,6.2,1.70132,6.11254
2543,5.0,1.45733,7.35314
2544,4.1,1.24615,7.18026
2545,5.1,0.78127,3.64822
2546,2.8,0.63833,2.60143
2547,3.2,0.27023,2.15637
2548,2.0,0.77752,3.89202
2549,6.2,1.45464,6.4867
2550,8.4,0.6679,8.98342
2551,10.6,0.20733,11.5504
2552,12.9,-0.35047,13.3259
2553,15.0,-1.249,14.68334
2554,16.2,-0.3682,15.51266
2555,16.5,1.02902,15.955
2556,16.7,1.96627,16.4095
2557,16.7,1.65243,16.7195
2558,16.2,1.69756,16.73232
2559,16.5,1.7744,16.0786
2560,16.3,3.08245,14.5773
2561,14.6,3.41024,12.35204
2562,12.6,2.88036,11.42614
2563,10.3,3.40005,9.29003
2564,9.4,3.1464,9.19415
2565,9.3,4.003,7.86437
2566,9.2,3.97454,7.9299
2567,9.5,3.9138,7.70703
2568,9.1,3.94872,8.2669
2569,7.9,3.47744,6.0396
2570,7.0,3.4495,5.8343
2571,7.4,3.69668,5.61077
2572,6.6,4.5963,6.91284
2573,8.6,5.66357,8.93682
2574,11.1,6.29934,11.37078
2575,12.8,6.668,13.58117
2576,14.5,6.44335,15.05004
2577,15.2,6.0113,15.51873
2578,17.5,5.23904,16.1691
2579,16.7,4.92895,16.84646
2580,18.6,4.0589,17.04907
2581,17.9,3.73217,17.26315
2582,16.7,3.974,17.3327
2583,18.0,4.14434,17.0862
2584,18.0,4.9354,15.6788
2585,15.8,4.55224,12.7802
2586,12.5,4.62695,9.7236
2587,10.8,4.29534,7.8853
2588,9.8,4.1067,7.27142
2589,9.3,3.97454,7.36462
2590,8.3,3.52365,5.63506
2591,5.9,3.39898,5.0401
2592,5.4,3.04644,4.46472
2593,3.9,2.8148,4.0622
2594,3.8,2.5848,3.9393
2595,3.8,2.48806,3.83462
2596,3.1,3.2684,5.43923
2597,5.4,4.57803,8.41345
2598,9.5,6.1338,11.16345
2599,12.8,6.86144,14.56783
2600,15.3,6.4111,17.07742
2601,18.1,5.29653,19.1271
2602,19.9,4.48666,19.6444
2603,20.6,4.0444,20.44875
2604,20.9,3.97506,20.81005
2605,21.5,4.003,21.3949
2606,22.1,3.94283,21.46176
2607,22.5,5.68078,21.1862
2608,21.7,5.47766,19.51406
2609,19.7,5.60015,14.9629
2610,14.6,5.48785,12.39865
2611,13.7,5.18743,10.98516
2612,11.6,4.75,10.49688
2613,9.7,4.46734,8.7822
2614,9.1,4.06964,9.0469
2615,8.4,3.62682,8.8173
2616,9.9,3.02334,8.1595
2617,9.0,2.2973,6.50356
2618,6.2,1.86685,5.87887
2619,4.8,1.08654,5.0536
2620,5.4,1.63253,6.22396
2621,7.4,2.47842,9.2367
2622,12.1,3.45754,12.73766
2623,14.4,2.8374,16.00094
2624,16.9,1.16445,17.81558
2625,19.5,0.91616,18.86575
2626,19.1,0.80062,19.74572
2627,20.3,0.71304,20.36364
2628,21.0,0.27612,20.7898
2629,21.3,0.07516,21.02685
2630,21.9,0.30355,21.03427
2631,22.5,1.6621,20.45416
2632,21.9,5.37985,18.5051
2633,18.4,2.45583,15.46334
2634,14.6,2.51388,11.48086
2635,12.5,2.36553,9.55612
2636,11.0,1.9754,8.354
2637,8.9,1.72927,6.7548
2638,8.9,1.58203,6.01595
2639,8.6,1.56698,5.84512
2640,6.9,1.5643,5.5358
2641,5.3,1.15264,4.202
2642,4.0,1.2499,4.35732
2643,3.8,1.1134,4.0845
2644,3.3,2.379,4.98608
2645,7.5,3.342,8.83215
2646,10.6,4.32705,12.53237
2647,14.3,3.234,16.19543
2648,17.4,2.47195,18.32614
2649,20.0,0.60662,19.94222
2650,21.1,0.346,20.6966
2651,21.0,0.37554,21.3294
2652,22.0,0.58944,21.79537
2653,22.2,0.8834,22.10198
2654,23.4,0.61898,22.03512
2655,23.9,2.02914,21.58874
2656,22.2,4.5458,19.34457
2657,19.1,3.4694,15.12905
2658,15.9,3.5043,11.50988
2659,12.1,3.2716,9.67092
2660,10.3,3.1706,8.50594
2661,9.2,3.01797,7.6422
2662,9.5,2.961,7.64694
2663,7.5,2.71755,7.1458
2664,6.3,2.35858,6.57784
2665,6.3,1.69918,5.90927
2666,4.8,1.38854,6.0342
2667,5.2,1.3031,5.93493
2668,4.6,2.4177,7.75564
2669,8.6,3.8622,11.2938
2670,11.5,3.615,14.65902
2671,15.3,3.16573,17.2402
2672,19.1,3.27053,19.09805
2673,20.2,2.918,20.65203
2674,21.9,2.49505,21.91964
2675,22.1,2.0302,22.51327
2676,23.2,1.73248,22.93334
2677,24.3,1.74645,23.19198
2678,24.2,2.4768,22.6416
2679,24.0,3.16198,21.71636
2680,22.8,4.84405,19.7768
2681,19.5,5.1208,16.7938
2682,15.9,4.94616,15.90167
2683,14.5,4.50063,15.0514
2684,14.1,4.4829,14.03094
2685,13.2,3.96914,12.7505
2686,12.5,4.55923,11.54907
2687,11.7,4.59414,11.8273
2688,10.0,4.5807,10.58602
2689,9.0,5.14068,10.16122
2690,9.0,5.6668,9.9127
2691,9.2,6.33532,9.9127
2692,9.7,7.76428,10.52728
2693,10.1,8.9745,10.55834
2694,10.4,9.13897,10.79537
2695,10.6,9.50762,11.76922
2696,11.2,9.6887,12.99227
2697,12.3,10.03213,13.54336
2698,14.3,9.25933,14.86703
2699,15.3,8.79287,15.56805
2700,15.3,9.00247,15.20806
2701,14.1,8.92077,14.9123
2702,14.0,9.11962,14.31933
2703,13.6,9.33724,14.04852
2704,13.1,9.3668,13.59738
2705,13.1,9.40176,13.15435
2706,12.7,9.43667,12.72888
2707,12.3,9.37164,12.40606
2708,11.9,9.3206,12.21023
2709,11.3,8.7993,11.03646
2710,10.4,8.59133,10.54077
2711,10.0,8.78964,10.5941
2712,9.7,9.03256,10.68124
2713,9.7,9.2255,10.77917
2714,9.7,9.34908,10.99392
2715,9.7,9.64303,11.20193
2716,9.3,10.08587,11.63146
2717,9.7,11.07253,13.0956
2718,12.4,11.57177,14.6597
2719,14.5,12.1742,16.552
2720,17.1,12.59176,18.40853
2721,21.5,12.09146,20.28597
2722,21.6,11.9044,21.01873
2723,22.9,11.56155,21.59344
2724,22.0,11.24395,22.11483
2725,22.6,11.45248,22.6274
2726,24.3,11.34713,22.3512
2727,23.6,12.04467,21.31182
2728,23.2,11.95547,20.25964
2729,20.9,11.88937,19.12576
2730,18.4,11.8195,17.7433
2731,17.1,11.72546,16.96533
2732,15.8,11.6121,16.00768
2733,16.4,10.447,15.03924
2734,14.7,10.35134,14.78195
2735,14.2,10.35024,14.68536
2736,12.9,10.14498,14.6786
2737,12.7,9.89724,13.9884
2738,12.4,9.78384,13.79864
2739,12.7,9.66723,13.3907
2740,13.0,9.7731,14.05526
2741,12.0,10.42013,16.27377
2742,15.5,10.3782,18.443
2743,19.1,10.39324,20.5163
2744,20.4,10.13152,21.70284
2745,22.0,10.27502,22.72802
2746,22.8,10.34597,23.6796
2747,24.1,9.7462,24.4819
2748,25.5,8.78213,25.23425
2749,25.7,8.29632,25.50167
2750,26.6,8.04427,25.33282
2751,26.1,7.6584,24.61697
2752,24.6,7.7815,23.21765
2753,22.3,7.94003,21.98245
