,soil-temp,soil1,soil2,soil3,soil4
1984,11.3,14.46426,9.45483,5.89865,5.31182
1985,11.4,12.38995,9.54766,5.92446,5.31207
1986,11.6,10.51995,9.51827,5.94967,5.31228
1987,11.4,9.40795,9.4086,5.9743,5.31365
1988,11.3,9.3671,9.24053,5.99618,5.3139
1989,11.1,8.18432,9.23214,6.02078,5.3148
1990,10.8,8.17913,9.01492,6.04144,5.31616
1991,10.6,8.20217,8.7956,6.06027,5.31686
1992,10.4,8.32476,8.5918,6.07726,5.31753
1993,10.2,7.86947,8.40524,6.09368,5.31777
1994,10.1,7.92648,8.23507,6.10766,5.3189
1995,9.9,8.08532,8.08215,6.12072,5.31982
1996,9.8,8.17108,7.9439,6.13256,5.32028
1997,9.6,7.77163,7.8292,6.1438,5.32144
1998,9.6,7.98,7.75482,6.1523,5.32165
1999,9.4,9.00738,7.73467,6.16174,5.32372
2000,9.4,9.54034,7.7645,6.17175,5.32394
2001,9.4,10.95275,8.09265,6.1845,5.32418
2002,9.4,11.6164,8.30316,6.19787,5.326
2003,9.4,11.34243,8.49853,6.21154,5.32623
2004,9.4,11.03967,8.65188,6.22735,5.32784
2005,9.5,10.7588,8.76953,6.2422,5.32852
2006,9.6,10.30294,8.84432,6.25924,5.3299
2007,9.6,9.72683,8.87036,6.27563,5.3299
2008,9.6,9.0701,8.84725,6.29266,5.33218
2009,9.6,8.4842,8.7859,6.30905,5.33218
2010,9.4,7.92245,8.69515,6.32424,5.3338
2011,9.2,7.58517,8.58297,6.33883,5.33447
2012,9.1,7.4142,8.45397,6.3522,5.33538
2013,8.9,7.5207,8.24935,6.36282,5.3363
2014,8.8,7.18572,8.08425,6.37286,5.3372
2015,8.7,6.89102,7.91113,6.38137,5.33834
2016,8.5,6.685,7.7317,6.38955,5.3395
2017,8.4,6.09847,7.5477,6.39504,5.34042
2018,8.2,5.83257,7.36407,6.4002,5.34155
2019,8.1,5.54595,7.1792,6.40383,5.34246
2020,8.0,5.24148,6.99392,6.40627,5.3443
2021,7.9,5.2265,6.81576,6.4078,5.3443
2022,7.7,6.4064,6.67962,6.40597,5.34637
2023,7.6,7.43725,6.6107,6.40566,5.34637
2024,7.6,8.00475,6.62878,6.40383,5.3482
2025,7.6,8.6085,6.7977,6.40597,5.3484
2026,7.7,9.09197,6.95147,6.40627,5.34933
2027,7.9,9.72222,7.14013,6.4078,5.3505
2028,8.2,10.1752,7.34936,6.41265,5.35116
2029,8.4,10.35937,7.55862,6.4166,5.35253
2030,8.6,10.30065,7.7481,6.42266,5.35436
2031,8.8,9.99157,7.89977,6.43118,5.35436
2032,8.9,9.21746,7.97836,6.43847,5.3564
2033,9.0,8.1981,7.93087,6.4473,5.3564
2034,8.9,6.4208,7.7754,6.4549,5.35824
2035,8.9,4.85125,7.55105,6.45913,5.3596
2036,8.7,4.39483,7.29434,6.4646,5.36007
2037,8.4,3.68286,7.14095,6.46914,5.3619
2038,8.2,3.47622,6.85778,6.46975,5.3619
2039,8.0,3.28744,6.5704,6.46853,5.36398
2040,7.8,3.02383,6.2746,6.4649,5.3651
2041,7.5,2.17086,5.97836,6.45913,5.36556
2042,7.3,1.64422,5.68508,6.45184,5.36694
2043,7.0,1.55212,5.39855,6.4421,5.36877
2044,6.9,1.8278,5.1292,6.43057,5.36877
2045,6.7,1.84393,4.91366,6.4175,5.37084
2046,6.6,2.5795,4.80612,6.40353,5.3706
2047,6.5,4.1122,4.81536,6.38894,5.37243
2048,6.4,5.93676,4.9183,6.3747,5.37426
2049,6.6,6.6654,4.9204,6.3592,5.37563
2050,6.6,7.31176,5.1326,6.34673,5.3761
2051,6.8,7.96734,5.37292,6.3364,5.37722
2052,7.0,8.5072,5.62963,6.3273,5.37792
2053,7.2,8.62866,5.8813,6.32183,5.37905
2054,7.4,8.74606,6.11785,6.31695,5.38043
2055,7.6,8.58203,6.32626,6.31393,5.38088
2056,7.7,7.93624,6.4691,6.3127,5.38226
2057,7.8,7.15807,6.512,6.3121,5.3827
2058,7.8,6.4277,6.49056,6.31027,5.38342
2059,7.7,5.93847,6.43383,6.30905,5.3841
2060,7.6,5.27084,6.34393,6.30694,5.38525
2061,7.4,4.4328,6.1624,6.3045,5.38683
2062,7.2,3.96832,5.9872,6.30087,5.3873
2063,7.1,3.56198,5.78845,6.2951,5.38867
2064,6.9,3.27303,5.57668,6.2878,5.38912
2065,6.8,2.68136,5.3666,6.28082,5.39028
2066,6.6,2.39358,5.15612,6.26956,5.39166
2067,6.4,1.96996,4.94604,6.25833,5.39187
2068,6.2,1.64248,4.7389,6.24587,5.3928
2069,6.0,1.69256,4.57165,6.2313,5.3937
2070,5.9,3.3991,4.51663,6.2164,5.3944
2071,5.8,5.45385,4.5935,6.20333,5.39462
2072,5.8,7.13564,4.79434,6.18878,5.396
2073,5.9,8.48187,4.9792,6.176,5.3969
2074,6.2,9.26406,5.31072,6.1666,5.39782
2075,6.6,9.6071,5.65106,6.1599,5.3985
2076,6.9,10.13317,5.9998,6.15505,5.39874
2077,7.3,10.2736,6.33593,6.15505,5.40032
2078,7.6,10.18783,6.63424,6.15444,5.40032
2079,7.8,9.92596,6.88256,6.15655,5.40124
2080,7.9,9.69402,7.06365,6.16113,5.40194
2081,8.1,8.98895,7.12753,6.16628,5.4026
2082,8.1,8.02432,7.1065,6.17114,5.40353
2083,8.1,7.31118,7.04812,6.1754,5.40423
2084,8.1,7.21966,6.98678,6.17996,5.40444
2085,8.0,7.65942,7.00567,6.18725,5.40627
2086,7.9,7.70257,6.91198,6.19027,5.40673
2087,7.9,7.67608,6.8103,6.19363,5.4079
2088,7.8,7.8148,6.696,6.19515,5.40835
2089,7.8,7.2375,6.57333,6.19634,5.40927
2090,7.7,6.93707,6.43887,6.19604,5.40927
2091,7.6,6.38223,6.29223,6.19546,5.4111
2092,7.6,5.38018,6.13552,6.19363,5.412
2093,7.4,5.2127,6.0019,6.18997,5.41177
2094,7.4,6.63317,5.95315,6.18633,5.4134
2095,7.3,8.54232,6.00863,6.18267,5.41314
2096,7.3,9.89315,6.17794,6.17996,5.41497
2097,7.4,11.03048,6.5313,6.18148,5.41543
2098,7.8,12.04287,6.89684,6.18267,5.4159
2099,8.2,12.59658,7.29852,6.18847,5.4168
2100,8.7,13.16235,7.71533,6.19634,5.41747
2101,9.3,13.4231,8.11953,6.2067,5.4184
2102,9.8,13.27056,8.48382,6.21975,5.41955
2103,10.2,12.77328,8.77288,6.23675,5.42
2104,10.4,12.02618,8.9477,6.25408,5.42114
2105,10.6,9.95876,8.9544,6.2714,5.42138
2106,10.6,7.14196,8.83422,6.289,5.42297
2107,10.4,5.2265,8.6334,6.3042,5.42388
2108,10.3,4.46157,8.383,6.31848,5.42434
2109,10.1,3.10613,8.24096,6.33215,5.4255
2110,9.8,2.53747,7.9393,6.34246,5.42596
2111,9.6,1.9832,7.62332,6.35037,5.42687
2112,9.3,1.33572,7.3002,6.35705,5.4287
2113,9.0,0.6036,6.97164,6.35888,5.42846
2114,8.8,0.87698,6.64727,6.3592,5.43008
2115,8.5,0.8085,6.33132,6.35674,5.431
2116,8.3,0.67208,6.0225,6.35372,5.43282
2117,8.1,1.20736,5.77206,6.34734,5.43237
2118,7.8,2.4667,5.67376,6.34005,5.43395
2119,7.7,5.66277,5.75738,6.33337,5.43487
2120,7.7,8.81457,5.99728,6.3279,5.43533
2121,7.8,10.93664,6.04434,6.31725,5.4358
2122,8.2,12.26043,6.47668,6.31545,5.43624
2123,8.6,13.21874,6.96365,6.31603,5.43716
2124,9.2,13.8651,7.4683,6.32183,5.43875
2125,10.0,14.15978,7.9565,6.33,5.43853
2126,10.5,14.0861,8.39977,6.34158,5.44012
2127,11.0,13.70452,8.7645,6.35525,5.44103
2128,11.3,13.07543,9.00735,6.37225,5.44286
2129,11.4,11.28314,9.06448,6.38864,5.4422
2130,11.4,8.64477,8.98382,6.40627,5.44402
2131,11.3,6.86627,8.81783,6.42236,5.44494
2132,11.1,5.63918,8.59515,6.43664,5.44677
2133,10.9,4.51858,8.54473,6.45214,5.447
2134,10.6,4.1571,8.27206,6.46307,5.4479
2135,10.3,3.6483,7.98004,6.4719,5.44814
2136,10.1,3.19824,7.6754,6.4798,5.44927
2137,9.8,2.3228,7.36617,6.48342,5.4509
2138,9.5,2.03848,7.05316,6.48617,5.4518
2139,9.2,1.53024,6.74056,6.48586,5.45202
2140,9.0,1.4042,6.4313,6.48373,5.45294
2141,8.8,2.37057,6.18383,6.4798,5.45477
2142,8.6,4.26013,6.08972,6.47552,5.45568
2143,8.4,7.19146,6.1847,6.46914,5.4573
2144,8.4,10.0497,6.45358,6.4655,5.4568
2145,8.6,12.44406,6.68887,6.46096,5.4591
2146,8.9,13.88583,7.18255,6.46276,5.46002
2147,9.4,14.82745,7.72582,6.46795,5.46026
2148,10.1,15.44387,8.28298,6.47613,5.4614
2149,10.6,15.69827,8.81323,6.4892,5.463
2150,11.3,15.56878,9.29052,6.5056,5.46368
2151,11.8,15.10775,9.68337,6.52444,5.4655
2152,12.1,14.6358,9.94305,6.54662,5.4653
2153,12.2,13.78338,10.01785,6.5694,5.46667
2154,12.2,11.64056,9.95858,6.59158,5.46826
2155,12.1,9.991,9.817,6.61193,5.46987
2156,11.9,8.77828,9.62246,6.63168,5.47125
2157,11.6,7.79064,9.78423,6.6575,5.47283
2158,11.4,7.64385,9.5649,6.67663,5.47354
2159,11.1,7.49767,9.33422,6.69305,5.4749
2160,10.9,7.54717,9.10986,6.70913,5.47674
2161,10.6,7.1535,8.90356,6.7219,5.47762
2162,10.4,7.20068,8.71533,6.73464,5.47787
2163,10.2,7.24902,8.5443,6.74407,5.47946
2164,10.0,7.2732,8.38717,6.7532,5.4806
2165,9.8,7.7987,8.26364,6.762,5.482
2166,9.6,8.84448,8.21996,6.7696,5.48382
2167,9.5,10.76226,8.27288,6.77657,5.48428
2168,9.5,12.26678,8.42498,6.78417,5.48586
2169,9.6,13.19573,8.71826,6.7954,5.48748
2170,9.9,14.12698,9.0422,6.80667,5.4884
2171,10.2,14.6686,9.404,6.82183,5.48998
2172,10.8,15.24417,9.78295,6.83917,5.4916
2173,11.2,15.4744,10.15356,6.8586,5.4916
2174,11.8,15.2896,10.48297,6.8805,5.49297
2175,12.1,14.94082,10.75146,6.90508,5.49456
2176,12.3,14.51434,10.93337,6.9303,5.49685
2177,12.4,13.89388,10.9859,6.9555,5.49798
2178,12.4,12.30532,10.9359,6.9807,5.49935
2179,12.2,10.91076,10.81405,7.00594,5.50118
2180,12.0,9.68136,10.65606,7.02932,5.50256
2181,11.8,8.2689,10.60522,7.05544,5.50256
2182,11.6,8.0387,10.37625,7.0764,5.50393
2183,11.3,7.6007,10.13085,7.09402,5.5051
2184,11.1,7.25363,9.8796,7.11105,5.50646
2185,10.9,6.388,9.62582,7.12655,5.50942
2186,10.6,5.92062,9.35818,7.1396,5.5108
2187,10.4,5.4412,9.07205,7.14993,5.5124
2188,10.1,4.9088,8.77456,7.15783,5.514
2189,9.9,5.3422,8.52206,7.16512,5.51562
2190,9.7,7.68646,8.38128,7.16998,5.51653
2191,9.5,9.572,8.36828,7.17422,5.51925
2192,9.5,11.2089,8.4775,7.1794,5.52087
2193,9.6,12.39742,8.59097,7.18212,5.52154
2194,9.9,13.6999,8.90777,7.19033,5.52316
2195,10.4,14.7083,9.28842,7.19973,5.52612
2196,10.8,15.34603,9.69558,7.2134,5.5275
2197,11.3,15.6413,10.09472,7.2277,5.5284
2198,11.8,15.5256,10.45776,7.24594,5.53002
2199,12.1,15.03005,10.74975,7.26656,5.53207
2200,12.3,14.35375,10.93673,7.28906,5.5348
2201,12.4,13.50308,10.98,7.31155,5.53643
2202,12.3,12.1056,10.9107,7.3325,5.53802
2203,12.2,10.55737,10.7737,7.35406,5.5394
2204,12.0,9.33486,10.5926,7.37258,5.54098
2205,11.8,8.52044,10.64514,7.3963,5.54373
2206,11.6,7.83495,10.4397,7.4142,5.54626
2207,11.4,7.65133,10.21868,7.43032,5.5483
2208,11.1,7.49996,9.9981,7.4452,5.54968
2209,10.9,6.68325,9.79095,7.45797,5.55105
2210,10.8,6.69763,9.59893,7.4695,5.55358
2211,10.6,6.8421,9.42288,7.47952,5.5554
2212,10.4,6.7834,9.25985,7.48803,5.5568
2213,10.2,6.97103,9.1338,7.49594,5.5593
2214,10.1,8.45138,9.09515,7.5023,5.56112
2215,10.0,10.71908,9.17455,7.50808,5.5627
2216,10.0,12.60174,9.37457,7.516,5.565
2217,10.2,14.02627,9.4569,7.52297,5.5666
2218,10.5,15.21942,9.81783,7.53298,5.56957
2219,10.9,15.9826,10.2212,7.54635,5.57095
2220,11.4,16.34176,10.62625,7.56216,5.57232
2221,11.9,16.50176,11.009,7.5822,5.57507
2222,12.3,15.97625,11.33337,7.60256,5.57644
2223,12.6,15.2896,11.56994,7.62625,5.57894
2224,12.8,14.5172,11.71026,7.64996,5.58077
2225,12.7,13.8058,11.74346,7.67394,5.58285
2226,12.6,12.8147,11.6943,7.69827,5.58535
2227,12.4,11.70214,11.5905,7.72134,5.58718
2228,12.2,10.95968,11.44387,7.74352,5.58947
2229,12.0,9.56222,11.35018,7.76537,5.58993
2230,11.7,8.91815,11.1401,7.78604,5.59292
2231,11.4,8.32476,10.90606,7.80367,5.5943
2232,11.2,7.9604,10.66363,7.81945,5.5977
2233,11.0,7.53912,10.4258,7.83373,5.59933
2234,10.8,7.1339,10.19976,7.8462,5.6025
2235,10.6,7.07232,9.99096,7.85623,5.60388
2236,10.3,7.1506,9.7981,7.8647,5.60687
2237,10.1,8.0433,9.6527,7.872,5.60983
2238,9.9,9.29803,9.59725,7.879,5.6112
2239,9.8,11.55654,9.65438,7.8863,5.61395
2240,9.8,13.31948,9.8195,7.8948,5.61532
2241,10.1,14.37277,9.97497,7.89965,5.61965
2242,10.3,14.8902,10.2712,7.9109,5.62127
2243,10.6,15.4128,10.59765,7.92397,5.62448
2244,11.1,15.9429,10.93926,7.93823,5.62585
2245,11.4,16.27267,11.27834,7.95587,5.6288
2246,11.6,16.2698,11.59136,7.9747,5.62997
2247,11.9,15.8462,11.8489,7.99566,5.6334
2248,12.0,15.37942,12.01446,8.01934,5.63613
2249,12.1,15.44503,12.06573,8.04275,5.6375
2250,12.1,14.4332,12.0149,8.06613,5.64092
2251,12.0,13.49676,11.90103,8.08862,5.6423
2252,11.9,12.83486,11.7565,8.10867,5.64504
2253,11.8,12.44692,11.96658,8.1357,5.6478
2254,11.6,11.94216,11.83715,8.15725,5.64987
2255,11.4,11.3833,11.68673,8.17703,5.65237
2256,11.3,11.40344,11.5216,8.19494,5.6551
2257,11.2,11.16744,11.34933,8.21194,5.6574
2258,11.0,11.0431,11.17455,8.22622,5.65994
2259,10.9,10.95046,11.00482,8.2405,5.6631
2260,10.8,11.1571,10.84347,8.25356,5.66586
2261,10.7,10.9591,10.70733,8.2651,5.66747
2262,10.6,10.6437,10.60565,8.27545,5.6709
2263,10.6,10.2972,10.5481,8.28515,5.67297
2264,10.6,10.37548,10.52413,8.2958,5.67547
2265,10.6,10.74902,10.47372,8.3049,5.6773
2266,10.5,10.6385,10.43295,8.3134,5.6796
2267,10.5,10.80255,10.40942,8.32284,5.68234
2268,10.6,11.0017,10.40438,8.33132,5.68554
2269,10.6,11.28198,10.41827,8.33892,5.68783
2270,10.6,11.16628,10.43337,8.34744,5.69012
2271,10.7,10.8935,10.43466,8.35626,5.69354
2272,10.8,10.41403,10.40942,8.36413,5.69674
2273,10.6,9.7838,10.33676,8.37112,5.69903
2274,10.6,9.06494,10.21615,8.3781,5.70223
2275,10.4,8.52792,10.0569,8.3848,5.70428
2276,10.3,8.10833,9.87246,8.38784,5.70703
2277,10.1,7.98403,9.71404,8.39208,5.70956
2278,9.9,7.56616,9.5027,8.39422,5.7123
2279,9.7,7.18054,9.27374,8.39483,5.7146
2280,9.6,7.0516,9.03088,8.39422,5.71688
2281,9.4,6.88815,8.77667,8.39086,5.7203
2282,9.3,6.6844,8.51617,8.3845,5.72305
2283,9.2,6.66253,8.25778,8.3772,5.7251
2284,9.1,6.2677,8.01364,8.3681,5.72738
2285,8.9,6.0294,7.8254,8.35714,5.73083
2286,8.9,6.25964,7.73214,8.3459,5.73358
2287,8.9,7.37393,7.75482,8.33407,5.7354
2288,8.9,8.5993,7.9023,8.32495,5.73815
2289,9.1,10.19186,7.95693,8.3137,5.74087
2290,9.3,11.07076,8.1754,8.3058,5.7427
2291,9.8,11.8207,8.44097,8.30004,5.74545
2292,10.3,12.3997,8.7313,8.2952,5.74865
2293,10.8,12.57412,9.01827,8.29275,5.75094
2294,11.2,12.46993,9.2758,8.29305,5.753
2295,11.6,12.11596,9.48297,8.29397,5.75576
2296,11.8,11.73727,9.63214,8.29672,5.75872
2297,11.8,11.3568,9.68633,8.30004,5.76034
2298,11.8,9.9582,9.63214,8.3028,5.7635
2299,11.8,8.77023,9.5002,8.30612,5.7658
2300,11.6,7.8056,9.3338,8.30764,5.76925
2301,11.4,7.05508,9.35272,8.31127,5.77017
2302,11.2,6.63317,9.1628,8.31188,5.7722
2303,10.9,6.26022,8.95104,8.31008,5.77474
2304,10.7,5.97186,8.71868,8.30764,5.77795
2305,10.5,5.03945,8.4708,8.30218,5.78024
2306,10.2,4.81268,8.2183,8.2955,5.78228
2307,10.0,4.5203,7.96786,8.2879,5.78503
2308,9.8,4.25726,7.725,8.27908,5.78777
2309,9.6,4.4823,7.54937,8.26632,5.78936
2310,9.4,5.96206,7.5019,8.2548,5.79257
2311,9.3,8.25164,7.59475,8.24294,5.79556
2312,9.4,10.43362,7.82205,8.2326,5.79714
2313,9.6,12.30822,8.0561,8.22198,5.79968
2314,9.9,13.89388,8.48214,8.2159,5.80172
2315,10.4,14.77508,8.95062,8.21316,5.80422
2316,10.9,14.72845,9.39095,8.21438,5.80743
2317,11.4,14.3618,9.7649,8.21832,5.8088
2318,11.8,13.89617,10.0695,8.2256,5.812
2319,12.1,13.36205,10.30438,8.23382,5.8143
2320,12.3,12.8032,10.45858,8.24294,5.81567
2321,12.4,12.50677,10.52078,8.25387,5.81866
2322,12.3,11.11794,10.50482,8.26388,5.82095
2323,12.2,10.06353,10.44515,8.273,5.82412
2324,12.1,10.05087,10.3632,8.28362,5.8255
2325,11.9,10.11416,10.32498,8.29366,5.82803
2326,11.8,9.9887,10.1796,8.30187,5.83007
2327,11.6,9.8517,10.02792,8.30886,5.83236
2328,11.4,9.66638,9.87036,8.31402,5.83557
2329,11.2,9.67904,9.72247,8.31704,5.8381
2330,11.1,9.69055,9.58676,8.3201,5.84014
2331,10.9,9.77343,9.46197,8.32372,5.84243
2332,10.8,9.68136,9.34265,8.32372,5.84564
2333,10.7,9.25485,9.24893,8.32495,5.84814
2334,10.6,9.5202,9.19894,8.32433,5.84997
2335,10.6,10.09402,9.21783,8.32403,5.8525
2336,10.7,11.35854,9.32498,8.32556,5.8557
2337,10.8,12.92693,9.69558,8.3301,5.85662
2338,11.1,14.57995,10.01028,8.33407,5.85937
2339,11.4,15.67007,10.388,8.34228,5.86096
2340,11.7,16.37457,10.79177,8.3523,5.86416
2341,12.2,16.5881,11.1859,8.36596,5.86666
2342,12.6,16.25485,11.53002,8.38177,5.8692
2343,12.9,15.62634,11.80184,8.4,5.87103
2344,13.1,14.67492,11.96615,8.4182,5.87423
2345,13.2,14.34283,12.02664,8.43704,5.87673
2346,13.1,13.81906,12.00775,8.4571,5.87927
2347,13.1,13.13934,11.94387,8.47534,5.88156
2348,13.0,12.9557,11.85354,8.49447,5.88427
2349,12.8,12.82046,11.85983,8.5133,5.88726
2350,12.7,12.48434,11.73882,8.5309,5.89
2351,12.6,12.23165,11.60397,8.54702,5.89184
2352,12.4,11.95712,11.45858,8.5613,5.89413
2353,12.3,11.583,11.30355,8.57498,5.89733
2354,12.2,11.36602,11.1447,8.5862,5.90008
2355,12.1,11.31365,10.9859,8.59744,5.9037
2356,12.0,10.92397,10.83126,8.60748,5.90646
2357,11.9,10.72772,10.70858,8.616,5.90875
2358,11.8,10.8388,10.65145,8.62478,5.91128
2359,11.8,11.6158,10.67623,8.633,5.91424
2360,11.7,12.70132,10.78674,8.6406,5.917
2361,11.8,14.2116,10.94976,8.64968,5.9211
2362,11.9,15.21136,11.1897,8.66094,5.9234
2363,12.0,15.91296,11.47454,8.6734,5.92614
2364,12.3,16.56448,11.78924,8.6883,5.92843
2365,12.6,16.82406,12.10397,8.70437,5.93093
2366,12.9,16.75326,12.39303,8.7229,5.93414
2367,13.2,16.26,12.6216,8.74355,5.93667
2368,13.4,15.63265,12.76025,8.76574,5.93987
2369,13.4,15.0634,12.78842,8.78793,5.94308
2370,13.4,14.16497,12.73422,8.80947,5.94534
2371,13.3,13.10708,12.62203,8.82983,5.94833
2372,13.2,12.5649,12.46993,8.84988,5.95153
2373,13.0,12.40664,12.44766,8.87054,5.95495
2374,12.8,12.22534,12.25646,8.88967,5.9577
2375,12.7,12.3324,12.0573,8.9058,5.9609
2376,12.5,12.09872,11.86068,8.91976,5.9641
2377,12.3,11.69583,11.6712,8.9319,5.96707
2378,12.1,11.4489,11.48,8.94436,5.96935
2379,11.9,11.36428,11.2901,8.9541,5.97256
2380,11.8,11.00457,11.10565,8.96258,5.97576
2381,11.7,10.43362,10.94723,8.96926,5.9785
2382,11.5,10.23275,10.83126,8.97506,5.9815
2383,11.5,10.4998,10.77078,8.98083,5.9838
2384,11.5,10.96832,10.7691,8.98568,5.98696
2385,11.6,12.3439,10.91238,8.9939,5.99062
2386,11.8,13.42654,11.05648,9.00176,5.99337
2387,12.0,13.99517,11.22833,9.00875,5.99658
2388,12.3,14.71234,11.43337,9.0185,5.99957
2389,12.6,14.81997,11.64135,9.0288,6.00277
2390,12.8,14.27664,11.80438,9.04128,6.0055
2391,12.9,13.59518,11.90103,9.05374,6.00894
2392,12.9,12.96722,11.93548,9.0671,6.01168
2393,12.9,12.38763,11.91573,9.07986,6.01556
2394,12.9,11.98187,11.85815,9.0923,6.0183
2395,12.7,11.6797,11.77203,9.10385,6.0213
2396,12.6,11.3787,11.667,9.11538,6.0247
2397,12.4,10.8998,11.53884,9.12512,6.02792
2398,12.2,10.707,11.4048,9.13394,6.03112
2399,12.1,10.61837,11.26403,9.14062,6.03387
2400,11.9,10.38122,11.11572,9.1488,6.0373
2401,11.7,9.8638,10.95944,9.1543,6.0405
2402,11.5,9.633,10.7968,9.15823,6.04302
2403,11.3,9.42178,10.6275,9.16155,6.04644
2404,11.1,9.11385,10.4544,9.1634,6.04986
2405,11.0,8.83874,10.27667,9.1643,6.05306
2406,10.8,8.5475,10.10314,9.16186,6.05535
2407,10.6,8.22173,9.93466,9.16067,6.0588
2408,10.4,8.01107,9.77667,9.15762,6.062
2409,10.2,7.88445,9.68212,9.1543,6.06588
2410,10.1,8.13943,9.5582,9.1497,6.06838
2411,10.0,8.22747,9.44808,9.14425,6.07183
2412,9.9,8.2367,9.3481,9.13787,6.07525
2413,9.9,8.24072,9.25735,9.13027,6.07845
2414,9.8,8.19927,9.17498,9.1239,6.081
2415,9.8,8.0416,9.0939,9.1163,6.0835
2416,9.8,7.84417,9.00985,9.1072,6.0869
2417,9.7,7.56732,8.92498,9.0987,6.08944
2418,9.6,7.46142,8.83383,9.08926,6.09286
2419,9.6,7.32617,8.73464,9.07833,6.09606
2420,9.5,7.2548,8.62625,9.0686,6.0988
2421,9.4,7.2968,8.47625,9.05493,6.10247
2422,9.3,7.30142,8.35357,9.0434,6.10522
2423,9.2,7.22775,8.22668,9.03033,6.10797
2424,9.1,7.16097,8.0981,9.01635,6.11047
2425,9.1,6.85708,7.967,9.00088,6.11346
2426,8.9,6.71722,7.83297,8.98538,6.11688
2427,8.9,6.548,7.69937,8.96926,6.11962
2428,8.8,6.37704,7.56365,8.95196,6.1217
2429,8.6,6.20034,7.43047,8.93435,6.12512
2430,8.6,6.24236,7.3061,8.91522,6.12786
2431,8.4,6.2907,7.19644,8.89605,6.13128
2432,8.4,6.37417,7.10735,8.876,6.13265
2433,8.3,6.71664,7.26238,8.859,6.13677
2434,8.2,6.92498,7.26534,8.84017,6.1384
2435,8.2,7.33364,7.29727,8.82253,6.1418
2436,8.2,7.37567,7.33636,8.80554,6.14434
2437,8.2,7.44012,7.37625,8.78732,6.14663
2438,8.3,7.39523,7.4124,8.7688,6.1496
2439,8.3,7.32098,7.4397,8.75237,6.15234
2440,8.4,7.17248,7.4519,8.73657,6.15438
2441,8.4,7.09594,7.44558,8.7217,6.15713
2442,8.4,7.06255,7.42162,8.70437,6.15942
2443,8.4,6.9227,7.38256,8.68798,6.16216
2444,8.4,6.85073,7.33004,8.67187,6.1656
2445,8.3,6.9405,7.33257,8.65698,6.16787
2446,8.2,6.9365,7.26238,8.6409,6.17016
2447,8.2,6.90484,7.1813,8.62417,6.1727
2448,8.1,6.78167,7.08843,8.60687,6.17498
2449,8.1,6.52093,6.98885,8.58865,6.17794
2450,8.0,6.43862,6.88592,8.5707,6.1793
2451,7.9,6.37072,6.78005,8.55218,6.18276
2452,7.8,6.05013,6.67373,8.53182,6.18414
2453,7.8,5.99084,6.57458,8.51238,6.1871
2454,7.7,6.08294,6.48928,8.49172,6.18868
2455,7.6,6.35635,6.4334,8.47076,6.19213
2456,7.6,6.7759,6.41534,8.44952,6.19372
2457,7.6,6.63662,6.59728,8.43218,6.1951
2458,7.7,6.8582,6.65316,8.41335,6.19854
2459,7.8,7.41363,6.74014,8.39544,6.20013
2460,7.9,7.90402,6.85735,8.3784,6.2038
2461,8.1,8.07266,6.98382,8.36172,6.20516
2462,8.2,8.14517,7.10525,8.34713,6.20678
2463,8.3,7.97943,7.20904,8.33376,6.2104
2464,8.4,7.6836,7.2834,8.31857,6.2118
2465,8.6,7.20184,7.3145,8.30642,6.21316
2466,8.6,6.9624,7.31155,8.29397,6.21615
2467,8.5,6.82025,7.28552,8.2812,6.21774
2468,8.5,6.71722,7.2456,8.26724,6.21935
2469,8.4,6.72125,7.20104,8.2554,6.22094
2470,8.4,6.58425,7.14224,8.24264,6.2237
2471,8.3,6.48354,7.07626,8.22805,6.2253
2472,8.2,6.4254,7.00485,8.215,6.22668
2473,8.2,6.2067,6.9288,8.2007,6.2294
2474,8.1,6.12957,6.84936,8.1849,6.23193
2475,8.1,6.0087,6.7687,8.17034,6.2333
2476,8.0,5.88207,6.69097,8.15484,6.23535
2477,7.9,5.80035,6.62542,8.13812,6.23696
2478,7.9,5.94424,6.5809,8.12234,6.23947
2479,7.9,6.04034,6.55483,8.1056,6.24084
2480,7.8,6.0507,6.5561,8.08892,6.2429
2481,7.8,6.56295,6.60735,8.07372,6.2443
2482,7.8,6.97622,6.66534,8.05883,6.24587
2483,7.8,7.25652,6.73928,8.04397,6.24883
2484,7.9,7.6669,6.833,8.0303,6.25045
2485,7.9,8.258,6.9578,8.01663,6.25182
2486,8.0,8.47094,7.096,8.00536,6.25366
2487,8.1,8.44793,7.22668,7.99505,6.25503
2488,8.1,8.197,7.33676,7.98562,6.25662
2489,8.1,7.79638,7.41448,7.97802,6.25823
2490,8.1,7.64617,7.4603,7.9677,6.2596
2491,8.2,7.5207,7.4729,7.9601,6.26257
2492,8.1,7.25707,7.45104,7.9528,6.2644
2493,8.1,7.28585,7.38003,7.94433,6.26486
2494,8.1,7.34286,7.36028,7.9349,6.26623
2495,8.0,7.35897,7.3414,7.927,6.26827
2496,8.0,7.34054,7.3162,7.9173,6.2699
2497,8.0,7.3722,7.2872,7.90786,6.27148
2498,7.9,7.43148,7.25945,7.89996,6.27377
2499,7.9,7.43377,7.2292,7.89117,6.2756
2500,7.9,7.10687,7.1939,7.88204,6.27697
2501,7.8,7.29336,7.16955,7.87112,6.27697
2502,7.8,8.02142,7.18844,7.8626,6.2788
