,cdir,Global radiation.mean
0,0.0,67.41527778
1,719312.2,67.0375
2,0.0,38.34583333
3,737402.6,27.16388889
4,0.0,66.25833333
5,764420.9,71.8875
6,0.0,39.55555556
7,763598.6,26.64027778
8,0.0,41.50694444
9,720565.2,21.79583333
10,0.0,46.98611111
11,772056.5,29.01388889
12,0.0,86.49444444
13,802716.4,77.70694444
14,0.0,51.22638889
15,767357.7,28.81527778
16,0.0,73.6625
17,790107.9,75.02222222
18,0.0,15.53333333
19,797626.0,17.81267606
20,0.0,53.78055556
21,812427.25,51.51666667
22,0.0,29.67083333
23,815677.25,26.34166667
24,0.0,51.88611111
25,834120.2,78.34166667
26,0.0,73.06527778
27,841990.75,53.4625
28,0.0,76.07361111
29,869596.4,80.59027778
30,0.0,72.53472222
31,870105.4,79.9125
32,0.0,75.76944444
33,871710.8,45.72777778
34,0.0,7.009722222
35,838231.6,15.44027778
36,0.0,38.61805556
37,878328.4,34.10972222
38,0.0,43.65833333
39,890780.25,43.63333333
40,0.0,29.75694444
41,889135.6,31.29444444
42,0.0,26.96388889
43,875822.25,35.1056338
44,0.0,29.7125
45,934910.06,42.96805556
46,0.0,26.05
47,908361.6,34.84166667
48,0.0,29.775
49,954723.44,29.45555556
50,0.0,103.2791667
51,1008877.44,68.85972222
52,0.0,92.7625
53,1014437.75,62.29444444
54,0.0,17.38472222
55,965961.5,22.16944444
56,0.0,44.08888889
57,990473.7,27.40694444
58,0.0,45.5875
59,1052772.2,54.75138889
60,0.0,16.81111111
61,1032175.75,23.55277778
62,0.0,64.41944444
63,1037892.7,61.40277778
64,0.0,50.83472222
65,1045763.25,62.10833333
66,0.0,10.74305556
67,1076775.5,32.32957746
68,0.0,50.65
69,1103950.4,58.20555556
70,0.0,27.21111111
71,1056648.9,18.04027778
72,0.0,81.49444444
73,1175372.5,119.7902778
74,0.0,122.8361111
75,1219110.9,117.6569444
76,0.0,59.75555556
77,1174667.8,58.76805556
78,0.0,44.56666667
79,1209204.1,104.3236111
80,0.0,49.54166667
81,1197300.4,56.49583333
82,0.0,9.063888889
83,1197496.2,24.99444444
84,0.0,106.3236111
85,1285246.9,70.38888889
86,0.0,125.0347222
87,1281801.0,76.95555556
88,0.0,58.08888889
89,1276671.5,90.2375
90,0.0,41.81830986
91,1289280.0,66.27777778
92,0.0,135.9861111
93,1339440.0,134.7833333
94,0.0,146.0916667
95,1372958.2,139.7472222
96,0.0,145.0694444
97,1397392.1,138.9805556
98,0.0,145.5291667
99,1419789.9,143.6069444
100,0.0,139.3611111
101,1390578.9,109.1208333
102,0.0,139.1583333
103,1386428.2,136.6166667
104,0.0,25.60416667
105,1336777.2,40.33055556
106,0.0,162.9013889
107,1526257.5,153.8736111
108,0.0,155.2972222
109,1498691.1,144.1
110,0.0,68.21527778
111,1506953.1,117.0319444
112,0.0,53.06666667
113,1490468.1,95.48611111
114,0.0,152.1125
115,1524064.8,151.5647887
116,0.0,173.4944444
117,1584405.5,163.7472222
118,0.0,71.65138889
119,1551866.1,103.9597222
120,0.0,58.84444444
121,1521128.0,102.7875
122,0.0,150.8083333
123,1583465.8,119.3930556
124,0.0,154.5361111
125,1660604.9,143.0333333
126,0.0,133.4055556
127,1629279.4,136.0541667
128,0.0,176.9555556
129,1655044.5,170.9486111
130,0.0,83.12361111
131,1663776.5,129.9555556
132,0.0,140.5722222
133,1629475.1,45.75972222
134,0.0,155.6736111
135,1698626.2,144.1319444
136,0.0,150.4666667
137,1694514.8,78.02083333
138,0.0,14.08611111
139,1745105.5,22.90985915
140,0.0,135.9805556
141,1804623.9,142.9930556
142,0.0,159.7236111
143,1818837.9,153.0111111
144,0.0,170.7972222
145,1822949.4,95.03611111
146,0.0,176.1486111
147,1848675.5,114.0861111
148,0.0,100.1
149,1792485.2,86.38194444
150,0.0,209.2
151,1868371.4,193.1291667
152,0.0,125.9194444
153,1776979.1,59.06111111
154,0.0,52.13888889
155,1855175.5,40.44444444
156,0.0,77.96944444
157,1886775.0,108.5652778
158,0.0,215.1041667
159,1956122.0,195.6125
160,0.0,217.125
