d2m,t2m,stl1,stl2,stl3,stl4,tcrw,date_full,,air-temp-1.8m-2m,air-hum,air-temp-1m,soil-temp,rain,dew2m,temp2m,soil1,soil2,soil3,soil4
287.05463,300.00574,297.9617,293.7875,293.67786,291.54425,5.96E-08,17.08.2019 15:00:00,,27.8,54.7,29.7,22.1,0,13.90463,26.85574,24.8117,20.6375,20.52786,18.39425
287.22446,299.49384,297.61694,294.09717,293.67453,291.54633,5.96E-08,17.08.2019 16:00:00,,27.5,58.3,28.1,22.4,0,14.07446,26.34384,24.46694,20.94717,20.52453,18.39633
288.6018,297.9412,296.91476,294.32574,293.6736,291.54745,5.96E-08,17.08.2019 17:00:00,,26.4,58.7,25.9,22.6,0,15.4518,24.7912,23.76476,21.17574,20.5236,18.39745
288.5701,295.2763,295.8989,294.4354,293.6724,291.5495,5.96E-08,17.08.2019 18:00:00,,24.4,65.3,24.1,22.8,0,15.4201,22.1263,22.7489,21.2854,20.5224,18.3995
288.28314,293.33536,294.2787,294.42783,293.673,291.5518,5.96E-08,17.08.2019 19:00:00,,20.7,80.2,19.9,22.9,0,15.13314,20.18536,21.1287,21.27783,20.523,18.4018
287.929,292.06235,292.65445,294.35052,293.673,291.5525,5.96E-08,17.08.2019 20:00:00,,18.8,82.6,18.4,22.8,0,14.779,18.91235,19.50445,21.20052,20.523,18.4025
287.46896,292.0225,291.91486,294.2396,293.67178,291.55478,5.96E-08,17.08.2019 21:00:00,,17.2,86.3,16.5,22.6,0,14.31896,18.8725,18.76486,21.0896,20.52178,18.40478
286.1362,291.8577,291.71573,294.1812,293.67026,291.55844,5.96E-08,17.08.2019 22:00:00,,16.6,87.4,16.2,22.4,0,12.9862,18.7077,18.56573,21.0312,20.52026,18.40844
286.11203,291.68686,291.5183,294.0312,293.66904,291.5605,5.96E-08,17.08.2019 23:00:00,,16,87.6,15.4,22.1,0,12.96203,18.53686,18.3683,20.8812,20.51904,18.4105
286.10342,291.73074,291.39627,293.87827,293.6654,291.56277,5.00E-05,18.08.2019 00:00:00,,15.3,88.7,14.8,21.9,0,12.95342,18.58074,18.24627,20.72827,20.5154,18.41277
286.08246,291.62,291.33643,293.73206,293.66055,291.5646,0.000349581,18.08.2019 01:00:00,,16.3,89.3,16.2,21.7,0,12.93246,18.47,18.18643,20.58206,20.51055,18.4146
286.04,291.4174,291.22705,293.5938,293.65567,291.56665,0.000149846,18.08.2019 02:00:00,,16.6,89.4,16.4,21.5,0,12.89,18.2674,18.07705,20.4438,20.50567,18.41665
286.1018,291.179,291.29727,293.4543,293.6496,291.56848,0.000299633,18.08.2019 03:00:00,,16.3,89.5,16.1,21.4,0,12.9518,18.029,18.14727,20.3043,20.4996,18.41848
286.12708,290.40842,290.80862,293.30264,293.6423,291.56985,0.00039953,18.08.2019 04:00:00,,16.5,89.3,16.5,21.2,0,12.97708,17.25842,17.65862,20.15264,20.4923,18.41985
286.76712,290.93317,290.61465,293.16147,293.63382,291.5717,0.000349581,18.08.2019 05:00:00,,16.5,89,16.4,21,0,13.61712,17.78317,17.46465,20.01147,20.48382,18.4217
287.76132,292.5891,291.46246,293.07407,293.6253,291.5733,0.000124872,18.08.2019 06:00:00,,17.5,87.5,18.1,20.9,0,14.61132,19.4391,18.31246,19.92407,20.4753,18.4233
288.07086,294.4112,292.50827,293.06775,293.61557,291.57535,0.000549316,18.08.2019 07:00:00,,20,81.6,20.7,20.8,0,14.92086,21.2612,19.35827,19.91775,20.46557,18.42535
288.70874,296.5095,294.06976,293.15726,293.60678,291.57742,0.000274658,18.08.2019 08:00:00,,23.8,71.1,24.3,20.8,0,15.55874,23.3595,20.91976,20.00726,20.45678,18.42742
289.33804,298.7442,296.00134,293.3543,293.6007,291.57947,5.96E-08,18.08.2019 09:00:00,,26.1,64.4,25.9,20.8,0,16.18804,25.5942,22.85134,20.2043,20.4507,18.42947
289.88513,300.04895,297.43335,293.62952,293.5934,291.58176,5.96E-08,18.08.2019 10:00:00,,27.5,62.1,30.4,20.8,0,16.73513,26.89895,24.28335,20.47952,20.4434,18.43176
289.49603,301.32806,298.75827,293.99673,293.59067,291.58383,5.96E-08,18.08.2019 11:00:00,,28.3,59.5,30.2,21,0,16.34603,28.17806,25.60827,20.84673,20.44067,18.43383
289.44928,302.28165,299.67572,294.4064,293.59036,291.58588,5.96E-08,18.08.2019 12:00:00,,28.9,58,29.9,21.4,0,16.29928,29.13165,26.52572,21.2564,20.44036,18.43588
289.47778,302.99347,300.28296,294.8316,293.5925,291.5877,5.96E-08,18.08.2019 13:00:00,,29.6,56.9,30.3,21.9,0,16.32778,29.84347,27.13296,21.6816,20.4425,18.4377
289.98456,303.27103,300.5644,295.24295,293.59827,291.58975,5.96E-08,18.08.2019 14:00:00,,30.6,55.9,32.6,22.4,0,16.83456,30.12103,27.4144,22.09295,20.44827,18.43975
290.01355,303.20483,300.52124,295.62152,293.60678,291.5902,5.96E-08,18.08.2019 15:00:00,,30.8,52.1,33.6,22.8,0,16.86355,30.05483,27.37124,22.47152,20.45678,18.4402
290.05655,302.61932,300.15115,295.93958,293.61618,291.5925,5.96E-08,18.08.2019 16:00:00,,30.5,53.1,30.9,23.2,0,16.90655,29.46932,27.00115,22.78958,20.46618,18.4425
290.5139,301.48135,299.50363,296.1795,293.62955,291.59457,5.96E-08,18.08.2019 17:00:00,,29.6,58.6,29.1,23.5,0,17.3639,28.33135,26.35363,23.0295,20.47955,18.44457
290.7525,299.38373,298.72604,296.3026,293.6429,291.59662,5.96E-08,18.08.2019 18:00:00,,27.9,65.6,27.2,23.7,0,17.6025,26.23373,25.57604,23.1526,20.4929,18.44662
290.89813,297.69604,297.29462,296.3106,293.65628,291.5989,5.96E-08,18.08.2019 19:00:00,,23.8,79.6,23.1,23.8,0,17.74813,24.54604,24.14462,23.1606,20.50628,18.4489
290.69446,296.7607,296.07846,296.24673,293.66904,291.60098,5.96E-08,18.08.2019 20:00:00,,22.1,81.8,21.5,23.8,0,17.54446,23.6107,22.92846,23.09673,20.51904,18.45098
290.5042,295.66934,294.90375,296.13834,293.6818,291.60303,5.96E-08,18.08.2019 21:00:00,,20.8,84.1,20.2,23.6,0,17.3542,22.51934,21.75375,22.98834,20.5318,18.45303
289.10104,294.74817,294.16187,296.11017,293.69577,291.60486,5.96E-08,18.08.2019 22:00:00,,21.1,82.8,20.4,23.5,0,15.95104,21.59817,21.01187,22.96017,20.54577,18.45486
289.1736,294.29233,293.81305,295.96143,293.70642,291.60715,5.96E-08,18.08.2019 23:00:00,,20.6,83.6,20.2,23.3,0,16.0236,21.14233,20.66305,22.81143,20.55642,18.45715
289.0602,293.64465,293.31116,295.79254,293.71643,291.6092,5.96E-08,19.08.2019 00:00:00,,20,84.6,19.8,23.1,0,15.9102,20.49465,20.16116,22.64254,20.56643,18.4592
289.14728,293.31036,293.05966,295.61188,293.72556,291.61127,5.96E-08,19.08.2019 01:00:00,,18.3,86.5,17.5,22.9,0,15.99728,20.16036,19.90966,22.46188,20.57556,18.46127
288.6679,292.62964,292.43402,295.4228,293.73254,291.6133,5.96E-08,19.08.2019 02:00:00,,17.6,88.4,17.1,22.7,0,15.5179,19.47964,19.28402,22.2728,20.58254,18.4633
288.3643,292.38177,292.20898,295.22867,293.73862,291.6154,5.00E-05,19.08.2019 03:00:00,,16.9,88.4,16.4,22.4,0,15.2143,19.23177,19.05898,22.07867,20.58862,18.4654
287.88974,292.10083,291.9396,295.03372,293.74194,291.61743,5.96E-08,19.08.2019 04:00:00,,17.2,88.8,16.9,22.2,0,14.73974,18.95083,18.7896,21.88372,20.59194,18.46743
288.16168,292.581,292.01212,294.85052,293.7456,291.61926,5.96E-08,19.08.2019 05:00:00,,15.9,88.6,15.3,22.1,0,15.01168,19.431,18.86212,21.70052,20.5956,18.46926
289.08173,295.15945,293.58456,294.7312,293.74683,291.62134,5.96E-08,19.08.2019 06:00:00,,20.1,82,19,21.8,0,15.93173,22.00945,20.43456,21.5812,20.59683,18.47134
289.15265,297.31042,294.94058,294.71228,293.74863,291.62363,0.000149846,19.08.2019 07:00:00,,23.8,75.8,23.8,21.6,0,16.00265,24.16042,21.79058,21.56228,20.59863,18.47363
289.2773,299.39117,296.6713,294.79883,293.75046,291.62546,5.96E-08,19.08.2019 08:00:00,,25.8,67.6,26,21.6,0,16.1273,26.24117,23.5213,21.64883,20.60046,18.47546
289.57666,300.9546,298.07394,294.9875,293.7538,291.6275,5.96E-08,19.08.2019 09:00:00,,27.8,63.3,28.6,21.6,0,16.42666,27.8046,24.92394,21.8375,20.6038,18.4775
290.34192,301.82648,299.60724,295.21985,293.75684,291.62933,0.000873923,19.08.2019 10:00:00,,29.3,58.8,35.1,21.8,0,17.19192,28.67648,26.45724,22.06985,20.60684,18.47933
290.42093,302.89688,300.7244,295.57364,293.7623,291.63162,0.001722813,19.08.2019 11:00:00,,30.2,55,33.2,22.1,0,17.27093,29.74688,27.5744,22.42364,20.6123,18.48162
290.23767,303.71,301.6407,295.97614,293.77112,291.63345,0.000124872,19.08.2019 12:00:00,,29.3,58.9,30.6,22.6,0,17.08767,30.56,28.4907,22.82614,20.62112,18.48345
290.28012,304.1044,302.1282,296.39127,293.78265,291.6355,5.96E-08,19.08.2019 13:00:00,,31,57.6,33.6,23.2,0,17.13012,30.9544,28.9782,23.24127,20.63265,18.4855
290.20004,304.58862,302.39642,296.79294,293.79694,291.63733,5.96E-08,19.08.2019 14:00:00,,31.6,55.3,35.4,23.7,0,17.05004,31.43862,29.24642,23.64294,20.64694,18.48733
290.0775,304.6001,302.31122,297.15808,293.81335,291.6394,5.96E-08,19.08.2019 15:00:00,,30.4,55.5,31.8,24.2,0,16.9275,31.4501,29.16122,24.00808,20.66335,18.4894
290.1721,304.1064,301.8738,297.46185,293.8343,291.6417,5.96E-08,19.08.2019 16:00:00,,30.9,53.8,32.1,24.5,0,17.0221,30.9564,28.7238,24.31185,20.6843,18.4917
290.67404,302.6774,301.06802,297.6795,293.85495,291.64352,2.50E-05,19.08.2019 17:00:00,,30.4,57.2,30.1,24.7,0,17.52404,29.5274,27.91802,24.5295,20.70495,18.49352
292.59525,298.89816,299.71658,297.77444,293.8756,291.6451,5.00E-05,19.08.2019 18:00:00,,28.5,71,27.8,24.9,0,19.44525,25.74816,26.56658,24.62444,20.7256,18.4951
292.30344,296.9525,297.66876,297.74924,293.8972,291.64786,5.96E-08,19.08.2019 19:00:00,,23.9,80.9,23.2,25,0,19.15344,23.8025,24.51876,24.59924,20.7472,18.49786
292.0745,295.77335,296.27127,297.6417,293.91815,291.6499,5.96E-08,19.08.2019 20:00:00,,22.8,82.2,22.1,24.9,0,18.9245,22.62335,23.12127,24.4917,20.76815,18.4999
291.72464,295.20877,295.435,297.48203,293.9379,291.65265,5.96E-08,19.08.2019 21:00:00,,21.7,83.3,21.1,24.8,0,18.57464,22.05877,22.285,24.33203,20.7879,18.50265
291.4855,293.91953,294.28043,297.35428,293.95734,291.6529,5.96E-08,19.08.2019 22:00:00,,21.6,82.6,20.8,24.6,0,18.3355,20.76953,21.13043,24.20428,20.80734,18.5029
291.2813,293.64062,293.8804,297.14923,293.97406,291.65472,5.96E-08,19.08.2019 23:00:00,,22.2,80.3,21.8,24.4,0,18.1313,20.49062,20.7304,23.99923,20.82406,18.50472
291.1292,293.51163,293.70947,296.93033,293.98984,291.65677,5.96E-08,20.08.2019 00:00:00,,21.2,82.1,20.6,24.2,0,17.9792,20.36163,20.55947,23.78033,20.83984,18.50677
290.93304,293.7885,293.6893,296.70975,294.0035,291.66022,5.96E-08,20.08.2019 01:00:00,,19.1,86.3,18.6,24,0,17.78304,20.6385,20.5393,23.55975,20.8535,18.51022
290.3145,292.94772,293.2749,296.48874,294.01596,291.6625,5.96E-08,20.08.2019 02:00:00,,18.3,87.9,17.9,23.8,0,17.1645,19.79772,20.1249,23.33874,20.86596,18.5125
289.984,292.8984,293.2749,296.27026,294.026,291.66455,5.96E-08,20.08.2019 03:00:00,,17.6,88.9,17.2,23.5,0,16.834,19.7484,20.1249,23.12026,20.876,18.51455
289.72766,292.4959,293.10223,296.0543,294.0354,291.66638,5.96E-08,20.08.2019 04:00:00,,17,89.4,16.7,23.3,0,16.57766,19.3459,19.95223,22.9043,20.8854,18.51638
289.9292,292.66745,292.70337,295.8463,294.0427,291.66843,5.96E-08,20.08.2019 05:00:00,,16.9,89.8,16.5,23.1,0,16.7792,19.51745,19.55337,22.6963,20.8927,18.51843
290.4682,294.19305,293.47406,295.70303,294.04785,291.67188,5.96E-08,20.08.2019 06:00:00,,18.9,89.5,18.6,22.9,0,17.3182,21.04305,20.32406,22.55303,20.89785,18.52188
291.22327,296.22583,294.8888,295.65472,294.05365,291.67346,5.96E-08,20.08.2019 07:00:00,,22.7,82.4,24.3,22.7,0,18.07327,23.07583,21.7388,22.50472,20.90365,18.52346
291.9122,298.40585,296.65402,295.71396,294.0591,291.6762,5.96E-08,20.08.2019 08:00:00,,24.6,76.2,25.3,22.6,0,18.7622,25.25585,23.50402,22.56396,20.9091,18.5262
292.12073,300.08542,298.09064,295.88412,294.0661,291.67828,5.96E-08,20.08.2019 09:00:00,,26.4,73.4,27.2,22.6,0,18.97073,26.93542,24.94064,22.73412,20.9161,18.52828
292.37973,301.71637,299.8697,295.969,294.06943,291.6815,0.001697838,20.08.2019 10:00:00,,28.1,65.9,32.5,22.7,0,19.22973,28.56637,26.7197,22.819,20.91943,18.5315
292.3975,302.6774,301.15204,296.29126,294.07764,291.68332,0.00329572,20.08.2019 11:00:00,,29.5,64.9,33.3,23,0,19.2475,29.5274,28.00204,23.14126,20.92764,18.53332
292.4319,303.529,302.17883,296.66858,294.08887,291.68698,0.000749052,20.08.2019 12:00:00,,30.5,64.6,33.1,23.4,0,19.2819,30.379,29.02883,23.51858,20.93887,18.53698
292.15942,304.16113,302.74866,297.06604,294.10254,291.68903,5.96E-08,20.08.2019 13:00:00,,31,62.9,33.1,23.9,0,19.00942,31.01113,29.59866,23.91604,20.95254,18.53903
291.90845,304.97357,303.07614,297.45596,294.11865,291.69086,5.96E-08,20.08.2019 14:00:00,,32,58.7,35.3,24.3,0,18.75845,31.82357,29.92614,24.30596,20.96865,18.54086
292.0702,305.25046,303.02606,297.81522,294.13687,291.6927,5.96E-08,20.08.2019 15:00:00,,32.5,52.8,35.2,24.6,0,18.9202,32.10046,29.87606,24.66522,20.98687,18.5427
292.47916,304.66898,302.60764,298.11563,294.15814,291.69565,5.96E-08,20.08.2019 16:00:00,,32.2,55.2,33.1,24.8,0,19.32916,31.51898,29.45764,24.96563,21.00814,18.54565
293.99786,303.4527,301.8243,298.33243,294.17972,291.6984,5.96E-08,20.08.2019 17:00:00,,31,55.1,30.6,25,0,20.84786,30.3027,28.6743,25.18243,21.02972,18.5484
292.73337,301.13153,300.3854,298.43118,294.20462,291.70023,5.96E-08,20.08.2019 18:00:00,,29.2,65.1,28,25,0,19.58337,27.98153,27.2354,25.28118,21.05462,18.55023
292.83438,298.3059,298.3243,298.40805,294.228,291.70367,5.96E-08,20.08.2019 19:00:00,,25.2,76.6,23.8,25,0,19.68438,25.1559,25.1743,25.25805,21.078,18.55367
292.31042,295.85776,296.5257,298.29672,294.24957,291.7055,5.96E-08,20.08.2019 20:00:00,,22.6,84,21.4,24.8,0,19.16042,22.70776,23.3757,25.14672,21.09957,18.5555
291.43713,295.2162,295.67673,298.1295,294.27115,291.70825,5.96E-08,20.08.2019 21:00:00,,21.4,84.6,20.2,24.6,0,18.28713,22.0662,22.52673,24.9795,21.12115,18.55825
291.64835,294.0796,294.85254,297.95007,294.2918,291.7096,5.96E-08,20.08.2019 22:00:00,,20.9,85.7,20.1,24.4,0,18.49835,20.9296,21.70254,24.80007,21.1418,18.5596
291.38394,293.7095,294.42776,297.7257,294.30972,291.71326,5.96E-08,20.08.2019 23:00:00,,20.2,87.3,19.6,24.1,0,18.23394,20.5595,21.27776,24.5757,21.15972,18.56326
291.29526,295.36478,294.30576,297.4816,294.32584,291.71533,5.96E-08,21.08.2019 00:00:00,,19.8,88.5,19.1,24,0,18.14526,22.21478,21.15576,24.3316,21.17584,18.56533
291.49463,295.8787,294.29767,297.22278,294.3404,291.71692,5.96E-08,21.08.2019 01:00:00,,19.2,89.1,18.8,23.9,0,18.34463,22.7287,21.14767,24.07278,21.1904,18.56692
291.75903,293.47516,293.8309,296.95807,294.35315,291.72012,5.96E-08,21.08.2019 02:00:00,,18.8,89.4,18.5,23.7,0,18.60903,20.32516,20.6809,23.80807,21.20315,18.57012
292.48883,294.66107,294.39725,296.70892,294.3635,291.72266,5.96E-08,21.08.2019 03:00:00,,18.8,89.7,18.4,23.5,0,19.33883,21.51107,21.24725,23.55892,21.2135,18.57266
291.7338,294.85083,294.63553,296.49338,294.3723,291.72562,0.001173496,21.08.2019 04:00:00,,19.9,89.4,19.8,23.4,0,18.5838,21.70083,21.48553,23.34338,21.2223,18.57562
289.66855,294.53207,294.87268,296.31354,294.3793,291.7277,0.001722813,21.08.2019 05:00:00,,20.6,83.5,20.4,23.2,0,16.51855,21.38207,21.72268,23.16354,21.2293,18.5777
287.72046,294.58676,295.3734,296.16437,294.3863,291.73065,2.50E-05,21.08.2019 06:00:00,,21.4,78.5,21.3,23.1,0,14.57046,21.43676,22.2234,23.01437,21.2363,18.58065
287.376,294.93457,295.9058,296.05136,294.39145,291.7334,0.00017482,21.08.2019 07:00:00,,20.2,76.7,20.4,23,0,14.226,21.78457,22.7558,22.90136,21.24145,18.5834
286.97403,295.1919,296.03818,295.9917,294.3963,291.73544,0.000449479,21.08.2019 08:00:00,,21.6,71.1,22.2,22.8,0,13.82403,22.0419,22.88818,22.8417,21.2463,18.58544
287.067,295.53967,296.4238,295.98874,294.40054,291.7391,5.96E-08,21.08.2019 09:00:00,,22.7,66.9,23.7,22.7,0,13.917,22.38967,23.2738,22.83874,21.25054,18.5891
286.75208,296.4683,297.3965,296.0089,294.40543,291.74002,5.96E-08,21.08.2019 10:00:00,,22.1,68.1,24.2,22.6,0,13.60208,23.3183,24.2465,22.8589,21.25543,18.59002
286.9606,296.78366,297.72458,296.08624,294.40814,291.74368,5.96E-08,21.08.2019 11:00:00,,24.5,61,26.5,22.6,0,13.8106,23.63366,24.57458,22.93624,21.25814,18.59368
286.91705,296.37915,297.7568,296.1753,294.4139,291.7455,0.000124872,21.08.2019 12:00:00,,23.9,59.5,25.4,22.7,0,13.76705,23.22915,24.6068,23.0253,21.2639,18.5955
286.93158,296.31903,297.96573,296.26773,294.4191,291.74826,0.000199795,21.08.2019 13:00:00,,24.5,59.1,26.1,22.8,0,13.78158,23.16903,24.81573,23.11773,21.2691,18.59826
286.93158,296.05295,297.8955,296.35388,294.42667,291.751,5.96E-08,21.08.2019 14:00:00,,23.9,59.4,25.5,22.9,0,13.78158,22.90295,24.7455,23.20388,21.27667,18.601
286.55646,295.383,297.48688,296.41144,294.43427,291.75284,0.000948787,21.08.2019 15:00:00,,22.3,67.8,23.1,23.1,0,13.40646,22.233,24.33688,23.26144,21.28427,18.60284
286.30548,295.02304,296.95563,296.42825,294.44003,291.75558,5.96E-08,21.08.2019 16:00:00,,23,62.2,23.8,23.1,0,13.15548,21.87304,23.80563,23.27825,21.29003,18.60558
285.9734,294.18088,296.0986,296.39252,294.44763,291.75854,5.96E-08,21.08.2019 17:00:00,,21.4,68.3,21.6,23.1,0,12.8234,21.03088,22.9486,23.24252,21.29763,18.60854
285.623,293.5373,294.89166,296.29547,294.4537,291.76108,5.96E-08,21.08.2019 18:00:00,,20.3,70,20.2,23.1,0,12.473,20.3873,21.74166,23.14547,21.3037,18.61108
285.57355,292.84845,293.73477,296.1505,294.46008,291.76337,5.96E-08,21.08.2019 19:00:00,,19.2,73.1,18.9,23,0,12.42355,19.69845,20.58477,23.0005,21.31008,18.61337
285.65524,292.25684,293.03662,295.97574,294.46466,291.76657,5.96E-08,21.08.2019 20:00:00,,18.7,73.9,18.4,22.8,0,12.50524,19.10684,19.88662,22.82574,21.31466,18.61657
285.5945,291.75168,292.58884,295.7833,294.46738,291.7684,5.96E-08,21.08.2019 21:00:00,,18,76.4,17.6,22.6,0,12.4445,18.60168,19.43884,22.6333,21.31738,18.6184
285.5053,291.11346,292.4018,295.4295,294.46616,291.7702,5.96E-08,21.08.2019 22:00:00,,17,79.7,16.6,22.5,0,12.3553,17.96346,19.2518,22.2795,21.31616,18.6202
285.68265,290.7873,292.053,295.1816,294.46527,291.77386,5.96E-08,21.08.2019 23:00:00,,16.4,80.9,16.1,22.2,0,12.53265,17.6373,18.903,22.0316,21.31527,18.62386
285.8428,290.453,291.68463,294.9333,294.46222,291.7757,5.96E-08,22.08.2019 00:00:00,,16.1,81.4,15.7,22.1,0,12.6928,17.303,18.53463,21.7833,21.31222,18.6257
285.92285,290.07278,291.3537,294.6854,294.45706,291.7796,2.50E-05,22.08.2019 01:00:00,,15.9,81.9,15.6,21.9,0,12.77285,16.92278,18.2037,21.5354,21.30706,18.6296
285.8761,289.74725,291.0072,294.43875,294.4522,291.7812,0.001997411,22.08.2019 02:00:00,,15.9,81.9,15.8,21.7,0,12.7261,16.59725,17.8572,21.28875,21.3022,18.6312
285.8213,289.8391,291.0498,294.2001,294.4446,291.78372,0.002322018,22.08.2019 03:00:00,,16.7,80.6,16.5,21.5,0,12.6713,16.6891,17.8998,21.0501,21.2946,18.63372
286.0056,289.5737,290.82764,293.96735,294.43457,291.78668,0.001672864,22.08.2019 04:00:00,,16.5,81.5,16.3,21.4,0,12.8556,16.4237,17.67764,20.81735,21.28457,18.63668
286.25928,289.66284,290.6826,293.75052,294.42426,291.7885,0.000749052,22.08.2019 05:00:00,,16.3,82.5,16.1,21.2,0,13.10928,16.51284,17.5326,20.60052,21.27426,18.6385
286.3614,290.39896,291.24664,293.57742,294.41272,291.79102,0.000624239,22.08.2019 06:00:00,,16.9,80.8,17.1,21.1,0,13.2114,17.24896,18.09664,20.42742,21.26272,18.64102
286.7542,291.38428,292.04953,293.46985,294.39905,291.7933,0.00017482,22.08.2019 07:00:00,,17.5,80,18.1,21.1,0,13.6042,18.23428,18.89953,20.31985,21.24905,18.6433
287.28357,292.83765,293.2018,293.43332,294.38568,291.7963,5.96E-08,22.08.2019 08:00:00,,18.7,76.7,19.2,21,0,14.13357,19.68765,20.0518,20.28332,21.23568,18.6463
287.55118,294.07892,294.11752,293.48288,294.37292,291.79813,5.96E-08,22.08.2019 09:00:00,,21.3,71.1,23.3,21,0,14.40118,20.92892,20.96752,20.33288,21.22292,18.64813
287.33676,296.0381,295.24966,293.53372,294.35925,291.7997,0.001597941,22.08.2019 10:00:00,,22.4,68.9,25.1,21.1,0,14.18676,22.8881,22.09966,20.38372,21.20925,18.6497
287.6705,297.31314,296.54584,293.74634,294.3477,291.80362,0.002147257,22.08.2019 11:00:00,,23.3,70.8,26.3,21.2,0,14.5205,24.16314,23.39584,20.59634,21.1977,18.65362
288.01282,297.36447,297.1876,294.00684,294.3392,291.80545,0.003645301,22.08.2019 12:00:00,,24.5,64,27.6,21.5,0,14.86282,24.21447,24.0376,20.85684,21.1892,18.65545
288.34225,297.52588,297.66586,294.28415,294.33038,291.80704,0.004643977,22.08.2019 13:00:00,,25.8,63.9,28.8,21.9,0,15.19225,24.37588,24.51586,21.13415,21.18038,18.65704
288.65555,297.2017,297.44772,294.53372,294.32462,291.8107,0.004019797,22.08.2019 14:00:00,,25.5,62.9,27.6,22.3,0,15.50555,24.0517,24.29772,21.38372,21.17462,18.6607
288.97314,296.4973,297.06958,294.735,294.32126,291.81253,0.002696514,22.08.2019 15:00:00,,23.9,70.6,24.5,22.7,0,15.82314,23.3473,23.91958,21.585,21.17126,18.66253
288.84848,295.93408,296.6995,294.8896,294.31946,291.81573,0.001622915,22.08.2019 16:00:00,,22.5,78.2,22.3,22.9,0,15.69848,22.78408,23.5495,21.7396,21.16946,18.66573
288.8275,294.97104,295.98697,294.9871,294.31702,291.81802,0.000649214,22.08.2019 17:00:00,,22.8,76,22.8,23,0,15.6775,21.82104,22.83697,21.8371,21.16702,18.66802
288.8071,293.9837,294.9734,295.0186,294.31488,291.81985,0.000973761,22.08.2019 18:00:00,,21.7,79.3,21.6,23,0,15.6571,20.8337,21.8234,21.8686,21.16488,18.66985
288.935,293.1044,294.01508,294.9858,294.31427,291.8228,0.002022386,22.08.2019 19:00:00,,20.6,81.3,20.3,23,0,15.785,19.9544,20.86508,21.8358,21.16427,18.6728
289.00378,292.66473,293.44528,294.91312,294.31247,291.8251,0.000324607,22.08.2019 20:00:00,,20.3,81.5,20,22.9,0,15.85378,19.51473,20.29528,21.76312,21.16247,18.6751
289.12955,292.52563,293.32556,294.8127,294.30942,291.82693,0.000224769,22.08.2019 21:00:00,,19.6,82.7,19.4,22.8,0,15.97955,19.37563,20.17556,21.6627,21.15942,18.67693
289.18973,292.3669,293.1201,294.67572,294.30487,291.82855,0.000549316,22.08.2019 22:00:00,,19.8,81.2,19.7,22.7,0,16.03973,19.2169,19.9701,21.52572,21.15487,18.67855
289.39017,292.1866,292.94223,294.55682,294.3012,291.83218,0.000199795,22.08.2019 23:00:00,,18.1,86.3,17.8,22.5,0.1,16.24017,19.0366,19.79223,21.40682,21.1512,18.68218
289.5573,292.00223,292.86798,294.43204,294.29544,291.83426,0.000149846,23.08.2019 00:00:00,,18.2,85.9,17.9,22.4,0,16.4073,18.85223,19.71798,21.28204,21.14544,18.68426
289.69702,291.80435,292.6746,294.30347,294.28937,291.83585,0.000449479,23.08.2019 01:00:00,,18.1,85.5,17.9,22.2,0,16.54702,18.65435,19.5246,21.15347,21.13937,18.68585
289.6965,291.50787,292.36093,294.17236,294.2836,291.8395,0.000349581,23.08.2019 02:00:00,,18,87,17.9,22.1,0,16.5465,18.35787,19.21093,21.02236,21.1336,18.6895
289.7728,291.4086,292.19342,294.04465,294.2763,291.84134,2.50E-05,23.08.2019 03:00:00,,18.6,84.9,18.4,21.9,0,16.6228,18.2586,19.04342,20.89465,21.1263,18.69134
289.72174,291.10336,291.92636,293.91522,294.2684,291.84296,5.96E-08,23.08.2019 04:00:00,,18.1,86.1,17.8,21.9,0,16.57174,17.95336,18.77636,20.76522,21.1184,18.69296
289.87814,291.42548,291.8999,293.7921,294.2593,291.84662,5.96E-08,23.08.2019 05:00:00,,17.8,87.1,17.6,21.8,0,16.72814,18.27548,18.7499,20.6421,21.1093,18.69662
290.25647,292.53506,292.50998,293.70935,294.24866,291.84912,5.96E-08,23.08.2019 06:00:00,,18.6,85.5,18.7,21.6,0,17.10647,19.38506,19.35998,20.55935,21.09866,18.69912
290.65952,294.04584,293.49997,293.6896,294.23895,291.8507,0.000324607,23.08.2019 07:00:00,,19.4,84.5,19.9,21.6,0,17.50952,20.89584,20.34997,20.5396,21.08895,18.7007
290.7165,295.5802,294.6925,293.7392,294.22922,291.85254,5.96E-08,23.08.2019 08:00:00,,21,81.7,22.2,21.5,0,17.5665,22.4302,21.5425,20.5892,21.07922,18.70254
290.8256,296.74924,295.6675,293.8564,294.2213,291.85574,0.00017482,23.08.2019 09:00:00,,22.3,79.7,23.6,21.5,0,17.6756,23.59924,22.5175,20.7064,21.0713,18.70574
292.2916,296.49936,295.45743,293.81146,294.2107,291.85782,0.000149846,23.08.2019 10:00:00,,25.6,74.9,29.4,21.6,0,19.1416,23.34936,22.30743,20.66146,21.0607,18.70782
292.4281,297.24966,295.37915,293.90976,294.20248,291.86148,5.96E-08,23.08.2019 11:00:00,,26,72.4,29.1,21.8,0,19.2781,24.09966,22.22915,20.75976,21.05248,18.71148
291.73486,298.38693,295.73312,294.03583,294.1952,291.8633,5.96E-08,23.08.2019 12:00:00,,26.7,69.7,29.1,22.1,0,18.58486,25.23693,22.58312,20.88583,21.0452,18.7133
