d2m,t2m,stl1,stl2,stl3,stl4,tcrw,date_full,,air-temp-1.8m-2m,air-hum,air-temp-1m,soil-temp,rain,dew2m,temp2m,soil1,soil2,soil3,soil4
268.45087,270.25684,271.88647,273.83218,276.3219,279.81854,5.96E-08,23.01.2019 09:00:00,,-4.1,89,-3.4,0.9,0,-4.69913,-2.89316,-1.26353,0.68218,3.1719,6.66854
268.6857,270.7674,271.9446,273.81412,276.31158,279.81464,5.96E-08,23.01.2019 10:00:00,,-3.6,88.1,-2.6,0.9,0,-4.4643,-2.3826,-1.2054,0.66412,3.16158,6.66464
268.88187,270.9612,271.71323,273.8028,276.30246,279.81097,5.96E-08,23.01.2019 11:00:00,,-3.1,87,-1.9,0.9,0,-4.26813,-2.1888,-1.43677,0.6528,3.15246,6.66097
268.89478,270.97067,271.67065,273.79227,276.29337,279.80777,5.96E-08,23.01.2019 12:00:00,,-2.6,86.2,-1.1,0.9,0,-4.25522,-2.17933,-1.47935,0.64227,3.14337,6.65777
268.92325,271.08008,271.76505,273.7822,276.28424,279.8041,5.96E-08,23.01.2019 13:00:00,,-1.8,85,-0.2,0.9,0,-4.22675,-2.06992,-1.38495,0.6322,3.13424,6.6541
268.89798,271.12262,271.91583,273.7738,276.27573,279.80048,5.96E-08,23.01.2019 14:00:00,,-2.1,85.6,-0.8,0.9,0,-4.25202,-2.02738,-1.23417,0.6238,3.12573,6.65048
268.90283,270.9315,271.94116,273.76624,276.26572,279.7968,5.96E-08,23.01.2019 15:00:00,,-2.3,85.8,-1.6,0.9,0,-4.24717,-2.2185,-1.20884,0.61624,3.11572,6.6468
268.88562,270.63705,272.06088,273.75867,276.2566,279.79337,5.96E-08,23.01.2019 16:00:00,,-2.5,86.3,-1.9,0.9,0,-4.26438,-2.51295,-1.08912,0.60867,3.1066,6.64337
268.71204,270.46753,272.34518,273.75027,276.24747,279.79016,5.96E-08,23.01.2019 17:00:00,,-2.7,87.3,-2.4,0.9,0,-4.43796,-2.68247,-0.80482,0.60027,3.09747,6.64016
268.96088,270.71335,272.32794,273.74353,276.23898,279.7865,5.96E-08,23.01.2019 18:00:00,,-2.8,87.9,-2.4,0.9,0,-4.18912,-2.43665,-0.82206,0.59353,3.08898,6.6365
268.73624,270.36826,272.51785,273.73557,276.22986,279.78375,5.96E-08,23.01.2019 19:00:00,,-2.8,88.5,-2.5,0.9,0,-4.41376,-2.78174,-0.63215,0.58557,3.07986,6.63375
269.05975,270.66946,272.51672,273.72757,276.22104,279.78012,5.96E-08,23.01.2019 20:00:00,,-2.9,88.8,-2.5,0.9,0,-4.09025,-2.48054,-0.63328,0.57757,3.07104,6.63012
269.35638,270.98822,272.5472,273.72128,276.21133,279.77646,5.96E-08,23.01.2019 21:00:00,,-2.8,88.7,-2.5,0.9,0,-3.79362,-2.16178,-0.6028,0.57128,3.06133,6.62646
269.71378,271.30835,272.83212,273.71036,276.2025,279.7721,5.96E-08,23.01.2019 22:00:00,,-2.8,88.5,-2.4,0.9,0,-3.43622,-1.84165,-0.31788,0.56036,3.0525,6.6221
269.90936,271.34482,272.8511,273.7011,276.19373,279.76843,5.96E-08,23.01.2019 23:00:00,,-2.8,88.7,-2.4,0.9,0,-3.24064,-1.80518,-0.2989,0.5511,3.04373,6.61843
269.9744,271.1942,272.72794,273.6923,276.1852,279.76456,5.96E-08,24.01.2019 00:00:00,,-3,89.2,-2.6,0.9,0,-3.1756,-1.9558,-0.42206,0.5423,3.0352,6.61456
270.06253,271.21582,272.74924,273.68472,276.1761,279.7609,5.96E-08,24.01.2019 01:00:00,,-3.1,89.5,-2.8,0.9,0,-3.08747,-1.93418,-0.40076,0.53472,3.0261,6.6109
270.23718,271.23944,272.66635,273.6763,276.16757,279.75723,5.96E-08,24.01.2019 02:00:00,,-3.2,89.8,-2.8,0.9,0,-2.91282,-1.91056,-0.48365,0.5263,3.01757,6.60723
270.30328,271.2597,272.61224,273.6679,276.15878,279.75336,5.96E-08,24.01.2019 03:00:00,,-3.2,89.4,-2.8,0.9,0,-2.84672,-1.8903,-0.53776,0.5179,3.00878,6.60336
270.38498,271.2239,272.52765,273.6599,276.14996,279.7497,5.96E-08,24.01.2019 04:00:00,,-3.1,89.2,-2.7,0.9,0,-2.76502,-1.9261,-0.62235,0.5099,2.99996,6.5997
270.55426,271.40424,272.66003,273.65195,276.14087,279.74603,5.96E-08,24.01.2019 05:00:00,,-3,88.9,-2.6,0.9,0,-2.59574,-1.74576,-0.48997,0.50195,2.99087,6.59603
270.56876,271.5285,272.6514,273.64313,276.13174,279.74304,5.96E-08,24.01.2019 06:00:00,,-2.9,89.5,-2.6,0.9,0,-2.58124,-1.6215,-0.4986,0.49313,2.98174,6.59304
270.71494,271.58456,272.6468,273.63556,276.122,279.7394,5.96E-08,24.01.2019 07:00:00,,-2.7,89.4,-2.4,0.9,0,-2.43506,-1.56544,-0.5032,0.48556,2.972,6.5894
270.76437,271.82498,272.55872,273.62756,276.11353,279.73575,5.96E-08,24.01.2019 08:00:00,,-2.4,89.5,-2,0.9,0,-2.38563,-1.32502,-0.59128,0.47756,2.96353,6.58575
270.88315,272.15994,272.3688,273.62,276.1044,279.73184,5.96E-08,24.01.2019 09:00:00,,-1.7,88.2,-1.1,0.8,0,-2.26685,-0.99006,-0.7812,0.47,2.9544,6.58184
270.73752,272.4078,272.1829,273.63303,276.0968,279.72818,5.96E-08,24.01.2019 10:00:00,,-0.8,86.3,0,0.8,0,-2.41248,-0.7422,-0.9671,0.48303,2.9468,6.57818
270.6897,272.97778,272.00735,273.63135,276.0889,279.7243,5.96E-08,24.01.2019 11:00:00,,-0.4,86,0.4,0.8,0,-2.4603,-0.17222,-1.14265,0.48135,2.9389,6.5743
270.50806,273.5532,272.15353,273.62967,276.0804,279.72064,5.96E-08,24.01.2019 12:00:00,,0.3,84.7,1.1,0.9,0,-2.64194,0.4032,-0.99647,0.47967,2.9304,6.57064
270.20172,273.47687,272.24274,273.62967,276.0722,279.71744,5.96E-08,24.01.2019 13:00:00,,1,82.3,1.9,0.8,0,-2.94828,0.32687,-0.90726,0.47967,2.9222,6.56744
269.796,273.5302,272.55817,273.62924,276.0634,279.71378,5.96E-08,24.01.2019 14:00:00,,0.9,81.5,1.7,0.9,0,-3.354,0.3802,-0.59183,0.47924,2.9134,6.56378
269.2559,273.17972,272.8845,273.63177,276.05518,279.7099,5.96E-08,24.01.2019 15:00:00,,0.6,81.1,1.2,0.9,0.1,-3.8941,0.02972,-0.2655,0.48177,2.90518,6.5599
268.98773,272.77585,273.19415,273.63345,276.04608,279.70624,5.96E-08,24.01.2019 16:00:00,,-0.2,82,0.1,0.8,0,-4.16227,-0.37415,0.04415,0.48345,2.89608,6.55624
268.54007,272.15186,273.1458,273.63345,276.03848,279.70233,5.96E-08,24.01.2019 17:00:00,,-0.9,83.1,-0.7,0.9,0,-4.60993,-0.99814,-0.0042,0.48345,2.88848,6.55233
268.44064,271.7534,273.2615,273.6347,276.03058,279.6987,5.96E-08,24.01.2019 18:00:00,,-1.4,84,-1.2,0.8,0,-4.70936,-1.3966,0.1115,0.4847,2.88058,6.5487
268.1252,271.55823,273.3035,273.63513,276.02298,279.6948,5.96E-08,24.01.2019 19:00:00,,-1.4,83.8,-1.1,0.9,0,-5.0248,-1.59177,0.1535,0.48513,2.87298,6.5448
267.71463,270.92136,273.273,273.63388,276.01477,279.6925,5.96E-08,24.01.2019 20:00:00,,-1.3,83.2,-1.1,0.8,0,-5.43537,-2.22864,0.123,0.48388,2.86477,6.5425
267.29816,270.7154,273.33057,273.63263,276.0072,279.68954,5.96E-08,24.01.2019 21:00:00,,-2.3,84.6,-2.3,0.8,0,-5.85184,-2.4346,0.18057,0.48263,2.8572,6.53954
267.34274,270.56613,273.42957,273.6406,275.999,279.6836,5.96E-08,24.01.2019 22:00:00,,-3,84.8,-3.4,0.9,0,-5.80726,-2.58387,0.27957,0.4906,2.849,6.5336
267.18958,270.20752,273.39676,273.63892,275.9923,279.67972,5.96E-08,24.01.2019 23:00:00,,-5.7,88.4,-6,0.8,0,-5.96042,-2.94248,0.24676,0.48892,2.8423,6.52972
267.36584,270.17783,273.54526,273.6368,275.9841,279.67606,5.96E-08,25.01.2019 00:00:00,,-6.5,89.3,-6.9,0.8,0,-5.78416,-2.97217,0.39526,0.4868,2.8341,6.52606
267.24548,269.99075,273.40826,273.63345,275.9762,279.67377,5.96E-08,25.01.2019 01:00:00,,-4.5,86.7,-4.6,0.8,0,-5.90452,-3.15925,0.25826,0.48345,2.8262,6.52377
266.68658,269.12833,272.69342,273.62842,275.9686,279.66986,5.96E-08,25.01.2019 02:00:00,,-6.8,87.2,-7.4,0.8,0,-6.46342,-4.02167,-0.45658,0.47842,2.8186,6.51986
266.63016,269.0824,272.4413,273.6221,275.9616,279.6662,5.96E-08,25.01.2019 03:00:00,,-7,87.5,-7.4,0.8,0,-6.51984,-4.0676,-0.7087,0.4721,2.8116,6.5162
266.32224,268.78864,272.07526,273.6158,275.95374,279.66232,5.96E-08,25.01.2019 04:00:00,,-6.5,87.8,-6.9,0.8,0,-6.82776,-4.36136,-1.07474,0.4658,2.80374,6.51232
266.28674,268.82037,272.06952,273.60907,275.94644,279.65866,5.96E-08,25.01.2019 05:00:00,,-6.6,87.4,-6.9,0.8,0,-6.86326,-4.32963,-1.08048,0.45907,2.79644,6.50866
266.12982,268.64478,271.88992,273.60068,275.93945,279.6548,5.96E-08,25.01.2019 06:00:00,,-7.3,88.6,-7.4,0.7,0,-7.02018,-4.50522,-1.26008,0.45068,2.78945,6.5048
266.18088,268.97974,272.0229,273.59186,275.93124,279.65112,5.96E-08,25.01.2019 07:00:00,,-5.9,88.8,-5.6,0.8,0,-6.96912,-4.17026,-1.1271,0.44186,2.78124,6.50112
266.60007,269.98196,272.08676,273.5826,275.92365,279.64722,5.96E-08,25.01.2019 08:00:00,,-5.2,88.3,-4.7,0.7,0,-6.54993,-3.16804,-1.06324,0.4326,2.77365,6.49722
266.87573,270.55194,271.8462,273.57465,275.91635,279.644,5.96E-08,25.01.2019 09:00:00,,-3.4,85.4,-2.7,0.7,0,-6.27427,-2.59806,-1.3038,0.42465,2.76635,6.494
267.332,271.47583,271.19754,273.5612,275.91028,279.63968,5.96E-08,25.01.2019 10:00:00,,-2,81.6,-0.2,0.7,0,-5.818,-1.67417,-1.95246,0.4112,2.76028,6.48968
267.97043,272.34296,271.37308,273.55194,275.90268,279.6358,5.96E-08,25.01.2019 11:00:00,,-0.6,78.9,1.1,0.7,0,-5.17957,-0.80704,-1.77692,0.40194,2.75268,6.4858
267.8882,273.1088,271.65222,273.54437,275.8936,279.63214,5.96E-08,25.01.2019 12:00:00,,0.8,68.5,2,0.7,0,-5.2618,-0.0412,-1.49778,0.39437,2.7436,6.48214
267.39325,273.8706,271.92505,273.53766,275.8863,279.62823,5.96E-08,25.01.2019 13:00:00,,1.3,66,2.4,0.7,0,-5.75675,0.7206,-1.22495,0.38766,2.7363,6.47823
267.1541,274.00702,272.34866,273.53177,275.8793,279.62503,5.96E-08,25.01.2019 14:00:00,,1.2,64.9,2.2,0.7,0.4,-5.9959,0.85702,-0.80134,0.38177,2.7293,6.47503
266.6565,273.49442,272.73715,273.52673,275.8717,279.6214,5.96E-08,25.01.2019 15:00:00,,0.9,62.9,1.4,0.7,0.1,-6.4935,0.34442,-0.41285,0.37673,2.7217,6.4714
266.32492,272.55704,272.81888,273.52213,275.8641,279.6175,5.96E-08,25.01.2019 16:00:00,,-0.1,65.3,0.2,0.7,0,-6.82508,-0.59296,-0.33112,0.37213,2.7141,6.4675
265.94928,271.89453,272.6071,273.51706,275.85773,279.61362,5.96E-08,25.01.2019 17:00:00,,-0.7,67.6,-0.6,0.7,0,-7.20072,-1.25547,-0.5429,0.36706,2.70773,6.46362
265.85468,271.5035,272.39468,273.51202,275.84982,279.60995,5.96E-08,25.01.2019 18:00:00,,-1.2,68.9,-1,0.7,0,-7.29532,-1.6465,-0.75532,0.36202,2.69982,6.45995
265.59296,271.07803,272.1397,273.50613,275.84222,279.60605,5.96E-08,25.01.2019 19:00:00,,-1.6,69.6,-1.4,0.7,0,-7.55704,-2.07197,-1.0103,0.35613,2.69222,6.45605
265.34146,270.88828,272.09253,273.49942,275.83435,279.60193,5.96E-08,25.01.2019 20:00:00,,-1.5,66.5,-1.4,0.6,0,-7.80854,-2.26172,-1.05747,0.34942,2.68435,6.45193
265.2512,270.67215,271.9993,273.4944,275.82706,279.5983,5.96E-08,25.01.2019 21:00:00,,-2.2,69.3,-2.1,0.6,0,-7.8988,-2.47785,-1.1507,0.3444,2.67706,6.4483
264.9341,269.55176,271.4778,273.49396,275.82068,279.5944,5.96E-08,25.01.2019 22:00:00,,-3,72.6,-3,0.6,0,-8.2159,-3.59824,-1.6722,0.34396,2.67068,6.4444
264.63208,268.85345,270.9978,273.48807,275.814,279.5905,5.96E-08,25.01.2019 23:00:00,,-3.4,75,-3.4,0.6,0,-8.51792,-4.29655,-2.1522,0.33807,2.664,6.4405
264.6536,268.8035,271.1365,273.4826,275.8058,279.58685,5.96E-08,26.01.2019 00:00:00,,-4.5,78.5,-5,0.6,0,-8.4964,-4.3465,-2.0135,0.3326,2.6558,6.43685
264.54825,268.37463,271.0456,273.4759,275.7994,279.58295,5.96E-08,26.01.2019 01:00:00,,-6.9,84.5,-7.2,0.6,0,-8.60175,-4.77537,-2.1044,0.3259,2.6494,6.43295
263.81525,266.72208,270.1149,273.46918,275.7921,279.57977,5.96E-08,26.01.2019 02:00:00,,-6.9,84.4,-7.2,0.6,0,-9.33475,-6.42792,-3.0351,0.31918,2.6421,6.42977
261.7124,263.98828,269.85876,273.4616,275.78452,279.57587,5.96E-08,26.01.2019 03:00:00,,-8.1,86.5,-8.1,0.6,0,-11.4376,-9.16172,-3.29124,0.3116,2.63452,6.42587
261.96927,264.68726,269.5923,273.45322,275.77814,279.572,5.96E-08,26.01.2019 04:00:00,,-8.3,87.5,-8.2,0.6,0,-11.18073,-8.46274,-3.5577,0.30322,2.62814,6.422
263.5901,266.94156,269.67575,273.44647,275.77023,279.56833,5.96E-08,26.01.2019 05:00:00,,-7.8,85.7,-8,0.6,0,-9.5599,-6.20844,-3.47425,0.29647,2.62023,6.41833
263.76474,266.6316,269.50998,273.43723,275.76355,279.56442,5.96E-08,26.01.2019 06:00:00,,-7.9,86.4,-8.1,0.6,0,-9.38526,-6.5184,-3.64002,0.28723,2.61355,6.41442
263.9399,266.9625,269.96985,273.4263,275.75656,279.56055,5.96E-08,26.01.2019 07:00:00,,-9.8,88,-9.8,0.6,0,-9.2101,-6.1875,-3.18015,0.2763,2.60656,6.41055
263.40414,265.8853,270.77448,273.41623,275.74988,279.55667,5.96E-08,26.01.2019 08:00:00,,-8.1,87.6,-7.7,0.6,0,-9.74586,-7.2647,-2.37552,0.26623,2.59988,6.40667
265.26892,268.9676,269.929,273.40698,275.74197,279.553,5.96E-08,26.01.2019 09:00:00,,-6,85.5,-4.8,0.6,0,-7.88108,-4.1824,-3.221,0.25698,2.59197,6.403
266.3926,270.22913,269.23026,273.35153,275.7338,279.5491,5.96E-08,26.01.2019 10:00:00,,-3.1,79.3,-1.4,0.6,0,-6.7574,-2.92087,-3.91974,0.20153,2.5838,6.3991
266.7962,271.30698,269.62106,273.33893,275.7262,279.54523,5.96E-08,26.01.2019 11:00:00,,-1.3,72.5,-0.6,0.6,0,-6.3538,-1.84302,-3.52894,0.18893,2.5762,6.39523
266.80695,271.94452,269.9785,273.32758,275.7192,279.54132,5.96E-08,26.01.2019 12:00:00,,-0.6,70.5,0.4,0.6,0,-6.34305,-1.20548,-3.1715,0.17758,2.5692,6.39132
266.92303,272.5307,270.49707,273.3179,275.7116,279.53745,5.96E-08,26.01.2019 13:00:00,,0.2,68.5,1.4,0.6,0,-6.22697,-0.6193,-2.65293,0.1679,2.5616,6.38745
266.91928,272.9717,271.00586,273.3095,275.7043,279.53424,5.96E-08,26.01.2019 14:00:00,,0.4,68.8,1.9,0.6,0,-6.23072,-0.1783,-2.14414,0.1595,2.5543,6.38424
267.08102,272.63742,271.445,273.30112,275.6961,279.53036,5.96E-08,26.01.2019 15:00:00,,0.7,69,1.4,0.6,0,-6.06898,-0.51258,-1.705,0.15112,2.5461,6.38036
266.8521,271.83917,271.6758,273.29312,275.68912,279.52646,5.96E-08,26.01.2019 16:00:00,,-0.7,73.7,-0.4,0.6,0,-6.2979,-1.31083,-1.4742,0.14312,2.53912,6.37646
267.0832,271.4083,271.6292,273.28598,275.68124,279.52234,5.96E-08,26.01.2019 17:00:00,,-2.6,80.5,-2.6,0.5,0,-6.0668,-1.7417,-1.5208,0.13598,2.53124,6.37234
267.239,271.31104,271.5308,273.2784,275.67426,279.51846,5.96E-08,26.01.2019 18:00:00,,-2.4,83,-2.2,0.6,0,-5.911,-1.83896,-1.6192,0.1284,2.52426,6.36846
267.3051,271.30157,271.41162,273.27127,275.66635,279.5146,5.96E-08,26.01.2019 19:00:00,,-1.9,81.3,-1.6,0.5,0,-5.8449,-1.84843,-1.73838,0.12127,2.51635,6.3646
267.47226,271.25903,271.49164,273.2637,275.65784,279.51093,0.000149846,26.01.2019 20:00:00,,-1.8,84.1,-1.6,0.6,0,-5.67774,-1.89097,-1.65836,0.1137,2.50784,6.36093
267.28256,270.95108,271.2102,273.25613,275.65115,279.50702,5.00E-05,26.01.2019 21:00:00,,-1.6,82.9,-1.3,0.5,0,-5.86744,-2.19892,-1.9398,0.10613,2.50115,6.35702
267.0907,269.9293,270.6237,273.25153,275.64417,279.50314,5.96E-08,26.01.2019 22:00:00,,-1.8,84.6,-1.7,0.5,0,-6.0593,-3.2207,-2.5263,0.10153,2.49417,6.35314
266.53342,269.18167,271.0594,273.2452,275.63538,279.49927,5.96E-08,26.01.2019 23:00:00,,-3.3,85.1,-3.5,0.5,0,-6.61658,-3.96833,-2.0906,0.0952,2.48538,6.34927
265.24527,268.1457,271.46402,273.23892,275.62897,279.49536,5.96E-08,27.01.2019 00:00:00,,-3.7,84.6,-3.8,0.5,0,-7.90473,-5.0043,-1.68598,0.08892,2.47897,6.34536
264.8476,267.49063,271.84503,273.2326,275.6217,279.4915,5.96E-08,27.01.2019 01:00:00,,-3.9,84.7,-4.1,0.5,0,-8.3024,-5.65937,-1.30497,0.0826,2.4717,6.3415
264.37576,266.4418,271.25565,273.22507,275.6132,279.48758,5.96E-08,27.01.2019 02:00:00,,-4.3,85.9,-4.4,0.5,0,-8.77424,-6.7082,-1.89435,0.07507,2.4632,6.33758
264.32092,266.28445,271.4076,273.21793,275.6065,279.48416,5.96E-08,27.01.2019 03:00:00,,-5.1,87.2,-5.1,0.5,0,-8.82908,-6.86555,-1.7424,0.06793,2.4565,6.33416
264.2699,266.16763,271.24356,273.21118,275.59952,279.48026,5.96E-08,27.01.2019 04:00:00,,-5.7,87.8,-5.9,0.5,0,-8.8801,-6.98237,-1.90644,0.06118,2.44952,6.33026
263.66263,265.22485,270.87695,273.20322,275.591,279.47638,5.96E-08,27.01.2019 05:00:00,,-6.4,88.3,-6.6,0.4,0,-9.48737,-7.92515,-2.27305,0.05322,2.441,6.32638
263.67444,265.16812,270.82455,273.19522,275.58432,279.4725,5.96E-08,27.01.2019 06:00:00,,-6.6,88.5,-6.5,0.4,0,-9.47556,-7.98188,-2.32545,0.04522,2.43432,6.3225
264.20807,265.8151,270.3503,273.18683,275.57703,279.4686,5.96E-08,27.01.2019 07:00:00,,-6.7,88.7,-6.9,0.4,0,-8.94193,-7.3349,-2.7997,0.03683,2.42703,6.3186
266.72043,268.80753,270.33533,273.178,275.56912,279.46448,5.96E-08,27.01.2019 08:00:00,,-4.9,87.8,-4.3,0.4,0,-6.42957,-4.34247,-2.81467,0.028,2.41912,6.31448
268.0462,271.59943,269.6844,273.17044,275.56155,279.4606,5.96E-08,27.01.2019 09:00:00,,-1.7,83.7,-0.4,0.4,0,-5.1038,-1.55057,-3.4656,0.02044,2.41155,6.3106
268.37885,273.30194,268.96606,273.1553,275.55518,279.45673,5.96E-08,27.01.2019 10:00:00,,1.9,75.2,4.4,0.5,0,-4.77115,0.15194,-4.18394,0.0053,2.40518,6.30673
268.80396,274.73706,269.12897,273.1486,275.54727,279.4526,5.96E-08,27.01.2019 11:00:00,,3.5,70.9,5.2,0.5,0,-4.34604,1.58706,-4.02103,-0.0014,2.39727,6.3026
269.36554,275.6454,269.51633,273.14313,275.53906,279.4487,5.96E-08,27.01.2019 12:00:00,,4.7,65.3,6,0.4,0,-3.78446,2.4954,-3.63367,-0.00687,2.38906,6.2987
269.4397,276.43622,270.01532,273.1385,275.53116,279.44482,5.96E-08,27.01.2019 13:00:00,,4,66.9,4.7,0.4,0.1,-3.7103,3.28622,-3.13468,-0.0115,2.38116,6.29482
269.19516,276.05194,270.55405,273.13556,275.52417,279.44092,5.96E-08,27.01.2019 14:00:00,,3.7,66.4,4.1,0.5,0,-3.95484,2.90194,-2.59595,-0.01444,2.37417,6.29092
269.3811,275.47318,271.00702,273.13303,275.5178,279.4375,5.96E-08,27.01.2019 15:00:00,,2.3,77.7,2.6,0.5,0,-3.7689,2.32318,-2.14298,-0.01697,2.3678,6.2875
269.71484,274.9579,271.3109,273.13052,275.5099,279.43362,5.96E-08,27.01.2019 16:00:00,,2.6,77.9,3,0.4,0,-3.43516,1.8079,-1.8391,-0.01948,2.3599,6.28362
270.26782,275.28882,271.34143,273.12885,275.5026,279.42972,5.96E-08,27.01.2019 17:00:00,,0.8,83.8,0.9,0.4,0,-2.88218,2.13882,-1.80857,-0.02115,2.3526,6.27972
271.33026,275.46844,271.323,273.1263,275.49622,279.42584,9.99E-05,27.01.2019 18:00:00,,0.6,85.5,0.8,0.4,0,-1.81974,2.31844,-1.827,-0.0237,2.34622,6.27584
272.26642,275.6265,271.32935,273.1259,275.48895,279.42172,0.000449479,27.01.2019 19:00:00,,1.2,84.9,1.4,0.4,0,-0.88358,2.4765,-1.82065,-0.0241,2.33895,6.27172
273.17892,276.05804,271.81567,273.12506,275.48166,279.4176,0.001398206,27.01.2019 20:00:00,,1.2,84.5,1,0.4,0,0.02892,2.90804,-1.33433,-0.02494,2.33166,6.2676
273.39926,275.83313,272.07526,273.12338,275.47498,279.41373,0.001523078,27.01.2019 21:00:00,,1,85.3,1,0.4,0,0.24926,2.68313,-1.07474,-0.02662,2.32498,6.26373
273.56262,275.8615,271.86115,273.1049,275.46768,279.4096,0.001448154,27.01.2019 22:00:00,,0.4,86.2,0.4,0.4,0,0.41262,2.7115,-1.28885,-0.0451,2.31768,6.2596
273.79102,275.98306,272.00735,273.099,275.4613,279.4057,0.001248419,27.01.2019 23:00:00,,0.2,86.3,0.3,0.4,0,0.64102,2.83306,-1.14265,-0.051,2.3113,6.2557
274.05972,275.98172,272.20187,273.09564,275.454,279.40182,0.00102371,28.01.2019 00:00:00,,0.4,86.5,0.6,0.4,0,0.90972,2.83172,-0.94813,-0.05436,2.304,6.25182
274.15216,275.9493,272.2934,273.0923,275.4461,279.3977,0.00716567,28.01.2019 01:00:00,,0.3,86.4,0.2,0.4,0,1.00216,2.7993,-0.8566,-0.0577,2.2961,6.2477
274.9948,276.56723,272.54837,273.08893,275.43942,279.3945,0.036302507,28.01.2019 02:00:00,,0.2,87,0.1,0.4,0,1.8448,3.41723,-0.60163,-0.06107,2.28942,6.2445
275.51663,276.94745,272.57254,273.08597,275.43213,279.39038,0.051183045,28.01.2019 03:00:00,,0.7,86.9,0.7,0.4,0,2.36663,3.79745,-0.57746,-0.06403,2.28213,6.24038
275.77188,276.93057,272.56332,273.0839,275.42606,279.3865,0.0358032,28.01.2019 04:00:00,,0.9,88.1,0.9,0.4,0,2.62188,3.78057,-0.58668,-0.0661,2.27606,6.2365
275.48975,276.15054,272.93457,273.08136,275.41937,279.3824,0.016403556,28.01.2019 05:00:00,,0.7,88.8,0.6,0.4,0,2.33975,3.00054,-0.21543,-0.06864,2.26937,6.2324
275.56015,276.1877,273.01056,273.0801,275.41208,279.37848,0.008039534,28.01.2019 06:00:00,,2.5,89.8,2.4,0.5,0.7,2.41015,3.0377,-0.13944,-0.0699,2.26208,6.22848
275.20868,275.59003,272.9651,273.07715,275.4051,279.37415,0.008738637,28.01.2019 07:00:00,,2.1,89.9,1.6,0.4,0,2.05868,2.44003,-0.1849,-0.07285,2.2551,6.22415
275.1055,275.78723,272.5288,273.07632,275.39932,279.37027,0.02324462,28.01.2019 08:00:00,,1.8,90.1,1.8,0.4,0.1,1.9555,2.63723,-0.6212,-0.07368,2.24932,6.22027
274.91043,275.4867,272.3406,273.07422,275.39172,279.36636,0.012708426,28.01.2019 09:00:00,,1.7,90.3,1.9,0.4,0.1,1.76043,2.3367,-0.8094,-0.07578,2.24172,6.21636
275.0711,275.67242,272.59155,273.0965,275.38474,279.36224,0.00636673,28.01.2019 10:00:00,,2.1,89.9,2.2,0.4,0.2,1.9211,2.52242,-0.55845,-0.0535,2.23474,6.21224
275.4715,276.24512,272.35095,273.10196,275.37927,279.35812,0.004044771,28.01.2019 11:00:00,,1.9,90.1,1.9,0.4,0.3,2.3215,3.09512,-0.79905,-0.04804,2.22927,6.20812
275.18076,276.44702,272.28247,273.107,275.3726,279.35425,0.002247095,28.01.2019 12:00:00,,1.7,90.1,2,0.4,0.3,2.03076,3.29702,-0.86753,-0.043,2.2226,6.20425
274.89215,276.40448,272.59558,273.11328,275.36652,279.35013,0.001248419,28.01.2019 13:00:00,,2.3,89.5,3.1,0.4,0,1.74215,3.25448,-0.55442,-0.03672,2.21652,6.20013
274.69815,276.38828,273.09515,273.12003,275.36197,279.3467,0.001048684,28.01.2019 14:00:00,,3.3,88,4.2,0.4,0,1.54815,3.23828,-0.05485,-0.02997,2.21197,6.1967
274.7105,275.88718,273.51245,273.12756,275.35345,279.3428,0.000349581,28.01.2019 15:00:00,,2.9,88.3,3.1,0.5,0,1.5605,2.73718,0.36245,-0.02244,2.20345,6.1928
274.2258,274.63037,273.78238,273.13513,275.3483,279.33868,0.000299633,28.01.2019 16:00:00,,2.3,89.1,2.4,0.4,0,1.0758,1.48037,0.63238,-0.01487,2.1983,6.18868
273.9098,274.25485,273.79388,273.1427,275.3431,279.3348,0.000249743,28.01.2019 17:00:00,,1.3,89.9,1.1,0.4,0,0.7598,1.10485,0.64388,-0.0073,2.1931,6.1848
274.0807,274.94235,274.02353,273.14902,275.33704,279.33047,0.000249743,28.01.2019 18:00:00,,1,90.2,1.1,0.4,0,0.9307,1.79235,0.87353,-0.00098,2.18704,6.18047
274.41333,275.56842,274.29636,273.15448,275.33157,279.32657,0.000199795,28.01.2019 19:00:00,,0.9,90.4,0.9,0.4,0,1.26333,2.41842,1.14636,0.00448,2.18157,6.17657
274.43967,275.1794,274.6981,273.16034,275.32764,279.32245,5.96E-08,28.01.2019 20:00:00,,0.7,90.5,0.6,0.4,0,1.28967,2.0294,1.5481,0.01034,2.17764,6.17245
273.99847,274.36426,275.12976,273.16666,275.32126,279.31833,5.96E-08,28.01.2019 21:00:00,,0.7,90.5,0.6,0.4,0,0.84847,1.21426,1.97976,0.01666,2.17126,6.16833
274.40582,274.67224,275.36633,273.1822,275.31668,279.31424,5.96E-08,28.01.2019 22:00:00,,0.8,90.4,0.8,0.4,0,1.25582,1.52224,2.21633,0.0322,2.16668,6.16424
274.3134,274.57565,275.40027,273.18976,275.3103,279.31033,0.000124872,28.01.2019 23:00:00,,0.3,90.4,0.2,0.4,0,1.1634,1.42565,2.25027,0.03976,2.1603,6.16033
274.34885,274.54797,275.38702,273.19733,275.30515,279.3062,0.000149846,29.01.2019 00:00:00,,0.2,90.5,0.2,0.4,0,1.19885,1.39797,2.23702,0.04733,2.15515,6.1562
