,rain,tcrw
279,0.0,5.96e-08
280,0.0,5.96e-08
281,0.0,5.96e-08
282,0.0,5.96e-08
283,0.0,5.96e-08
284,0.0,5.96e-08
285,0.0,5.96e-08
286,0.0,5.96e-08
287,0.0,5.96e-08
288,0.0,0.00017482
289,0.0,0.000973761
290,0.0,0.001148522
291,0.0,0.000324607
292,0.0,5.96e-08
293,0.0,0.000124872
294,0.0,5.96e-08
295,0.0,5.96e-08
296,0.0,5.96e-08
297,0.0,5.96e-08
298,0.0,5.96e-08
299,0.0,5.96e-08
300,0.0,5.96e-08
301,0.0,5.96e-08
302,0.0,5.96e-08
303,0.0,5.96e-08
304,0.0,5.96e-08
305,0.0,0.002771437
306,0.0,0.006891012
307,0.0,0.007615089
308,0.0,0.000149846
309,0.0,5.96e-08
310,0.0,0.000948787
311,0.0,0.00227207
312,0.0,0.00017482
313,0.0,0.000149846
314,0.0,0.000349581
315,0.0,5.96e-08
316,0.0,5.96e-08
317,0.0,5.96e-08
318,0.0,5.96e-08
319,0.0,5.96e-08
320,0.0,5.96e-08
321,0.0,5.96e-08
322,0.0,5.96e-08
323,0.0,5.96e-08
324,0.0,5.96e-08
325,0.0,5.96e-08
326,0.0,5.96e-08
327,0.0,5.96e-08
328,0.0,5.96e-08
329,0.0,5.96e-08
330,0.0,5.96e-08
331,0.0,0.00017482
332,0.0,5.96e-08
333,0.0,5.96e-08
334,0.0,5.96e-08
335,0.0,5.96e-08
336,0.0,5.96e-08
337,0.0,5.96e-08
338,0.0,5.96e-08
339,0.0,5.96e-08
340,0.0,5.96e-08
341,0.0,5.96e-08
342,0.0,5.96e-08
343,0.0,5.96e-08
344,0.0,5.96e-08
345,0.0,5.96e-08
346,0.0,5.96e-08
347,0.0,5.96e-08
348,0.0,5.96e-08
349,0.0,5.96e-08
350,0.0,5.96e-08
351,0.0,5.96e-08
352,0.0,5.96e-08
353,0.0,5.96e-08
354,0.0,5.96e-08
355,0.0,5.96e-08
356,0.0,5.96e-08
357,0.0,5.96e-08
358,0.0,5.96e-08
359,0.0,5.96e-08
360,0.0,5.96e-08
361,0.0,5.96e-08
362,0.0,5.96e-08
363,0.0,5.96e-08
364,0.0,5.96e-08
365,0.0,5.96e-08
366,0.0,5.96e-08
367,0.0,5.96e-08
368,0.0,5.96e-08
369,0.0,5.96e-08
370,0.0,5.96e-08
371,0.0,5.96e-08
372,0.0,5.96e-08
373,0.0,5.96e-08
374,0.0,5.96e-08
375,0.0,5.96e-08
376,0.0,5.96e-08
377,0.0,5.96e-08
378,0.0,5.96e-08
379,0.0,5.96e-08
380,0.0,5.96e-08
381,0.0,5.96e-08
382,0.0,5.96e-08
383,0.0,5.96e-08
384,0.0,5.96e-08
385,0.0,5.96e-08
386,0.0,5.96e-08
387,0.0,5.96e-08
388,0.0,5.96e-08
389,0.0,5.96e-08
390,0.0,5.96e-08
391,0.0,5.96e-08
392,0.0,5.96e-08
393,0.0,5.96e-08
394,0.0,5.96e-08
395,0.0,5.96e-08
396,0.0,5.96e-08
397,0.0,5.96e-08
398,0.0,5.96e-08
399,0.0,5.96e-08
400,0.0,5.96e-08
401,0.0,5.96e-08
402,0.0,5e-05
403,0.0,9.99e-05
404,0.0,9.99e-05
405,0.0,0.001048684
406,0.0,0.000674188
407,0.0,0.004668951
408,0.0,0.036177695
409,0.0,0.06798607
410,0.0,0.08154333
411,0.2,0.07417798
412,0.3,0.0337559
413,0.3,0.015329957
414,0.4,0.008888423
415,0.2,0.005542815
416,0.1,0.003770113
417,0.2,0.001498103
418,0.1,0.001572967
419,0.0,0.001697838
420,0.0,0.001448154
421,0.0,0.000898898
422,0.0,0.000524342
423,0.0,0.000249743
424,0.0,5.96e-08
425,0.0,5.96e-08
426,0.0,5.96e-08
427,0.0,5.96e-08
428,0.0,5.96e-08
429,0.0,7.49e-05
430,0.0,5.96e-08
431,0.0,5.96e-08
432,0.0,5.96e-08
433,0.0,5.96e-08
434,0.0,5.96e-08
435,0.0,5.96e-08
436,0.0,5.96e-08
437,0.0,5.96e-08
438,0.0,5.96e-08
439,0.0,5.96e-08
440,0.0,5.96e-08
441,0.0,5.96e-08
442,0.0,5.96e-08
443,0.0,5.96e-08
444,0.0,5.96e-08
445,0.0,5.96e-08
446,0.0,5.96e-08
447,0.0,5.96e-08
448,0.0,5.96e-08
449,0.0,5.96e-08
450,0.0,5.96e-08
451,0.0,5.96e-08
452,0.0,5.96e-08
453,0.0,5.96e-08
454,0.0,5.96e-08
455,0.0,5.96e-08
456,0.0,5.96e-08
457,0.0,5.96e-08
458,0.0,5.96e-08
459,0.0,5.96e-08
460,0.0,5.96e-08
461,0.0,5.96e-08
462,0.0,5.96e-08
463,0.0,5.96e-08
464,0.0,5.96e-08
465,0.0,5.96e-08
466,0.0,5.96e-08
467,0.0,5.96e-08
468,0.0,5.96e-08
469,0.0,5.96e-08
470,0.0,5.96e-08
471,0.0,5.96e-08
472,0.0,5.96e-08
473,0.0,5.96e-08
474,0.0,5.96e-08
475,0.0,5.96e-08
476,0.0,5.96e-08
477,0.0,5.96e-08
478,0.0,5.96e-08
479,0.0,5.96e-08
480,0.0,5.96e-08
481,0.0,5.96e-08
482,0.0,5.96e-08
483,0.0,5.96e-08
484,0.0,5.96e-08
485,0.0,5.96e-08
486,0.0,5.96e-08
487,0.0,5.96e-08
488,0.0,5.96e-08
489,0.0,5.96e-08
490,0.0,5.96e-08
491,0.0,5.96e-08
492,0.0,5.96e-08
493,0.0,5.96e-08
494,0.0,5.96e-08
495,0.0,5.96e-08
496,0.0,5.96e-08
497,0.0,5.96e-08
498,0.0,5.96e-08
499,0.0,5.96e-08
500,0.0,5.96e-08
501,0.0,5.96e-08
502,0.0,5.96e-08
503,0.0,5.96e-08
504,0.0,5.96e-08
505,0.0,5.96e-08
506,0.0,5.96e-08
507,0.0,5.96e-08
508,0.0,5.96e-08
509,0.0,5.96e-08
510,0.0,5.96e-08
511,0.0,5.96e-08
512,0.0,5.96e-08
513,0.0,5.96e-08
514,0.0,5.96e-08
515,0.0,5.96e-08
516,0.0,5.96e-08
517,0.0,5.96e-08
518,0.0,5.96e-08
519,0.0,5.96e-08
520,0.0,5.96e-08
521,0.0,5.96e-08
522,0.0,5.96e-08
523,0.0,5.96e-08
524,0.0,5.96e-08
525,0.0,5.96e-08
526,0.0,5.96e-08
527,0.0,5.96e-08
528,0.0,5.96e-08
529,0.0,5.96e-08
530,0.0,5.96e-08
531,0.0,5.96e-08
532,0.0,5.96e-08
533,0.0,5.96e-08
534,0.0,5.96e-08
535,0.0,5.96e-08
536,0.0,5.96e-08
537,0.0,5.96e-08
538,0.0,5.96e-08
539,0.0,5.96e-08
540,0.0,5.96e-08
541,0.0,5.96e-08
542,0.0,5.96e-08
543,0.0,5.96e-08
544,0.0,5.96e-08
545,0.0,5.96e-08
546,0.0,5.96e-08
547,0.0,5.96e-08
548,0.0,5.96e-08
549,0.0,5.96e-08
550,0.0,5.96e-08
551,0.0,5.96e-08
552,0.0,5.96e-08
553,0.0,5.96e-08
554,0.0,5.96e-08
555,0.0,5.96e-08
556,0.0,5.96e-08
557,0.0,5.96e-08
558,0.0,5.96e-08
559,0.0,5.96e-08
560,0.0,5.96e-08
561,0.0,5.96e-08
562,0.0,5.96e-08
563,0.0,5.96e-08
564,0.0,5.96e-08
565,0.0,5.96e-08
566,0.1,5.96e-08
567,0.0,5.96e-08
568,0.0,5.96e-08
569,0.0,5.96e-08
570,0.0,5.96e-08
571,0.0,5.96e-08
572,0.0,5.96e-08
573,0.0,5.96e-08
574,0.0,5.96e-08
575,0.0,5.96e-08
576,0.0,5.96e-08
577,0.0,5.96e-08
578,0.0,5.96e-08
579,0.0,5.96e-08
580,0.0,5.96e-08
581,0.0,5.96e-08
582,0.0,5.96e-08
583,0.0,5.96e-08
584,0.0,5.96e-08
585,0.0,5.96e-08
586,0.0,5.96e-08
587,0.0,5.96e-08
588,0.0,5.96e-08
589,0.4,5.96e-08
590,0.1,5.96e-08
591,0.0,5.96e-08
592,0.0,5.96e-08
593,0.0,5.96e-08
594,0.0,5.96e-08
595,0.0,5.96e-08
596,0.0,5.96e-08
597,0.0,5.96e-08
598,0.0,5.96e-08
599,0.0,5.96e-08
600,0.0,5.96e-08
601,0.0,5.96e-08
602,0.0,5.96e-08
603,0.0,5.96e-08
604,0.0,5.96e-08
605,0.0,5.96e-08
606,0.0,5.96e-08
607,0.0,5.96e-08
608,0.0,5.96e-08
609,0.0,5.96e-08
610,0.0,5.96e-08
611,0.0,5.96e-08
612,0.0,5.96e-08
613,0.0,5.96e-08
614,0.0,5.96e-08
615,0.0,5.96e-08
616,0.0,5.96e-08
617,0.0,5.96e-08
618,0.0,5.96e-08
619,0.0,0.000149846
620,0.0,5e-05
621,0.0,5.96e-08
622,0.0,5.96e-08
623,0.0,5.96e-08
624,0.0,5.96e-08
625,0.0,5.96e-08
626,0.0,5.96e-08
627,0.0,5.96e-08
628,0.0,5.96e-08
629,0.0,5.96e-08
630,0.0,5.96e-08
631,0.0,5.96e-08
632,0.0,5.96e-08
633,0.0,5.96e-08
634,0.0,5.96e-08
635,0.0,5.96e-08
636,0.1,5.96e-08
637,0.0,5.96e-08
638,0.0,5.96e-08
639,0.0,5.96e-08
640,0.0,5.96e-08
641,0.0,9.99e-05
642,0.0,0.000449479
643,0.0,0.001398206
644,0.0,0.001523078
645,0.0,0.001448154
646,0.0,0.001248419
647,0.0,0.00102371
648,0.0,0.00716567
649,0.0,0.036302507
650,0.0,0.051183045
651,0.0,0.0358032
652,0.0,0.016403556
653,0.7,0.008039534
654,0.0,0.008738637
655,0.1,0.02324462
656,0.1,0.012708426
657,0.2,0.00636673
658,0.3,0.004044771
659,0.3,0.002247095
660,0.0,0.001248419
661,0.0,0.001048684
662,0.0,0.000349581
663,0.0,0.000299633
664,0.0,0.000249743
665,0.0,0.000249743
666,0.0,0.000199795
667,0.0,5.96e-08
668,0.0,5.96e-08
669,0.0,5.96e-08
670,0.0,0.000124872
671,0.0,0.000149846
672,0.0,5.96e-08
673,0.0,0.000149846
674,0.0,0.000274658
675,0.0,0.000224769
676,0.0,0.000149846
677,0.0,7.49e-05
678,0.0,5e-05
679,0.0,5.96e-08
680,0.0,5.96e-08
681,0.0,0.000224769
682,0.0,0.000923812
683,0.0,0.001298368
684,0.0,0.001872599
685,0.0,0.002172232
686,0.0,0.001498103
687,0.0,0.000699103
688,0.0,0.000274658
689,0.0,0.000199795
690,0.0,0.000124872
691,0.0,5.96e-08
692,0.0,5.96e-08
693,0.0,5.96e-08
694,0.0,5.96e-08
695,0.0,5.96e-08
696,0.0,5.96e-08
697,0.0,5.96e-08
698,0.0,5.96e-08
699,0.0,5.96e-08
700,0.0,5.96e-08
701,0.0,5.96e-08
702,0.0,5.96e-08
703,0.0,5.96e-08
704,0.0,5.96e-08
705,0.0,5.96e-08
706,0.0,5.96e-08
707,0.0,5.96e-08
708,0.0,5.96e-08
709,0.0,5.96e-08
710,0.0,5.96e-08
711,0.0,5.96e-08
712,0.0,5.96e-08
713,0.0,5.96e-08
714,0.0,5.96e-08
715,0.0,5.96e-08
716,0.0,5.96e-08
717,0.0,5.96e-08
718,0.0,5.96e-08
719,0.0,5.96e-08
720,0.0,5.96e-08
721,0.0,5.96e-08
722,0.0,5.96e-08
723,0.0,5.96e-08
724,0.0,5.96e-08
725,0.0,5.96e-08
726,0.0,5.96e-08
727,0.0,5.96e-08
728,0.0,5.96e-08
729,0.0,5.96e-08
730,0.0,5.96e-08
731,0.0,5.96e-08
732,0.0,5.96e-08
733,0.0,5.96e-08
734,0.0,5.96e-08
735,0.0,5.96e-08
736,0.0,5.96e-08
737,0.0,5.96e-08
738,0.0,5.96e-08
739,0.0,5.96e-08
740,0.0,5.96e-08
741,0.0,5.96e-08
742,0.0,5.96e-08
743,0.0,5.96e-08
744,0.0,5.96e-08
745,0.0,5.96e-08
746,0.0,5.96e-08
747,0.0,0.000224769
748,0.0,0.001198471
749,0.0,0.000249743
750,0.0,5.96e-08
751,0.0,5.96e-08
752,0.0,5.96e-08
753,0.0,9.99e-05
754,0.0,0.000224769
755,0.0,0.000199795
756,0.0,0.000599265
757,0.0,0.001847625
758,0.0,0.001897574
759,0.0,0.000898898
760,0.0,0.001473129
761,0.0,0.002746463
762,0.0,0.002022386
763,0.0,0.003820062
764,0.0,0.002247095
765,0.0,0.003095985
766,0.0,0.001273394
767,0.0,0.000823975
768,0.0,0.000998735
769,0.0,0.001048684
770,0.0,0.000848949
771,0.0,0.001173496
772,0.0,0.002396882
773,0.0,0.002421856
774,0.0,0.001048684
775,0.0,0.000848949
776,0.0,9.99e-05
777,0.0,0.00039953
778,0.0,2.5e-05
779,0.0,7.49e-05
780,0.0,0.000199795
781,0.0,7.49e-05
782,0.0,0.000374556
783,0.0,0.001672864
784,0.0,0.003021121
785,0.0,0.004269481
786,0.0,0.001547992
787,0.0,0.001473129
788,0.0,0.000449479
789,0.0,0.001073659
790,0.0,0.002396882
791,0.0,0.000349581
792,0.0,5.96e-08
793,0.0,0.000774026
794,0.0,0.00227207
795,0.0,0.014605939
796,0.0,0.006591439
797,0.0,5.96e-08
798,0.0,5.96e-08
799,0.0,5.96e-08
800,0.0,5.96e-08
801,0.0,0.002496779
802,0.1,0.0067662
803,0.0,0.007864773
804,0.0,0.01006186
805,0.0,0.006241858
806,0.0,0.006017149
807,0.0,0.015779376
808,0.4,0.050883472
809,0.2,0.06728697
810,0.0,0.021846473
811,0.2,0.006316781
812,0.1,0.002996147
813,0.4,0.002421856
814,0.3,0.000474453
815,0.0,0.000524342
816,0.0,7.49e-05
817,0.0,5.96e-08
818,0.0,5.96e-08
819,0.0,5.96e-08
820,0.0,5.96e-08
821,0.0,5.96e-08
822,0.0,5.96e-08
823,0.0,5.96e-08
824,0.0,5.96e-08
825,0.0,5.96e-08
826,0.0,5.96e-08
827,0.0,5.96e-08
828,0.0,5.96e-08
829,0.0,5.96e-08
830,0.0,5.96e-08
831,0.0,5.96e-08
832,0.0,5.96e-08
833,0.0,5.96e-08
834,0.0,5.96e-08
835,0.0,5.96e-08
836,0.0,5.96e-08
837,0.0,5.96e-08
838,0.0,5.96e-08
839,0.0,5.96e-08
840,0.0,5.96e-08
841,0.0,5.96e-08
842,0.0,5.96e-08
843,0.0,5.96e-08
844,0.0,5.96e-08
845,0.0,5.96e-08
846,0.0,5.96e-08
847,0.0,5.96e-08
848,0.0,5.96e-08
849,0.0,5.96e-08
850,0.0,5.96e-08
851,0.0,5.96e-08
852,0.0,5.96e-08
853,0.0,5.96e-08
854,0.0,5.96e-08
855,0.0,5.96e-08
856,0.0,5.96e-08
857,0.0,5.96e-08
858,0.0,5.96e-08
859,0.0,5.96e-08
860,0.0,5.96e-08
861,0.0,5.96e-08
862,0.0,5.96e-08
863,0.0,5.96e-08
864,0.0,5.96e-08
865,0.0,5.96e-08
866,0.0,5.96e-08
867,0.0,5.96e-08
868,0.0,5.96e-08
869,0.0,5.96e-08
870,0.0,5.96e-08
871,0.0,5.96e-08
872,0.0,5.96e-08
873,0.0,5.96e-08
874,0.0,5.96e-08
875,0.0,5.96e-08
876,0.0,5.96e-08
877,0.0,5.96e-08
878,0.0,5.96e-08
879,0.0,5.96e-08
880,0.0,5.96e-08
881,0.0,5.96e-08
882,0.0,5.96e-08
883,0.0,5.96e-08
884,0.0,5.96e-08
885,0.0,5.96e-08
886,0.0,5.96e-08
887,0.0,5.96e-08
888,0.0,5.96e-08
889,0.0,5.96e-08
890,0.0,5.96e-08
891,0.0,5.96e-08
892,0.0,5.96e-08
893,0.0,5.96e-08
894,0.0,5.96e-08
895,0.0,5.96e-08
896,0.0,5.96e-08
897,0.0,5.96e-08
898,0.0,5.96e-08
899,0.0,5.96e-08
900,0.0,5.96e-08
901,0.0,5.96e-08
902,0.0,5.96e-08
903,0.0,5.96e-08
904,0.0,5.96e-08
905,0.0,5.96e-08
906,0.0,5.96e-08
907,0.0,5.96e-08
908,0.0,5.96e-08
909,0.0,5.96e-08
910,0.0,5.96e-08
911,0.0,5.96e-08
912,0.0,5.96e-08
913,0.0,5.96e-08
914,0.0,5.96e-08
915,0.0,5.96e-08
916,0.0,5.96e-08
917,0.0,5.96e-08
918,0.0,5.96e-08
919,0.0,5.96e-08
920,0.0,5.96e-08
921,0.0,5.96e-08
922,0.0,5.96e-08
923,0.0,5.96e-08
924,0.0,5.96e-08
925,0.0,5.96e-08
926,0.0,5.96e-08
927,0.0,5.96e-08
928,0.0,5.96e-08
929,0.0,5.96e-08
930,0.0,5.96e-08
931,0.0,5.96e-08
932,0.0,5.96e-08
933,0.0,5.96e-08
934,0.0,5.96e-08
935,0.0,5.96e-08
936,0.0,5.96e-08
937,0.0,5.96e-08
938,0.0,5.96e-08
939,0.0,5e-05
940,0.0,0.000224769
941,0.0,5.96e-08
942,0.0,5.96e-08
943,0.0,5.96e-08
944,0.0,5.96e-08
945,0.0,5.96e-08
946,0.0,5.96e-08
947,0.0,5.96e-08
948,0.0,5.96e-08
949,0.0,5.96e-08
950,0.0,5.96e-08
951,0.0,5.96e-08
952,0.0,5.96e-08
953,0.0,5.96e-08
954,0.0,5.96e-08
955,0.0,5.96e-08
956,0.0,5.96e-08
957,0.0,5.96e-08
958,0.0,5.96e-08
959,0.0,5.96e-08
960,0.0,5.96e-08
961,0.0,5.96e-08
962,0.0,5.96e-08
963,0.0,5.96e-08
964,0.0,5.96e-08
965,0.0,5.96e-08
966,0.0,5.96e-08
967,0.0,5.96e-08
968,0.1,5.96e-08
969,0.0,5.96e-08
970,0.0,5.96e-08
971,0.0,5.96e-08
972,0.0,5.96e-08
973,0.0,5.96e-08
974,0.0,5.96e-08
975,0.0,5.96e-08
976,0.0,5.96e-08
977,0.0,5.96e-08
978,0.0,5e-05
979,0.0,0.00102371
980,0.0,0.001448154
981,0.0,0.007290483
982,0.0,0.00017482
983,0.0,0.00551784
984,0.0,0.03745103
985,0.0,0.047762513
986,0.6,0.13984203
987,0.6,0.12111652
988,0.4,0.029311657
989,0.2,0.005268157
990,0.2,0.003245771
991,0.0,0.002346993
992,0.0,0.000923812
993,0.0,0.001073659
994,0.0,0.000474453
995,0.0,0.001797676
996,0.0,0.00409466
997,0.0,0.002197146
998,0.0,0.000599265
999,0.0,5.96e-08
1000,0.0,5.96e-08
1001,0.0,5.96e-08
1002,0.0,5.96e-08
1003,0.0,5.96e-08
1004,0.0,5.96e-08
1005,0.0,5.96e-08
1006,0.0,5.96e-08
1007,0.0,5.96e-08
1008,0.0,5.96e-08
1009,0.0,5.96e-08
1010,0.0,5.96e-08
1011,0.0,5.96e-08
1012,0.0,5.96e-08
1013,0.0,5.96e-08
1014,0.0,5.96e-08
1015,0.0,5.96e-08
1016,0.0,5.96e-08
1017,0.0,5.96e-08
1018,0.0,5.96e-08
1019,0.0,5.96e-08
1020,0.0,5.96e-08
1021,0.0,5.96e-08
1022,0.0,5.96e-08
1023,0.0,5.96e-08
1024,0.0,5.96e-08
1025,0.0,5.96e-08
1026,0.0,5.96e-08
1027,0.0,5.96e-08
1028,0.0,5.96e-08
1029,0.0,5.96e-08
1030,0.0,5.96e-08
1031,0.0,5.96e-08
1032,0.0,5.96e-08
1033,0.0,5.96e-08
1034,0.0,5.96e-08
1035,0.0,5.96e-08
1036,0.0,5.96e-08
1037,0.0,5.96e-08
1038,0.0,5.96e-08
1039,0.0,5.96e-08
1040,0.0,0.000149846
1041,0.0,0.000349581
1042,0.0,0.000274658
1043,0.0,5.96e-08
1044,0.0,5.96e-08
1045,0.0,5.96e-08
1046,0.0,5.96e-08
1047,0.0,5.96e-08
1048,0.0,5.96e-08
1049,0.0,5.96e-08
1050,0.0,5.96e-08
1051,0.0,5.96e-08
1052,0.0,5.96e-08
1053,0.0,5.96e-08
1054,0.0,5.96e-08
1055,0.0,5.96e-08
1056,0.0,5.96e-08
1057,0.0,5.96e-08
1058,0.0,5.96e-08
1059,0.0,5.96e-08
1060,0.0,5.96e-08
1061,0.0,5.96e-08
1062,0.0,5.96e-08
1063,0.0,5.96e-08
1064,0.0,7.49e-05
1065,0.0,5.96e-08
1066,0.0,5.96e-08
1067,0.0,5.96e-08
1068,0.0,5.96e-08
1069,0.0,5.96e-08
1070,0.0,5.96e-08
1071,0.0,5.96e-08
1072,0.0,5.96e-08
1073,0.0,5.96e-08
1074,0.0,5.96e-08
1075,0.0,5.96e-08
1076,0.0,5.96e-08
1077,0.0,5.96e-08
1078,0.0,5.96e-08
1079,0.0,5.96e-08
1080,0.0,5.96e-08
1081,0.0,5.96e-08
1082,0.0,5.96e-08
1083,0.0,5.96e-08
