u10,v10,dew2m,dw2m,temp2m,tmp2m,crr,max2mt,mx2t,msdrswrf,min2mt,mn2t,skt,sp,tcrw,temp-out,hi-temp,low-temp,out-hum,dew-pt,wind-speed,wind-dir,bar,rain,rain-rate
-0.5744067,-1.5954236,9.92343,283.07343,15.76925,288.91925,2.91E-11,19.0521,292.2021,-3.05E-05,1.86E+01,291.72302,290.2662,100884.99,0,15.7,17,15.7,79,12,0,---,101030,0,0
-1.4070033,-1.5981163,10.0675,283.2175,14.89004,288.04004,2.91E-11,18.47317,291.62317,-3.05E-05,1.73E+01,290.48615,289.3523,100888.38,0,14.7,15.7,14.7,82,11.7,0,---,101040,0,0
-1.4842503,-0.9818603,9.93987,283.08987,14.6288,287.7788,2.91E-11,17.3131,290.4631,-3.05E-05,1.66E+01,289.7891,288.77164,100875.87,0,13.8,14.7,13.8,84,11.2,0,---,101030,0,0
-0.43908748,-0.9522408,9.85912,283.00912,14.11904,287.26904,2.91E-11,16.84512,289.99512,-3.05E-05,1.64E+01,289.59998,288.3718,100878.875,0,13.1,13.8,13.1,85,10.6,0,---,101050,0,0
0.06000483,-0.9709672,10.15194,283.30194,15.4441,288.5941,2.91E-11,17.26193,290.41193,-3.05E-05,1.68E+01,289.98053,287.95834,100882.08,0,12.4,13.1,12.4,86,10.1,0,---,101020,0,0
0.16601402,-0.9838186,10.5422,283.6922,14.78393,287.93393,2.91E-11,17.119,290.269,4.949829,1.67E+01,289.88904,288.74893,100912.32,0,12,12.4,12,86,9.7,0,---,101020,0,0
0.27243406,-0.86680955,11.40426,284.55426,17.52667,290.67667,2.91E-11,18.17074,291.32074,68.73166,1.65E+01,289.60934,292.41745,100915.55,0,11.7,12.3,11.7,87,9.6,0,ENE,101040,0,0
-0.33431095,-0.20832753,11.70272,284.85272,18.69656,291.84656,2.91E-11,20.57235,293.72235,197.39398,1.86E+01,291.70142,296.52438,100940.2,0,11.9,11.9,11.4,89,10.2,0,---,101080,0,0
-0.7420491,0.13449931,12.74334,285.89334,21.0338,294.1838,2.91E-11,22.522,295.672,346.22952,2.10E+01,294.14478,300.16113,100910.55,0,19.6,19.6,11.9,60,11.6,0,ENE,101080,0,0
-1.2649729,0.45737588,12.11816,285.26816,25.2178,298.3678,2.91E-11,24.59344,297.74344,492.1314,2.29E+01,296.09073,303.20776,100889.99,0,22,22,19.6,51,11.4,0,E,101100,0,0
-2.0231986,0.4201678,11.65313,284.80313,27.10964,300.25964,2.91E-11,26.37243,299.52243,593.2467,2.50E+01,298.13718,305.38928,100887.63,0,25.9,25.9,22,44,12.7,0,ENE,101100,0,0
-1.7028428,0.267542,10.45815,283.60815,28.54293,301.69293,2.91E-11,27.55023,300.70023,706.3572,2.67E+01,299.81305,306.56763,100880.24,0,28.8,28.8,25.9,32,10.4,1.6,E,101080,0,0
-1.6592886,-0.09437835,10.09677,283.24677,29.08645,302.23645,2.91E-11,28.24975,301.39975,710.5481,2.77E+01,300.8711,307.01627,100832.62,0,28.8,28.9,27.8,30,9.5,1.6,E,101060,0,0
-1.5250652,-0.068920255,10.04232,283.19232,29.8262,302.9762,2.91E-11,28.97616,302.12616,680.917,2.84E+01,301.52078,307.38962,100768.56,0,29.1,29.4,28.6,29,9.2,3.2,E,101050,0,0
-1.4876744,-0.1685493,9.72625,282.87625,30.07723,303.22723,2.91E-11,29.29434,302.44434,459.86105,2.90E+01,302.1936,306.6773,100743.38,0,29.5,29.6,28.9,27,8.5,3.2,E,101010,0,0
-1.5424595,0.068283916,9.44814,282.59814,30.52886,303.67886,2.91E-11,29.46273,302.61273,329.6696,2.93E+01,302.48557,305.9079,100680.51,0,30.3,30.6,29.5,28,9.8,1.6,E,100960,0,0
-1.4531598,0.2261728,9.16635,282.31635,30.8184,303.9684,2.91E-11,29.61794,302.76794,381.4109,2.94E+01,302.57968,305.081,100632.5,0,29.9,30.7,29.8,26,8.4,3.2,E,100950,0,0
-1.3446852,0.27231538,8.87872,282.02872,30.56555,303.71555,2.91E-11,29.56735,302.71735,189.71432,2.93E+01,302.4125,303.11548,100617.76,0,30.2,30.9,29.9,24,7.4,3.2,E,100920,0,0
-1.1989568,0.21356618,10.76473,283.91473,29.00073,302.15073,2.91E-11,29.1877,302.3377,132.30957,2.82E+01,301.37378,300.55377,100572.17,0,30.3,30.6,30.1,24,7.5,1.6,E,100880,0,0
-1.8730876,-0.03195715,10.95318,284.10318,27.64407,300.79407,2.91E-11,28.0202,301.1702,45.454865,2.59E+01,299.0739,296.99762,100589.5,0,30.1,30.3,29.6,26,8.5,1.6,E,100830,0,0
-2.0307317,-0.1001308,10.61678,283.76678,25.27267,298.42267,2.91E-11,25.58972,298.73972,0.9061279,2.32E+01,296.38824,294.6644,100612.07,0,28.8,30.1,28.8,28,8.5,0,E,100800,0,0
-2.091954,0.012349606,11.74902,284.89902,20.96514,294.11514,2.91E-11,22.88305,296.03305,-3.05E-05,2.19E+01,295.0736,293.62,100624.37,0,24.8,28.9,24.8,41,10.6,0,E,100790,0,0
-2.059357,0.09924972,11.21328,284.36328,20.32424,293.47424,2.91E-11,21.8073,294.9573,-3.05E-05,2.14E+01,294.5028,292.9217,100639.67,0,20.6,24.8,20.6,63,13.3,0,---,100820,0,0
-2.099761,0.7724191,10.1289,283.2789,17.46343,290.61343,2.91E-11,21.30132,294.45132,-3.05E-05,2.08E+01,293.96298,292.4776,100650.45,0,19.8,20.5,19.7,69,14,0,NE,100840,0,0
-1.9979975,1.061637,10.3563,283.5063,16.9537,290.1037,2.91E-11,20.6824,293.8324,-3.05E-05,2.00E+01,293.13382,291.7547,100641.195,0,16.8,19.8,16.8,80,13.3,0,---,100820,0,0
-1.9901907,1.3367797,10.68942,283.83942,16.63287,289.78287,2.91E-11,19.80306,292.95306,-3.05E-05,1.91E+01,292.26404,291.12527,100633.74,0,17.1,17.2,16.3,80,13.6,0,---,100820,0,0
-2.004024,1.2725226,10.806,283.956,16.38656,289.53656,2.91E-11,18.94457,292.09457,-3.05E-05,1.84E+01,291.50092,290.61118,100586.18,0,15.6,17.1,15.6,85,13.1,0,---,100810,0,0
-1.7843356,1.2485334,10.69714,283.84714,15.32748,288.47748,2.91E-11,18.37597,291.52597,-3.05E-05,1.81E+01,291.26065,290.2658,100574.26,0,15.1,15.6,14.9,86,12.8,0,NE,100780,0,0
-1.7577648,1.2788872,11.0082,284.1582,16.47192,289.62192,2.91E-11,18.07067,291.22067,-3.05E-05,1.78E+01,290.99588,289.89056,100553.33,0,14.4,15.2,14.4,86,12.1,0,---,100780,0,0
-1.5204084,1.0031325,11.981,285.131,16.22198,289.37198,2.91E-11,17.8274,290.9774,4.6213684,1.75E+01,290.64456,290.399,100559.195,0,13.8,14.5,13.8,86,11.5,0,---,100750,0,0
-0.8696984,0.26423728,12.12203,285.27203,19.98925,293.13925,2.91E-11,20.00002,293.15002,68.10867,1.78E+01,290.97424,294.11478,100603.26,0,13.7,13.8,13.4,89,11.9,0,---,100750,0,0
-0.7123282,0.03340149,12.5204,285.6704,20.98583,294.13583,2.91E-11,22.4185,295.5685,197.85838,2.05E+01,293.6082,298.26068,100603.44,0,15.3,15.3,13.6,87,13.2,0,NE,100720,0,0
-0.8996932,0.16007972,13.52654,286.67654,22.8446,295.9946,2.91E-11,24.91848,298.06848,345.19876,2.31E+01,296.2836,302.1891,100611.516,0,21.1,21.1,15.3,67,14.7,0,NE,100740,0,0
-1.407825,0.52518237,13.7144,286.8644,26.99917,300.14917,2.91E-11,27.25005,300.40005,490.77216,2.54E+01,298.568,305.50616,100566.43,0,24.2,24.7,21.1,53,14,0,E,100800,0,0
-2.0644245,1.094194,13.66406,286.81406,28.83105,301.98105,2.91E-11,29.1657,302.3157,612.695,2.77E+01,300.82666,307.77356,100553.83,0,27.3,27.4,24.2,37,11.4,1.6,E,100800,0,0
-1.834738,1.1737503,12.47045,285.62045,31.11126,304.26126,2.91E-11,30.20742,303.35742,701.33936,2.94E+01,302.57678,308.98254,100494.37,0,29.4,29.5,27.3,33,11.5,1.6,SE,100790,0,0
-1.5683454,1.3585659,12.55102,285.70102,31.75942,304.90942,2.91E-11,30.96584,304.11584,742.28613,3.04E+01,303.5237,310.12265,100421.37,0,31.2,31.3,29.4,30,11.5,1.6,SE,100750,0,0
-1.2140228,0.89346707,12.6622,285.8122,32.27242,305.42242,2.91E-11,31.5596,304.7096,738.7975,3.11E+01,304.24826,310.78918,100349.12,0,31.6,31.6,30.9,28,10.8,3.2,SE,100690,0,0
-1.0024153,0.59298885,12.86224,286.01224,32.70913,305.85913,2.91E-11,31.98068,305.13068,681.7212,3.17E+01,304.80972,310.51227,100324.06,0,32.4,32.7,31.6,27,11,3.2,ESE,100640,0,0
-0.98146,0.59690535,12.76385,285.91385,33.414,306.564,2.91E-11,32.18908,305.33908,586.89233,3.20E+01,305.19318,309.32864,100241.44,0,33.8,33.8,32.3,25,11,3.2,SE,100560,0,0
-1.0911672,0.898363,12.6405,285.7905,33.386,306.536,2.91E-11,32.2068,305.3568,424.3965,3.21E+01,305.28113,307.5375,100196.195,0,34.3,34.3,33.4,25,11.4,1.6,SE,100510,0,0
-1.1154096,0.9691068,12.50994,285.65994,33.0354,306.1854,2.91E-11,32.10818,305.25818,295.67755,3.18E+01,304.9535,305.69266,100125.19,0,33.7,34.6,33.6,26,11.5,1.6,SW,100450,0,0
-0.8806554,0.45015442,14.87667,288.02667,31.2337,304.3837,2.91E-11,31.74456,304.89456,151.42938,3.09E+01,304.09512,302.66193,100135.44,0,33.6,33.9,33.4,29,13.1,1.6,SE,100410,0,0
-1.470554,-0.22179091,14.88403,288.03403,29.25033,302.40033,2.91E-11,30.73342,303.88342,39.39496,2.82E+01,301.38196,299.6671,100146.67,0,32.4,33.9,32.4,30,12.6,1.6,E,100380,0,0
-1.7787201,-0.15422916,13.82964,286.97964,26.90145,300.05145,2.91E-11,28.60595,301.75595,0.58898926,2.64E+01,299.59036,297.92667,100156.95,0,30.8,32.4,30.8,35,13.5,1.6,E,100360,0,0
-1.8815792,0.118220806,14.51257,287.66257,23.88406,297.03406,2.91E-11,26.23635,299.38635,-3.05E-05,2.54E+01,298.56595,296.6186,100167.88,0,27.7,30.8,27.7,48,15.7,0,E,100360,0,0
-1.716676,0.5259167,14.68182,287.83182,23.20428,296.35428,2.91E-11,25.16918,298.31918,-3.05E-05,2.43E+01,297.41498,295.9808,100151.92,0,24.7,27.7,24.7,57,15.6,0,E,100350,0,0
-0.32992816,1.6435002,14.21816,287.36816,21.00182,294.15182,2.91E-11,24.08203,297.23203,-3.05E-05,2.33E+01,296.4005,294.8475,100153.445,0,21.2,24.7,21.2,68,15,0,E,100370,0,0
0.261751,1.5496236,14.28866,287.43866,20.42523,293.57523,2.91E-11,23.13976,296.28976,-3.05E-05,2.23E+01,295.41586,294.35272,100154.81,0.000122264,19.9,21.2,19.9,74,15.1,0,---,100330,0,0
0.25462896,1.4805931,14.69308,287.84308,19.9907,293.1407,2.91E-11,22.22955,295.37955,-3.05E-05,2.15E+01,294.67905,293.79022,100113.83,0,18.6,19.9,18.6,80,15,0,---,100300,0,0
0.47390622,1.5113143,14.94967,288.09967,19.90096,293.05096,2.91E-11,21.47943,294.62943,-3.05E-05,2.11E+01,294.21725,293.60297,100050.11,0,18.4,18.6,18.2,82,15.3,0,---,100280,0,0
0.9984736,1.0097419,15.1701,288.3201,18.03857,291.18857,2.91E-11,20.96115,294.11115,-3.05E-05,2.02E+01,293.3805,293.1861,100043.5,0,19.1,19.6,18.4,77,15,0,WSW,100250,0,0
1.092567,1.0609027,15.99243,289.14243,18.46328,291.61328,2.91E-11,20.00317,293.15317,-3.05E-05,1.94E+01,292.57733,292.4621,100032.01,0,17.8,19.1,17.8,82,14.7,0,---,100220,0,0
1.077775,1.1267508,15.92697,289.07697,18.9941,292.1441,2.91E-11,19.75817,292.90817,4.077667,1.92E+01,292.34644,293.29807,100037.38,0,17.6,18.4,17.6,82,14.4,0,SE,100220,0,0
1.6820548,1.4269844,16.27966,289.42966,21.75863,294.90863,2.91E-11,22.02743,295.17743,63.963013,2.03E+01,293.40213,296.03452,100063.49,0,16.6,17.6,16.6,84,13.8,0,SE,100180,0,0
1.8118956,0.810851,16.0029,289.1529,23.34124,296.49124,2.91E-11,24.74923,297.89923,187.69815,2.25E+01,295.6827,300.05673,100115.13,0,16.8,17.2,16.1,82,13.7,0,E,100240,0,0
2.0404863,0.6308087,15.9655,289.1155,25.5884,298.7384,2.91E-11,26.70632,299.85632,301.06915,2.52E+01,298.32715,303.80392,100119.32,0,20.9,20.9,16.8,71,15.5,0,SE,100250,0,0
2.0847254,0.5407263,14.84838,287.99838,28.75802,301.90802,2.91E-11,28.78463,301.93463,423.88678,2.72E+01,300.30377,306.82068,100093.734,0,25.2,25.2,20.9,59,16.6,0,SW,100280,0,0
2.027338,0.75650775,13.89706,287.04706,30.1775,303.3275,2.91E-11,30.44583,303.59583,590.8114,2.91E+01,302.28625,309.3801,100062.31,0,27.8,27.8,25.1,52,17,0,WNW,100270,0,0
1.6472664,0.99664557,13.3693,286.5193,32.2361,305.3861,2.91E-11,31.5376,304.6876,694.362,3.07E+01,303.84814,310.39124,100053.68,0,29.2,29.2,27.7,48,17,1.6,NW,100280,0,0
1.6719196,1.0955404,13.81088,286.96088,32.9217,306.0717,2.91E-11,32.3183,305.4683,742.10486,3.17E+01,304.86554,311.3498,99966.06,0,31.1,31.2,29.2,45,17.8,1.6,NW,100250,0,0
1.5665953,1.092358,13.8136,286.9636,33.41763,306.56763,2.91E-11,32.8975,306.0475,733.46246,3.24E+01,305.58978,311.86273,99935.63,0,33.5,33.5,31.1,32,14.5,0,SW,100200,0,0
1.5616646,1.0205125,14.06613,287.21613,33.81692,306.96692,2.91E-11,33.326,306.476,674.2001,3.30E+01,306.14978,311.59906,99887.07,0,35.3,35.3,33.6,25,12.3,1.6,SE,100160,0,0
1.372519,1.0440122,13.81243,286.96243,34.28414,307.43414,2.91E-11,33.5667,306.7167,584.6949,3.34E+01,306.5376,310.73093,99844.57,0,34.8,35.3,33.7,28,13.6,1.6,SE,100110,0,0
1.2072048,0.94646394,13.54553,286.69553,34.74267,307.89267,2.91E-11,33.59445,306.74445,445.88364,3.35E+01,306.62646,309.22803,99764.74,0,35.3,35.4,34.6,26,12.9,1.6,SE,100050,0,0
0.7942621,0.7224821,14.57067,287.72067,34.3165,307.4665,2.91E-11,33.44607,306.59607,262.7389,3.31E+01,306.2164,307.27197,99737.445,0,35.1,36.1,35.1,25,12.1,3.2,SE,100000,0,0
-0.021761954,0.52946603,15.6442,288.7942,32.97946,306.12946,2.91E-11,33.07873,306.22873,157.07019,3.25E+01,305.62515,304.9293,99713.82,0,35.2,35.6,34.8,24,11.6,1.6,SW,99980,0,0
-1.0292599,0.6122047,14.48156,287.63156,31.82083,304.97083,2.91E-11,32.41265,305.56265,36.087494,3.07E+01,303.8157,301.34854,99753.125,0,34.8,35.3,34.6,28,13.6,1.6,SE,99940,0,0
-1.2289517,1.1768101,15.4519,288.6019,28.65194,301.80194,2.91E-11,30.3721,303.5221,0.5663147,2.75E+01,300.67145,299.1375,99799.516,0,33.2,34.8,33.2,30,13.3,1.6,SE,99950,0,0
-0.98118603,1.6956402,15.24523,288.39523,26.01602,299.16602,2.91E-11,27.1071,300.2571,-3.05E-05,2.63E+01,299.49652,298.17026,99827.62,0,28.6,33.1,28.6,53,18,1.6,SE,99950,0,0
-0.22830176,2.0775108,15.03683,288.18683,25.21163,298.36163,2.91E-11,26.20947,299.35947,-3.05E-05,2.58E+01,298.94824,297.24652,99839.57,0,25.2,28.6,25.2,61,17.2,0,E,99990,0,0
0.70304495,1.6119224,16.53994,289.68994,22.6426,295.7926,2.91E-11,25.67062,298.82062,-3.05E-05,2.48E+01,297.97675,296.11246,99852.36,0,23.7,25.2,23.3,66,16.9,0,---,100020,0,0
1.4126492,1.0796291,16.44467,289.59467,21.80078,294.95078,2.91E-11,24.64834,297.79834,-3.05E-05,2.38E+01,296.97278,295.47012,99892.63,0,21.2,23.7,21.2,75,16.6,0,---,100020,0,0
1.7810788,0.48442495,16.46752,289.61752,21.25543,294.40543,2.91E-11,23.60888,296.75888,-3.05E-05,2.29E+01,296.07434,294.9137,99893.125,0,21.5,22.3,20.8,73,16.5,0,ENE,100050,0,0
1.5327654,0.3615409,16.23162,289.38162,20.93752,294.08752,2.91E-11,22.8213,295.9713,-3.05E-05,2.23E+01,295.44656,294.41663,99887.195,0,21.4,21.4,20.8,72,16.2,0,ENE,100050,0,0
2.0939019,-0.10514903,15.85977,289.00977,20.21633,293.36633,2.91E-11,22.269,295.419,-3.05E-05,2.20E+01,295.17297,294.41928,99918.49,0,20,21.9,20,77,15.8,0,ENE,100070,0,0
2.3486526,-0.77525854,15.9816,289.1316,21.37097,294.52097,2.91E-11,22.27902,295.42902,-3.05E-05,2.20E+01,295.1759,294.54602,99960.625,0,18.9,20.1,18.9,81,15.6,0,---,100040,0,0
2.3113987,-1.1271424,15.53652,288.68652,21.52245,294.67245,2.91E-11,22.6272,295.7772,3.522644,2.22E+01,295.38107,295.08505,100006.305,0,18.7,19.1,18.6,83,15.7,0,---,100060,0,0
2.6509295,-1.0401201,16.03118,289.18118,23.66317,296.81317,2.91E-11,24.1998,297.3498,57.85782,2.29E+01,296.01035,297.39896,100064.12,0.000634659,18.4,19.1,18.4,84,15.7,0,ENE,100090,0,0
2.446992,-1.0707186,16.29534,289.44534,24.6779,297.8279,2.91E-11,26.33697,299.48697,170.52655,2.46E+01,297.7806,300.40057,100116.19,0.000830282,18.4,18.4,18.1,84,15.6,0,---,100140,0,0
2.435076,-1.2966588,16.826,289.976,25.99642,299.14642,1.53E-05,26.25637,299.40637,202.08331,2.58E+01,298.98303,302.72736,100161.89,0.000195622,23.3,23.3,18.4,68,17.1,0,NW,100200,0,0
2.6620233,-1.3041248,17.3317,290.4817,28.78307,301.93307,2.91E-11,27.36184,300.51184,335.89938,2.64E+01,299.59152,305.4748,100197.94,0,24.1,24.2,23.3,65,17.1,3.2,NW,100270,0,0
2.8687,-1.1703477,17.28948,290.43948,29.82693,302.97693,2.91E-11,28.8535,302.0035,537.64294,2.76E+01,300.74686,307.85187,100217.81,0,25.9,25.9,24.1,60,17.6,3.2,NW,100330,0,0
2.1877213,-0.64772356,17.48626,290.63626,30.5819,303.7319,2.91E-11,29.947,303.097,594.69653,2.91E+01,302.2652,309.183,100245.07,0,27.8,27.8,25.9,55,17.9,3.2,NW,100370,0,0
1.7208152,-0.9282515,17.604,290.754,31.6101,304.7601,2.91E-11,31.1219,304.2719,715.62256,3.02E+01,303.3054,310.18848,100220.76,0,28.9,29.3,27.8,54,18.7,1.6,NW,100400,0,0
1.3258147,-1.3167315,17.56973,290.71973,32.37744,305.52744,2.91E-11,31.93496,305.08496,712.8022,3.13E+01,304.45636,310.9178,100151.92,0,30.4,30.5,28.8,54,20.1,1.6,NW,100410,0,0
1.2756863,-1.6875865,17.29818,290.44818,33.0779,306.2279,2.10E-05,32.43722,305.58722,632.24524,3.20E+01,305.18643,310.58603,100114.32,0,31.1,31.3,30.3,49,19.1,3.2,NW,100400,0,0
1.2230926,-1.9411879,16.924,290.074,33.4278,306.5778,2.91E-11,32.5041,305.6541,497.36444,3.23E+01,305.47958,308.72153,100072,0,32,32,31.1,46,18.9,3.2,NW,100380,0,0
0.9590283,-1.1920116,16.50936,289.65936,33.63998,306.78998,2.91E-11,32.53213,305.68213,382.7701,3.24E+01,305.50357,307.5311,100057.56,0,32.4,32.4,31.9,42,17.9,3.2,NW,100340,0,0
0.4928071,-1.2676513,16.31063,289.46063,33.1735,306.3235,2.91E-11,32.30917,305.45917,257.40393,3.19E+01,305.08005,305.58862,100035.18,0,32.2,32.8,32.2,43,18.1,3.2,NW,100300,0,0
-0.29486567,-1.0070735,17.29492,290.44492,31.6584,304.8084,2.91E-11,31.8103,304.9603,143.52321,3.12E+01,304.3827,303.54596,100056.82,0,32.1,32.6,32.1,40,16.8,1.6,NW,100270,0,0
-0.7121912,-0.7719538,18.1581,291.3081,29.48794,302.63794,2.91E-11,30.95983,304.10983,29.959656,2.88E+01,301.90192,300.78226,100072.81,0,32.2,32.3,31.9,41,17.2,1.6,NW,100240,0,0
-0.9544783,-0.87305164,17.05087,290.20087,27.68658,300.83658,2.91E-11,29.51104,302.66104,0.30581665,2.78E+01,300.90265,298.97107,100127.61,0,30.6,32.2,30.6,49,18.7,1.6,NW,100270,0,0
-1.0834973,-0.88859576,17.44808,290.59808,24.91662,298.06662,2.91E-11,27.5491,300.6991,-3.05E-05,2.64E+01,299.55557,297.83435,100141.43,0,27.4,30.6,27.4,52,16.7,0,NW,100290,0,0
-1.5209563,-0.7196914,17.5399,290.6899,24.2343,297.3843,2.91E-11,26.14315,299.29315,-3.05E-05,2.50E+01,298.18832,296.8395,100135.805,0,24.4,27.4,24.4,64,17.2,0,---,100310,0,0
-1.0569265,-0.9338817,17.182,290.332,21.85635,295.00635,2.91E-11,24.78896,297.93896,-3.05E-05,2.39E+01,297.00085,296.3224,100139.195,0,22.6,24.4,22.6,75,18,0,NNW,100320,0,0
-1.404264,-0.92543644,17.0321,290.1821,21.39276,294.54276,2.91E-11,23.66805,296.81805,-3.05E-05,2.31E+01,296.22604,295.76178,100133.51,0,21.8,22.6,21.8,75,17.1,0,---,100330,0,0
-1.6124474,-0.6777102,16.9581,290.1081,21.3837,294.5337,2.91E-11,22.98712,296.13712,-3.05E-05,2.27E+01,295.86566,295.45425,100110.32,0,21.6,21.8,21.1,74,16.8,0,---,100300,0,0
-1.6223087,-0.0990293,16.93737,290.08737,21.1239,294.2739,2.91E-11,22.67895,295.82895,-3.05E-05,2.24E+01,295.593,295.0688,100119.695,0,21.8,22.2,21.3,74,16.9,0,NNW,100300,0,0
-1.6194324,0.5140444,16.99566,290.14566,20.05938,293.20938,2.91E-11,22.37905,295.52905,-3.05E-05,2.20E+01,295.16248,294.83728,100113.516,0,21.8,22.4,21.8,76,17.4,0,NNW,100290,0,0
-1.7855684,0.7545494,17.74423,290.89423,20.4238,293.5738,2.91E-11,21.91738,295.06738,-3.05E-05,2.15E+01,294.62906,294.67462,100121.25,0,20.2,21.8,20.2,80,16.7,0,---,100270,0,0
-1.9730704,0.63227737,17.769,290.919,20.77838,293.92838,2.91E-11,21.58035,294.73035,2.2200623,2.13E+01,294.43472,295.19666,100149.44,0,20.8,21.1,19.9,76,16.4,0,E,100270,0,0
-1.7496841,0.79408276,18.42306,291.57306,23.2984,296.4484,2.91E-11,23.3856,296.5356,36.49527,2.19E+01,295.09903,298.03143,100181.64,0,18.8,20.8,18.8,83,15.8,0,---,100280,0,0
-0.9661201,0.7708279,18.41107,291.56107,24.27172,297.42172,2.91E-11,25.44106,298.59106,120.93736,2.38E+01,296.90207,301.0739,100249.016,0,19.4,19.4,18.6,86,17,0,E,100320,0,0
-0.6460382,0.91072476,18.48736,291.63736,25.3962,298.5462,2.91E-11,27.2512,300.4012,215.8002,2.60E+01,299.16248,303.84137,100279.69,0.000293434,23.6,23.6,19.4,72,18.2,0,E,100340,0,0
-0.79204047,0.6137959,18.40524,291.55524,28.23412,301.38412,2.91E-11,28.8787,302.0287,331.3233,2.76E+01,300.73636,306.5332,100240.26,0.000391245,26.7,26.7,23.6,61,18.5,1.6,E,100410,0,0
-1.2267603,0.04857838,18.78756,291.93756,29.295,302.445,2.91E-11,30.39922,303.54922,443.43704,2.92E+01,302.3406,309.66266,100233.24,0.000439037,27.2,28.1,26.7,61,19,0,ESE,100490,0,0
-3.2324429,-1.1327727,19.68408,292.83408,30.94122,304.09122,2.91E-11,31.1002,304.2502,433.1522,3.06E+01,303.76544,308.5755,100167.445,0.000316773,26.2,27.2,26,66,19.3,1.6,E,100420,0,0
-5.2363453,-0.8304584,19.28704,292.43704,32.20922,305.35922,2.91E-11,31.67825,304.82825,413.3188,3.11E+01,304.26346,307.82727,100165.555,0,27.2,27.4,26.2,64,19.8,1.6,E,100370,0,0
-5.348518,0.05996108,18.8385,291.9885,32.57037,305.72037,2.91E-11,31.9658,305.1158,491.7916,3.13E+01,304.45343,308.8698,100122.37,0,29.4,29.4,27.2,56,19.7,4.8,E,100410,0,0
-4.1414647,0.5075575,18.7684,291.9184,33.46957,306.61957,2.91E-11,31.9581,305.1081,521.5021,3.12E+01,304.319,309.2318,100088.12,0,31.8,31.8,29.5,49,19.7,4.8,E,100390,0,0
-3.0604177,0.2904297,18.10156,291.25156,34.46908,307.61908,2.91E-11,32.22598,305.37598,363.4351,3.19E+01,305.04556,308.96512,100041.2,0,32.7,32.8,31.5,44,18.8,8,E,100320,0,0
-2.6892486,-0.42300737,17.90673,291.05673,35.08383,308.23383,2.91E-11,32.5513,305.7013,328.89935,3.22E+01,305.3884,307.56512,99993.51,0,34,34.2,32.7,43,19.7,6.4,E,100310,0,0
-2.713902,-1.1388924,17.29238,290.44238,34.76373,307.91373,2.91E-11,32.50097,305.65097,165.8712,3.22E+01,305.39542,305.20203,99979.195,0,34.1,34.5,33.7,39,18.1,4.8,E,100260,0,0
-2.4399765,-1.6509906,18.5807,291.7307,32.95547,306.10547,2.91E-11,32.16192,305.31192,87.57962,3.15E+01,304.66913,303.2006,99980.5,0,33.7,34.1,33.6,37,17,3.2,E,100200,0,0
-2.407653,-1.8129184,19.26168,292.41168,31.5992,304.7492,2.91E-11,31.21627,304.36627,21.068024,2.94E+01,302.575,301.0868,100028.94,0,33.7,33.9,33.7,37,17,3.2,E,100180,0,0
-2.3986137,-1.4595658,18.48156,291.63156,29.77422,302.92422,2.91E-11,29.54763,302.69763,0.39642334,2.85E+01,301.68884,299.76547,100049.305,0,32.5,33.7,32.5,47,19.7,0,E,100170,0,0
-1.8934951,-1.1634936,18.1556,291.3056,27.0279,300.1779,2.91E-11,28.31808,301.46808,-3.05E-05,2.75E+01,300.62558,298.59317,100087.62,0,29.7,32.5,29.7,58,20.6,0,NE,100210,0,0
-1.3963201,-0.92555887,18.1554,291.3054,26.51885,299.66885,2.91E-11,27.2615,300.4115,-3.05E-05,2.61E+01,299.2566,297.6562,100105.01,0,26.6,29.7,26.6,65,19.4,0,NE,100220,0,0
-1.3548205,-0.6008464,17.61312,290.76312,22.97357,296.12357,2.91E-11,25.8018,298.9518,-3.05E-05,2.46E+01,297.75314,296.6632,100112.984,0,24.1,26.6,24.1,74,19.2,0,---,100270,0,0
-0.5555058,-0.96325636,17.49362,290.64362,22.86022,296.01022,2.91E-11,24.45193,297.60193,-3.05E-05,2.39E+01,297.04877,296.36475,100114.13,0,25.1,25.2,23.8,68,18.7,0,NE,100280,0,0
-0.13722157,-0.85665077,17.53893,290.68893,23.18722,296.33722,2.91E-11,24.0743,297.2243,-3.05E-05,2.38E+01,296.91812,295.73492,100078.18,0,24.5,25.1,24.4,69,18.4,0,NE,100280,0,0
0.61333436,-0.18470538,16.95114,290.10114,24.47192,297.62192,2.91E-11,24.76925,297.91925,-3.05E-05,2.38E+01,296.99033,294.95795,100067,0,23.7,24.5,23.7,71,18.1,0,NE,100270,0,0
1.7346485,-0.05190742,17.29684,290.44684,22.45294,295.60294,2.91E-11,25.0557,298.2057,-3.05E-05,2.43E+01,297.4384,294.45258,100080.14,0,23.4,23.7,23.1,69,17.4,0,NNW,100230,0,0
1.9599524,0.36643684,17.5399,290.6899,20.8042,293.9542,2.91E-11,23.79357,296.94357,-3.05E-05,2.15E+01,294.6583,293.73007,100092,0,22.3,23.4,22.3,72,17,0,E,100190,0,0
1.545229,0.05677879,17.44946,290.59946,21.44943,294.59943,2.91E-11,21.7956,294.9456,2.7071228,2.12E+01,294.3903,294.32547,100109.63,0,21,22.3,21,76,16.6,0,E,100240,0,0
