,Wind speed.mean,Wind direction.mean,u10,v10
202,5.222222222,70.71111111,2.1891186,-2.8847878
203,4.266666667,81.24305556,1.9630778,-2.2045708
204,3.422222222,67.05972222,1.8517803,-1.1713322
205,2.552777778,73.87777778,1.1760702,-2.4425817
206,1.708333333,68.10138889,0.81478405,-1.2127658
207,1.833333333,64.02222222,0.4555654,-1.8933544
208,3.447222222,74.28194444,0.045177415,-1.9344163
209,2.840277778,86.94722222,-1.6735592,-3.608482
210,0.084722222,81.51111111,0.120639175,-1.8325975
211,0.548611111,214.2888889,-1.3792927,-0.8255568
212,1.227777778,147.3444444,1.4701643,-0.05113882
213,1.741666667,213.6597222,0.37303984,-3.3110151
214,0.709722222,55.99166667,-0.8460639,-1.8049132
215,1.205555556,293.5916667,-2.9534802,-1.5994174
216,1.072222222,201.6027778,0.68074465,-1.6018329
217,2.125,63.55,0.12615237,-3.465044
218,1.023611111,150.6458333,0.021057203,-1.6999357
219,1.779166667,285.4125,-2.3892398,-1.7720264
220,0.172222222,176.3125,1.9181108,1.2920157
221,0.655555556,223.0194444,0.73398143,1.2171379
222,0.236111111,212.8138889,0.7470752,1.8388275
223,0.713888889,268.1555556,0.19437808,2.3436484
224,1.309722222,243.7375,-1.2161368,1.7033788
225,2.695833333,267.2791667,-5.4369993,1.9787356
226,0.697222222,250.0972222,-1.4942082,2.2100577
227,1.348611111,252.5902778,0.07791196,3.0420737
228,0.129166667,200.4972222,0.7989336,1.7724966
229,0.472222222,180.3013889,1.4379466,1.7141551
230,0.204166667,209.3930556,1.1529837,1.6193968
231,1.361111111,184.6472222,0.4388535,2.7983031
232,0.652777778,124.3444444,2.2225423,-0.14199543
233,0.558333333,135.6416667,0.49829257,-1.9596853
234,0.866666667,100.9152778,2.7972922,0.41707933
235,1.204166667,200.2791667,1.0142926,-1.8305537
236,0.679166667,167.2055556,-0.07059954,-1.1501509
237,1.684722222,71.13472222,0.5882265,-2.370491
238,1.440277778,64.64722222,1.3369863,-1.84133
239,0.986111111,95.05138889,2.528352,-1.5451635
240,3.611111111,85.18611111,4.65472,-0.55781776
241,2.104166667,61.05972222,2.517498,-3.3069272
242,0.294444444,87.39305556,2.3839755,-0.43351698
243,0.525,134.2944444,2.7904007,1.526682
244,0.615277778,129.225,2.5028534,2.132207
245,0.805555556,85.54027778,4.2892985,2.0097642
246,0.469444444,65.95833333,-0.6773948,0.32975292
247,0.981944444,98.0375,0.654557,0.006459475
248,1.740277778,93.2875,-1.321232,-0.9106536
249,4.994444444,76.44305556,2.61105,-3.264007
250,3.963888889,77.5625,2.995767,-2.4659925
251,3.536111111,72.13888889,3.0236776,-3.6021647
252,3.990277778,74.14583333,3.3189776,-2.204385
253,2.213888889,69.20277778,2.7223473,-3.1138802
254,0.186111111,126.9222222,1.3294057,1.2702769
255,0.6375,230.9375,-0.58160317,2.8100085
256,0.027777778,221.7916667,-0.18120788,1.7262322
257,0.0125,218.7347222,-0.42930138,1.1916832
258,0.245833333,63.01527778,2.9175487,-0.4833116
259,0.194444444,120.9166667,1.5811172,-0.776877
260,0.097222222,137.4402778,1.3802304,-0.8268574
261,0.35,222.5097222,0.1993744,2.3146634
262,0.730555556,91.43888889,-1.107079,-0.79118365
263,2.154166667,224.8305556,-3.3929846,-0.81552356
264,2.884722222,103.3097222,-2.1785326,-4.876387
265,5.175,68.05555556,-1.7295525,-5.514799
266,4.840277778,64.47916667,-0.3872633,-6.4989862
267,3.852777778,65.125,2.1258893,-4.9834085
268,0.541666667,93.35,2.336941,-1.349701
269,0.379166667,86.75694444,2.8395026,0.54360974
270,0.465277778,74.45972222,1.426231,-0.030514896
271,0.119444444,90.79722222,0.357534,-0.4558131
272,0.088888889,132.1347222,-0.43791574,-1.0150737
273,0.556944444,292.2291667,-1.5751832,-0.43983424
274,0.147222222,291.8986111,-1.5526136,-0.5076515
275,0.890277778,249.9930556,-1.8570448,-0.21259975
276,0.125,142.3458333,0.97793996,0.20879662
277,0.169444444,200.1125,-1.0752059,2.3575835
278,0.1875,199.5236111,-0.6479337,1.5844661
279,0.569444444,141.8222222,2.9678564,2.568839
280,0.319444444,140.2833333,1.8717656,1.8538774
281,0.447222222,148.2902778,3.517108,1.9657296
282,0.65,161.7833333,2.7688649,1.8614954
283,0.740277778,93.0125,3.6199634,-0.76851594
284,0.443055556,119.6680556,2.341076,0.5027336
285,1.440277778,59.56111111,2.6749685,-3.075791
286,2.4375,72.18472222,2.1531105,-1.1349152
287,1.630555556,68.71944444,2.3074799,-1.9773364
288,0.591666667,73.79444444,1.8889943,-0.18324322
289,0.7625,68.78888889,1.9630778,-1.2735226
290,0.030555556,112.2833333,0.87904716,1.2676758
291,0.172222222,220.3819444,-1.4426943,0.7035843
292,0.011111111,161.1194444,-0.23944093,1.0369111
293,0.133333333,270.5611111,-0.82177144,0.9111239
294,1.133333333,236.9680556,-1.9612786,1.5850235
295,0.438888889,159.3236111,0.54532695,3.4660716
296,0.190277778,120.8027778,-1.0929514,0.61514306
297,1.193055556,107.1638889,0.12908125,-0.08346814
298,3.577777778,82.34305556,2.736475,-0.06953311
299,3.255555556,81.15,4.113738,-1.247139
300,1.993055556,74.86944444,2.701156,-1.1670588
301,0.704166667,47.56805556,1.4215794,-1.5576122
302,1.911111111,75.03333333,1.9999472,-1.3071526
303,0.886111111,200.2180556,-0.84554714,-2.5808177
304,0.0,215.875,1.100953,0.04603505
