dateandtime,air-temp-1.8m-2m,air-hum,air-temp-1m,soil-temp,leaf-hum,rain
20.12.2019. 22:10:00,11.6,76,11.5,7.9,100,0
20.12.2019. 22:00:00,11.7,75.2,11.6,7.9,100,0
20.12.2019. 21:50:00,11.3,75.5,11.1,7.9,100,0
20.12.2019. 21:40:00,11.2,75.7,11,7.9,100,0
20.12.2019. 21:30:00,11.4,74.9,11.2,7.9,100,0
20.12.2019. 21:20:00,11.5,74.6,11.2,7.9,100,0
20.12.2019. 21:10:00,11.6,74.1,11.4,7.9,100,0
20.12.2019. 21:00:00,11.6,74,11.4,7.9,100,0
20.12.2019. 20:50:00,12,72.7,11.8,7.9,100,0
20.12.2019. 20:40:00,11.8,73.9,11.7,7.9,100,0
20.12.2019. 20:30:00,11.8,74.8,11.6,7.9,100,0
20.12.2019. 20:20:00,11.7,76,11.5,7.9,100,0
20.12.2019. 20:10:00,11.7,76.1,11.5,7.9,100,0
20.12.2019. 20:00:00,11.9,74.9,11.8,7.9,100,0
20.12.2019. 19:50:00,11.9,75.6,11.8,7.9,100,0
20.12.2019. 19:40:00,12,75.6,11.9,7.9,100,0
20.12.2019. 19:30:00,12.1,74.8,12,7.9,100,0
20.12.2019. 19:20:00,12.1,75.1,11.9,7.9,100,0
20.12.2019. 19:10:00,12.1,75.1,12,7.9,100,0
20.12.2019. 19:00:00,11.9,76.1,11.8,7.9,100,0
20.12.2019. 18:50:00,11.9,75.9,11.8,7.9,100,0
20.12.2019. 18:40:00,12.1,75.4,11.9,7.9,100,0
20.12.2019. 18:30:00,12.1,75.6,11.9,7.9,100,0
20.12.2019. 18:20:00,12.3,74.4,12.2,7.9,100,0
20.12.2019. 18:10:00,12.5,74.3,12.4,7.9,100,0
20.12.2019. 18:00:00,12.5,74.8,12.3,7.9,100,0
20.12.2019. 17:50:00,12.7,74.3,12.6,7.9,100,0
20.12.2019. 17:40:00,12.8,74.6,12.6,7.9,100,0
20.12.2019. 17:30:00,12.7,74.9,12.4,7.9,100,0
20.12.2019. 17:20:00,12.6,75.6,12.3,7.8,100,0
20.12.2019. 17:10:00,12.7,74.9,12.5,7.8,100,0
20.12.2019. 17:00:00,12.7,74.4,12.4,7.8,100,0
20.12.2019. 16:50:00,12.6,74.6,12.4,7.8,100,0
20.12.2019. 16:40:00,12.7,74.4,12.4,7.8,100,0
20.12.2019. 16:30:00,12.9,73.7,12.7,7.8,100,0
20.12.2019. 16:20:00,12.9,75.2,12.6,7.8,100,0
20.12.2019. 16:10:00,13.2,74.2,12.9,7.7,100,0
20.12.2019. 16:00:00,13.1,74.2,13,7.7,100,0
20.12.2019. 15:50:00,13.3,74.9,13.1,7.7,100,0
20.12.2019. 15:40:00,13.4,73.4,13.4,7.7,100,0
20.12.2019. 15:30:00,13.7,73.5,13.7,7.7,100,0
20.12.2019. 15:20:00,13.8,73.9,13.9,7.6,100,0
20.12.2019. 15:10:00,13.9,74.9,14,7.6,100,0
20.12.2019. 15:00:00,13.7,76.8,13.8,7.6,100,0
20.12.2019. 14:50:00,13.8,78,14.2,7.5,100,0
20.12.2019. 14:40:00,13.6,79.1,14.5,7.5,100,0
20.12.2019. 14:30:00,13.4,79.5,13.9,7.5,100,0
20.12.2019. 14:20:00,13.5,78.6,13.8,7.5,100,0
20.12.2019. 14:10:00,13.5,79.7,14.3,7.4,100,0
20.12.2019. 14:00:00,13.4,80.4,13.9,7.4,100,0
20.12.2019. 13:50:00,13.7,80.2,14.9,7.4,100,0
20.12.2019. 13:40:00,13.9,79.4,14.7,7.4,100,0
20.12.2019. 13:30:00,13.7,79.6,14.6,7.2,100,0
20.12.2019. 13:20:00,13.7,79.6,13.9,7.2,100,0
20.12.2019. 13:10:00,13.6,78.7,13.9,7.2,100,0
20.12.2019. 13:00:00,14.2,78,14.4,7.2,100,0
20.12.2019. 12:50:00,14.5,78.2,16.3,7.2,100,0
20.12.2019. 12:40:00,14.2,79.4,16.6,7.1,100,0
20.12.2019. 12:30:00,14.1,81.1,16.2,7.1,100,0
20.12.2019. 12:20:00,13.9,81.4,16.1,7.1,100,0
20.12.2019. 12:10:00,13.5,83.2,15.9,7.1,100,0
20.12.2019. 12:00:00,13.3,83.7,15.1,7.1,100,0
20.12.2019. 11:50:00,13,84,14.6,7,100,0
20.12.2019. 11:40:00,13,84.5,14,7,100,0
20.12.2019. 11:30:00,12.5,85.6,14.9,7,100,0
20.12.2019. 11:20:00,12.5,84.8,13.9,7,100,0
20.12.2019. 11:10:00,12.7,85.3,14.9,7,100,0
20.12.2019. 11:00:00,12.8,83.8,15.2,7,100,0
20.12.2019. 10:50:00,12.8,83.4,15.2,7,100,0
20.12.2019. 10:40:00,13.1,83.8,15.6,7,100,0
20.12.2019. 10:30:00,13,83,15.2,7,100,0
20.12.2019. 10:20:00,12.6,84.9,15.5,7,100,0
20.12.2019. 10:10:00,11.9,86.1,15.6,6.9,100,0
20.12.2019. 10:00:00,12.1,84.8,15.4,7,100,0
20.12.2019. 9:50:00,12.4,84.6,14.2,7,100,0
20.12.2019. 9:40:00,12.1,85.3,14.2,7,100,0
20.12.2019. 9:30:00,11.4,86.7,14.1,7.1,100,0
20.12.2019. 9:20:00,10.9,87.4,13.2,7.1,100,0
20.12.2019. 9:10:00,10.5,88.3,12.5,7.1,100,0
20.12.2019. 9:00:00,9.7,90.7,10.8,7.1,100,0
20.12.2019. 8:50:00,8,92.2,8,7.1,100,0
20.12.2019. 8:40:00,5.9,92.2,5.8,7.1,100,0
20.12.2019. 8:30:00,6.1,92.1,6.3,7.1,100,0
20.12.2019. 8:20:00,6,92.3,5.8,7.1,100,0
20.12.2019. 8:10:00,5.7,92.4,5.5,7.1,100,0
20.12.2019. 8:00:00,5,92.2,4.8,7.2,100,0
20.12.2019. 7:50:00,5.1,92.2,4.8,7.2,100,0
20.12.2019. 7:40:00,5.3,92.2,4.8,7.2,100,0
20.12.2019. 7:30:00,5.3,92.2,4.8,7.2,100,0
20.12.2019. 7:20:00,5.1,91.9,4.6,7.2,100,0
20.12.2019. 7:10:00,5.4,91.8,4.8,7.2,100,0
20.12.2019. 7:00:00,5.7,91.7,5.1,7.2,100,0
20.12.2019. 6:50:00,6.2,91.7,5.1,7.2,100,0
20.12.2019. 6:40:00,6.5,91.8,5.5,7.2,100,0
20.12.2019. 6:30:00,5.9,91.7,5.4,7.2,100,0
20.12.2019. 6:20:00,6.1,91.6,5.8,7.3,100,0
20.12.2019. 6:10:00,6,91.5,5.6,7.3,100,0
20.12.2019. 6:00:00,6.8,91.2,6.2,7.3,100,0
20.12.2019. 5:50:00,7.1,91.3,6.8,7.3,100,0
20.12.2019. 5:40:00,7.4,91.4,7,7.4,100,0
20.12.2019. 5:30:00,7.4,91.5,7,7.4,100,0
20.12.2019. 5:20:00,7.3,91.7,6.8,7.4,100,0
20.12.2019. 5:10:00,6.9,91.7,6.2,7.4,100,0
20.12.2019. 5:00:00,7,91.8,6.4,7.4,100,0
20.12.2019. 4:50:00,6.9,91.9,6.6,7.4,100,0
20.12.2019. 4:40:00,6.7,91.8,6.4,7.4,100,0
20.12.2019. 4:30:00,6.4,91.6,6.1,7.4,100,0
20.12.2019. 4:20:00,6.6,91.6,6.4,7.4,100,0
20.12.2019. 4:10:00,6.6,91.5,6.4,7.4,100,0
20.12.2019. 4:00:00,6.8,91.6,6.4,7.4,100,0
20.12.2019. 3:50:00,6.7,91.6,6.4,7.5,100,0
20.12.2019. 3:40:00,6.5,91.2,6.1,7.4,100,0
20.12.2019. 3:30:00,6.6,91.2,6.3,7.4,100,0
20.12.2019. 3:20:00,6.6,91.2,6.1,7.5,100,0
20.12.2019. 3:10:00,6.6,91,6.3,7.5,100,0
20.12.2019. 3:00:00,6.8,90.9,6.6,7.5,100,0
20.12.2019. 2:50:00,7.1,90.7,6.8,7.5,100,0
20.12.2019. 2:40:00,7.2,90.5,6.8,7.5,100,0
20.12.2019. 2:30:00,7.3,90.4,6.9,7.6,100,0
20.12.2019. 2:20:00,7.5,90.2,7.1,7.6,100,0
20.12.2019. 2:10:00,7.6,90.1,7.2,7.6,100,0
20.12.2019. 2:00:00,7.9,89.9,7.4,7.6,100,0
20.12.2019. 1:50:00,8,89.8,7.8,7.6,100,0
20.12.2019. 1:40:00,8.2,89.4,7.8,7.6,100,0
20.12.2019. 1:30:00,8.4,89.3,8.1,7.6,100,0
20.12.2019. 1:20:00,8.7,88.6,8.5,7.6,100,0
20.12.2019. 1:10:00,8.8,88.5,8.8,7.6,100,0
20.12.2019. 1:00:00,8.7,88.6,8.7,7.6,100,0
20.12.2019. 0:50:00,8.6,88.9,8.6,7.6,100,0
20.12.2019. 0:40:00,8.5,89.1,8.4,7.6,100,0
20.12.2019. 0:30:00,8.4,89.4,8.3,7.6,100,0
20.12.2019. 0:20:00,8.1,89.9,7.9,7.6,100,0
20.12.2019. 0:10:00,7.9,90.1,7.8,7.6,100,0
20.12.2019. 0:00:00,7.9,90.2,7.9,7.6,100,0
19.12.2019. 23:50:00,7.8,90.1,7.7,7.6,100,0
19.12.2019. 23:40:00,7.9,89.8,7.6,7.7,100,0
19.12.2019. 23:30:00,8.2,89.7,8,7.7,100,0
19.12.2019. 23:20:00,8.2,89.8,8.2,7.7,100,0
19.12.2019. 23:10:00,8.2,89.8,8.2,7.7,100,0
19.12.2019. 23:00:00,8.2,89.7,8.1,7.7,100,0
19.12.2019. 22:50:00,8.2,89.6,8.2,7.7,100,0
19.12.2019. 22:40:00,8.3,89.5,8.2,7.8,100,0
19.12.2019. 22:30:00,8.1,89.7,7.9,7.7,100,0
19.12.2019. 22:20:00,8.1,89.4,7.8,7.7,100,0
19.12.2019. 22:10:00,8.2,89.1,8.1,7.8,100,0
19.12.2019. 22:00:00,8.2,89.1,8,7.8,100,0
19.12.2019. 21:50:00,8.4,88.9,8.2,7.8,100,0
19.12.2019. 21:40:00,8.7,88.6,8.6,7.8,100,0
19.12.2019. 21:30:00,8.7,88.6,8.7,7.8,100,0
19.12.2019. 21:20:00,8.7,88.6,8.8,7.8,100,0
19.12.2019. 21:10:00,8.7,88.8,8.7,7.8,100,0
19.12.2019. 21:00:00,8.7,88.9,8.6,7.8,100,0
19.12.2019. 20:50:00,8.5,89.1,8.5,7.8,100,0
19.12.2019. 20:40:00,8.3,89.3,8,7.8,100,0
19.12.2019. 20:30:00,8.5,88.9,8.1,7.8,100,0
19.12.2019. 20:20:00,8.7,88.4,8.4,7.8,100,0
19.12.2019. 20:10:00,8.9,88.5,8.7,7.9,100,0
19.12.2019. 20:00:00,8.9,88.4,8.6,7.9,100,0
19.12.2019. 19:50:00,9,88.2,8.8,7.9,100,0
19.12.2019. 19:40:00,9.1,88.3,8.9,7.9,100,0
19.12.2019. 19:30:00,9.1,88.7,8.9,7.9,100,0
19.12.2019. 19:20:00,9,89.1,8.8,7.9,100,0
19.12.2019. 19:10:00,8.9,89.4,8.5,7.9,100,0
19.12.2019. 19:00:00,9.1,89.1,8.6,7.9,100,0
19.12.2019. 18:50:00,9.3,88.9,8.9,7.9,100,0
19.12.2019. 18:40:00,9.4,88.9,8.9,7.9,100,0
19.12.2019. 18:30:00,9.5,88.6,8.9,7.9,100,0
19.12.2019. 18:20:00,9.7,88.2,9.4,7.9,100,0
19.12.2019. 18:10:00,9.7,88.2,9.2,7.9,100,0
19.12.2019. 18:00:00,9.7,88,9.3,7.9,100,0
19.12.2019. 17:50:00,9.8,87.5,9.4,7.9,100,0
19.12.2019. 17:40:00,10.1,87,9.7,7.9,100,0
19.12.2019. 17:30:00,10.1,88.1,9.7,7.9,100,0
19.12.2019. 17:20:00,9.9,88.6,9.4,7.9,100,0
19.12.2019. 17:10:00,10.1,88.4,9.6,7.9,100,0
19.12.2019. 17:00:00,10,88.9,9.6,7.9,100,0
19.12.2019. 16:50:00,10.1,88.9,9.7,7.9,100,0
19.12.2019. 16:40:00,10.5,88.5,10.1,7.8,100,0
19.12.2019. 16:30:00,10.8,88.1,10.4,7.9,100,0
19.12.2019. 16:20:00,11.1,87.7,10.7,7.8,100,0
19.12.2019. 16:10:00,11.2,88,10.9,7.8,100,0
19.12.2019. 16:00:00,11.5,87.9,11.2,7.8,100,0
19.12.2019. 15:50:00,11.9,87.2,11.7,7.8,100,0
19.12.2019. 15:40:00,12.1,86.5,11.8,7.8,100,0
19.12.2019. 15:30:00,12.3,86,12.1,7.7,100,0
19.12.2019. 15:20:00,12.5,84.8,12.4,7.7,100,0
19.12.2019. 15:10:00,12.7,84.3,12.6,7.6,100,0
19.12.2019. 15:00:00,12.7,84.6,12.9,7.7,100,0
19.12.2019. 14:50:00,13,85.2,13.1,7.6,100,0
19.12.2019. 14:40:00,13.5,82,13.6,7.6,100,0
19.12.2019. 14:30:00,14,79.4,14.1,7.6,100,0
19.12.2019. 14:20:00,14,79.9,14.6,7.5,100,0
19.12.2019. 14:10:00,14.2,83.1,14.8,7.5,100,0
19.12.2019. 14:00:00,14.5,81.3,15.5,7.4,100,0
19.12.2019. 13:50:00,14.7,79.8,16.7,7.4,100,0
19.12.2019. 13:40:00,14.5,80.3,16.4,7.4,100,0
19.12.2019. 13:30:00,14.4,81.9,15.9,7.4,100,0
19.12.2019. 13:20:00,14.7,79.8,16.6,7.4,100,0
19.12.2019. 13:10:00,14,81.9,15.3,7.3,100,0
19.12.2019. 13:00:00,14,81.3,14.5,7.3,100,0
19.12.2019. 12:50:00,14.8,74.8,15.6,7.2,100,0
19.12.2019. 12:40:00,14.6,79.7,17.9,7.2,0,0
19.12.2019. 12:30:00,14.6,79.7,18.4,7.2,0,0
19.12.2019. 12:20:00,14.6,80.2,18.4,7.2,0,0
19.12.2019. 12:10:00,14.5,79.2,18.1,7.2,0,0
19.12.2019. 12:00:00,14,80.1,16.1,7.2,0,0
19.12.2019. 11:50:00,13.3,81.3,15.3,7.2,100,0
19.12.2019. 11:40:00,13.2,83,15.2,7.2,100,0
19.12.2019. 11:30:00,12.2,84.9,15.3,7.1,100,0
19.12.2019. 11:20:00,12.1,83.8,15.6,7.2,100,0
19.12.2019. 11:10:00,11.6,85.2,15.2,7.2,100,0
19.12.2019. 11:00:00,10.9,87.3,13.4,7.1,100,0
19.12.2019. 10:50:00,10.2,88.9,11.7,7.1,100,0
19.12.2019. 10:40:00,10,88.7,10.9,7.2,100,0
19.12.2019. 10:30:00,9.7,88.6,10.8,7.1,100,0
19.12.2019. 10:20:00,9.6,88.6,10.6,7.2,100,0
19.12.2019. 10:10:00,9.4,88.6,10.3,7.2,100,0
19.12.2019. 10:00:00,9.3,88.3,10.1,7.2,100,0
19.12.2019. 9:50:00,9.2,88.2,10.1,7.2,100,0
19.12.2019. 9:40:00,9,88.5,10.1,7.2,100,0
19.12.2019. 9:30:00,8.8,88.8,9.7,7.2,100,0
19.12.2019. 9:20:00,8.5,88.9,9.1,7.2,100,0
19.12.2019. 9:10:00,8.3,89.1,8.6,7.2,100,0
19.12.2019. 9:00:00,8.2,89.2,8.5,7.2,100,0
19.12.2019. 8:50:00,8,89.2,8.2,7.2,100,0
19.12.2019. 8:40:00,7.9,89.2,7.9,7.2,100,0
19.12.2019. 8:30:00,7.9,89.1,7.8,7.2,100,0
19.12.2019. 8:20:00,7.7,89.5,7.2,7.2,100,0
19.12.2019. 8:10:00,7.3,89.9,6.9,7.2,100,0
19.12.2019. 8:00:00,7.4,89.5,7.1,7.3,100,0
19.12.2019. 7:50:00,7.3,89.6,6.9,7.3,100,0
19.12.2019. 7:40:00,7.3,89.7,6.7,7.3,100,0
19.12.2019. 7:30:00,7.2,89.7,6.5,7.3,100,0
19.12.2019. 7:20:00,7.3,89.3,6.9,7.3,100,0
19.12.2019. 7:10:00,7.5,89.4,7.1,7.4,100,0
19.12.2019. 7:00:00,7.4,89.5,6.9,7.4,100,0
19.12.2019. 6:50:00,7.6,89,7.3,7.4,100,0
19.12.2019. 6:40:00,7.9,88.6,7.4,7.4,100,0
19.12.2019. 6:30:00,7.9,89.2,7.4,7.4,100,0
19.12.2019. 6:20:00,7.6,89.4,7.2,7.4,100,0
19.12.2019. 6:10:00,7.8,90.3,7.2,7.4,100,0
19.12.2019. 6:00:00,7.3,90.7,6.2,7.4,100,0
19.12.2019. 5:50:00,7.1,90.6,6.2,7.4,100,0
19.12.2019. 5:40:00,7.1,90.5,6.3,7.4,100,0
19.12.2019. 5:30:00,7.1,90.4,6.3,7.4,100,0
19.12.2019. 5:20:00,7.4,89.9,6.8,7.4,100,0
19.12.2019. 5:10:00,7.8,89.4,7.2,7.5,100,0
19.12.2019. 5:00:00,8.2,89.2,7.3,7.5,100,0
19.12.2019. 4:50:00,8.5,89.2,7.4,7.5,100,0
19.12.2019. 4:40:00,8.7,88.9,7.5,7.5,100,0
19.12.2019. 4:30:00,8.9,89,7.9,7.5,100,0
19.12.2019. 4:20:00,8.9,88.9,7.9,7.5,100,0
19.12.2019. 4:10:00,8.9,88.8,7.8,7.5,100,0
19.12.2019. 4:00:00,9.5,88,8.3,7.5,100,0
19.12.2019. 3:50:00,9.8,87.8,8.6,7.6,100,0
19.12.2019. 3:40:00,9.4,88.9,8.1,7.6,100,0
19.12.2019. 3:30:00,9,89,8.4,7.6,100,0
19.12.2019. 3:20:00,8.8,88.9,8.4,7.6,100,0
19.12.2019. 3:10:00,9.5,87.8,9.2,7.6,100,0
19.12.2019. 3:00:00,9.5,88.5,9.3,7.6,100,0
19.12.2019. 2:50:00,9.2,88.7,8.9,7.6,100,0
19.12.2019. 2:40:00,9.3,88.5,8.9,7.6,100,0
19.12.2019. 2:30:00,9.7,87.8,9.5,7.6,100,0
19.12.2019. 2:20:00,9.6,88.6,9.6,7.6,100,0
19.12.2019. 2:10:00,9.3,89,9.1,7.6,100,0
19.12.2019. 2:00:00,9.1,89.1,8.8,7.6,100,0
19.12.2019. 1:50:00,9.4,89,8.6,7.6,100,0
19.12.2019. 1:40:00,9.4,88.9,8.7,7.6,100,0
19.12.2019. 1:30:00,9.6,88.6,9.2,7.7,100,0
19.12.2019. 1:20:00,9.6,88.7,9.2,7.7,100,0
19.12.2019. 1:10:00,9.6,88.7,9.2,7.7,100,0
19.12.2019. 1:00:00,9.6,88.9,9.2,7.7,100,0
19.12.2019. 0:50:00,9.7,88.8,9.1,7.8,100,0
19.12.2019. 0:40:00,9.8,88.9,9.2,7.7,100,0
19.12.2019. 0:30:00,9.9,88.6,9.6,7.8,100,0
19.12.2019. 0:20:00,9.9,89,9.7,7.8,100,0
19.12.2019. 0:10:00,9.7,89,9.2,7.8,100,0
19.12.2019. 0:00:00,9.6,89.5,9.1,7.8,100,0
18.12.2019. 23:50:00,9.2,89.7,8.8,7.8,100,0
18.12.2019. 23:40:00,9.4,89.7,8.9,7.8,100,0
18.12.2019. 23:30:00,9.6,89.3,9.1,7.8,100,0
18.12.2019. 23:20:00,9.6,89.6,9.2,7.8,100,0
18.12.2019. 23:10:00,9.4,89.6,8.4,7.8,100,0
18.12.2019. 23:00:00,9.7,89.1,9,7.9,100,0
18.12.2019. 22:50:00,9.9,89,9.4,7.8,100,0
18.12.2019. 22:40:00,10,89.1,9.4,7.8,100,0
18.12.2019. 22:30:00,10,89.7,8.8,7.8,100,0
18.12.2019. 22:20:00,9.8,89.5,8.9,7.8,100,0
18.12.2019. 22:10:00,10.2,88.9,9.3,7.9,100,0
18.12.2019. 22:00:00,10.8,87.7,10.3,7.9,100,0
18.12.2019. 21:50:00,10.8,88.1,10.6,7.9,100,0
18.12.2019. 21:40:00,10.8,87.7,10.4,7.9,100,0
18.12.2019. 21:30:00,11,87.6,10.8,7.9,100,0
18.12.2019. 21:20:00,10.9,87.5,10.6,7.9,100,0
18.12.2019. 21:10:00,10.9,87.5,10.6,7.9,100,0
18.12.2019. 21:00:00,10.9,87.5,10.7,7.9,100,0
18.12.2019. 20:50:00,10.7,87.9,10.5,7.9,100,0
18.12.2019. 20:40:00,10.8,87.6,10.5,7.9,100,0
18.12.2019. 20:30:00,10.8,87.7,10.6,8,100,0
18.12.2019. 20:20:00,10.2,89,9.7,7.9,100,0
18.12.2019. 20:10:00,10.1,88.8,8.9,8,100,0
18.12.2019. 20:00:00,10.1,88.4,9.1,8,100,0
18.12.2019. 19:50:00,10.3,88.7,8.9,8,100,0
18.12.2019. 19:40:00,10.4,87.7,9.2,8,100,0
18.12.2019. 19:30:00,10.8,87,9.7,8,100,0
18.12.2019. 19:20:00,11.1,86.5,10,8,100,0
18.12.2019. 19:10:00,11.1,86.4,10,8.1,100,0
18.12.2019. 19:00:00,11.4,85.3,10.3,8.1,100,0
18.12.2019. 18:50:00,11.7,84.8,11.1,8.1,100,0
18.12.2019. 18:40:00,11.8,84.4,11.3,8.1,100,0
18.12.2019. 18:30:00,11.5,85.4,10.9,8.1,100,0
18.12.2019. 18:20:00,11.2,86.4,10.3,8.1,100,0
18.12.2019. 18:10:00,11.3,86.4,9.8,8.1,100,0
18.12.2019. 18:00:00,10.9,87.7,9.7,8.1,100,0
18.12.2019. 17:50:00,10.5,88.4,9.5,8.1,100,0
18.12.2019. 17:40:00,10.3,89.1,8.9,8.1,100,0
18.12.2019. 17:30:00,9.7,89.5,8.4,8.1,100,0
18.12.2019. 17:20:00,10.6,88.6,8.8,8.1,100,0
18.12.2019. 17:10:00,11,88.8,9.1,8.1,100,0
18.12.2019. 17:00:00,11.1,88.5,9.3,8.1,100,0
18.12.2019. 16:50:00,11.5,86.6,9.8,8.1,100,0
18.12.2019. 16:40:00,11.9,86.3,9.8,8.1,100,0
18.12.2019. 16:30:00,12.8,83.7,10.8,8,100,0
18.12.2019. 16:20:00,13.9,78,13.2,8,100,0
18.12.2019. 16:10:00,14.2,76.3,13.7,8,100,0
18.12.2019. 16:00:00,14.3,76.3,13.8,8,100,0
18.12.2019. 15:50:00,14.8,74.4,14.5,8,0,0
18.12.2019. 15:40:00,15,74,14.7,7.9,0,0
18.12.2019. 15:30:00,15,74,14.7,7.9,0,0
18.12.2019. 15:20:00,15.2,73.8,14.9,7.9,0,0
18.12.2019. 15:10:00,15.3,72.8,15.2,7.9,0,0
18.12.2019. 15:00:00,15.3,72.9,15.3,7.9,0,0
18.12.2019. 14:50:00,15.4,73.1,15.4,7.9,0,0
18.12.2019. 14:40:00,15.5,73.5,15.5,7.8,0,0
18.12.2019. 14:30:00,15.7,72.9,15.8,7.8,0,0
18.12.2019. 14:20:00,15.6,73.3,15.8,7.8,0,0
18.12.2019. 14:10:00,15.9,73.2,16,7.8,0,0
18.12.2019. 14:00:00,16,73.1,16.2,7.7,0,0
18.12.2019. 13:50:00,16.4,72,16.8,7.7,0,0
18.12.2019. 13:40:00,16.5,71.2,17.2,7.6,0,0
18.12.2019. 13:30:00,16.8,70.6,17.9,7.6,0,0
18.12.2019. 13:20:00,16.8,70.5,18.2,7.6,0,0
18.12.2019. 13:10:00,16.8,70.5,17.7,7.6,0,0
18.12.2019. 13:00:00,16.7,70.1,17.4,7.6,0,0
18.12.2019. 12:50:00,16.7,71.9,18.3,7.5,0,0
18.12.2019. 12:40:00,16.3,71.8,17.8,7.4,0,0
18.12.2019. 12:30:00,16.4,71.5,17.5,7.4,0,0
18.12.2019. 12:20:00,16.2,71.4,18.5,7.4,0,0
18.12.2019. 12:10:00,15.9,72.7,17.4,7.4,0,0
18.12.2019. 12:00:00,15.9,73.1,16.8,7.4,0,0
18.12.2019. 11:50:00,15.5,74,17.2,7.4,0,0
18.12.2019. 11:40:00,15.3,74.1,15.8,7.3,0,0
18.12.2019. 11:30:00,15.5,73.2,16,7.3,0,0
18.12.2019. 11:20:00,16.2,71.1,18.2,7.3,0,0
18.12.2019. 11:10:00,16.6,72.6,20.8,7.2,0,0
18.12.2019. 11:00:00,16.4,72.3,20.6,7.2,0,0
18.12.2019. 10:50:00,16.2,72.1,20.1,7.2,0,0
18.12.2019. 10:40:00,15.3,75.1,16.8,7.2,100,0
18.12.2019. 10:30:00,14.8,76.2,16.2,7.2,100,0
18.12.2019. 10:20:00,14.9,75.8,16.7,7.2,100,0
18.12.2019. 10:10:00,15.3,74.9,18.9,7.2,0,0
18.12.2019. 10:00:00,15.3,73.2,19.1,7.2,0,0
18.12.2019. 9:50:00,14.5,76.4,17.8,7.2,100,0
18.12.2019. 9:40:00,14.1,77.6,17.2,7.2,100,0
18.12.2019. 9:30:00,13.7,78,16.6,7.2,100,0
18.12.2019. 9:20:00,12.7,80.8,13.9,7.2,100,0
18.12.2019. 9:10:00,11.9,82.9,12.1,7.2,100,0
18.12.2019. 9:00:00,11.7,83.6,11.8,7.2,100,0
18.12.2019. 8:50:00,11.5,84.1,11.6,7.2,100,0
18.12.2019. 8:40:00,11.6,83.9,11.6,7.1,100,0
18.12.2019. 8:30:00,11.7,83.5,11.7,7.2,100,0
18.12.2019. 8:20:00,11.6,83.9,11.7,7.2,100,0
18.12.2019. 8:10:00,11.6,83.6,11.6,7.2,100,0
18.12.2019. 8:00:00,11.4,84.2,11.3,7.2,100,0
18.12.2019. 7:50:00,10.9,85.5,10.8,7.2,100,0
18.12.2019. 7:40:00,10.7,86.1,10.6,7.2,100,0
18.12.2019. 7:30:00,10.9,85.6,10.6,7.2,100,0
18.12.2019. 7:20:00,10.9,85.6,10.6,7.2,100,0
18.12.2019. 7:10:00,10.8,85.8,10.6,7.2,100,0
18.12.2019. 7:00:00,11,85.5,10.7,7.2,100,0
18.12.2019. 6:50:00,11.3,84.7,11,7.2,100,0
18.12.2019. 6:40:00,11.1,85.2,10.9,7.2,100,0
18.12.2019. 6:30:00,11.1,85.1,10.9,7.2,100,0
18.12.2019. 6:20:00,10.9,85.6,10.6,7.2,100,0
18.12.2019. 6:10:00,10.9,85.4,10.6,7.2,100,0
18.12.2019. 6:00:00,10.9,85.5,10.5,7.2,100,0
18.12.2019. 5:50:00,10.8,86.3,10.4,7.2,100,0
18.12.2019. 5:40:00,10.7,86.4,10.3,7.3,100,0
18.12.2019. 5:30:00,10.6,86.3,10.2,7.3,100,0
18.12.2019. 5:20:00,10.7,85.9,10.1,7.3,100,0
18.12.2019. 5:10:00,9.9,87.8,8.8,7.3,100,0
18.12.2019. 5:00:00,10,87.5,9.4,7.3,100,0
18.12.2019. 4:50:00,10,87.3,9.4,7.3,100,0
18.12.2019. 4:40:00,10.4,86.1,9.8,7.3,100,0
18.12.2019. 4:30:00,10.7,85.3,9.6,7.4,100,0
18.12.2019. 4:20:00,10.6,86.6,9.5,7.3,100,0
18.12.2019. 4:10:00,9.9,87.6,9.1,7.4,100,0
18.12.2019. 4:00:00,10.6,85.7,9.2,7.3,100,0
18.12.2019. 3:50:00,11.3,83.7,10,7.4,100,0
18.12.2019. 3:40:00,11.8,82,10.7,7.4,100,0
18.12.2019. 3:30:00,11.4,84.9,10.2,7.4,100,0
18.12.2019. 3:20:00,11.5,83.5,10.6,7.4,100,0
18.12.2019. 3:10:00,11.4,84.6,10.8,7.4,100,0
18.12.2019. 3:00:00,11.5,83.5,10.6,7.4,100,0
18.12.2019. 2:50:00,10.6,86.2,9.8,7.4,100,0
18.12.2019. 2:40:00,10.9,84.6,9.9,7.4,100,0
18.12.2019. 2:30:00,11.2,84.5,10.3,7.4,100,0
18.12.2019. 2:20:00,11.2,84.3,10.4,7.4,100,0
18.12.2019. 2:10:00,12.2,82.2,11.5,7.4,100,0
18.12.2019. 2:00:00,12.7,80.9,12.3,7.4,100,0
18.12.2019. 1:50:00,12.6,81.1,12.2,7.4,100,0
18.12.2019. 1:40:00,12.7,80.9,12.3,7.4,100,0
18.12.2019. 1:30:00,12.4,81.6,12.1,7.4,100,0
18.12.2019. 1:20:00,12.3,82.1,11.9,7.4,100,0
18.12.2019. 1:10:00,12,83,11.6,7.4,100,0
18.12.2019. 1:00:00,12.1,82.6,11.7,7.4,100,0
