dateandtime,air-temp-1.8m-2m,air-hum,air-temp-1m,soil-temp,leaf-hum,rain
7.3.2019. 7:40:00,12.1,76.1,12.2,7.6,0,0
7.3.2019. 7:30:00,12.2,75.3,12.2,7.6,0,0
7.3.2019. 7:20:00,12.2,74.5,12.2,7.6,0,0
7.3.2019. 7:10:00,12.1,75,12,7.6,0,0
7.3.2019. 7:00:00,12.1,74.9,11.9,7.6,0,0
7.3.2019. 6:50:00,12.2,74,12,7.6,0,0
7.3.2019. 6:40:00,12.3,73,12.2,7.6,0,0
7.3.2019. 6:30:00,12.5,72.7,12.3,7.6,0,0
7.3.2019. 6:20:00,12.7,71.4,12.6,7.6,0,0
7.3.2019. 6:10:00,12.7,71.4,12.6,7.6,0,0
7.3.2019. 6:00:00,12.5,71.6,12.4,7.6,0,0
7.3.2019. 5:50:00,12.6,71.2,12.4,7.6,0,0
7.3.2019. 5:40:00,12.5,71.3,12.3,7.6,0,0
7.3.2019. 5:30:00,12.5,70.5,12.4,7.6,0,0
7.3.2019. 5:20:00,12.4,70,12.3,7.7,0,0
7.3.2019. 5:10:00,12.5,69.3,12.3,7.7,0,0
7.3.2019. 5:00:00,12.5,68.5,12.4,7.7,0,0
7.3.2019. 4:50:00,12.6,68.2,12.4,7.7,0,0
7.3.2019. 4:40:00,12.6,66.9,12.4,7.7,0,0
7.3.2019. 4:30:00,12.4,67.1,12.2,7.7,0,0
7.3.2019. 4:20:00,12.3,66.5,12.2,7.7,0,0
7.3.2019. 4:10:00,12.2,66.5,12.1,7.8,0,0
7.3.2019. 4:00:00,12.2,65.7,12,7.7,0,0
7.3.2019. 3:50:00,12.1,65,11.9,7.8,0,0
7.3.2019. 3:40:00,11.3,66.8,11.3,7.8,0,0
7.3.2019. 3:30:00,10.2,70.4,10.1,7.8,0,0
7.3.2019. 3:20:00,10.4,69.9,10.1,7.8,0,0
7.3.2019. 3:10:00,10.9,68.2,10.6,7.8,0,0
7.3.2019. 3:00:00,11.1,66.9,10.9,7.8,0,0
7.3.2019. 2:50:00,11.3,64.7,11.2,7.8,0,0
7.3.2019. 2:40:00,11.5,64.4,11.4,7.8,0,0
7.3.2019. 2:30:00,11.1,65.7,10.9,7.8,0,0
7.3.2019. 2:20:00,10.6,67.1,10.5,7.9,0,0
7.3.2019. 2:10:00,10.5,67.8,10.3,7.9,0,0
7.3.2019. 2:00:00,10.8,65.3,10.7,7.9,0,0
7.3.2019. 1:50:00,10.6,65.6,10.5,7.9,0,0
7.3.2019. 1:40:00,10.7,66.1,10.6,7.9,0,0
7.3.2019. 1:30:00,10.7,65.8,10.6,7.9,0,0
7.3.2019. 1:20:00,10.7,65.6,10.6,8,0,0
7.3.2019. 1:10:00,10.6,65.6,10.4,8,0,0
7.3.2019. 1:00:00,10.4,65.9,10.2,8,0,0
7.3.2019. 0:50:00,10.6,65.2,10.4,8,0,0
7.3.2019. 0:40:00,10.6,64.9,10.4,8.1,0,0
7.3.2019. 0:30:00,10.7,64.3,10.6,8.1,0,0
7.3.2019. 0:20:00,10.7,63.9,10.6,8.1,0,0
7.3.2019. 0:10:00,10.6,63.1,10.5,8.1,0,0
7.3.2019. 0:00:00,10.6,63.7,10.4,8.1,0,0
6.3.2019. 23:50:00,10.6,63.7,10.4,8.2,0,0
6.3.2019. 23:40:00,10.6,64,10.4,8.2,0,0
6.3.2019. 23:30:00,10.4,64.5,10.2,8.2,0,0
6.3.2019. 23:20:00,10.3,64.7,10.2,8.2,0,0
6.3.2019. 23:10:00,10.7,62.5,10.6,8.2,0,0
6.3.2019. 23:00:00,10.8,62.3,10.6,8.2,0,0
6.3.2019. 22:50:00,10.7,62.6,10.5,8.3,0,0
6.3.2019. 22:40:00,10.6,64,10.3,8.3,0,0
6.3.2019. 22:30:00,10.9,62,10.8,8.3,0,0
6.3.2019. 22:20:00,10.5,64.2,10.3,8.3,0,0
6.3.2019. 22:10:00,10.8,63,10.6,8.4,0,0
6.3.2019. 22:00:00,11,61.8,10.8,8.4,0,0
6.3.2019. 21:50:00,11.1,61.9,10.9,8.4,0,0
6.3.2019. 21:40:00,11.3,60.8,11.1,8.4,0,0
6.3.2019. 21:30:00,11.1,61.5,10.9,8.5,0,0
6.3.2019. 21:20:00,11.2,61.4,11,8.5,0,0
6.3.2019. 21:10:00,11.3,60.6,11.1,8.5,0,0
6.3.2019. 21:00:00,11.5,60.3,11.4,8.6,0,0
6.3.2019. 20:50:00,11.7,60.8,11.5,8.6,0,0
6.3.2019. 20:40:00,11.5,61.1,11.4,8.6,0,0
6.3.2019. 20:30:00,11.7,61.3,11.5,8.6,0,0
6.3.2019. 20:20:00,11.9,60.1,11.8,8.6,0,0
6.3.2019. 20:10:00,11.8,61.3,11.7,8.6,0,0
6.3.2019. 20:00:00,11,65.5,10.8,8.6,0,0
6.3.2019. 19:50:00,11.2,64.7,10.9,8.7,0,0
6.3.2019. 19:40:00,11.4,63.8,11.2,8.7,0,0
6.3.2019. 19:30:00,11.7,62.5,11.8,8.7,0,0
6.3.2019. 19:20:00,10.7,70.8,10.4,8.7,0,0
6.3.2019. 19:10:00,10,74.9,9.7,8.7,0,0
6.3.2019. 19:00:00,9.8,75.3,9.8,8.7,0,0
6.3.2019. 18:50:00,10.1,76,9.7,8.8,0,0
6.3.2019. 18:40:00,10.2,76.3,9.8,8.7,0,0
6.3.2019. 18:30:00,10.5,76.1,10,8.7,0,0
6.3.2019. 18:20:00,10.7,74.9,10.4,8.7,0,0
6.3.2019. 18:10:00,10.9,74,10.6,8.7,0,0
6.3.2019. 18:00:00,11.1,73.6,10.8,8.7,0,0
6.3.2019. 17:50:00,11.4,73.2,11.1,8.7,0,0
6.3.2019. 17:40:00,11.6,73,11.2,8.7,0,0
6.3.2019. 17:30:00,11.8,72,11.5,8.7,0,0
6.3.2019. 17:20:00,12.2,71.2,11.9,8.6,0,0
6.3.2019. 17:10:00,13.4,64.4,13.2,8.6,0,0
6.3.2019. 17:00:00,13.6,64.3,13.4,8.6,0,0
6.3.2019. 16:50:00,13.7,64.4,13.6,8.5,0,0
6.3.2019. 16:40:00,13.8,64.8,13.8,8.4,0,0
6.3.2019. 16:30:00,13.6,67.8,13.7,8.4,0,0
6.3.2019. 16:20:00,13.9,67.2,14,8.4,0,0
6.3.2019. 16:10:00,14.5,63.1,14.4,8.4,0,0
6.3.2019. 16:00:00,15,58,15.2,8.3,0,0
6.3.2019. 15:50:00,15.3,57.5,15.2,8.3,0,0
6.3.2019. 15:40:00,16.5,54.3,17.8,8.2,0,0
6.3.2019. 15:30:00,16.4,54.4,17.5,8.1,0,0
6.3.2019. 15:20:00,16.6,54,18.1,8.1,0,0
6.3.2019. 15:10:00,16.7,56.5,18.7,8,0,0
6.3.2019. 15:00:00,15.9,55.9,17.3,7.9,0,0
6.3.2019. 14:50:00,16.1,55.8,17.3,7.9,0,0
6.3.2019. 14:40:00,16.1,56.4,17.6,7.9,0,0
6.3.2019. 14:30:00,15.9,56.2,16.5,7.8,0,0
6.3.2019. 14:20:00,15.1,56.6,15.6,7.8,0,0
6.3.2019. 14:10:00,15.2,58.4,16.1,7.7,0,0
6.3.2019. 14:00:00,15.3,57.8,17.2,7.6,0,0
6.3.2019. 13:50:00,15.3,55.3,17.4,7.5,0,0
6.3.2019. 13:40:00,15,58.1,17.1,7.4,0,0
6.3.2019. 13:30:00,15.2,55.5,17.5,7.4,0,0
6.3.2019. 13:20:00,15.4,55.7,18.4,7.3,0,0
6.3.2019. 13:10:00,14.9,57,17.5,7.3,0,0
6.3.2019. 13:00:00,14.8,56.8,17.9,7.2,0,0
6.3.2019. 12:50:00,14.6,55.1,17.4,7.2,0,0
6.3.2019. 12:40:00,14,59.1,17.6,7.1,0,0
6.3.2019. 12:30:00,13.2,60.1,16.5,7.1,0,0
6.3.2019. 12:20:00,12.9,61.8,16.4,7,0,0
6.3.2019. 12:10:00,12.9,60.5,16.3,6.9,0,0
6.3.2019. 12:00:00,12.7,60.4,16.5,6.9,0,0
6.3.2019. 11:50:00,12.2,59.7,15.6,6.9,0,0
6.3.2019. 11:40:00,12.2,63.8,15.6,6.8,0,0
6.3.2019. 11:30:00,12.3,63,16.2,6.8,0,0
6.3.2019. 11:20:00,12.1,62.1,15.9,6.8,0,0
6.3.2019. 11:10:00,11.8,61.8,15.6,6.7,0,0
6.3.2019. 11:00:00,11.7,61.3,15.4,6.6,0,0
6.3.2019. 10:50:00,11.7,61.1,15.1,6.6,0,0
6.3.2019. 10:40:00,11.8,65.5,15.6,6.6,0,0
6.3.2019. 10:30:00,11.3,61,14.9,6.6,0,0
6.3.2019. 10:20:00,11.5,63.1,15.4,6.5,0,0
6.3.2019. 10:10:00,11.2,60.5,14.9,6.5,0,0
6.3.2019. 10:00:00,11.2,61.8,14.8,6.5,0,0
6.3.2019. 9:50:00,11.1,63.8,14.4,6.4,0,0
6.3.2019. 9:40:00,10.8,65.1,13.9,6.4,0,0
6.3.2019. 9:30:00,10.3,67.8,13.1,6.4,0,0
6.3.2019. 9:20:00,10.2,67.2,13.1,6.4,0,0
6.3.2019. 9:10:00,10.2,69.3,13.2,6.4,0,0
6.3.2019. 9:00:00,9.7,67.6,12.5,6.4,0,0
6.3.2019. 8:50:00,9.7,70.1,12.4,6.4,0,0
6.3.2019. 8:40:00,9.4,72.7,11.8,6.4,0,0
6.3.2019. 8:30:00,9,75.1,9.3,6.4,0,0
6.3.2019. 8:20:00,8.8,75.7,8.4,6.4,0,0
6.3.2019. 8:10:00,8.2,75.8,7.7,6.5,0,0
6.3.2019. 8:00:00,7.5,79.1,7,6.5,100,0
6.3.2019. 7:50:00,6.1,82.7,6.4,6.5,100,0
6.3.2019. 7:40:00,5.3,83.4,5.7,6.6,100,0
6.3.2019. 7:30:00,4.7,84.2,5.2,6.6,100,0
6.3.2019. 7:20:00,4.2,85,4.4,6.6,100,0
6.3.2019. 7:10:00,3.8,85.5,3.8,6.6,100,0
6.3.2019. 7:00:00,3.5,86,3.5,6.6,100,0
6.3.2019. 6:50:00,3.1,86.5,2.8,6.6,100,0
6.3.2019. 6:40:00,2.9,87.3,2.2,6.7,100,0
6.3.2019. 6:30:00,2.4,86.7,2,6.7,100,0
6.3.2019. 6:20:00,2.7,86.3,2.4,6.8,100,0
6.3.2019. 6:10:00,2.9,86.3,2.5,6.8,100,0
6.3.2019. 6:00:00,3.1,85.4,2.8,6.8,100,0
6.3.2019. 5:50:00,3.5,85.1,3.1,6.8,100,0
6.3.2019. 5:40:00,3.7,84.8,3.4,6.8,100,0
6.3.2019. 5:30:00,4,84.5,3.4,6.8,100,0
6.3.2019. 5:20:00,4,84.3,3.8,6.9,100,0
6.3.2019. 5:10:00,4.1,84.5,4,6.9,100,0
6.3.2019. 5:00:00,4.1,84.3,3.8,6.9,100,0
6.3.2019. 4:50:00,4.4,83.6,4.3,6.9,100,0
6.3.2019. 4:40:00,4.3,83.6,4.1,6.9,100,0
6.3.2019. 4:30:00,4,84,3.7,7,100,0
6.3.2019. 4:20:00,4.4,83.3,3.7,7.1,100,0
6.3.2019. 4:10:00,4.3,83.2,3.5,7.1,100,0
6.3.2019. 4:00:00,4.2,83.8,3.5,7.1,100,0
6.3.2019. 3:50:00,4.2,83.8,3.7,7.1,100,0
6.3.2019. 3:40:00,4.2,84.1,3.7,7.1,100,0
6.3.2019. 3:30:00,3.9,85.4,3.4,7.2,100,0
6.3.2019. 3:20:00,3.5,85.1,3,7.2,100,0
6.3.2019. 3:10:00,4.3,84.8,3.9,7.2,100,0
6.3.2019. 3:00:00,3.9,86.5,3.4,7.2,100,0
6.3.2019. 2:50:00,3.6,85.7,3.2,7.3,100,0
6.3.2019. 2:40:00,4,86,3.6,7.3,100,0
6.3.2019. 2:30:00,3.8,86.1,3.6,7.4,100,0
6.3.2019. 2:20:00,3.8,86,3.5,7.4,100,0
6.3.2019. 2:10:00,4,85.2,3.4,7.4,100,0
6.3.2019. 2:00:00,4.2,85.4,3.8,7.5,100,0
6.3.2019. 1:50:00,4.6,84.6,4.4,7.5,100,0
6.3.2019. 1:40:00,4.9,84.1,4.7,7.6,100,0
6.3.2019. 1:30:00,5.3,83.9,5.2,7.6,100,0
6.3.2019. 1:20:00,4.7,85.1,4.3,7.6,100,0
6.3.2019. 1:10:00,4.8,84.6,4.2,7.6,100,0
6.3.2019. 1:00:00,4.8,84.5,4.3,7.6,100,0
6.3.2019. 0:50:00,5.1,84.5,4.6,7.7,100,0
6.3.2019. 0:40:00,4.8,84.8,4.1,7.8,100,0
6.3.2019. 0:30:00,5,83.9,4.3,7.8,100,0
6.3.2019. 0:20:00,5.6,83.2,5.2,7.8,100,0
6.3.2019. 0:10:00,5.5,83.3,5.1,7.8,100,0
6.3.2019. 0:00:00,5.4,83.6,4.9,7.9,100,0
5.3.2019. 23:50:00,5.6,83.1,5.2,7.9,100,0
5.3.2019. 23:40:00,5.5,83.2,5.2,7.9,100,0
5.3.2019. 23:30:00,5.3,83.7,4.9,7.9,100,0
5.3.2019. 23:20:00,5.3,83.3,5,8,100,0
5.3.2019. 23:10:00,5.2,83.8,4.8,8,100,0
5.3.2019. 23:00:00,5,83.5,4.5,8.1,100,0
5.3.2019. 22:50:00,5.6,82.4,5.1,8.1,100,0
5.3.2019. 22:40:00,5.9,82.3,5.5,8.1,100,0
5.3.2019. 22:30:00,6.1,81.7,5.6,8.1,100,0
5.3.2019. 22:20:00,6.4,81.2,6,8.2,100,0
5.3.2019. 22:10:00,6.5,81.3,6.1,8.2,100,0
5.3.2019. 22:00:00,6.4,81.6,5.9,8.2,100,0
5.3.2019. 21:50:00,6.6,81.3,6.2,8.3,100,0
5.3.2019. 21:40:00,6.7,81.2,6.2,8.3,100,0
5.3.2019. 21:30:00,6.7,81.4,6.1,8.3,100,0
5.3.2019. 21:20:00,6.7,81.2,6.2,8.4,100,0
5.3.2019. 21:10:00,6.9,80.8,6.4,8.4,100,0
5.3.2019. 21:00:00,7.4,79.9,6.9,8.4,0,0
5.3.2019. 20:50:00,7.5,80.1,7.1,8.4,0,0
5.3.2019. 20:40:00,7.5,80,7.1,8.4,0,0
5.3.2019. 20:30:00,7.9,78.9,7.5,8.5,0,0
5.3.2019. 20:20:00,8.4,77.5,8.2,8.5,0,0
5.3.2019. 20:10:00,8.2,77.9,8,8.6,0,0
5.3.2019. 20:00:00,7.9,77.8,7.5,8.6,0,0
5.3.2019. 19:50:00,8.1,75.9,7.8,8.6,0,0
5.3.2019. 19:40:00,8.3,75.3,7.9,8.6,0,0
5.3.2019. 19:30:00,8.5,74.6,8.2,8.6,0,0
5.3.2019. 19:20:00,8.6,74.1,8.2,8.7,0,0
5.3.2019. 19:10:00,8.8,73.1,8.4,8.7,0,0
5.3.2019. 19:00:00,8.8,72.9,8.5,8.6,0,0
5.3.2019. 18:50:00,9,72.5,8.7,8.7,0,0
5.3.2019. 18:40:00,9,73.3,8.8,8.7,0,0
5.3.2019. 18:30:00,9.3,71.9,9,8.7,0,0
5.3.2019. 18:20:00,9.5,71.7,9.2,8.7,0,0
5.3.2019. 18:10:00,9.6,71.9,9.2,8.7,0,0
5.3.2019. 18:00:00,9.7,71.1,9.2,8.7,0,0
5.3.2019. 17:50:00,10.2,68.3,9.8,8.7,0,0
5.3.2019. 17:40:00,10.5,67.5,10,8.6,0,0
5.3.2019. 17:30:00,11,66.7,10.5,8.6,0,0
5.3.2019. 17:20:00,11.9,63.3,11.6,8.6,0,0
5.3.2019. 17:10:00,12.4,61.5,12.6,8.6,0,0
5.3.2019. 17:00:00,13.4,57.3,12.6,8.6,0,0
5.3.2019. 16:50:00,14.2,55.9,13.6,8.5,0,0
5.3.2019. 16:40:00,14.7,53.1,14.3,8.4,0,0
5.3.2019. 16:30:00,14.4,51.4,16,8.4,0,0
5.3.2019. 16:20:00,14.3,51.4,16.3,8.4,0,0
5.3.2019. 16:10:00,15.3,51.9,17.2,8.3,0,0
5.3.2019. 16:00:00,15.5,47.3,17.1,8.2,0,0
5.3.2019. 15:50:00,15.6,48.7,17.8,8.2,0,0
5.3.2019. 15:40:00,15.8,51.1,18,8.1,0,0
5.3.2019. 15:30:00,16.2,45.2,18.4,8.1,0,0
5.3.2019. 15:20:00,15.8,45.7,18.8,8,0,0
5.3.2019. 15:10:00,15.8,46.6,18,7.9,0,0
5.3.2019. 15:00:00,15.9,49.5,18.7,7.8,0,0
5.3.2019. 14:50:00,15.9,46.8,18.4,7.8,0,0
5.3.2019. 14:40:00,15.5,48.8,17.2,7.7,0,0
5.3.2019. 14:30:00,15.5,53.4,15.8,7.6,0,0
5.3.2019. 14:20:00,15.3,53.7,14.9,7.6,0,0
5.3.2019. 14:10:00,15.3,53,15.3,7.4,0,0
5.3.2019. 14:00:00,15.3,47.6,15.9,7.4,0,0
5.3.2019. 13:50:00,15.1,53,18.1,7.3,0,0
5.3.2019. 13:40:00,14.9,51.2,19.1,7.2,0,0
5.3.2019. 13:30:00,15.1,47.4,19.2,7.1,0,0
5.3.2019. 13:20:00,14.7,43.6,18.4,7.1,0,0
5.3.2019. 13:10:00,14.4,41.4,18.6,7,0,0
5.3.2019. 13:00:00,14.8,43.2,19.2,6.9,0,0
5.3.2019. 12:50:00,14.4,43.8,19.9,6.9,0,0
5.3.2019. 12:40:00,14.5,46.6,18.6,6.9,0,0
5.3.2019. 12:30:00,14.2,47.1,18.5,6.8,0,0
5.3.2019. 12:20:00,13.9,47.5,16.8,6.7,0,0
5.3.2019. 12:10:00,13.8,43.5,18.5,6.6,0,0
5.3.2019. 12:00:00,14.1,51,18.5,6.6,0,0
5.3.2019. 11:50:00,13.9,49,17.9,6.6,100,0
5.3.2019. 11:40:00,13.9,57.6,18.1,6.5,100,0
5.3.2019. 11:30:00,13.1,57.8,16.6,6.4,100,0
5.3.2019. 11:20:00,13,61.3,16.8,6.4,100,0
5.3.2019. 11:10:00,12.7,67.2,16.9,6.4,100,0
5.3.2019. 11:00:00,11.9,70.8,14.6,6.4,100,0
5.3.2019. 10:50:00,11.6,73,15.1,6.3,100,0
5.3.2019. 10:40:00,10.8,76.9,14.6,6.2,100,0
5.3.2019. 10:30:00,10.2,78.1,13.8,6.2,100,0
5.3.2019. 10:20:00,10.2,79.1,13.4,6.2,100,0
5.3.2019. 10:10:00,9.7,80.3,12.2,6.2,100,0
5.3.2019. 10:00:00,9.4,79.7,11.9,6.2,100,0
5.3.2019. 9:50:00,9.1,81.7,11.8,6.2,100,0
5.3.2019. 9:40:00,8.4,81.5,10.6,6.1,100,0
5.3.2019. 9:30:00,8.5,82,10.1,6.1,100,0
5.3.2019. 9:20:00,7.9,82.4,9.2,6.1,100,0
5.3.2019. 9:10:00,8,82.5,10.2,6.2,100,0
5.3.2019. 9:00:00,7.6,83.3,9.9,6.2,100,0
5.3.2019. 8:50:00,6.8,83.8,8.9,6.2,100,0
5.3.2019. 8:40:00,6.3,85.5,7.3,6.2,100,0
5.3.2019. 8:30:00,6.7,85.3,6.4,6.2,100,0
5.3.2019. 8:20:00,5.9,87,5.8,6.2,100,0
5.3.2019. 8:10:00,5.1,88.3,5.1,6.2,100,0
5.3.2019. 8:00:00,4.7,89.3,4.8,6.2,100,0.1
5.3.2019. 7:50:00,3.3,90.1,3.5,6.3,100,0
5.3.2019. 7:40:00,2.7,90.4,2.9,6.3,100,0
5.3.2019. 7:30:00,2.1,90.3,2.2,6.4,100,0
5.3.2019. 7:20:00,1.9,90.3,2,6.4,100,0
5.3.2019. 7:10:00,1.7,90.4,1.8,6.4,100,0
5.3.2019. 7:00:00,1.5,90.4,1.4,6.4,100,0
5.3.2019. 6:50:00,1.5,90.4,1.4,6.4,100,0
5.3.2019. 6:40:00,1.3,90.3,0.9,6.5,100,0
5.3.2019. 6:30:00,1.3,90.3,0.9,6.5,100,0
5.3.2019. 6:20:00,1.1,90.3,0.8,6.6,100,0
5.3.2019. 6:10:00,1.2,90.3,0.9,6.6,100,0
5.3.2019. 6:00:00,1.2,90.2,0.8,6.6,100,0
5.3.2019. 5:50:00,1.2,90.2,0.7,6.6,100,0
5.3.2019. 5:40:00,1.2,90.1,0.8,6.7,100,0
5.3.2019. 5:30:00,1.2,90.1,0.9,6.8,100,0
5.3.2019. 5:20:00,1.3,90.1,1,6.8,100,0
5.3.2019. 5:10:00,1.5,90.1,1.2,6.8,100,0
5.3.2019. 5:00:00,1.2,90.1,0.6,6.8,100,0
5.3.2019. 4:50:00,1.2,90,0.8,6.8,100,0
5.3.2019. 4:40:00,1.2,89.9,0.8,6.9,100,0
5.3.2019. 4:30:00,1.2,89.8,0.7,6.9,100,0
5.3.2019. 4:20:00,1.5,89.8,1.1,7,100,0
5.3.2019. 4:10:00,1.5,89.7,1.2,7,100,0
5.3.2019. 4:00:00,1.3,89.6,1,7,100,0
5.3.2019. 3:50:00,1.5,89.6,1.2,7.1,100,0
5.3.2019. 3:40:00,1.6,89.5,1.3,7.1,100,0
5.3.2019. 3:30:00,1.8,89.4,1.6,7.1,100,0
5.3.2019. 3:20:00,1.8,89.2,1.4,7.1,100,0
5.3.2019. 3:10:00,2.3,89.2,1.8,7.2,100,0
5.3.2019. 3:00:00,2.5,89.2,2.1,7.2,100,0
5.3.2019. 2:50:00,2.6,89.1,2.4,7.2,100,0
5.3.2019. 2:40:00,2.8,89.1,2.6,7.2,100,0
5.3.2019. 2:30:00,2.9,89,2.6,7.3,100,0
5.3.2019. 2:20:00,2.9,88.9,2.7,7.3,100,0
5.3.2019. 2:10:00,3,88.7,2.7,7.3,100,0
5.3.2019. 2:00:00,3.3,88.8,3,7.3,100,0
5.3.2019. 1:50:00,3.3,88.8,3.1,7.4,100,0.1
5.3.2019. 1:40:00,3.5,88.8,3.3,7.4,100,0
5.3.2019. 1:30:00,3.6,88.7,3.6,7.4,100,0
5.3.2019. 1:20:00,3.7,88.7,3.6,7.5,100,0
5.3.2019. 1:10:00,3.6,88.5,3.4,7.5,100,0
5.3.2019. 1:00:00,3.8,88.4,3.6,7.5,100,0
5.3.2019. 0:50:00,3.9,88.3,3.7,7.6,100,0
5.3.2019. 0:40:00,4,88.2,3.9,7.6,100,0.1
5.3.2019. 0:30:00,4,87.9,3.9,7.6,100,0.1
5.3.2019. 0:20:00,4.1,87.7,3.9,7.6,100,0.7
5.3.2019. 0:10:00,4.4,87.3,4.1,7.7,100,1.8
5.3.2019. 0:00:00,4.7,86.2,4.3,7.7,100,0.5
4.3.2019. 23:50:00,4.8,86.1,4.4,7.8,100,0.7
4.3.2019. 23:40:00,5,86.1,4.6,7.8,100,0.7
4.3.2019. 23:30:00,5.1,85.8,4.6,7.8,100,0.5
4.3.2019. 23:20:00,5.1,85.9,4.6,7.9,100,0.6
4.3.2019. 23:10:00,5.2,86.3,4.8,7.9,100,0.8
4.3.2019. 23:00:00,5.3,86.6,4.9,7.9,100,1
4.3.2019. 22:50:00,5.4,86.1,4.9,7.9,100,0.9
4.3.2019. 22:40:00,5.6,86.2,5.2,7.9,100,1.8
4.3.2019. 22:30:00,5.7,85.2,5.1,7.9,100,1.1
4.3.2019. 22:20:00,5.9,84.5,5.2,8,100,1.2
4.3.2019. 22:10:00,6,82.7,5.1,8,100,1.2
4.3.2019. 22:00:00,6.3,81.5,5.1,8.1,100,1.1
4.3.2019. 21:50:00,7.7,78.7,6.5,8,100,0
4.3.2019. 21:40:00,9.3,69.9,9.2,8.1,0,0
4.3.2019. 21:30:00,11,67.2,10.8,8.1,0,0
4.3.2019. 21:20:00,10.7,68,10.4,8.1,0,0
4.3.2019. 21:10:00,10.9,66.9,10.3,8.1,0,0
4.3.2019. 21:00:00,9.7,70.6,9.3,8.1,0,0
4.3.2019. 20:50:00,9.8,69.8,9.3,8.1,0,0
4.3.2019. 20:40:00,10.3,66.7,9.9,8.1,0,0
4.3.2019. 20:30:00,10.5,65.5,10.2,8.1,0,0
4.3.2019. 20:20:00,10.8,64.9,10.5,8.2,0,0
4.3.2019. 20:10:00,11.2,63.5,10.9,8.2,0,0
4.3.2019. 20:00:00,11.7,61.9,11.4,8.2,0,0
4.3.2019. 19:50:00,12.3,60.2,12,8.2,0,0
4.3.2019. 19:40:00,12.6,58.9,12.5,8.2,0,0
4.3.2019. 19:30:00,12.6,59.1,12.4,8.2,0,0
4.3.2019. 19:20:00,12.5,59.5,12.2,8.2,0,0
4.3.2019. 19:10:00,12.4,59.5,12.1,8.2,0,0
4.3.2019. 19:00:00,12.5,59.2,12.3,8.2,0,0
4.3.2019. 18:50:00,12.4,59.9,12.2,8.2,0,0
4.3.2019. 18:40:00,12.2,60.7,11.9,8.2,0,0
4.3.2019. 18:30:00,12.4,60,12.2,8.2,0,0
4.3.2019. 18:20:00,12.6,59.2,12.4,8.2,0,0
4.3.2019. 18:10:00,12.9,57.8,12.7,8.2,0,0
4.3.2019. 18:00:00,13.2,56.6,13,8.2,0,0
4.3.2019. 17:50:00,13.4,56.1,13.2,8.2,0,0
4.3.2019. 17:40:00,13.6,55.1,13.4,8.2,0,0
4.3.2019. 17:30:00,13.7,55.5,13.4,8.2,0,0
4.3.2019. 17:20:00,13.9,55,13.8,8.2,0,0
4.3.2019. 17:10:00,14.2,53.2,14.1,8.2,0,0
4.3.2019. 17:00:00,14.5,52.6,14.4,8.2,0,0
4.3.2019. 16:50:00,15,51.5,15.1,8.2,0,0
4.3.2019. 16:40:00,15.4,50.4,16.1,8.2,0,0
4.3.2019. 16:30:00,15.1,51,15.2,8.2,0,0
4.3.2019. 16:20:00,15.1,50.8,15,8.1,0,0
4.3.2019. 16:10:00,15.3,48.9,15.2,8.1,0,0
4.3.2019. 16:00:00,15.3,48.2,15.3,8.1,0,0
4.3.2019. 15:50:00,15.6,48.1,15.6,8.1,0,0
4.3.2019. 15:40:00,15.8,46.3,15.8,8.1,0,0
4.3.2019. 15:30:00,15.8,46.5,15.8,8.1,0,0
4.3.2019. 15:20:00,16,45.6,16,8,0,0
4.3.2019. 15:10:00,16,46.7,16.1,8,0,0
4.3.2019. 15:00:00,16.3,44.5,16.4,7.9,0,0
4.3.2019. 14:50:00,16.7,42.6,16.8,7.9,0,0
4.3.2019. 14:40:00,16.9,42,17.1,7.9,0,0
4.3.2019. 14:30:00,17,41.3,17.3,7.8,0,0
4.3.2019. 14:20:00,17.3,41.3,17.6,7.8,0,0
4.3.2019. 14:10:00,17.6,40.5,18.1,7.8,0,0
4.3.2019. 14:00:00,18,37.6,18.6,7.7,0,0
4.3.2019. 13:50:00,18.7,37.9,19.4,7.6,0,0
4.3.2019. 13:40:00,18.6,38,19.6,7.6,0,0
4.3.2019. 13:30:00,18.8,37.9,21,7.5,0,0
4.3.2019. 13:20:00,18.7,38.1,21,7.4,0,0
4.3.2019. 13:10:00,18.2,38.9,20.3,7.4,0,0
4.3.2019. 13:00:00,18,38.1,20.2,7.4,0,0
4.3.2019. 12:50:00,18.2,37.5,20.3,7.3,0,0
4.3.2019. 12:40:00,18,38.8,20.4,7.3,0,0
4.3.2019. 12:30:00,18,40.3,20.3,7.2,0,0
4.3.2019. 12:20:00,17.9,40.3,20.5,7.2,0,0
4.3.2019. 12:10:00,17.9,40.4,20.2,7.1,0,0
4.3.2019. 12:00:00,17.8,41.2,20.1,7.1,0,0
4.3.2019. 11:50:00,17.5,42.6,19.9,7,0,0
4.3.2019. 11:40:00,17.4,43.1,19.9,7,0,0
4.3.2019. 11:30:00,17,43.5,19.3,6.9,0,0
4.3.2019. 11:20:00,17,46.6,19.5,6.9,0,0
4.3.2019. 11:10:00,16.6,45.2,18.9,6.9,0,0
4.3.2019. 11:00:00,16.5,47.1,19,6.9,0,0
4.3.2019. 10:50:00,16.5,45.1,19,6.8,0,0
4.3.2019. 10:40:00,16.3,46.3,18.9,6.8,0,0
4.3.2019. 10:30:00,15.8,48.6,18.1,6.7,0,0
